"vessel_name","MMSI","Flag","flag_ais","imo","vessel_class_cat","vessel_class_confidence","vessel_class","vessel_type","previous_port_country","previous_port","trip_start","trip_start_confidence","trip_end","trip_end_confidence","trip_duration_days","end_port","dak_general","dak_fishing","fishing","fishing_hours","fishing_eez","fishing_hs","fishing_rfmos","encounter","num_encounters","loitering","num_loitering","percent_ais_voyage","vv_url"
"YUAN YU 890","412549341","CHN","CHN",NA,"fishing","high","fishing","trawlers","GNB","BISSAU",2025-01-25 15:41:55,4,2025-01-27 04:41:22,4,1.5,"DAKAR",TRUE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/bbba961c9-9f6c-7ddb-69db-a6f4016b1484?&start=2025-01-23&end=2025-01-29"")"
"YIFENG21","412209011","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-03-02 00:06:33,4,2025-03-15 01:44:42,4,13,"DAKAR",TRUE,TRUE,TRUE,225.755555555556,"SEN",FALSE,"ICCAT, NAMMCO, SRFC, IWC, ACAP",FALSE,NA,TRUE,6,12.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c168bbf49-9c02-8ea2-724f-1f17ea5b988d?&start=2025-02-28&end=2025-03-17"")"
"YUAN YU 892","412549343","CHN","CHN",NA,"fishing","high","fishing","trawlers","GNB","BISSAU",2025-01-25 15:34:12,4,2025-01-27 07:22:38,4,1.6,"DAKAR",TRUE,FALSE,TRUE,27.55,"SEN",FALSE,"ICCAT, ACAP, SRFC, IWC, NAMMCO",FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c281d3ca5-5203-420a-ebc1-dd882a005a49?&start=2025-01-23&end=2025-01-29"")"
"YIFENG7","412200996","CHN","CHN",NA,"fishing","med","fishing","trawlers","SEN","DAKAR",2025-03-24 20:28:58,4,2025-03-27 02:47:41,4,2.3,"DAKAR",FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,2,45.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e0d511224-49a9-8047-a2ed-4fc1d0aaf626?&start=2025-03-22&end=2025-03-29"")"
"NATA 2","659034000","NAM","NAM",NA,"fishing","low","gear","gear","ZAF","CAPE TOWN",2024-07-11 16:45:57,4,2025-01-07 06:10:32,4,179.5,"DAKAR",TRUE,TRUE,FALSE,NA,NA,FALSE,NA,TRUE,28,TRUE,132,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/68a05b872-2f68-ba22-da3d-8de7bfa86302?&start=2024-07-09&end=2025-01-09"")"
"PEIX MAR VEINTIOCHO","224275000","ESP","ESP",NA,"fishing","high","fishing","fishing","GNB","BISSAU",2025-01-31 22:02:16,4,2025-03-14 07:04:36,4,41.4,"DAKAR",TRUE,TRUE,TRUE,9053.72916666666,"GNB, SEN",FALSE,"IWC, SRFC, ACAP, ICCAT, NAMMCO",FALSE,NA,TRUE,2,92.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f838ed30c-cd84-c08a-815c-57b587afac9d?&start=2025-01-29&end=2025-03-16"")"
"YINGMING8031","412209008","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2024-12-21 20:10:05,4,2025-01-01 09:02:40,4,10.5,"DAKAR",FALSE,TRUE,TRUE,1430.22916666666,"GNB, SEN",FALSE,"IWC, ICCAT, NAMMCO, ACAP, SRFC",FALSE,NA,TRUE,10,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c5824d985-509c-6d36-cfd9-d45e58e5515b?&start=2024-12-19&end=2025-01-03"")"
"ZHEN YUAN YU 820","412420887","CHN","CHN",NA,"fishing","high","fishing","trawlers","GIN","CONAKRY",2025-01-11 18:11:35,4,2025-01-13 12:58:52,4,1.8,"DAKAR",TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ad8a95025-5f3e-81f4-dc75-4f22153a1e34?&start=2025-01-09&end=2025-01-15"")"
"HAIXIN29","412549434","CHN","CHN",NA,"fishing","high","fishing","fishing","SEN","DAKAR",2025-03-06 19:54:16,3,2025-03-25 04:38:47,4,18.3,"DAKAR",TRUE,TRUE,TRUE,6480.48055555556,"GNB, SEN",FALSE,"ICCAT, IWC, NAMMCO, ACAP, SRFC",FALSE,NA,TRUE,6,99.3,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/5383e7875-5996-3d2e-1c30-45975f2c9902?&start=2025-03-04&end=2025-03-27"")"
"CHANG RONG 8","412549272","CHN","CHN",NA,"fishing","high","fishing","drifting_longlines","SEN","DAKAR",2024-12-03 16:59:04,4,2025-01-13 02:54:52,4,40.4,"DAKAR",FALSE,TRUE,TRUE,538.091111111111,NA,TRUE,"NAMMCO, ICCAT, IWC, ACAP",FALSE,NA,TRUE,12,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2d467179f-f1de-c034-8a23-f091c3e4cadf?&start=2024-12-01&end=2025-01-15"")"
"DOCE DE JULIO","224910000","ESP","ESP","9978107","fishing","med","fishing","inconclusive","GNB","BISSAU",2025-02-03 13:43:41,4,2025-03-10 09:25:10,4,34.8,"DAKAR",TRUE,TRUE,TRUE,7629.35277777778,"SEN, GNB",FALSE,"SRFC, NAMMCO, IWC, ICCAT, ACAP",FALSE,NA,FALSE,NA,99.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/6409b3d06-613e-008e-4380-d7f8cd30019e?&start=2025-02-01&end=2025-03-12"")"
"HAIXIN27","412201871","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-02-27 19:31:09,4,2025-03-15 14:29:59,4,15.8,"DAKAR",TRUE,TRUE,TRUE,1475.06944444445,"GNB, SEN",FALSE,"ICCAT, IWC, SRFC, NAMMCO, ACAP",FALSE,NA,TRUE,18,45.8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b7d69a539-9155-ba85-3408-9a93597a3784?&start=2025-02-25&end=2025-03-17"")"
"YANGMING8006","412209198","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2024-12-15 13:36:33,4,2025-01-01 10:40:00,4,16.9,"DAKAR",FALSE,TRUE,TRUE,1382.73611111111,"GNB",FALSE,"IWC, ACAP, NAMMCO, SRFC, ICCAT",FALSE,NA,TRUE,14,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/053be272f-f82e-093f-d86c-862ba01b963d?&start=2024-12-13&end=2025-01-03"")"
"ZHONGYUE89","412549153","CHN","CHN",NA,"fishing","high","fishing","fishing","SEN","DAKAR",2025-01-12 06:33:26,4,2025-02-01 17:42:28,3,20.5,"DAKAR",FALSE,TRUE,TRUE,96.3666666666667,"SEN",FALSE,"IWC, ACAP, NAMMCO, ICCAT, SRFC",FALSE,NA,TRUE,2,4.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/0289c4b7d-d25b-7ee4-40c8-99c438a1bdb7?&start=2025-01-10&end=2025-02-03"")"
"YANGMIN8002","412209196","CHN","CHN",NA,"fishing","high","fishing","trawlers","GNB","BISSAU",2025-03-08 16:08:08,4,2025-03-09 17:57:42,4,1,"DAKAR",FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f23a6145b-bb7f-8e7e-5c7e-61a9e335f577?&start=2025-03-06&end=2025-03-11"")"
"YANGMING8005","412209197","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2024-12-05 16:04:21,4,2025-01-01 08:24:43,4,26.7,"DAKAR",TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/0069639f1-1b76-f441-db80-7bd4d6f7f9e2?&start=2024-12-03&end=2025-01-03"")"
"MENGX27","412209178","CHN","CHN",NA,"fishing","med","fishing","inconclusive","GIN","CONAKRY",2024-12-31 22:47:35,4,2025-01-03 11:10:58,4,2.5,"DAKAR",TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/4081c9c0f-ff1e-f4ce-d2a8-2cd39185760d?&start=2024-12-29&end=2025-01-05"")"
"MENGXIN28","412209179","CHN","CHN",NA,"fishing","high","fishing","trawlers","GIN","CONAKRY",2025-01-02 21:15:49,4,2025-01-04 19:33:32,4,1.9,"DAKAR",TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,91.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/3f8a9b005-5228-70e4-68f6-e01b28986820?&start=2024-12-31&end=2025-01-06"")"
"COLOMBIAN STAR","636014240","LBR","LBR","9172480","carrier","low","carrier","carrier","CIV","ABIDJAN",2025-02-14 16:27:22,4,2025-02-17 14:44:29,4,2.9,"DAKAR",FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/8bce66adf-faea-4494-cf58-4990faf56820?&start=2025-02-12&end=2025-02-19"")"
"RIODOMAR QUINTO","224394000","ESP","ESP",NA,"fishing","high","fishing","trawlers","MRT","CANSADO",2025-02-13 20:15:16,4,2025-02-15 21:39:49,4,2,"DAKAR",TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/4a0a5f1e2-200f-d3b6-8e90-73874b930291?&start=2025-02-11&end=2025-02-17"")"
"MIN LONG YU61146","412444322","CHN","CHN",NA,"fishing","high","fishing","trawlers","GNB","BISSAU",2025-03-15 23:35:49,4,2025-03-17 11:30:37,4,1.5,"DAKAR",FALSE,TRUE,TRUE,115.844444444444,"SEN, GMB, GNB",FALSE,"NAMMCO, SRFC, ICCAT, IWC, ACAP",FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/3d85e312f-f420-4646-1a9a-f1c99f636999?&start=2025-03-13&end=2025-03-19"")"
"LURONGYUANYU216","412329514","CHN","CHN",NA,"fishing","low","fishing","fishing","GIN","CONAKRY",2025-03-26 09:34:06,4,2025-03-28 11:03:57,4,2,"DAKAR",TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,84.3,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/4bd2f4e42-2c91-9abd-1cc6-541761bba6f9?&start=2025-03-24&end=2025-03-30"")"
"FENG YA NO.11","416379000","TWN","TWN",NA,"fishing","high","fishing","drifting_longlines","SEN","DAKAR",2024-02-24 08:30:14,4,2025-02-20 08:35:40,4,362,"DAKAR",TRUE,TRUE,TRUE,10467.6905555556,"SEN",TRUE,"ICCAT, NAMMCO, IWC, SRFC, ACAP",TRUE,148,TRUE,72,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/d40a79e44-454b-c0e2-1075-7cf314c51f60?&start=2024-02-22&end=2025-02-22"")"
"HAIXIN28","412201872","CHN","CHN",NA,"fishing","med","fishing","inconclusive","GNB","BISSAU",2025-02-05 22:03:51,3,2025-02-06 07:34:01,3,0.4,"DAKAR",FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,30,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/091267662-2761-8637-0d75-4cd332968347?&start=2025-02-03&end=2025-02-08"")"
"HAIXIN28","412201872","CHN","CHN",NA,"fishing","med","fishing","inconclusive","SEN","DAKAR",2025-03-01 17:11:59,3,2025-03-19 11:53:29,4,17.8,"DAKAR",TRUE,TRUE,TRUE,5958.81527777777,"SEN, GNB",FALSE,"NAMMCO, SRFC, IWC, ACAP, ICCAT",FALSE,NA,TRUE,8,96,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/091267662-2761-8637-0d75-4cd332968347?&start=2025-02-27&end=2025-03-21"")"
"TWENTY","629009232","GMB","GMB",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2024-12-10 20:48:57,3,2025-01-22 15:44:06,4,42.8,"DAKAR",FALSE,TRUE,TRUE,2259.98333333333,"GMB",FALSE,"IWC, SRFC, NAMMCO, ACAP, ICCAT",FALSE,NA,TRUE,90,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/8c09eec53-39ac-c718-0fa8-4952d9a38c75?&start=2024-12-08&end=2025-01-24"")"
"STAR FIRST","311000876","BHS","BHS","9330056","carrier","low","other","other","CIV","ABIDJAN",2025-02-27 21:27:21,4,2025-03-02 23:20:44,4,3,"DAKAR",FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1f2830fdf-fd8c-099e-c5e3-c9f9c4a16f76?&start=2025-02-25&end=2025-03-04"")"
"ZHENYUANYU822","412420882","CHN","CHN",NA,"fishing","high","fishing","fishing","SEN","DAKAR",2025-02-07 21:22:27,3,2025-03-09 04:22:05,4,29.3,"DAKAR",TRUE,TRUE,TRUE,6630.56666666666,"SEN",FALSE,"ACAP, SRFC, IWC, NAMMCO, ICCAT",TRUE,12,TRUE,22,80,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/cbaefac18-8b37-13df-603f-98c2d4b80405?&start=2025-02-05&end=2025-03-11"")"
"GUOJIN908","412549197","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2024-04-10 07:50:48,4,2025-02-26 17:23:02,4,322.4,"DAKAR",FALSE,FALSE,TRUE,3717.27500000001,"SEN",FALSE,"IWC, ICCAT, SRFC, NAMMCO, ACAP",TRUE,4,TRUE,2,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b1746e808-87ff-d6f5-bd85-255ca80d9d1a?&start=2024-04-08&end=2025-02-28"")"
"ALFONSO RIERA CUARTO","224026860","ESP","ESP",NA,"fishing","high","fishing","trawlers","GNB","BISSAU",2025-02-06 20:20:15,4,2025-03-12 19:06:53,4,33.9,"DAKAR",TRUE,TRUE,TRUE,7444.86111111109,"GNB",FALSE,"ICCAT, ACAP, SRFC, NAMMCO, IWC",FALSE,NA,TRUE,2,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a054330ca-a2bd-7d39-14d8-3f381abda295?&start=2025-02-04&end=2025-03-14"")"
"STAR PRIMA","311000958","BHS","BHS","9338747","carrier","low","other","other","SEN","DAKAR",2025-03-06 01:40:55,4,2025-03-06 09:01:19,4,0.3,"DAKAR",FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/3997f5344-4346-5b2b-e215-f5932f787437?&start=2025-03-04&end=2025-03-08"")"
"FU YUAN YU 7852","412440814","CHN","CHN",NA,"fishing","high","fishing","drifting_longlines","SEN","DAKAR",2024-10-09 17:02:27,4,2025-01-06 04:45:42,4,88.5,"DAKAR",FALSE,TRUE,TRUE,418.941666666667,NA,TRUE,"ICCAT, IWC, ACAP",FALSE,NA,TRUE,8,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a813b29d4-4f66-a145-ab5e-84e72e8dade4?&start=2024-10-07&end=2025-01-08"")"
"MENGXIN19","412209168","CHN","CHN",NA,"fishing","high","fishing","trawlers","GIN","CONAKRY",2024-12-31 18:53:29,4,2025-01-03 11:10:00,4,2.7,"DAKAR",TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/810e2f535-5471-6076-8a4c-61c2c4c5b700?&start=2024-12-29&end=2025-01-05"")"
"FU YUAN YU 7855","412440839","CHN","CHN",NA,"fishing","high","fishing","drifting_longlines","SEN","DAKAR",2024-12-23 18:55:03,4,2025-01-30 14:10:11,4,37.8,"DAKAR",FALSE,TRUE,TRUE,1209.08,NA,TRUE,"NAMMCO, ACAP, ICCAT, IWC",FALSE,NA,TRUE,18,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/de1f0afa2-25e2-4c62-f533-e69236076a26?&start=2024-12-21&end=2025-02-01"")"
"GUOJIN908","412549197","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-02-27 04:19:51,4,2025-03-05 19:08:18,4,6.6,"DAKAR",TRUE,TRUE,TRUE,1299.73333333333,"SEN",FALSE,"ICCAT, ACAP, SRFC, IWC, NAMMCO",TRUE,4,TRUE,10,98.8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b1746e808-87ff-d6f5-bd85-255ca80d9d1a?&start=2025-02-25&end=2025-03-07"")"
"YIFENG7","412200996","CHN","CHN",NA,"fishing","med","fishing","trawlers","SEN","DAKAR",2025-03-08 11:42:02,4,2025-03-21 23:28:09,4,13.5,"DAKAR",TRUE,TRUE,TRUE,635.905555555557,"GNB, SEN",FALSE,"NAMMCO, IWC, SRFC, ACAP, ICCAT",FALSE,NA,TRUE,20,28.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e0d511224-49a9-8047-a2ed-4fc1d0aaf626?&start=2025-03-06&end=2025-03-23"")"
"YIFENG28","412209126","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-03-06 21:09:09,4,2025-03-21 06:06:41,4,14.3,"DAKAR",TRUE,TRUE,TRUE,2568.73194444444,"GNB, SEN",FALSE,"ACAP, IWC, SRFC, NAMMCO, ICCAT",FALSE,NA,TRUE,14,75.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e37cb040b-bbe1-3f3c-c4fc-69d978402d3f?&start=2025-03-04&end=2025-03-23"")"
"CURBEIRO","224106000","ESP","ESP","9194191","fishing","high","fishing","trawlers","SEN","DAKAR",2025-02-02 02:43:40,4,2025-02-03 06:27:04,4,1.1,"DAKAR",FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/abfdf22f1-145b-2a91-3e6b-7acb899cd1d7?&start=2025-01-31&end=2025-02-05"")"
"CHANG YUAN YU 1","412200983","CHN","CHN",NA,"fishing","low","other","other","GNB","BISSAU",2025-02-21 19:21:45,4,2025-03-13 14:26:23,4,19.8,"DAKAR",FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,34,87.6,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/5d38c1978-82a8-dcd2-0ace-8aaaf50e45aa?&start=2025-02-19&end=2025-03-15"")"
"RUITAIFENG88","412217977","CHN","CHN",NA,"carrier","high","carrier","carrier","GIN","CONAKRY",2025-02-25 13:57:54,4,2025-02-27 16:50:42,4,2.1,"DAKAR",TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1ad0c9598-8f03-b516-5ded-51f5a32ad0e9?&start=2025-02-23&end=2025-03-01"")"
"DIMITRIOS I","629009092","GMB","GMB","8675899","fishing","high","fishing","trawlers","SEN","DAKAR",2025-03-07 23:38:36,4,2025-03-28 09:25:23,4,20.4,"DAKAR",TRUE,TRUE,TRUE,1554.86111111111,"GMB",FALSE,"SRFC, ICCAT, ACAP, NAMMCO, IWC",FALSE,NA,TRUE,4,40.3,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f581b4c7a-a4e9-81b0-dd1f-add5a6830a79?&start=2025-03-05&end=2025-03-30"")"
"FU YUAN YU 372","412440267","CHN","CHN",NA,"fishing","med","fishing","inconclusive","GIN","CONAKRY",2025-03-05 04:34:54,4,2025-03-06 05:58:12,4,1,"DAKAR",FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,11.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/11e2f9c75-583c-3436-271c-275c273c32a8?&start=2025-03-03&end=2025-03-08"")"
"YIFENG22","412209012","CHN","CHN",NA,"fishing","high","fishing","trawlers","GNB","BISSAU",2025-02-13 21:00:59,4,2025-03-03 09:59:26,4,17.5,"DAKAR",TRUE,TRUE,TRUE,5359.71805555553,"SEN, GNB",FALSE,"NAMMCO, ICCAT, SRFC, IWC, ACAP",FALSE,NA,TRUE,16,81.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/bc8cca775-5e31-b2ca-e5b7-7a66811a7955?&start=2025-02-11&end=2025-03-05"")"
"MENGXIN23","412209173","CHN","CHN",NA,"fishing","high","fishing","trawlers","GIN","CONAKRY",2025-01-02 21:12:42,4,2025-01-04 19:25:07,4,1.9,"DAKAR",FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,40.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/75fdc78ae-e133-f259-3653-52561165e258?&start=2024-12-31&end=2025-01-06"")"
"COSTA RICAN STAR","636013073","LBR","LBR","9150822","carrier","low","carrier","carrier","CIV","ABIDJAN",2025-03-07 12:38:04,4,2025-03-10 09:29:19,4,2.8,"DAKAR",TRUE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ace7e52e7-7e8a-f948-ef45-d49a0b5a77af?&start=2025-03-05&end=2025-03-12"")"
"GOBER CUARTO","224068180","ESP","ESP","8733574","fishing","high","fishing","trawlers","MRT","CANSADO",2025-02-05 19:44:20,4,2025-02-07 19:02:02,4,2,"DAKAR",TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b529cea41-1fe1-7857-0b7d-0d0d1441b9c2?&start=2025-02-03&end=2025-02-09"")"
"YIFENG10","412200999","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-03-09 16:48:45,4,2025-03-23 04:09:34,4,13.5,"DAKAR",TRUE,FALSE,TRUE,863.94166666667,"GNB, SEN",FALSE,"NAMMCO, ACAP, IWC, SRFC, ICCAT",FALSE,NA,TRUE,30,36.6,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c5de9be58-8b54-b6da-c3b6-408c3c806ce8?&start=2025-03-07&end=2025-03-25"")"
"IRIS","629009068","GMB","GMB","8303288","fishing","high","fishing","trawlers","GMB","BANJUL",2025-03-25 21:41:19,4,2025-03-26 06:49:36,4,0.4,"DAKAR",TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/8b7e94ff6-6fe5-0434-4c10-8f915e9f4a36?&start=2025-03-23&end=2025-03-28"")"
"SALVATORE PRIMO","62900238","GMB","GMB","7938933","fishing","med","fishing","inconclusive","GIN","CONAKRY",2025-02-20 17:53:51,4,2025-03-01 13:23:15,3,8.8,"DAKAR",TRUE,TRUE,TRUE,978.04861111111,"GMB, GIN, SEN",FALSE,"ICCAT, ACAP, NAMMCO, SRFC, IWC",FALSE,NA,TRUE,4,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/229a5a78c-c309-90b5-8321-20945ccae4a6?&start=2025-02-18&end=2025-03-03"")"
"HAIXIN27","412201871","CHN","CHN",NA,"fishing","high","fishing","trawlers","GNB","BISSAU",2025-02-12 03:40:47,4,2025-02-26 14:23:53,4,14.4,"DAKAR",TRUE,TRUE,TRUE,3411.05416666667,"GNB, SEN",FALSE,"SRFC, ICCAT, ACAP, NAMMCO, IWC",FALSE,NA,TRUE,24,63.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b7d69a539-9155-ba85-3408-9a93597a3784?&start=2025-02-10&end=2025-02-28"")"
"SHENGHAI16","412549335","CHN","CHN",NA,"fishing","high","fishing","trawlers","GIN","CONAKRY",2025-01-01 21:46:38,4,2025-01-03 11:18:03,4,1.5,"DAKAR",TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,82.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ba6a7a076-6b31-054d-89a1-65c6f18acd55?&start=2024-12-30&end=2025-01-05"")"
"YIFENG21","412209011","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-03-16 13:01:44,4,2025-03-31 10:13:04,4,14.9,"DAKAR",FALSE,FALSE,TRUE,948.522222222221,"GNB, SEN",FALSE,"ACAP, SRFC, IWC, NAMMCO, ICCAT",FALSE,NA,TRUE,22,38,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c168bbf49-9c02-8ea2-724f-1f17ea5b988d?&start=2025-03-14&end=2025-04-02"")"
"EIGHTEEN","629009118","GMB","GMB",NA,"fishing","low","cargo","cargo","SEN","DAKAR",2025-01-29 17:29:55,4,2025-03-07 05:07:49,4,36.5,"DAKAR",TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,40,76.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f578a4c52-2123-4510-d4bd-f4fd62fed9a8?&start=2025-01-27&end=2025-03-09"")"
"STAR PRIMA","311000958","BHS","BHS","9338747","carrier","low","other","other","CPV","MINDELO",2025-03-24 18:34:54,4,2025-03-25 19:50:02,4,1,"DAKAR",TRUE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/3997f5344-4346-5b2b-e215-f5932f787437?&start=2025-03-22&end=2025-03-27"")"
"SHANG FU","659019000","NAM","NAM",NA,"fishing","low","gear","gear","SEN","DAKAR",2024-12-20 10:43:09,4,2025-01-07 11:20:57,4,18,"DAKAR",TRUE,TRUE,FALSE,NA,NA,FALSE,NA,TRUE,4,TRUE,4,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/6e356bc7a-a528-931b-9b3d-9857be3e8e3d?&start=2024-12-18&end=2025-01-09"")"
"FU YUAN YU 7853","412440815","CHN","CHN","9928308","fishing","high","fishing","drifting_longlines","SEN","DAKAR",2024-10-16 15:09:59,4,2025-01-05 12:24:43,4,80.9,"DAKAR",TRUE,TRUE,TRUE,3318.46666666667,NA,TRUE,"ICCAT, IWC, ACAP, NAMMCO",FALSE,NA,TRUE,6,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c4bb871d9-954d-b6f4-14aa-375e0b9f95a6?&start=2024-10-14&end=2025-01-07"")"
"EGALUZE","224580000","ESP","ESP","8109620","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-02-24 10:52:24,4,2025-02-25 17:44:11,4,1.3,"DAKAR",TRUE,TRUE,TRUE,6.00833333333333,"SEN",FALSE,"ACAP, IWC, ICCAT, NAMMCO, SRFC",FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a0aa90604-4562-1097-2a1e-56ca4a57e84f?&start=2025-02-22&end=2025-02-27"")"
"YIFENG21","412209011","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2024-12-19 15:59:04,4,2025-01-01 01:21:10,4,12.4,"DAKAR",TRUE,TRUE,TRUE,117.541666666667,"GNB",FALSE,"NAMMCO, SRFC, ACAP, IWC, ICCAT",FALSE,NA,TRUE,8,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c168bbf49-9c02-8ea2-724f-1f17ea5b988d?&start=2024-12-17&end=2025-01-03"")"
