"vessel_name","MMSI","Flag","flag_ais","imo","vessel_class_cat","vessel_class_confidence","vessel_class","vessel_type","previous_port_country","previous_port","trip_start","trip_start_confidence","trip_end","trip_end_confidence","trip_duration_days","end_port","dak_general","dak_fishing","fishing","fishing_hours","fishing_eez","fishing_hs","fishing_rfmos","encounter","num_encounters","loitering","num_loitering","percent_ais_voyage","vv_url"
"ALFONSO RIERA TERCER","224282000","ESP","ESP","8734877","fishing","high","fishing","trawlers","GNB","BISSAU",2025-02-06 20:07:36,4,2025-03-12 17:09:57,4,33.9,"DAKAR",TRUE,TRUE,TRUE,6880.71666666668,"GNB",FALSE,"SRFC, IWC, NAMMCO, ICCAT, ACAP",FALSE,NA,TRUE,4,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/d7f0a49c3-35ca-c6db-7786-d49a798e2e3c?&start=2025-02-04&end=2025-03-14"")"
"MONTECELO","359102000","ESP","SLV","7409152","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-02-25 13:00:09,4,2025-03-14 17:56:06,4,17.2,"DAKAR",TRUE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,2,17.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/4bb1068b0-07b4-134f-87ed-a7ea92c038e9?&start=2025-02-23&end=2025-03-16"")"
"ELSAAD","629009158","GMB","GMB",NA,"fishing","high","fishing","fishing","SEN","DAKAR",2025-02-21 22:10:39,4,2025-03-17 18:54:46,4,23.8,"DAKAR",FALSE,FALSE,TRUE,4462.65555555556,"GMB",FALSE,"ACAP, ICCAT, NAMMCO, IWC, SRFC",FALSE,NA,TRUE,4,98.6,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/88bcefbe0-0278-4687-8093-91e3e4ae847b?&start=2025-02-19&end=2025-03-19"")"
"YIFENG10","412200999","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-02-22 17:00:05,4,2025-02-24 11:31:27,4,1.8,"DAKAR",FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,2,69.8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c5de9be58-8b54-b6da-c3b6-408c3c806ce8?&start=2025-02-20&end=2025-02-26"")"
"YIFENG25","412209122","CHN","CHN",NA,"fishing","low","seismic_vessel","seismic_vessel","SEN","DAKAR",2025-03-05 10:04:11,4,2025-03-20 13:53:11,4,15.1,"DAKAR",TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,16,57.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/632bb9e7e-e4ae-f310-71ff-3a5bcc4313ec?&start=2025-03-03&end=2025-03-22"")"
"ELSAAD","629009158","GMB","GMB",NA,"fishing","high","fishing","fishing","SEN","DAKAR",2025-01-22 12:57:39,3,2025-02-18 18:03:05,4,27.2,"DAKAR",FALSE,FALSE,TRUE,3878.1111111111,"GMB",FALSE,"SRFC, IWC, NAMMCO, ICCAT, ACAP",FALSE,NA,TRUE,4,99.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/88bcefbe0-0278-4687-8093-91e3e4ae847b?&start=2025-01-20&end=2025-02-20"")"
"FRIOMAR","225989933","ESP","ESP","9853462","fishing","high","fishing","trawlers","MRT","CANSADO",2025-02-26 19:41:36,4,2025-02-28 16:45:32,4,1.9,"DAKAR",TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/baa191958-843d-fe67-0458-4d889d60c244?&start=2025-02-24&end=2025-03-02"")"
"LAGOON PHOENIX","311001255","BHS","BHS","9047245","carrier","high","carrier","carrier","BEL","ANTWERP",2024-12-28 14:27:46,4,2025-01-04 07:11:25,4,6.7,"DAKAR",TRUE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/6948f9885-5162-d797-1c55-33552340b9f1?&start=2024-12-26&end=2025-01-06"")"
"YIFENG28","412209126","CHN","CHN",NA,"fishing","high","fishing","trawlers","GNB","BISSAU",2025-02-13 21:02:48,4,2025-03-05 14:34:18,4,19.7,"DAKAR",TRUE,TRUE,TRUE,4126.42361111112,"GNB, SEN",FALSE,"ICCAT, NAMMCO, IWC, SRFC, ACAP",FALSE,NA,TRUE,14,84,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e37cb040b-bbe1-3f3c-c4fc-69d978402d3f?&start=2025-02-11&end=2025-03-07"")"
"YINGMING8031","412209008","CHN","CHN",NA,"fishing","high","fishing","trawlers","GNB","BISSAU",2025-03-12 19:33:50,4,2025-03-31 14:40:14,4,18.8,"DAKAR",TRUE,TRUE,TRUE,5413.11944444444,"GNB, SEN",FALSE,"IWC, NAMMCO, ICCAT, SRFC, ACAP",FALSE,NA,TRUE,10,95.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c5824d985-509c-6d36-cfd9-d45e58e5515b?&start=2025-03-10&end=2025-04-02"")"
"YI FENG 8","412200997","CHN","CHN",NA,"fishing","high","fishing","trawlers","GNB","BISSAU",2025-02-13 19:16:37,4,2025-03-05 10:34:26,4,19.6,"DAKAR",TRUE,TRUE,TRUE,5538.42083333332,"SEN, GNB",FALSE,"IWC, ICCAT, SRFC, ACAP, NAMMCO",FALSE,NA,TRUE,10,81.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f5bd98f66-6d86-ae44-98a1-a86dbba4f507?&start=2025-02-11&end=2025-03-07"")"
"YIFENG 09","412200998","CHN","CHN",NA,"fishing","low","seismic_vessel","seismic_vessel","SEN","DAKAR",2025-03-16 16:56:07,4,2025-03-21 09:02:01,4,4.7,"DAKAR",FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,8,57,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/25ecd2d23-37dd-a0cd-0b59-a2fc2e477601?&start=2025-03-14&end=2025-03-23"")"
"YIFENG10","412200999","CHN","CHN",NA,"fishing","high","fishing","trawlers","GNB","BISSAU",2025-02-13 23:30:32,4,2025-02-22 09:43:38,4,8.4,"DAKAR",FALSE,TRUE,TRUE,942.947222222221,"SEN, GNB",FALSE,"IWC, ACAP, SRFC, NAMMCO, ICCAT",FALSE,NA,TRUE,10,62.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c5de9be58-8b54-b6da-c3b6-408c3c806ce8?&start=2025-02-11&end=2025-02-24"")"
"EIGHTEEN","629009118","GMB","GMB",NA,"fishing","low","cargo","cargo","SEN","DAKAR",2025-03-14 11:49:14,4,2025-03-14 15:12:46,4,0.1,"DAKAR",FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f578a4c52-2123-4510-d4bd-f4fd62fed9a8?&start=2025-03-12&end=2025-03-16"")"
"CROWN SAPPHIRE","311000855","BHS","BHS","9159115","carrier","low","carrier","carrier","RUS","VISTINO",2025-01-09 13:33:32,4,2025-01-19 19:51:58,4,10.3,"DAKAR",TRUE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,87.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a7332a0d7-7d0e-aa0a-5987-7313d025e136?&start=2025-01-07&end=2025-01-21"")"
"YI FENG 26","412209123","CHN","CHN",NA,"fishing","med","fishing","inconclusive","SEN","DAKAR",2025-03-04 19:24:49,4,2025-03-20 05:28:18,4,15.4,"DAKAR",TRUE,TRUE,TRUE,3242.18333333334,"SEN, GNB",FALSE,"ACAP, SRFC, ICCAT, NAMMCO, IWC",FALSE,NA,TRUE,18,79.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a41428649-904a-9c5a-8352-36c736c97746?&start=2025-03-02&end=2025-03-22"")"
"PEIX MAR 25","224033000","ESP","ESP","8733744","fishing","high","fishing","trawlers","MRT","CANSADO",2025-01-18 16:46:18,4,2025-01-20 10:20:19,4,1.7,"DAKAR",FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/3740d2e32-20fd-74e7-2399-a4ef41b13bf8?&start=2025-01-16&end=2025-01-22"")"
"MENG XIN17","412209112","CHN","CHN",NA,"fishing","high","fishing","trawlers","GIN","CONAKRY",2025-01-08 12:41:48,4,2025-01-10 09:59:33,4,1.9,"DAKAR",FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/dc0253109-976e-7a4e-ffc9-53108b818c91?&start=2025-01-06&end=2025-01-12"")"
"COTE D IVOIRIAN STAR","636014241","LBR","LBR","9172478","carrier","low","carrier","carrier","CIV","ABIDJAN",2025-01-16 22:07:52,4,2025-01-20 02:02:04,4,3.1,"DAKAR",TRUE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c24029a18-8c22-ebb8-d92d-02fc96ad2d26?&start=2025-01-14&end=2025-01-22"")"
"ALHASSAN ALMARRAKCHI","242017400","MAR","MAR","9867061","fishing","low","fishing","inconclusive","MAR","AGADIR",2025-01-09 16:14:22,4,2025-01-23 08:48:56,4,13.7,"DAKAR",FALSE,FALSE,TRUE,1450.57333333333,"ESH, MRT",FALSE,"ACAP, SRFC, NAMMCO, IWC, ICCAT",FALSE,NA,TRUE,36,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/4c4834111-1fd4-6ddf-2c63-bfabf620da76?&start=2025-01-07&end=2025-01-25"")"
"YUANYU22","412280993","CHN","CHN",NA,"fishing","low","other","other","GNB","BISSAU",2025-02-19 16:29:52,4,2025-02-21 11:44:42,4,1.8,"DAKAR",TRUE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/fde878708-8a8f-91ce-97f6-dadee80aa258?&start=2025-02-17&end=2025-02-23"")"
"HAIXIN24","412201867","CHN","CHN",NA,"fishing","high","fishing","trawlers","GNB","BISSAU",2025-02-12 00:26:25,4,2025-02-25 16:07:45,4,13.6,"DAKAR",TRUE,FALSE,TRUE,1634.70138888889,"SEN, GNB",FALSE,"NAMMCO, ICCAT, ACAP, IWC, SRFC",FALSE,NA,TRUE,20,50.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/649fbfa0c-c22b-397c-19b9-34de539b3def?&start=2025-02-10&end=2025-02-27"")"
"ELSAAD","629009158","GMB","GMB",NA,"fishing","high","fishing","fishing","GMB","BANJUL",2025-01-15 00:01:18,2,2025-01-15 04:01:18,3,0.2,"DAKAR",FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/88bcefbe0-0278-4687-8093-91e3e4ae847b?&start=2025-01-13&end=2025-01-17"")"
"ILKER YILMAZ","271073688","TUR","TUR","9971202","fishing","high","fishing","other_purse_seines","MRT","CANSADO",2025-01-15 18:52:19,4,2025-01-17 11:04:12,4,1.7,"DAKAR",TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/36a34cf4b-b14e-1b43-7be4-e59326ebdfe0?&start=2025-01-13&end=2025-01-19"")"
"YIFENG 09","412200998","CHN","CHN",NA,"fishing","low","seismic_vessel","seismic_vessel","GNB","BISSAU",2025-02-13 22:52:14,4,2025-03-06 17:12:58,4,20.8,"DAKAR",FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,20,60.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/25ecd2d23-37dd-a0cd-0b59-a2fc2e477601?&start=2025-02-11&end=2025-03-08"")"
"HAIXIN28","412201872","CHN","CHN",NA,"fishing","med","fishing","inconclusive","GNB","BISSAU",2025-02-11 23:20:48,4,2025-02-28 09:55:23,3,16.4,"DAKAR",FALSE,TRUE,TRUE,5707.19444444443,"SEN, GNB",FALSE,"NAMMCO, IWC, ACAP, SRFC, ICCAT",FALSE,NA,TRUE,5,94.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/d1f13f8ac-c4f3-dea2-d606-7a09a743e936?&start=2025-02-09&end=2025-03-02"")"
"RELEIXO","224706000","ESP","ESP","8733378","fishing","high","fishing","trawlers","GNB","BISSAU",2025-02-05 16:02:54,4,2025-03-07 06:35:17,4,29.6,"DAKAR",TRUE,TRUE,TRUE,330.469444444445,"SEN, GNB",FALSE,"IWC, SRFC, ICCAT, ACAP, NAMMCO",FALSE,NA,FALSE,NA,3.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/558a18907-7f2e-104c-9b70-4dedcc92675b?&start=2025-02-03&end=2025-03-09"")"
"YI FENG 8","412200997","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-03-07 20:50:01,4,2025-03-22 01:43:33,4,14.2,"DAKAR",TRUE,TRUE,TRUE,1797.77916666666,"SEN, GNB",FALSE,"IWC, NAMMCO, ACAP, SRFC, ICCAT",FALSE,NA,TRUE,22,61.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f5bd98f66-6d86-ae44-98a1-a86dbba4f507?&start=2025-03-05&end=2025-03-24"")"
"CIUDAD DE HUELVA","225987981","ESP","ESP","8740955","fishing","high","fishing","trawlers","SEN","DAKAR",2024-11-21 18:47:43,4,2025-01-01 09:33:25,4,40.6,"DAKAR",TRUE,TRUE,TRUE,9380.46111111111,"SEN, GNB",FALSE,"NAMMCO, IWC, ACAP, ICCAT, SRFC",FALSE,NA,TRUE,4,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/45fc67c5f-ffbb-8088-09a3-4baf211463bb?&start=2024-11-19&end=2025-01-03"")"
"HAIXIN24","412201867","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-01-02 15:57:30,4,2025-01-10 13:51:14,4,7.9,"DAKAR",FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,0.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/649fbfa0c-c22b-397c-19b9-34de539b3def?&start=2024-12-31&end=2025-01-12"")"
"JAIME R","224069140","ESP","ESP","9098880","fishing","high","fishing","trawlers","GAB","PORT GENTIL",2025-02-19 11:02:15,4,2025-02-28 11:39:52,4,9,"DAKAR",TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,36.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c55db3f88-825c-7b5e-ea2b-90578f54ef3f?&start=2025-02-17&end=2025-03-02"")"
"RIODOMAR CUARTO","224009000","ESP","ESP","9317626","fishing","high","fishing","trawlers","MRT","CANSADO",2025-02-13 20:17:48,4,2025-02-15 21:42:11,4,2,"DAKAR",TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f98e773d9-9f32-9ebb-15d9-21c905db40b0?&start=2025-02-11&end=2025-02-17"")"
"MENGXIN2O","412209169","CHN","CHN",NA,"fishing","high","fishing","trawlers","GIN","CONAKRY",2025-01-06 20:15:27,4,2025-01-08 22:19:15,4,2.1,"DAKAR",TRUE,TRUE,TRUE,16.8625,"SEN",FALSE,"ICCAT, IWC, SRFC, ACAP, NAMMCO",FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/39a2ea836-6df8-0b65-f4f1-4edefca267d2?&start=2025-01-04&end=2025-01-10"")"
"YI FENG 26","412209123","CHN","CHN",NA,"fishing","med","fishing","inconclusive","GNB","BISSAU",2025-02-13 22:00:13,4,2025-03-02 15:03:45,4,16.7,"DAKAR",TRUE,TRUE,TRUE,6256.06666666669,"SEN, GNB",FALSE,"SRFC, IWC, ICCAT, ACAP, NAMMCO",FALSE,NA,TRUE,22,85.6,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a41428649-904a-9c5a-8352-36c736c97746?&start=2025-02-11&end=2025-03-04"")"
"EIGHTEEN","629009118","GMB","GMB",NA,"fishing","low","cargo","cargo","SEN","DAKAR",2025-03-16 01:07:56,4,2025-03-17 06:56:23,4,1.2,"DAKAR",FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f578a4c52-2123-4510-d4bd-f4fd62fed9a8?&start=2025-03-14&end=2025-03-19"")"
"TWENTY","629009232","GMB","GMB",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-02-12 16:54:10,4,2025-03-06 10:53:47,4,21.7,"DAKAR",TRUE,TRUE,TRUE,1252.05,"GMB",FALSE,"ICCAT, ACAP, IWC, NAMMCO, SRFC",FALSE,NA,TRUE,22,36.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/8c09eec53-39ac-c718-0fa8-4952d9a38c75?&start=2025-02-10&end=2025-03-08"")"
"FU YUAN YU 7853","412440815","CHN","CHN","9928308","fishing","high","fishing","drifting_longlines","SEN","DAKAR",2025-01-09 01:30:03,4,2025-01-22 12:03:00,4,13.4,"DAKAR",FALSE,TRUE,TRUE,78.3491666666667,"SEN",TRUE,"IWC, SRFC, ACAP, ICCAT, NAMMCO",FALSE,NA,TRUE,4,99.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c4bb871d9-954d-b6f4-14aa-375e0b9f95a6?&start=2025-01-07&end=2025-01-24"")"
"YANGMING8007","412209199","CHN","CHN",NA,"fishing","high","fishing","trawlers","GNB","BISSAU",2024-12-30 23:23:15,4,2025-01-01 00:42:30,4,1,"DAKAR",FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/5eea628de-e233-1308-4ee1-9fcc3ceff90c?&start=2024-12-28&end=2025-01-03"")"
"MX22","412209172","CHN","CHN",NA,"fishing","high","fishing","trawlers","GIN","CONAKRY",2025-01-06 07:08:02,3,2025-01-06 11:24:13,3,0.2,"DAKAR",TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,20,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/418ae526a-a5fb-1f28-144b-9b5554251700?&start=2025-01-04&end=2025-01-08"")"
"MENGXIN24","412209175","CHN","CHN",NA,"fishing","high","fishing","trawlers","GIN","CONAKRY",2025-01-09 13:04:20,4,2025-01-10 10:10:03,4,0.9,"DAKAR",TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,95.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9436efe9d-d36d-c20a-4381-b2f8c878b515?&start=2025-01-07&end=2025-01-12"")"
"YIFENG29","412209127","CHN","CHN",NA,"fishing","low","seismic_vessel","seismic_vessel","SEN","DAKAR",2025-03-05 07:31:45,4,2025-03-18 14:21:50,4,13.3,"DAKAR",TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,24,52.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/785354964-45b4-f8c5-b095-0f9384dec366?&start=2025-03-03&end=2025-03-20"")"
"COLOMBIAN STAR","636014240","LBR","LBR","9172480","carrier","low","carrier","carrier","CIV","ABIDJAN",2025-03-21 19:04:23,4,2025-03-24 21:17:34,4,3.1,"DAKAR",FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/8bce66adf-faea-4494-cf58-4990faf56820?&start=2025-03-19&end=2025-03-26"")"
"YANGMING8001","412209195","CHN","CHN",NA,"fishing","high","fishing","fishing","GNB","BISSAU",2025-03-12 22:40:58,4,2025-03-25 18:21:15,4,12.8,"DAKAR",TRUE,TRUE,TRUE,3526.26111111111,"GNB, SEN",FALSE,"IWC, NAMMCO, SRFC, ACAP, ICCAT",FALSE,NA,TRUE,10,62.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2e5f4ad48-88f3-9803-7051-7a03e4d7c782?&start=2025-03-10&end=2025-03-27"")"
"YANGMIN8002","412209196","CHN","CHN",NA,"fishing","high","fishing","trawlers","GNB","BISSAU",2024-12-24 23:14:22,4,2025-01-01 07:20:59,4,7.3,"DAKAR",TRUE,TRUE,TRUE,1613.84166666666,"SEN, GNB",FALSE,"ACAP, NAMMCO, IWC, SRFC, ICCAT",FALSE,NA,FALSE,NA,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f23a6145b-bb7f-8e7e-5c7e-61a9e335f577?&start=2024-12-22&end=2025-01-03"")"
"MENG XIN21","412209171","CHN","CHN",NA,"fishing","med","fishing","trawlers","GIN","CONAKRY",2024-12-31 19:03:13,4,2025-01-03 11:06:52,4,2.7,"DAKAR",TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/49c3327bb-b074-999f-27a8-13501eeff271?&start=2024-12-29&end=2025-01-05"")"
"FU YUAN YU 7856","412440841","CHN","CHN","9940277","fishing","high","fishing","drifting_longlines","SEN","DAKAR",2024-08-10 23:44:19,4,2025-03-26 14:51:26,4,227.6,"DAKAR",TRUE,TRUE,TRUE,9246.30638888889,"SEN",TRUE,"IWC, ICCAT, ACAP, NAMMCO, SRFC",TRUE,28,TRUE,34,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/cb0516612-2ad9-bf4f-1a2b-f0aec3d58bbb?&start=2024-08-08&end=2025-03-28"")"
"YUAN YU 893","412549344","CHN","CHN",NA,"fishing","high","fishing","trawlers","GNB","BISSAU",2025-01-18 10:36:15,4,2025-01-19 22:30:18,4,1.5,"DAKAR",TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/aaa2c3a5d-dd80-77bc-de4b-930c0899155d?&start=2025-01-16&end=2025-01-21"")"
"TIANG EI HU","412209083","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-02-14 22:43:55,4,2025-03-07 22:26:06,4,21,"DAKAR",TRUE,TRUE,TRUE,427.934722222222,"SEN, GNB",FALSE,"NAMMCO, IWC, ICCAT, ACAP, SRFC",FALSE,NA,TRUE,22,20.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/364511e7e-ec82-68e9-2702-2ec05725207d?&start=2025-02-12&end=2025-03-09"")"
"CURBEIRO","224106000","ESP","ESP","9194191","fishing","high","fishing","trawlers","GNB","BISSAU",2025-03-11 18:20:50,4,2025-03-20 05:30:46,4,8.5,"DAKAR",TRUE,FALSE,TRUE,3583.33194444444,"GNB, SEN",FALSE,"ICCAT, ACAP, SRFC, NAMMCO, IWC",FALSE,NA,TRUE,2,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/abfdf22f1-145b-2a91-3e6b-7acb899cd1d7?&start=2025-03-09&end=2025-03-22"")"
"SHENGHAI15","412549334","CHN","CHN",NA,"fishing","high","fishing","trawlers","GIN","CONAKRY",2024-12-30 19:01:48,4,2025-01-01 12:42:36,4,1.7,"DAKAR",TRUE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/8a0f1d4df-f0cc-05da-7fe8-32262420c15e?&start=2024-12-28&end=2025-01-03"")"
"ZHONGYUE89","412549153","CHN","CHN",NA,"fishing","high","fishing","fishing","SEN","DAKAR",2024-12-17 20:33:58,4,2025-01-01 17:13:31,4,14.8,"DAKAR",TRUE,TRUE,TRUE,441.404166666667,"SEN",FALSE,"NAMMCO, SRFC, ICCAT, IWC, ACAP",FALSE,NA,TRUE,12,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/0289c4b7d-d25b-7ee4-40c8-99c438a1bdb7?&start=2024-12-15&end=2025-01-03"")"
"YUAN YU 889","412549339","CHN","CHN",NA,"fishing","med","fishing","inconclusive","GNB","BISSAU",2025-01-25 17:06:38,4,2025-01-27 05:29:36,4,1.5,"DAKAR",TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9e5ea0842-22f4-9786-fc52-b4e2516b2683?&start=2025-01-23&end=2025-01-29"")"
"HAI FENG 823","412660240","CHN","CHN","8863496","carrier","high","carrier","carrier","GNB","BISSAU",2025-03-15 23:34:07,4,2025-03-17 11:28:41,4,1.5,"DAKAR",FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/d9b062f9d-de93-3a60-dd7c-87572c21a53b?&start=2025-03-13&end=2025-03-19"")"
"IRIS","629009068","GMB","GMB","8303288","fishing","high","fishing","trawlers","GMB","BANJUL",2025-01-20 11:05:33,4,2025-01-20 19:56:02,4,0.3,"DAKAR",TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/8b7e94ff6-6fe5-0434-4c10-8f915e9f4a36?&start=2025-01-18&end=2025-01-22"")"
"EIGHTEEN","629009118","GMB","GMB",NA,"fishing","low","cargo","cargo","SEN","DAKAR",2024-12-10 01:17:24,4,2025-01-23 10:21:53,4,44.4,"DAKAR",TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,40,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f578a4c52-2123-4510-d4bd-f4fd62fed9a8?&start=2024-12-08&end=2025-01-25"")"
"YIFENG22","412209012","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-03-04 19:46:24,4,2025-03-19 05:14:20,4,14.4,"DAKAR",TRUE,TRUE,TRUE,2554.6875,"SEN, GNB",FALSE,"SRFC, ACAP, IWC, ICCAT, NAMMCO",FALSE,NA,TRUE,22,56.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/bc8cca775-5e31-b2ca-e5b7-7a66811a7955?&start=2025-03-02&end=2025-03-21"")"
"COTE DIVOIRE EXPRESS","563237900","SGP","SGP","9983994","carrier","low","other","other","CIV","ABIDJAN",2025-03-27 06:16:46,4,2025-03-30 05:35:23,4,3,"DAKAR",FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,2,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c101e6df7-7c74-f0bd-dff3-8cf9eb76b89b?&start=2025-03-25&end=2025-04-01"")"
"YUEN HORNG NO.2","416358000","TWN","TWN",NA,"fishing","high","fishing","drifting_longlines","CPV","MINDELO",2024-09-18 16:40:07,4,2025-01-08 14:36:55,4,111.9,"DAKAR",TRUE,FALSE,TRUE,6449.48916666666,"SEN",TRUE,"ACAP, SRFC, IWC, NAMMCO, ICCAT",TRUE,12,TRUE,12,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/fbc26dee8-87b8-57be-fd3d-ca73da6e212f?&start=2024-09-16&end=2025-01-10"")"
