vessel_name,MMSI,Flag,flag_ais,imo,vessel_class_cat,vessel_class_confidence,vessel_class,vessel_type,previous_port_country,previous_port,trip_start,trip_start_confidence,trip_end,trip_end_confidence,trip_duration_days,end_port,dak_general,dak_fishing,fishing,fishing_hours,fishing_eez,fishing_hs,fishing_rfmos,encounter,num_encounters,loitering,num_loitering,percent_ais_voyage,vv_url
RIODOMAR QUINTO,224394000,ESP,ESP,NA,fishing,high,fishing,trawlers,MRT,CANSADO,13/02/2025 20:15,4,15/02/2025 21:39,4,2,DAKAR,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,https://globalfishingwatch.org/map/vessel/4a0a5f1e2-200f-d3b6-8e90-73874b930291?&start=2025-02-11&end=2025-02-17
MIN LONG YU61146,412444322,CHN,CHN,NA,fishing,high,fishing,trawlers,GNB,BISSAU,15/03/2025 23:35,4,17/03/2025 11:30,4,1.5,DAKAR,FALSE,TRUE,TRUE,115.8444444,"SEN, GMB, GNB",FALSE,"NAMMCO, SRFC, ICCAT, IWC, ACAP",FALSE,NA,FALSE,NA,100,https://globalfishingwatch.org/map/vessel/3d85e312f-f420-4646-1a9a-f1c99f636999?&start=2025-03-13&end=2025-03-19
LURONGYUANYU216,412329514,CHN,CHN,NA,fishing,low,fishing,unknown,GIN,CONAKRY,26/03/2025 09:34,4,28/03/2025 11:03,4,2,DAKAR,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,84.3,https://globalfishingwatch.org/map/vessel/4bd2f4e42-2c91-9abd-1cc6-541761bba6f9?&start=2025-03-24&end=2025-03-30
FENG YA NO.11,416379000,TWN,TWN,NA,fishing,high,fishing,drifting_longlines,SEN,DAKAR,24/02/2024 08:30,4,20/02/2025 08:35,4,362,DAKAR,TRUE,TRUE,TRUE,10467.69056,SEN,TRUE,"ICCAT, NAMMCO, IWC, SRFC, ACAP",TRUE,148,TRUE,72,NA,https://globalfishingwatch.org/map/vessel/d40a79e44-454b-c0e2-1075-7cf314c51f60?&start=2024-02-22&end=2025-02-22
HAIXIN28,412201872,CHN,CHN,NA,fishing,med,fishing,trawlers,GNB,BISSAU,05/02/2025 22:03,3,06/02/2025 07:34,3,0.4,DAKAR,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,30,https://globalfishingwatch.org/map/vessel/091267662-2761-8637-0d75-4cd332968347?&start=2025-02-03&end=2025-02-08
HAIXIN28,412201872,CHN,CHN,NA,fishing,med,fishing,trawlers,SEN,DAKAR,01/03/2025 17:11,3,19/03/2025 11:53,4,17.8,DAKAR,TRUE,TRUE,TRUE,5958.815278,"SEN, GNB",FALSE,"NAMMCO, SRFC, IWC, ACAP, ICCAT",FALSE,NA,TRUE,8,96,https://globalfishingwatch.org/map/vessel/091267662-2761-8637-0d75-4cd332968347?&start=2025-02-27&end=2025-03-21
TWENTY,629009232,GMB,GMB,NA,fishing,high,fishing,trawlers,SEN,DAKAR,10/12/2024 20:48,3,22/01/2025 15:44,4,42.8,DAKAR,FALSE,TRUE,TRUE,2259.983333,GMB,FALSE,"IWC, SRFC, NAMMCO, ACAP, ICCAT",FALSE,NA,TRUE,90,NA,https://globalfishingwatch.org/map/vessel/8c09eec53-39ac-c718-0fa8-4952d9a38c75?&start=2024-12-08&end=2025-01-24
ZHENYUANYU822,412420882,CHN,CHN,NA,fishing,high,fishing,unknown,SEN,DAKAR,07/02/2025 21:22,3,09/03/2025 04:22,4,29.3,DAKAR,TRUE,TRUE,TRUE,6630.566667,SEN,FALSE,"ACAP, SRFC, IWC, NAMMCO, ICCAT",TRUE,12,TRUE,22,80,https://globalfishingwatch.org/map/vessel/cbaefac18-8b37-13df-603f-98c2d4b80405?&start=2025-02-05&end=2025-03-11
GUOJIN908,412549197,CHN,CHN,NA,fishing,high,fishing,trawlers,SEN,DAKAR,10/04/2024 07:50,4,26/02/2025 17:23,4,322.4,DAKAR,FALSE,FALSE,TRUE,3717.275,SEN,FALSE,"IWC, ICCAT, SRFC, NAMMCO, ACAP",TRUE,4,TRUE,2,NA,https://globalfishingwatch.org/map/vessel/b1746e808-87ff-d6f5-bd85-255ca80d9d1a?&start=2024-04-08&end=2025-02-28
ALFONSO RIERA CUARTO,224026860,ESP,ESP,NA,fishing,high,fishing,trawlers,GNB,BISSAU,06/02/2025 20:20,4,12/03/2025 19:06,4,33.9,DAKAR,TRUE,TRUE,TRUE,7444.861111,GNB,FALSE,"ICCAT, ACAP, SRFC, NAMMCO, IWC",FALSE,NA,TRUE,2,100,https://globalfishingwatch.org/map/vessel/a054330ca-a2bd-7d39-14d8-3f381abda295?&start=2025-02-04&end=2025-03-14
FU YUAN YU 7852,412440814,CHN,CHN,NA,fishing,high,fishing,drifting_longlines,SEN,DAKAR,09/10/2024 17:02,4,06/01/2025 04:45,4,88.5,DAKAR,FALSE,TRUE,TRUE,418.9416667,NA,TRUE,"ICCAT, IWC, ACAP",FALSE,NA,TRUE,8,NA,https://globalfishingwatch.org/map/vessel/a813b29d4-4f66-a145-ab5e-84e72e8dade4?&start=2024-10-07&end=2025-01-08
MENGXIN19,412209168,CHN,CHN,NA,fishing,high,fishing,trawlers,GIN,CONAKRY,31/12/2024 18:53,4,03/01/2025 11:10,4,2.7,DAKAR,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,https://globalfishingwatch.org/map/vessel/810e2f535-5471-6076-8a4c-61c2c4c5b700?&start=2024-12-29&end=2025-01-05
FU YUAN YU 7855,412440839,CHN,CHN,NA,fishing,high,fishing,drifting_longlines,SEN,DAKAR,23/12/2024 18:55,4,30/01/2025 14:10,4,37.8,DAKAR,FALSE,TRUE,TRUE,1209.08,NA,TRUE,"NAMMCO, ACAP, ICCAT, IWC",FALSE,NA,TRUE,18,NA,https://globalfishingwatch.org/map/vessel/de1f0afa2-25e2-4c62-f533-e69236076a26?&start=2024-12-21&end=2025-02-01
GUOJIN908,412549197,CHN,CHN,NA,fishing,high,fishing,trawlers,SEN,DAKAR,27/02/2025 04:19,4,05/03/2025 19:08,4,6.6,DAKAR,TRUE,TRUE,TRUE,1299.733333,SEN,FALSE,"ICCAT, ACAP, SRFC, IWC, NAMMCO",TRUE,4,TRUE,10,98.8,https://globalfishingwatch.org/map/vessel/b1746e808-87ff-d6f5-bd85-255ca80d9d1a?&start=2025-02-25&end=2025-03-07
YIFENG7,412200996,CHN,CHN,NA,fishing,med,fishing,trawlers,SEN,DAKAR,08/03/2025 11:42,4,21/03/2025 23:28,4,13.5,DAKAR,TRUE,TRUE,TRUE,635.9055556,"GNB, SEN",FALSE,"NAMMCO, IWC, SRFC, ACAP, ICCAT",FALSE,NA,TRUE,20,28.9,https://globalfishingwatch.org/map/vessel/e0d511224-49a9-8047-a2ed-4fc1d0aaf626?&start=2025-03-06&end=2025-03-23
YIFENG28,412209126,CHN,CHN,NA,fishing,high,fishing,trawlers,SEN,DAKAR,06/03/2025 21:09,4,21/03/2025 06:06,4,14.3,DAKAR,TRUE,TRUE,TRUE,2568.731944,"GNB, SEN",FALSE,"ACAP, IWC, SRFC, NAMMCO, ICCAT",FALSE,NA,TRUE,14,75.4,https://globalfishingwatch.org/map/vessel/e37cb040b-bbe1-3f3c-c4fc-69d978402d3f?&start=2025-03-04&end=2025-03-23
CURBEIRO,224106000,ESP,ESP,9194191,fishing,high,fishing,trawlers,SEN,DAKAR,02/02/2025 02:43,4,03/02/2025 06:27,4,1.1,DAKAR,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,https://globalfishingwatch.org/map/vessel/abfdf22f1-145b-2a91-3e6b-7acb899cd1d7?&start=2025-01-31&end=2025-02-05
CHANG YUAN YU 1,412200983,CHN,CHN,NA,fishing,low,fishing,unknown,GNB,BISSAU,21/02/2025 19:21,4,13/03/2025 14:26,4,19.8,DAKAR,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,34,87.6,https://globalfishingwatch.org/map/vessel/5d38c1978-82a8-dcd2-0ace-8aaaf50e45aa?&start=2025-02-19&end=2025-03-15
RUITAIFENG88,412217977,CHN,CHN,NA,carrier,high,carrier,carrier,GIN,CONAKRY,25/02/2025 13:57,4,27/02/2025 16:50,4,2.1,DAKAR,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,https://globalfishingwatch.org/map/vessel/1ad0c9598-8f03-b516-5ded-51f5a32ad0e9?&start=2025-02-23&end=2025-03-01
DIMITRIOS I,629009092,GMB,GMB,8675899,fishing,high,fishing,trawlers,SEN,DAKAR,07/03/2025 23:38,4,28/03/2025 09:25,4,20.4,DAKAR,TRUE,TRUE,TRUE,1554.861111,GMB,FALSE,"SRFC, ICCAT, ACAP, NAMMCO, IWC",FALSE,NA,TRUE,4,40.3,https://globalfishingwatch.org/map/vessel/f581b4c7a-a4e9-81b0-dd1f-add5a6830a79?&start=2025-03-05&end=2025-03-30
FU YUAN YU 372,412440267,CHN,CHN,NA,fishing,med,fishing,trawlers,GIN,CONAKRY,05/03/2025 04:34,4,06/03/2025 05:58,4,1,DAKAR,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,11.5,https://globalfishingwatch.org/map/vessel/11e2f9c75-583c-3436-271c-275c273c32a8?&start=2025-03-03&end=2025-03-08
YIFENG22,412209012,CHN,CHN,NA,fishing,high,fishing,trawlers,GNB,BISSAU,13/02/2025 21:00,4,03/03/2025 09:59,4,17.5,DAKAR,TRUE,TRUE,TRUE,5359.718056,"SEN, GNB",FALSE,"NAMMCO, ICCAT, SRFC, IWC, ACAP",FALSE,NA,TRUE,16,81.7,https://globalfishingwatch.org/map/vessel/bc8cca775-5e31-b2ca-e5b7-7a66811a7955?&start=2025-02-11&end=2025-03-05
MENGXIN23,412209173,CHN,CHN,NA,fishing,high,fishing,trawlers,GIN,CONAKRY,02/01/2025 21:12,4,04/01/2025 19:25,4,1.9,DAKAR,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,40.4,https://globalfishingwatch.org/map/vessel/75fdc78ae-e133-f259-3653-52561165e258?&start=2024-12-31&end=2025-01-06
GOBER CUARTO,224068180,ESP,ESP,8733574,fishing,high,fishing,trawlers,MRT,CANSADO,05/02/2025 19:44,4,07/02/2025 19:02,4,2,DAKAR,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,https://globalfishingwatch.org/map/vessel/b529cea41-1fe1-7857-0b7d-0d0d1441b9c2?&start=2025-02-03&end=2025-02-09
YIFENG10,412200999,CHN,CHN,NA,fishing,high,fishing,trawlers,SEN,DAKAR,09/03/2025 16:48,4,23/03/2025 04:09,4,13.5,DAKAR,TRUE,FALSE,TRUE,863.9416667,"GNB, SEN",FALSE,"NAMMCO, ACAP, IWC, SRFC, ICCAT",FALSE,NA,TRUE,30,36.6,https://globalfishingwatch.org/map/vessel/c5de9be58-8b54-b6da-c3b6-408c3c806ce8?&start=2025-03-07&end=2025-03-25
IRIS,629009068,GMB,GMB,8303288,fishing,high,fishing,trawlers,GMB,BANJUL,25/03/2025 21:41,4,26/03/2025 06:49,4,0.4,DAKAR,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,https://globalfishingwatch.org/map/vessel/8b7e94ff6-6fe5-0434-4c10-8f915e9f4a36?&start=2025-03-23&end=2025-03-28
SALVATORE PRIMO,62900238,GMB,GMB,7938933,fishing,med,fishing,unknown,GIN,CONAKRY,20/02/2025 17:53,4,01/03/2025 13:23,3,8.8,DAKAR,TRUE,TRUE,TRUE,978.0486111,"GMB, GIN, SEN",FALSE,"ICCAT, ACAP, NAMMCO, SRFC, IWC",FALSE,NA,TRUE,4,100,https://globalfishingwatch.org/map/vessel/229a5a78c-c309-90b5-8321-20945ccae4a6?&start=2025-02-18&end=2025-03-03
HAIXIN27,412201871,CHN,CHN,NA,fishing,high,fishing,trawlers,GNB,BISSAU,12/02/2025 03:40,4,26/02/2025 14:23,4,14.4,DAKAR,TRUE,TRUE,TRUE,3411.054167,"GNB, SEN",FALSE,"SRFC, ICCAT, ACAP, NAMMCO, IWC",FALSE,NA,TRUE,24,63.2,https://globalfishingwatch.org/map/vessel/b7d69a539-9155-ba85-3408-9a93597a3784?&start=2025-02-10&end=2025-02-28
SHENGHAI16,412549335,CHN,CHN,NA,fishing,high,fishing,trawlers,GIN,CONAKRY,01/01/2025 21:46,4,03/01/2025 11:18,4,1.5,DAKAR,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,82.1,https://globalfishingwatch.org/map/vessel/ba6a7a076-6b31-054d-89a1-65c6f18acd55?&start=2024-12-30&end=2025-01-05
YIFENG21,412209011,CHN,CHN,NA,fishing,high,fishing,trawlers,SEN,DAKAR,16/03/2025 13:01,4,31/03/2025 10:13,4,14.9,DAKAR,FALSE,FALSE,TRUE,948.5222222,"GNB, SEN",FALSE,"ACAP, SRFC, IWC, NAMMCO, ICCAT",FALSE,NA,TRUE,22,38,https://globalfishingwatch.org/map/vessel/c168bbf49-9c02-8ea2-724f-1f17ea5b988d?&start=2025-03-14&end=2025-04-02
EIGHTEEN,629009118,GMB,GMB,NA,fishing,low,fishing,trawlers,SEN,DAKAR,29/01/2025 17:29,4,07/03/2025 05:07,4,36.5,DAKAR,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,40,76.5,https://globalfishingwatch.org/map/vessel/f578a4c52-2123-4510-d4bd-f4fd62fed9a8?&start=2025-01-27&end=2025-03-09
SHANG FU,659019000,NAM,NAM,NA,fishing,low,fishing,drifting_longlines,SEN,DAKAR,20/12/2024 10:43,4,07/01/2025 11:20,4,18,DAKAR,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,TRUE,4,TRUE,4,NA,https://globalfishingwatch.org/map/vessel/6e356bc7a-a528-931b-9b3d-9857be3e8e3d?&start=2024-12-18&end=2025-01-09
FU YUAN YU 7853,412440815,CHN,CHN,9928308,fishing,high,fishing,drifting_longlines,SEN,DAKAR,16/10/2024 15:09,4,05/01/2025 12:24,4,80.9,DAKAR,TRUE,TRUE,TRUE,3318.466667,NA,TRUE,"ICCAT, IWC, ACAP, NAMMCO",FALSE,NA,TRUE,6,NA,https://globalfishingwatch.org/map/vessel/c4bb871d9-954d-b6f4-14aa-375e0b9f95a6?&start=2024-10-14&end=2025-01-07
EGALUZE,224580000,ESP,ESP,8109620,fishing,high,fishing,tuna_purse_seines,CIV,ABIDJAN,24/02/2025 10:52,4,25/02/2025 17:44,4,1.3,DAKAR,TRUE,TRUE,TRUE,6.008333333,SEN,FALSE,"ACAP, IWC, ICCAT, NAMMCO, SRFC",FALSE,NA,FALSE,NA,100,https://globalfishingwatch.org/map/vessel/a0aa90604-4562-1097-2a1e-56ca4a57e84f?&start=2025-02-22&end=2025-02-27
YIFENG21,412209011,CHN,CHN,NA,fishing,high,fishing,trawlers,SEN,DAKAR,19/12/2024 15:59,4,01/01/2025 01:21,4,12.4,DAKAR,TRUE,TRUE,TRUE,117.5416667,GNB,FALSE,"NAMMCO, SRFC, ACAP, IWC, ICCAT",FALSE,NA,TRUE,8,NA,https://globalfishingwatch.org/map/vessel/c168bbf49-9c02-8ea2-724f-1f17ea5b988d?&start=2024-12-17&end=2025-01-03
ALFONSO RIERA TERCER,224282000,ESP,ESP,8734877,fishing,high,fishing,trawlers,GNB,BISSAU,06/02/2025 20:07,4,12/03/2025 17:09,4,33.9,DAKAR,TRUE,TRUE,TRUE,6880.716667,GNB,FALSE,"SRFC, IWC, NAMMCO, ICCAT, ACAP",FALSE,NA,TRUE,4,100,https://globalfishingwatch.org/map/vessel/d7f0a49c3-35ca-c6db-7786-d49a798e2e3c?&start=2025-02-04&end=2025-03-14
MONTECELO,359102000,ESP,SLV,7409152,fishing,high,fishing,tuna_purse_seines,CIV,ABIDJAN,25/02/2025 13:00,4,14/03/2025 17:56,4,17.2,DAKAR,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,2,17.4,https://globalfishingwatch.org/map/vessel/4bb1068b0-07b4-134f-87ed-a7ea92c038e9?&start=2025-02-23&end=2025-03-16
ELSAAD,629009158,GMB,GMB,NA,fishing,high,fishing,unknown,SEN,DAKAR,21/02/2025 22:10,4,17/03/2025 18:54,4,23.8,DAKAR,FALSE,FALSE,TRUE,4462.655556,GMB,FALSE,"ACAP, ICCAT, NAMMCO, IWC, SRFC",FALSE,NA,TRUE,4,98.6,https://globalfishingwatch.org/map/vessel/88bcefbe0-0278-4687-8093-91e3e4ae847b?&start=2025-02-19&end=2025-03-19
YIFENG10,412200999,CHN,CHN,NA,fishing,high,fishing,trawlers,SEN,DAKAR,22/02/2025 17:00,4,24/02/2025 11:31,4,1.8,DAKAR,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,2,69.8,https://globalfishingwatch.org/map/vessel/c5de9be58-8b54-b6da-c3b6-408c3c806ce8?&start=2025-02-20&end=2025-02-26
YIFENG25,412209122,CHN,CHN,NA,fishing,low,fishing,unknown,SEN,DAKAR,05/03/2025 10:04,4,20/03/2025 13:53,4,15.1,DAKAR,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,16,57.7,https://globalfishingwatch.org/map/vessel/632bb9e7e-e4ae-f310-71ff-3a5bcc4313ec?&start=2025-03-03&end=2025-03-22
ELSAAD,629009158,GMB,GMB,NA,fishing,high,fishing,unknown,SEN,DAKAR,22/01/2025 12:57,3,18/02/2025 18:03,4,27.2,DAKAR,FALSE,FALSE,TRUE,3878.111111,GMB,FALSE,"SRFC, IWC, NAMMCO, ICCAT, ACAP",FALSE,NA,TRUE,4,99.1,https://globalfishingwatch.org/map/vessel/88bcefbe0-0278-4687-8093-91e3e4ae847b?&start=2025-01-20&end=2025-02-20
FRIOMAR,225989933,ESP,ESP,9853462,fishing,high,fishing,trawlers,MRT,CANSADO,26/02/2025 19:41,4,28/02/2025 16:45,4,1.9,DAKAR,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,https://globalfishingwatch.org/map/vessel/baa191958-843d-fe67-0458-4d889d60c244?&start=2025-02-24&end=2025-03-02
LAGOON PHOENIX,311001255,BHS,BHS,9047245,carrier,high,carrier,carrier,BEL,ANTWERP,28/12/2024 14:27,4,04/01/2025 07:11,4,6.7,DAKAR,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,https://globalfishingwatch.org/map/vessel/6948f9885-5162-d797-1c55-33552340b9f1?&start=2024-12-26&end=2025-01-06
YIFENG28,412209126,CHN,CHN,NA,fishing,high,fishing,trawlers,GNB,BISSAU,13/02/2025 21:02,4,05/03/2025 14:34,4,19.7,DAKAR,TRUE,TRUE,TRUE,4126.423611,"GNB, SEN",FALSE,"ICCAT, NAMMCO, IWC, SRFC, ACAP",FALSE,NA,TRUE,14,84,https://globalfishingwatch.org/map/vessel/e37cb040b-bbe1-3f3c-c4fc-69d978402d3f?&start=2025-02-11&end=2025-03-07
YINGMING8031,412209008,CHN,CHN,NA,fishing,high,fishing,trawlers,GNB,BISSAU,12/03/2025 19:33,4,31/03/2025 14:40,4,18.8,DAKAR,TRUE,TRUE,TRUE,5413.119444,"GNB, SEN",FALSE,"IWC, NAMMCO, ICCAT, SRFC, ACAP",FALSE,NA,TRUE,10,95.4,https://globalfishingwatch.org/map/vessel/c5824d985-509c-6d36-cfd9-d45e58e5515b?&start=2025-03-10&end=2025-04-02
YI FENG 8,412200997,CHN,CHN,NA,fishing,high,fishing,trawlers,GNB,BISSAU,13/02/2025 19:16,4,05/03/2025 10:34,4,19.6,DAKAR,TRUE,TRUE,TRUE,5538.420833,"SEN, GNB",FALSE,"IWC, ICCAT, SRFC, ACAP, NAMMCO",FALSE,NA,TRUE,10,81.1,https://globalfishingwatch.org/map/vessel/f5bd98f66-6d86-ae44-98a1-a86dbba4f507?&start=2025-02-11&end=2025-03-07
YIFENG 09,412200998,CHN,CHN,NA,fishing,low,fishing,trawlers,SEN,DAKAR,16/03/2025 16:56,4,21/03/2025 09:02,4,4.7,DAKAR,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,8,57,https://globalfishingwatch.org/map/vessel/25ecd2d23-37dd-a0cd-0b59-a2fc2e477601?&start=2025-03-14&end=2025-03-23
YIFENG10,412200999,CHN,CHN,NA,fishing,high,fishing,trawlers,GNB,BISSAU,13/02/2025 23:30,4,22/02/2025 09:43,4,8.4,DAKAR,FALSE,TRUE,TRUE,942.9472222,"SEN, GNB",FALSE,"IWC, ACAP, SRFC, NAMMCO, ICCAT",FALSE,NA,TRUE,10,62.1,https://globalfishingwatch.org/map/vessel/c5de9be58-8b54-b6da-c3b6-408c3c806ce8?&start=2025-02-11&end=2025-02-24
EIGHTEEN,629009118,GMB,GMB,NA,fishing,low,fishing,trawlers,SEN,DAKAR,14/03/2025 11:49,4,14/03/2025 15:12,4,0.1,DAKAR,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,https://globalfishingwatch.org/map/vessel/f578a4c52-2123-4510-d4bd-f4fd62fed9a8?&start=2025-03-12&end=2025-03-16
CROWN SAPPHIRE,311000855,BHS,BHS,9159115,carrier,low,carrier,carrier,RUS,VISTINO,09/01/2025 13:33,4,19/01/2025 19:51,4,10.3,DAKAR,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,87.9,https://globalfishingwatch.org/map/vessel/a7332a0d7-7d0e-aa0a-5987-7313d025e136?&start=2025-01-07&end=2025-01-21
YI FENG 26,412209123,CHN,CHN,NA,fishing,med,fishing,trawlers,SEN,DAKAR,04/03/2025 19:24,4,20/03/2025 05:28,4,15.4,DAKAR,TRUE,TRUE,TRUE,3242.183333,"SEN, GNB",FALSE,"ACAP, SRFC, ICCAT, NAMMCO, IWC",FALSE,NA,TRUE,18,79.5,https://globalfishingwatch.org/map/vessel/a41428649-904a-9c5a-8352-36c736c97746?&start=2025-03-02&end=2025-03-22
PEIX MAR 25,224033000,ESP,ESP,8733744,fishing,high,fishing,trawlers,MRT,CANSADO,18/01/2025 16:46,4,20/01/2025 10:20,4,1.7,DAKAR,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,https://globalfishingwatch.org/map/vessel/3740d2e32-20fd-74e7-2399-a4ef41b13bf8?&start=2025-01-16&end=2025-01-22
MENG XIN17,412209112,CHN,CHN,NA,fishing,high,fishing,trawlers,GIN,CONAKRY,08/01/2025 12:41,4,10/01/2025 09:59,4,1.9,DAKAR,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,https://globalfishingwatch.org/map/vessel/dc0253109-976e-7a4e-ffc9-53108b818c91?&start=2025-01-06&end=2025-01-12
YUANYU22,412280993,CHN,CHN,NA,fishing,low,fishing,unknown,GNB,BISSAU,19/02/2025 16:29,4,21/02/2025 11:44,4,1.8,DAKAR,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,https://globalfishingwatch.org/map/vessel/fde878708-8a8f-91ce-97f6-dadee80aa258?&start=2025-02-17&end=2025-02-23
HAIXIN24,412201867,CHN,CHN,NA,fishing,high,fishing,trawlers,GNB,BISSAU,12/02/2025 00:26,4,25/02/2025 16:07,4,13.6,DAKAR,TRUE,FALSE,TRUE,1634.701389,"SEN, GNB",FALSE,"NAMMCO, ICCAT, ACAP, IWC, SRFC",FALSE,NA,TRUE,20,50.5,https://globalfishingwatch.org/map/vessel/649fbfa0c-c22b-397c-19b9-34de539b3def?&start=2025-02-10&end=2025-02-27
ELSAAD,629009158,GMB,GMB,NA,fishing,high,fishing,unknown,GMB,BANJUL,15/01/2025 00:01,2,15/01/2025 04:01,3,0.2,DAKAR,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,https://globalfishingwatch.org/map/vessel/88bcefbe0-0278-4687-8093-91e3e4ae847b?&start=2025-01-13&end=2025-01-17
ILKER YILMAZ,271073688,TUR,TUR,9971202,fishing,high,fishing,other_purse_seines,MRT,CANSADO,15/01/2025 18:52,4,17/01/2025 11:04,4,1.7,DAKAR,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,https://globalfishingwatch.org/map/vessel/36a34cf4b-b14e-1b43-7be4-e59326ebdfe0?&start=2025-01-13&end=2025-01-19
YIFENG 09,412200998,CHN,CHN,NA,fishing,low,fishing,trawlers,GNB,BISSAU,13/02/2025 22:52,4,06/03/2025 17:12,4,20.8,DAKAR,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,20,60.4,https://globalfishingwatch.org/map/vessel/25ecd2d23-37dd-a0cd-0b59-a2fc2e477601?&start=2025-02-11&end=2025-03-08
HAIXIN28,412201872,CHN,CHN,NA,fishing,med,fishing,trawlers,GNB,BISSAU,11/02/2025 23:20,4,28/02/2025 09:55,3,16.4,DAKAR,FALSE,TRUE,TRUE,5707.194444,"SEN, GNB",FALSE,"NAMMCO, IWC, ACAP, SRFC, ICCAT",FALSE,NA,TRUE,5,94.9,https://globalfishingwatch.org/map/vessel/d1f13f8ac-c4f3-dea2-d606-7a09a743e936?&start=2025-02-09&end=2025-03-02
RELEIXO,224706000,ESP,ESP,8733378,fishing,high,fishing,trawlers,GNB,BISSAU,05/02/2025 16:02,4,07/03/2025 06:35,4,29.6,DAKAR,TRUE,TRUE,TRUE,330.4694444,"SEN, GNB",FALSE,"IWC, SRFC, ICCAT, ACAP, NAMMCO",FALSE,NA,FALSE,NA,3.9,https://globalfishingwatch.org/map/vessel/558a18907-7f2e-104c-9b70-4dedcc92675b?&start=2025-02-03&end=2025-03-09
YI FENG 8,412200997,CHN,CHN,NA,fishing,high,fishing,trawlers,SEN,DAKAR,07/03/2025 20:50,4,22/03/2025 01:43,4,14.2,DAKAR,TRUE,TRUE,TRUE,1797.779167,"SEN, GNB",FALSE,"IWC, NAMMCO, ACAP, SRFC, ICCAT",FALSE,NA,TRUE,22,61.7,https://globalfishingwatch.org/map/vessel/f5bd98f66-6d86-ae44-98a1-a86dbba4f507?&start=2025-03-05&end=2025-03-24
CIUDAD DE HUELVA,225987981,ESP,ESP,8740955,fishing,high,fishing,trawlers,SEN,DAKAR,21/11/2024 18:47,4,01/01/2025 09:33,4,40.6,DAKAR,TRUE,TRUE,TRUE,9380.461111,"SEN, GNB",FALSE,"NAMMCO, IWC, ACAP, ICCAT, SRFC",FALSE,NA,TRUE,4,NA,https://globalfishingwatch.org/map/vessel/45fc67c5f-ffbb-8088-09a3-4baf211463bb?&start=2024-11-19&end=2025-01-03
HAIXIN24,412201867,CHN,CHN,NA,fishing,high,fishing,trawlers,SEN,DAKAR,02/01/2025 15:57,4,10/01/2025 13:51,4,7.9,DAKAR,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,0.5,https://globalfishingwatch.org/map/vessel/649fbfa0c-c22b-397c-19b9-34de539b3def?&start=2024-12-31&end=2025-01-12
JAIME R,224069140,ESP,ESP,9098880,fishing,high,fishing,trawlers,GAB,PORT GENTIL,19/02/2025 11:02,4,28/02/2025 11:39,4,9,DAKAR,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,36.9,https://globalfishingwatch.org/map/vessel/c55db3f88-825c-7b5e-ea2b-90578f54ef3f?&start=2025-02-17&end=2025-03-02
