ssvid,CurrentName,Imo,CurrentFlag,CurrentIrcs,VesselType,GearType,Include 
412201872,HAIXIN28,,CHN,,fishing,trawlers,Yes
412549434,HAIXIN29,,,,fishing,trawlers,Yes
412549435,HAIXIN30,,,,fishing,unknown,Yes
306142000,HAIZEA BAT,,CUW,,support,NA,Yes
225458000,HAIZEA BAT; HAIZEABAT,9717943,ESP,EAKQ,support,NA,Yes
629000007,HANSEN 03,unknown,GMB,unknown,fishing,trawlers,Yes
629000008,HANSEN 05,unknown,GMB,unknown,fishing,trawlers,Yes
629000009,HANSEN 07,unknown,GMB,unknown,fishing,trawlers,Yes
412483274,HAO YUAN YU 861,,CHN,,fishing,unknown,Yes
312051000,HARMONIA 1,7360318,BLZ,V3UA5,fishing,purse_seines,Yes
422223000,HAVOUR I,,IRN,,fishing,purse_seines,Yes
668116129,HE FENG YU 006,8568254,STP,S9TZ,fishing,unknown,Yes
668116130,HE FENG YU 007,8568266,STP,S9UA,fishing,unknown,Yes
668116131,HE FENG YU 008,8568278,STP,S9UB,fishing,unknown,Yes
308090000,HELLAS STREAM,9015187,BHS,C6KD8,carrier,NA,Yes
359004000,HELLAS TUNA,8021763,PAN,HPAL,fishing,purse_seines,Yes
663053000,HISPASEN 5,unknown,SEN,6WJO,fishing,trawlers,Yes
663073000,HISPASEN 6,7213591,SEN,6WJZ,fishing,trawlers,Yes
663091000,HISPASEN 7,unknown,SEN,6WKF,fishing,trawlers,Yes
412209620,HLF09; HAI LU FENG 9; 海陆丰9,,CHN,,fishing,trawlers,Yes
412209630,HLF10; HAI LU FENG 10; 海陆丰10,,CHN,,fishing,trawlers,Yes
412209650,HLF12; HAI LU FENG 12; 海陆丰12,,CHN,,fishing,trawlers,Yes
412209590,HLF7,NA,CHN,,fishing,trawlers ,Yes
416121800,HONG CHIN,,,,fishing,drifting_longline,Yes
412550001,HONG DA 1,,CHN,,fishing,trawlers,Yes
412550006,HONG DA 6,,CHN,,fishing,trawlers,Yes
412550002,HONG DA 8,,CHN,,fishing,trawlers,Yes
308512000,HOOD ISLAND,9059640,BHS,C6LU4,carrier,NA,Yes
412568282,HOSNAISTESTSHIP66,unknown,CHN,unknown,fishing,trawlers,Yes
374363000,HSIANG HAO; HSIANGHAO,9797656,PAN,HOFD,carrier,NA,Yes
371156000,HUA FU 207; HUAFU207,9041540,PAN,H9PE,carrier,NA,Yes
416869000,HUANG YU,8749585,TWN,BH3294,fishing,drifting_longline,Yes
416006881,HUNG CHUAN FA,9937608,TWN,BH3533,fishing,drifting_longline,Yes
416036700,HUNG CHUAN NO.336,8676271,TWN,BH3300,fishing,drifting_longline,Yes
416867000,HUNG SHENG,8652328,TWN,BH3122,fishing,drifting_longline,Yes
416035900,I MAN HUNG NO. 168,8666173,TWN,BH3315,fishing,drifting_longline,Yes
630001075,IB FISH 1,,GNB,,fishing,purse_seines,Yes
629009148,IB FISH 2,,GMB,,fishing,unknown,Yes
311001067,ICE GLACIER,8706789,BHS,C6FC2,carrier,NA,Yes
538004840,ICE GRACE,8706777,BHS,C6FC8,carrier,NA,Yes
258816000,ICE LOUISE,7920314,unknown,unknown,carrier,NA,Yes
538004729,ICE RANGER,8311132,MHL,V7YT5,carrier,NA,Yes
311001076,ICE RUNNER,8311120,BHS,C6FD4,carrier,NA,Yes
247118400,IDRA Q,9013737,ITA,IQXI,fishing,trawlers,Yes
271073280,ILHAN YILMAZ 3,9858280,TUR,TCA5006,fishing,unknown,Yes
271073688,ILKER YILMAZ,,TUR,,fishing,trawlers,Yes
242131100,INDALO SEGUNDO,8575491,MAR,CNA4665,fishing,trawlers,Yes
664223000,INTERTUNA TRES,9202704,SYC,S7SA,fishing,purse_seines,Yes
355794000,IRENE,8304749,PAN,HP3077; HP3011,support,NA,Yes
224019630,IRIBAR ZULAIKA,9154373,ESP,EANS,fishing,pole_and_line,Yes
629009068,IRIS,8303288,GMB,C5J82,fishing,trawlers,Yes
627066000,"IRISJ; IRIS -J; IRIS-J; MV/""IRIS-J""; MV / IRIS-J",8214310,GHA,9GJD,fishing,purse_seines,Yes
627250000,IRIS-S,8210493,GHA,,fishing,purse_seines,Yes
541620034,ISRAR 1,unknown,unknown,unknown,fishing,unknown,Yes
308438000,ITALIA STREAM,9030137,BHS,C6KD5,carrier,NA,Yes
225455000,ITSAS TXORI,9702869,ESP,EAHO,fishing,purse_seines,Yes
311062300,IVAR REEFER,8819938,BHS,C6ZP6,carrier,NA,Yes
664563000,IZARO,9684500,SYC,S7OK,fishing,purse_seines,Yes
664579000,JAI ALAI,9733478,SYC,S7UK,fishing,purse_seines,Yes
224069140,JAIME R,,,,fishing,trawlers,Yes
312155000,JC GLORIA,,BLZ,,fishing,purse_seines,Yes
312860000,JC VICTORIA,7641580,BLZ,,fishing,purse_seines,Yes
227370000,JEAN LOUIS RAPHAEL 2; JEAN LOUIS RAPHAEL II; JLRAPHAEL2; JEAN LIOUS RAPHAEL II,9104847,FRA,FGTX,fishing,purse_seines,Yes
412549565,JIN FENG 2,,CHN,,fishing,drifting_longline,Yes
413270240,JIN FENG 3,9083586,CHN,unknown,fishing,drifting_longline,Yes
412699120,JIN FENG NO 1,9201085,CHN,unknown,fishing,drifting_longline,Yes
412689660,JIN FENG NO 6,8323329,CHN,unknown,fishing,drifting_longline,Yes
412698510,JIN FENG NO. 4,9109251,CHN,unknown,fishing,drifting_longline,Yes
412679330,JIN FENG NO. 5,8416059,CHN,BZU7Z,fishing,drifting_longline,Yes
627182000,JIN HAI 605,8683925,GHA,9GMX,fishing,trawlers,Yes
627185000,JIN HAI 606,8683949,GHA,9GRI,fishing,trawlers,Yes
412209118,JIN HAI606,8683949,GHA,9GRI,fishing,trawlers,Yes
412270057,JIN SHENG 6,8652718,CHN,BZSX3,fishing,drifting_longline,Yes
412270058,JIN SHENG 7,8652720,CHN,BZSX4,fishing,drifting_longline,Yes
627183000,JINHAI 608,8683937,GHA,9GMY,fishing,trawlers,Yes
535096772,JINZHANG,6607666,GNQ,3CAF,fishing,trawlers,Yes
225986769,JOMAFRAN,9813890,ESP,EAUC,fishing,trawlers,Yes
225995265,JOMAFRAN SEGUNDO,,,,fishing,trawlers,Yes
309193000,JORGEN REEFER,9007489,BHS,C6VB9,carrier,NA,Yes
412209083,JU RONG YU 1,8540367,CHN,unknown,fishing,unknown,Yes
663131000,KANBAL II,8708464,SEN,6WFI,fishing,trawlers,Yes
663521000,KANBAL III,7618856,SEN,6WGC,fishing,trawlers,Yes
354929000,KANO REEFER,9194957,PAN,3EOF5,carrier,NA,Yes
416128800,KAO FONG NO. 1,8947371,TWN,BI2559,fishing,drifting_longline,Yes
416331000,KAO FONG NO8,,,,fishing,drifting_longline,Yes
416146700,KAO FONG NO817,,,,fishing,drifting_longline,Yes
416807000,KAO HSIN NO. 6,8936308,TWN,BI2506,fishing,drifting_longline,Yes
654000012,KARAMA,,,,fishing,trawlers,Yes
663152000,KENTIA,9246815,SEN,6WFT,fishing,trawlers,Yes
224089000,KERMANTXO,9212955,ESP,EAXI,fishing,pole_and_line,Yes
663104978,KIKI,7929176,GMB,6WMP,fishing,drifting_longline,Yes
431871000,KINEI MARU NO. 151,9837834,JPN,7KCD,fishing,drifting_longline,Yes
627681000,KINGDAVID,unknown,GHA,GR070TM,fishing,unknown,Yes
412331128,KIRSA 050,9771810,RUS,UBYN4,fishing,trawlers,Yes
412331133,KIRSA 055,9771858,RUS,UBYN8,fishing,trawlers,Yes
412331134,KIRSA 056,9771860,RUS,UBYN9,fishing,trawlers,Yes
412331136,KIRSA 058,9771884,RUS,UBZN3,fishing,trawlers,Yes
311062200,KNUD REEFER,,BHS,,carrier,NA,Yes
312418000,KOMANDOR,9139610,unknown,UBVW3,fishing,trawlers,Yes
431100830,KOUEN MARU,8514136,JPN,JFQW,fishing,drifting_longline,Yes
441910000,KOVA,8415835,KOR,,fishing,drifting_longline,Yes
416032600,KUANG LI,8648664,TWN,BI2328,fishing,drifting_longline,Yes
416005726,KUANG YING NO. 12,,TWN,,fishing,drifting_longline,Yes
224431000,KURTZIO,7385461,ESP,EAUN,fishing,purse_seines,Yes
224175000,LA PINTA R,,,,fishing,trawlers,Yes
357993000,LADY ROSE; LADYROSE,9355032,PAN,3EML2,carrier,NA,Yes
370095000,LADY ROSEBAY; LADYROSEBAY,9412751,PAN,3FJA8,carrier,NA,Yes
351698000,LADY ROSEBUD; LADYROSEBUD,9412749,PAN,3FAF5,carrier,NA,Yes
357919000,LADY ROSEMARY; LADYROSEMARY,9355044,PAN,3EOZ4,carrier,NA,Yes
663111111,LAGHEM I,7387500,SEN,6WHE,fishing,trawlers,Yes
636018499,LAGOON PHOENIX; LAGOONPHOENIX,9047245,LBR,A8OE4,carrier,NA,Yes
636016700,LAKEPEARL; LAKE PEARL,9004401,KOR,D7TD,carrier,NA,Yes
227366000,LE NAUTILE,8229236,FRA,FGRG,fishing,trawlers,Yes
412053541,LIAO DAN YU 15007,NA,CHN,unknown,fishing,trawlers,Yes
413201090,LIAO YUAN YU 98,8921224,CHN,BZYK6,fishing,drifting_longline,Yes
413201110,LIAO YUAN YU 99,,,,fishing,drifting_longline,Yes
412201017,LIAODAZHONGYU 15203,unknown,CHN,unknown,fishing,unknown,Yes
636083839,LIBERTY GRACE,9517276,LBR,6ZAA8,fishing,purse_seines,Yes
636083838,LIBERTY QUEEN,9097329,LBR,6ZAA7,fishing,purse_seines,Yes
277327000,LIBRA,9009683,LTU,LYRT,carrier,NA,Yes
306106000,LIGHT 1,9171644,CMR,TJMC7,support,NA,Yes
663000122,LIO I,9030058,SEN,6WIC,fishing,pole_and_line,Yes
412328731,LONG TAI 1,8748660,GHA,9GLL,fishing,purse_seines,Yes
627221000,LONG TAI 1; LONGTAI1,8748660,GHA,9GLL,fishing,purse_seines,Yes
412328729,LONG TAI 2,8748555,GHA,9GOA,fishing,purse_seines,Yes
627214000,LONG XIANG 601,8697952,GHA,9GNI,fishing,trawlers,Yes
627215000,LONG XIANG 602,8697964,GHA,9GJY,fishing,trawlers,Yes
627220000,LONG XIANG 606,8698023,GHA,9GMZ,fishing,trawlers,Yes
627218000,LONG XIANG 608,8697988,GHA,9GIL,fishing,trawlers,Yes
627219000,LONG XIANG 609,8697990,GHA,9GND,fishing,trawlers,Yes
412201808,LONG XING 621,8909769,CHN,BZZO2,fishing,drifting_longline,Yes
412201809,LONG XING 622,unknown,CHN,unknown,fishing,drifting_longline,Yes
412201811,LONG XING 623,8910976,CHN,BZZ09,fishing,drifting_longline,Yes
412201812,LONG XING 625,9036777,CHN,BZZP2,fishing,drifting_longline,Yes
412201813,LONG XING 626,9031935,CHN,BZZP3,fishing,drifting_longline,Yes
412201815,LONG XING 627,9016258,CHN,BZZP5,fishing,drifting_longline,Yes
412201816,LONG XING 628,9016246,CHN,BZZP6,fishing,drifting_longline,Yes
412330947,LU LAO YUAN YU 001,8536677,CHN,BZTL7,fishing,unknown,Yes
412330948,LU LAO YUAN YU 002,8536689,CHN,BZTL8,fishing,unknown,Yes
412330952,LU LAO YUAN YU 008,8536718,CHN,BZTM3,fishing,trawlers,Yes
412330954,LU LAO YUAN YU 010,8536586,CHN,BZTM5,fishing,trawlers,Yes
412330955,LU LAO YUAN YU 011,8536598,CHN,BZTM6,fishing,trawlers,Yes
412331032,LU QING YUAN YU 027,,CHN,,fishing,unknown,Yes
412331033,LU QING YUAN YU 028,9748552,CHN,,fishing,unknown,Yes
412333331,LU QING YUAN YU 155,8529454,KEN,5ZAAK,fishing,purse_seines,Yes
412333332,LU QING YUAN YU 156,8529478,KEN,5ZAAL,fishing,purse_seines,Yes
634143000,LU QING YUAN YU 157,8529480,KEN,5ZAAM,fishing,purse_seines,Yes
412333334,LU QING YUAN YU 158,8529492,KEN,5ZAAN,fishing,purse_seines,Yes
412333335,LU QING YUAN YU 159,8529507,KEN,5ZAAP,fishing,purse_seines,Yes
412333336,LU QING YUAN YU 160,8529519,KEN,5ZAAQ,fishing,purse_seines,Yes
412329515,LU RONG YUAN YU 217,,CHN,,fishing,purse_seines,Yes
627230000,LU RONG YUAN YU 219,8789755,GHA,9GAA,fishing,trawlers,Yes
627231000,LU RONG YUAN YU 220,8789767,GHA,9GAB,fishing,trawlers,Yes
412331178,LU RONG YUAN YU 221,8786076,GHA,9GAC2,fishing,pole_and_line,Yes
627237000,LU RONG YUAN YU 222,8786088,GHA,9GAD2,fishing,pole_and_line,Yes
627191000,LU RONG YUAN YU 906,8683640,GHA,9GNV,fishing,trawlers,Yes
627213000,LU RONG YUAN YU 908,8697940,GHA,9GNB,fishing,trawlers,Yes
627165000,LU RONG YUAN YU 910,8673889,GHA,TBC,fishing,trawlers,Yes
627166000,LU RONG YUAN YU 916,8673891,GHA,9GJK,fishing,trawlers,Yes
627168000,LU RONG YUAN YU 917,8673906,GHA,9GLG,fishing,trawlers,Yes
627167000,LU RONG YUAN YU 918,8673918,GHA,9GIU,fishing,trawlers,Yes
627169000,LU RONG YUAN YU 919,8673920,GHA,9GIV,fishing,trawlers,Yes
627170000,LU RONG YUAN YU 920,8673932,GHA,TBC,fishing,trawlers,Yes
627171000,LU RONG YUAN YU 926,8673944,GHA,9GLJ,fishing,trawlers,Yes
627172000,LU RONG YUAN YU 927,8673956,GHA,9GLK,fishing,trawlers,Yes
627173000,LU RONG YUAN YU 928,8673968,GHA,9GIS,fishing,trawlers,Yes
627174000,LU RONG YUAN YU 929,8673970,GHA,TBC,fishing,trawlers,Yes
627202000,LU RONG YUAN YU 930,8683688,GHA,9GKR,fishing,trawlers,Yes
627199000,LU RONG YUAN YU 956,8683779,GHA,9GHG,fishing,trawlers,Yes
627184000,LU RONG YUAN YU 959,8683755,GHA,9GAD,fishing,trawlers,Yes
627200000,LU RONG YUAN YU 966,8683664,GHA,9GKH,fishing,trawlers,Yes
627201000,LU RONG YUAN YU 967,8683676,GHA,9GKM,fishing,trawlers,Yes
627189000,LU RONG YUAN YU 968,8683767,GHA,9GGO,fishing,trawlers,Yes
627207000,LU RONG YUAN YU 969,8683781,GHA,9GJA,fishing,trawlers,Yes
627203000,LU RONG YUAN YU 970,8683690,GHA,9GLC,fishing,trawlers,Yes
627209000,LU RONG YUAN YU 981,8697914,GHA,9GOR,fishing,trawlers,Yes
627210000,LU RONG YUAN YU 982,8697926,GHA,9GON,fishing,trawlers,Yes
627211000,LU RONG YUAN YU 988; LURONGYUANYU988; 鲁荣远渔988,8697938,GHA,9GNZ,fishing,trawlers,Yes
412330999,LU YAN KAI YUAN YU 877,NA,CHN,,fishing,trawlers,Yes
629009114,LUCAS,unknown,GMB,unknown,fishing,drifting_longline,Yes
263428000,LUCIMAR,7813195,PRT,CUUN,fishing,trawlers,Yes
352707000,LUCKY TRADER,9427574,BRB,8PBG3,carrier,NA,Yes
412330963,LUHAIYU 65536,unknown,CHN,unknown,fishing,unknown,Yes
412331027,LUQINGYUAN021,,CHN,,fishing,trawlers,Yes
412331031,LUQINGYUANYU026,,CHN,,fishing,drifting_longline,Yes
412331135,LUQINGYUANYU057,unknown,CHN,unknown,fishing,trawlers,Yes
412329861,LURONGYU55581,unknown,CHN,unknown,fishing,unknown,Yes
412329514,LURONGYUANYU216,,CHN,,fishing,unknown,Yes
627000000,LURONGYUANYU918,8673918,GHA,9GIU,fishing,trawlers,Yes
627067000,M/V ATLANTIC PRINCESS,8124412,GHA,9GJE,fishing,purse_seines,Yes
416004904,MAAN FARM NO. 1,9778284,TWN,BH3438,fishing,drifting_longline,Yes
416005033,MAAN FARN NO. 168,9795531,TWN,BH3466,fishing,drifting_longline,Yes
416005248,MAAN FWU NO.188,unknown,TWN,unknown,fishing,drifting_longline,Yes
271072472,MAMATI ORHAN,,,,fishing,purse_seines,Yes
224235000,MANUEL NORES,9242015,ESP,EAMC,fishing,trawlers,Yes
224023480,MAR DE ALBA,,ESP,,fishing,purse_seines,Yes
224733000,MAR DE SERGIO,8212075,ESP,EHNB,fishing,purse_seines,Yes
263407550,MAR IBERICO,8689448,PRT,CUDL8,fishing,trawlers,Yes
603100178,MAR ROJO DOS,9233090,AGO,D3P5389,fishing,trawlers,Yes
227428000,MARIE ALEXANDRA,8541878,FRA,FGRA,fishing,trawlers,Yes
627880000,MARINE 707,7419755,GHA,9GDT,fishing,pole_and_line,Yes
627694000,MARINE 711; MV/ MARINE 711; MV/MARINE 711; MV MARINE 711; MARINE711,7395870,GHA,9GDA,fishing,pole_and_line,Yes
440246000,MARINE ACE 1,8703842,KOR,DTFB,fishing,drifting_longline,Yes
663175000,MARSOR PRIMERO,8710819,SEN,6WEC,fishing,trawlers,Yes
355295000,MARTA REEFER,9174701,PAN,H3LU,carrier,NA,Yes
663220000,MASEOUD NO. 3,9874868,SEN,6WMZ,fishing,unknown,Yes
663221000,MASEOUD NO. 4,9874870,SEN,6WNA,fishing,unknown,Yes
441042000,MEDRA,8837526,KOR,DTBE3,fishing,trawlers,Yes
627143000,MENG XIN 1,8674039,GHA,9GLV,fishing,trawlers,Yes
627150000,MENG XIN 13,8674106,GHA,9GLY,fishing,trawlers,Yes
412209025,MENG XIN 14,8674118,GHA,9GLR,fishing,trawlers,Yes
412209112,MENG XIN 17,unknown,CHN,unknown,fishing,trawlers,Yes
412209173,MENG XIN 23,unknown,CHN,unknown,fishing,trawlers,Yes
412209179,MENG XIN 28,8683808,GHA,9GIR,fishing,trawlers,Yes
412209017,MENG XIN 4,8674065,GHA,9GEN,fishing,trawlers,Yes
627180000,MENG XIN 7,8683731,GHA,9GJT,fishing,trawlers,Yes
627177000,MENG XIN 9,8683717,GHA,9GLZ,fishing,trawlers,Yes
412209171,MENG XIN21,,CHN,,fishing,trawlers,Yes
412209178,MENGX27,,CHN,,fishing,trawlers,Yes
412201873,MENGXIN 369; MENG XIN YU YUN 369; 孟鑫渔运369,,CHN,,carrier,NA,Yes
412209168,MENGXIN19,,,,fishing,trawlers,Yes
412209175,MENGXIN24,,CHN,,fishing,trawlers,Yes
412209169,MENGXIN2O,,CHN,,fishing,trawlers,Yes
627686000,MESRENYAME,unknown,GHA,WR125SK,fishing,unknown,Yes
412444322,MIN LONG YU61146,,CHN,,fishing,trawlers,Yes
412448862,MIN XIA YU 01906,unknown,CHN,unknown,fishing,unknown,Yes
311000782,MING HANG 7,9128037,PAN,3FQW6,carrier,NA,Yes
412440339,MINXIAYUYUN1158,unknown,CHN,unknown,fishing,unknown,Yes
663252000,MOHAMEDDAK 1306,unknown,SEN,unknown,fishing,unknown,Yes
354753000,MONTEALBA; MONTE ALBA,8829452,PAN,HO2094,support,NA,Yes
359102000,MONTECELO,7409152,SLV,YSC2216; 9GJE,fishing,purse_seines,Yes
352545000,MONTECRUZ,7710276,PAN,3FUH5,carrier,NA,Yes
359101000,MONTEFRISA NUEVE,7409176,SLV,YSC3216,fishing,purse_seines,Yes
359003000,MONTELAPE,8021775,SLV,YSC2004,fishing,purse_seines,Yes
355855000,MONTELAURA,7625500,PAN,3FRF5,carrier,NA,Yes
224709000,MONTEMAOIR; MONTEMOIOR,7817323,ESP,EHTT,fishing,purse_seines,Yes
224742000,MONTERAIOLA,,ESP,,fishing,purse_seines,Yes
616999364,MOYA,7424695,COM,unknown,fishing,trawlers,Yes
627850000,MV/TRUST 79,7626956,GHA,TBC,fishing,pole_and_line,Yes
412209172,MX22,,CHN,,fishing,trawlers,Yes
247118500,MYRA Q,8871601,ITA,IOBE,fishing,trawlers,Yes
627899000,NAAEMELIA,unknown,GHA,GRO67TM,fishing,unknown,Yes
663135000,NAELLE,unknown,SEN,unknown,fishing,unknown,Yes
627038000,NANA ANOA 11,9095553,GHA,9GEK,fishing,trawlers,Yes
627037000,NANA ANOA I,9095541,GHA,9GAX,fishing,trawlers,Yes
996276103,NANAAKWANDOH,unknown,GHA,WR103NT,fishing,unknown,Yes
630123900,NANGHAM,7327902,GNB,J5ML2,fishing,trawlers,Yes
663180000,NATA,8617421,SEN,6WHX,fishing,trawlers,Yes
659034000,NATA 2,,NAM,,fishing,trawlers,Yes
271056023,NECATI REIS 2,8736459,TUR,TCA2980,fishing,purse_seines,Yes
308122000,NEDERLAND STREAM,9015199,BHS,C6KD6,carrier,NA,Yes
370115000,NESTOSREEFER; NESTOS REEFER,9045156,PAN,3EAJ9,carrier,NA,Yes
325965000,NEVSKIY,7812036,DMA,J7AE2,carrier,NA,Yes
355802000,NEW TAKATSUKI; NEWTAKATSUKI,9015838,PAN,3EFN9,carrier,NA,Yes
634129000,NEWFOUNDLAND ALERT,8712441,KEN,5ZZU,fishing,drifting_longline,Yes
664396000,NF ALPHA GOLD NO. 6,9841926,SYC,S7JQ,fishing,drifting_longline,Yes
664567000,NF DAFA NO. 8,9769257,SYC,S7JB,fishing,drifting_longline,Yes
664074000,NF EXPERT TUNA,9812119,MUS,3B2440,fishing,drifting_longline,Yes
664089000,NF WOENFULL NO. 168,9794123,SYC,S7OM,fishing,drifting_longline,Yes
273345950,NIKOLAY TELENKOV,,,,fishing,trawlers,Yes
441242000,NO.373 ORYONG,,,,fishing,drifting_longline,Yes
440154000,NO.805 ORYONG,,,,fishing,drifting_longline,Yes
354915000,NOR CAPE,9073402,PAN,HOKJ,carrier,NA,Yes
676004600,NOVA CALEDONIA,8518807,COD,9PAN004,carrier,NA,Yes
306752000,NOVA FLORIDA; NOVAFLORIDA,8813635,CUW,PLUP; PJUP,carrier,NA,Yes
311001171,NOVA ZEELANDIA,,BHS,,carrier,NA,Yes
273432340,NOVA ZEELANDIA; NOVAZEELANDIA,8514784,RUS,UBSR2,carrier,NA,Yes
325955000,NOVAYA ZEMLYA; NOVAYAZEMLYA,8514796,DMA,J7AC9,carrier,NA,Yes
273384970,NOVIY SVET; NOVIYSVET,8509557,RUS,UEOD,carrier,NA,Yes
663178000,NUEVO NOSO LAR,9039896,SEN,6WHL,fishing,trawlers,Yes
627868000,OBAATANPA,unknown,GHA,CR103MF,fishing,unknown,Yes
634152000,OCEAN EAGLE,8714059,KEN,5ZAAX,fishing,drifting_longline,Yes
663000300,OCEAN PESCA III,8702290,SEN,6WGA,fishing,trawlers,Yes
617073000,ODYSSEY 227,7393121,CPV,unknown,fishing,drifting_longline,Yes
613003611,OLUTORSKY,8826151,CMR,,fishing,trawlers,Yes
663168000,ONUDAK I,8809957,SEN,6WCY,fishing,trawlers,Yes
663169000,ONUDAK II,8819445,SEN,6WCZ,fishing,trawlers,Yes
306883000,ORANGE FROST,9797656,CUW,,carrier,NA,Yes
311000713,ORANGE SEA,9795971,BHS,C6DL7,carrier,NA,Yes
311000712,ORANGE SPIRIT,9795969,BHS,C6DL6,carrier,NA,Yes
306124000,ORANGE STRAIT,9795995,CUW,PJDE,carrier,NA,Yes
306125000,ORANGE STREAM,9795983,CUW,PJDC,carrier,NA,Yes
663225000,ORIENTAL KIM,7827495,SEN,6WNE,fishing,purse_seines,Yes
247083400,ORIONE Q,8979128,ITA,IZNE,fishing,trawlers,Yes
271044374,ORKOZ 53,unknown,TUR,TC9145,fishing,trawlers,Yes
271008508,ORUC REIS BALIKCILIK,9089554,TUR,TC7390,fishing,purse_seines,Yes
636019354,PACIFIC MERMAID,9045924,LIB,,carrier,NA,Yes
306034000,PACIFIC STAR; PACIFICSTAR,8716837,CUW,PJEW,fishing,purse_seines,Yes
627071000,PANOFI DISCOVERER,9565352,GHA,9GIL,fishing,purse_seines,Yes
627072000,PANOFI FORE RUNNER; PANOFIFORERUNNER,9568859,GHA,9GIJ,fishing,purse_seines,Yes
627994000,PANOFI FRONTIER; MV/PANOFI FRONTIER; PANOFIFRONTIER,8988806,GHA,,fishing,purse_seines,Yes
627266000,PANOFI GRACE,9517276,GHA,,fishing,purse_seines,Yes
627997000,PANOFI MASTER; MV/PANOFI MASTER; PANOFIMASTER,8976815,GHA,9GIH,fishing,purse_seines,Yes
627073000,PANOFI PATH-FINDER; PANOFIPATHFINDER; PANOFI PATHFINDER,9568861,GHA,9GIK,fishing,purse_seines,Yes
627996000,PANOFI VOLUNTEER; MV/PANOFI VOLUNTEER; PVOLUNTEER,8988818,GHA,9GIG,fishing,purse_seines,Yes
306120000,PATUDO,9276092,CUW,PJCF,support,NA,Yes
312797000,PEARL,7360320,BLZ,V3UI4; V3UI14,fishing,purse_seines,Yes
325967000,PEARL COAST,8112380,DMA,,carrier,NA,Yes
224033000,PEIX MAR VEINTICINCO,8733744,ESP,EAXG,fishing,trawlers,Yes
224313420,PEIX MAR VEINTICUATRO,8733756,ESP,EARE,fishing,trawlers,Yes
224372000,PEIX MAR VEINTINUEVE,9300063,ESP,EAEL,fishing,trawlers,Yes
224275000,PEIX MAR VEINTIOCHO,9300051,ESP,EAKU,fishing,trawlers,Yes
224270000,PEIX MAR VEINTISEIS,8733859,ESP,EAVA,fishing,trawlers,Yes
224370000,PEIX MAR VEINTISIETE,9300049,ESP,ECEH,fishing,trawlers,Yes
228071900,PENDRUC,9741102,FRA,FIXF,fishing,purse_seines,Yes
224896000,PILAR TORRE,9154361,ESP,EAIQ,fishing,pole_and_line,Yes
312344000,PITUFO,8900892,BLZ,V3PK7,fishing,drifting_longline,Yes
312191000,PLAYA DE AZKORRI,9476111,BLZ,V3ML9,fishing,purse_seines,Yes
224405000,PLAYA DE BAKIO,9010345,ESP,EGWJ,fishing,purse_seines,Yes
663128000,PLAYA DE DAKAR,9144615,SEN,6WKM,fishing,trawlers,Yes
312360000,PLAYA DE LAGA,,BLZ,,fishing,purse_seines,Yes
312257000,PLAYA DE LAIDA,9719812,BLZ,,fishing,purse_seines,Yes
224841000,PLAYA DE LOUREIRO,9238727,ESP,EBSU,fishing,trawlers,Yes
224531000,PLAYA DE NOJA; PLAYADENOJA,8806955,ESP,,fishing,purse_seines,Yes
225459000,PLAYA DE RIS,9684548,ESP,EAKV,fishing,purse_seines,Yes
663136000,PONT SAINT LOUIS,8222422,SEN,6WLC,fishing,purse_seines,Yes
224068340,PORTOMAYOR,8619742,ESP,EFIG,fishing,trawlers,Yes
664628000,POSEIDON,8703660,SYC,S7UH,fishing,drifting_longline,Yes
663250000,PRAIA DA MAROSA,unknown,SEN,unknown,fishing,trawlers,Yes
224546000,PRAIA DE RODEIRA,9265330,ESP,ECAL,fishing,trawlers,Yes
312397000,PRAIA DE SANTA CRUZ,7385203,BLZ,V3OY6,fishing,trawlers,Yes
663285000,PRÉSIDENT MAGATTE AYA DIACK II,8606355,SEN,6WHJ,fishing,pole_and_line,Yes
312004000,PRIBOY,8033053,BLZ,,fishing,trawlers,Yes
306137000,PRINCE OF SEAS,9014444,CUW,PJFH,carrier,NA,Yes
636018457,PRINCE OF SEAS; PRINCEOFSEAS,9014444,CUW,A8J15; PJFH,carrier,NA,Yes
224366000,PUNTAL DE AGUETE,9245990,ESP,EBRS,fishing,drifting_longline,Yes
440543000,RAFIKI NO 1,7355595,KEN,5ZZP,fishing,trawlers,Yes
634140000,RA-HORAKHTY,8805298,KEN,5ZAAT,fishing,drifting_longline,Yes
663000000,RAMATOULAYE,7110414,SEN,6WHZ,fishing,pole_and_line,Yes
312599000,RANGIROA,8210259,BLZ,V3ZI6,carrier,NA,Yes
311907000,REGALBAY; REGAL BAY,9053658,BHS,C6UG6,carrier,NA,Yes
636018009,REINA,8202226,LBR,D5NT7,carrier,NA,Yes
224706000,RELEIXO,8733378,ESP,EBRL,fishing,trawlers,Yes
603103000,RIA DE DAKAR,9003342,SEN,,fishing,trawlers,Yes
627762000,RICO SIETE; MV/RICO SIETE; RICOSIETE,7950632,GHA,9GDN,fishing,pole_and_line,Yes
627720000,RICOUNO,7950606,GHA,9GPM,fishing,pole_and_line,Yes
654014800,RIMBAL 2,7511890,MRT,5T924,fishing,trawlers,Yes
224394000,RIO DO MAR QUINTO,9317638,ESP,ECHY,fishing,trawlers,Yes
