ssvid,CurrentName,Imo,CurrentFlag,CurrentIrcs,VesselType,GearType,Include 
311040500,GREEN EGERSUND; GREENEGERSUND,8804567,BHS,C6YO8,Carrier vessel,NA,Yes
309361000,GREEN EXPLORER,8922242,BHS,C6VZ4,Carrier vessel,NA,Yes
311009600,GREEN FREEZER; GREENFREEZER,8819304,BHS,C6XH4,Carrier vessel,NA,Yes
308868000,GREEN GUATEMALA; GREENGUATEMALA,8912144,BHS,C6WA6,Carrier vessel,NA,Yes
311289000,GREEN HONDURAS,8912132,BHS,C6WH8,Carrier vessel,NA,Yes
309281000,GREEN ITALIA; GREENITALIA,9045780,BHS,C6WH9,Carrier vessel,NA,Yes
311009400,GREEN KARMOY; GREENKARMOY; GREEN KARMØY,8804531,BHS,C6XH2,Carrier vessel,NA,Yes
309165000,GREEN KLIPPER; GREENKLIPPER,9001904,BHS,C6VY9,Carrier vessel,NA,Yes
311042400,GREEN MALOY; GREENMALOY; GREEN MÅLØY,8804579,BHS,C6YQ9,Carrier vessel,NA,Yes
311004000,GREEN MAVERIC; GREENMAVERIC,9043055,BHS,C6VY2,Carrier vessel,NA,Yes
308228000,GREEN OCEAN; GREENOCEAN,9001916,BHS,C6VY8,Carrier vessel,NA,Yes
308541000,GREEN SELJE; GREENSELJE,8804529,BHS,C6IB5,Carrier vessel,NA,Yes
311001277,GREENSEA BERMEO,,BHS,,Carrier vessel,NA,Yes
529520000,GRIPO,8603133,KIR,T3DP2,Carrier vessel,NA,Yes
251013000,GUDBJOERG SIGURDARDOTTIR,8800810,UNKNOWN,UNKNOWN,Fishing vessel,Trawl,Yes
227549000,GUEOTEC,8912986,FRA,FGPG; EGPG,Fishing vessel,Purse seine,Yes
227550000,GUERIDEN,8912998,FRA,FGQC; FGRC,Fishing vessel,Purse seine,Yes
657127700,GULF SPIRIT I,7217755,NGA,5OAM,Fishing vessel,Trawl,Yes
627186000,GUO JIN 601,8683951,GHA,TBC,Fishing vessel,Trawl,Yes
627187000,GUO JIN 602,8683963,GHA,9GNH,Fishing vessel,Trawl,Yes
412549362,GUO JIN 609,unknown,CHN,BZV7L,Fishing vessel,Trawl,Yes
627389000,GUO JIN 801,9089695,GHA,unknown,Fishing vessel,Trawl,Yes
412209119,GUOJIN607,unknow,CHN,unknown,Fishing vessel,Trawl,Yes
306097000,GURIA,9758351,CUW,PJCP; PICP,Fishing vessel,Purse seine,Yes
412660240,HAI FENG 823,8863496,CHN,BKUG,Carrier vessel,NA,Yes
371322000,HAI FENG 895; HAIFENG895,8814237,PAN,3ECC7,Carrier vessel,NA,Yes
412300004,HAI FENG 896,9002180,CHN,BZZQ5,Carrier vessel,NA,Yes
627193000,HAI LU FENG 1,8683975,GHA,9GOU,Fishing vessel,Trawl,Yes
412209640,HAI LU FENG 11,unknown,CHN,Unknown,Fishing vessel,Trawl,Yes
627194000,HAI LU FENG 2,8683987,GHA,9GOW,Fishing vessel,Trawl,Yes
627195000,HAI LU FENG 3,8683999,GHA,9GOX,Fishing vessel,Trawl,Yes
627196000,HAI LU FENG 4,8684008,GHA,9GOZ,Fishing vessel,Trawl,Yes
412209157,HAI LU FENG 5,8684010,GHA,unknown,Fishing vessel,Trawl,Yes
627198000,HAI LU FENG 6,8684022,GHA,9GNQ,Fishing vessel,Trawl,Yes
412371178,HAI SHANG 68,8921391,CHN,BZ6UW,Fishing vessel,Longline,Yes
412371179,HAI SHANG 78,8904185,CHN,BZ7UW,Fishing vessel,Longline,Yes
412370006,HAI SHANG NO 28,9016088,CHN,BIWI,Fishing vessel,Longline,Yes
412209610,HAILUFENG8,,CHN,,Fishing vessel,Trawl,Yes
412201867,HAIXIN24,,CHN,,Fishing vessel,Trawl,Yes
412201871,HAIXIN27,,CHN,,Fishing vessel,UNKNOWN,Yes
412201872,HAIXIN28,,CHN,,Fishing vessel,Trawl,Yes
412549434,HAIXIN29,,,,Fishing vessel,Trawl,Yes
412549435,HAIXIN30,,,,Fishing vessel,UNKNOWN,Yes
306142000,HAIZEA BAT,,CUW,,Support vessel,NA,Yes
225458000,HAIZEA BAT; HAIZEABAT,9717943,ESP,EAKQ,Support vessel,NA,Yes
629000007,HANSEN 03,UNKNOWN,GMB,UNKNOWN,Fishing vessel,Trawl,Yes
629000008,HANSEN 05,UNKNOWN,GMB,UNKNOWN,Fishing vessel,Trawl,Yes
629000009,HANSEN 07,UNKNOWN,GMB,UNKNOWN,Fishing vessel,Trawl,Yes
412483274,HAO YUAN YU 861,,CHN,,Fishing vessel,UNKNOWN,Yes
312051000,HARMONIA 1,7360318,BLZ,V3UA5,Fishing vessel,Purse seine,Yes
422223000,HAVOUR I,,IRN,,Fishing vessel,Purse seine,Yes
668116129,HE FENG YU 006,8568254,STP,S9TZ,Fishing vessel,UNKNOWN,Yes
668116130,HE FENG YU 007,8568266,STP,S9UA,Fishing vessel,UNKNOWN,Yes
668116131,HE FENG YU 008,8568278,STP,S9UB,Fishing vessel,UNKNOWN,Yes
308090000,HELLAS STREAM,9015187,BHS,C6KD8,Carrier vessel,NA,Yes
359004000,HELLAS TUNA,8021763,PAN,HPAL,Fishing vessel,Purse seine,Yes
663053000,HISPASEN 5,UNKNOWN,SEN,6WJO,Fishing vessel,Trawl,Yes
663073000,HISPASEN 6,7213591,SEN,6WJZ,Fishing vessel,Trawl,Yes
663091000,HISPASEN 7,UNKNOWN,SEN,6WKF,Fishing vessel,Trawl,Yes
412209620,HLF09; HAI LU FENG 9; 海陆丰9,,CHN,,Fishing vessel,Trawl,Yes
412209630,HLF10; HAI LU FENG 10; 海陆丰10,,CHN,,Fishing vessel,Trawl,Yes
412209650,HLF12; HAI LU FENG 12; 海陆丰12,,CHN,,Fishing vessel,Trawl,Yes
412209590,HLF7,NA,CHN,,Fishing vessel,Trawl ,Yes
416121800,HONG CHIN,,,,Fishing vessel,Longline,Yes
412550001,HONG DA 1,,CHN,,Fishing vessel,Trawl,Yes
412550006,HONG DA 6,,CHN,,Fishing vessel,Trawl,Yes
412550002,HONG DA 8,,CHN,,Fishing vessel,Trawl,Yes
308512000,HOOD ISLAND,9059640,BHS,C6LU4,Carrier vessel,NA,Yes
412568282,HOSNAISTESTSHIP66,unknown,CHN,unknown,Fishing vessel,Trawl,Yes
374363000,HSIANG HAO; HSIANGHAO,9797656,PAN,HOFD,Carrier vessel,NA,Yes
371156000,HUA FU 207; HUAFU207,9041540,PAN,H9PE,Carrier vessel,NA,Yes
416869000,HUANG YU,8749585,TWN,BH3294,Fishing vessel,Longline,Yes
416006881,HUNG CHUAN FA,9937608,TWN,BH3533,Fishing vessel,Longline,Yes
416036700,HUNG CHUAN NO.336,8676271,TWN,BH3300,Fishing vessel,Longline,Yes
416867000,HUNG SHENG,8652328,TWN,BH3122,Fishing vessel,Longline,Yes
416035900,I MAN HUNG NO. 168,8666173,TWN,BH3315,Fishing vessel,Longline,Yes
630001075,IB FISH 1,,GNB,,Fishing vessel,Purse seine,Yes
629009148,IB FISH 2,,GMB,,Fishing vessel,UNKNOWN,Yes
311001067,ICE GLACIER,8706789,BHS,C6FC2,Carrier vessel,NA,Yes
538004840,ICE GRACE,8706777,BHS,C6FC8,Carrier vessel,NA,Yes
258816000,ICE LOUISE,7920314,UNKNOWN,UNKNOWN,Carrier vessel,NA,Yes
538004729,ICE RANGER,8311132,MHL,V7YT5,Carrier vessel,NA,Yes
311001076,ICE RUNNER,8311120,BHS,C6FD4,Carrier vessel,NA,Yes
247118400,IDRA Q,9013737,ITA,IQXI,Fishing vessel,Trawl,Yes
271073280,ILHAN YILMAZ 3,9858280,TUR,TCA5006,Fishing vessel,UNKNOWN,Yes
271073688,ILKER YILMAZ,,TUR,,Fishing vessel,Trawl,Yes
242131100,INDALO SEGUNDO,8575491,MAR,CNA4665,Fishing vessel,Trawl,Yes
664223000,INTERTUNA TRES,9202704,SYC,S7SA,Fishing vessel,Purse seine,Yes
355794000,IRENE,8304749,PAN,HP3077; HP3011,Support vessel,NA,Yes
224019630,IRIBAR ZULAIKA,9154373,ESP,EANS,Fishing vessel,Pole and line,Yes
629009068,IRIS,8303288,GMB,C5J82,Fishing vessel,Trawl,Yes
627066000,"IRISJ; IRIS -J; IRIS-J; MV/""IRIS-J""; MV / IRIS-J",8214310,GHA,9GJD,Fishing vessel,Purse seine,Yes
627250000,IRIS-S,8210493,GHA,,Fishing vessel,Purse seine,Yes
541620034,ISRAR 1,UNKNOWN,UNKNOWN,UNKNOWN,Fishing vessel,UNKNOWN,Yes
308438000,ITALIA STREAM,9030137,BHS,C6KD5,Carrier vessel,NA,Yes
225455000,ITSAS TXORI,9702869,ESP,EAHO,Fishing vessel,Purse seine,Yes
311062300,IVAR REEFER,8819938,BHS,C6ZP6,Carrier vessel,NA,Yes
664563000,IZARO,9684500,SYC,S7OK,Fishing vessel,Purse seine,Yes
664579000,JAI ALAI,9733478,SYC,S7UK,Fishing vessel,Purse seine,Yes
224069140,JAIME R,,,,Fishing vessel,Trawl,Yes
312155000,JC GLORIA,,BLZ,,Fishing vessel,Purse seine,Yes
312860000,JC VICTORIA,7641580,BLZ,,Fishing vessel,Purse seine,Yes
227370000,JEAN LOUIS RAPHAEL 2; JEAN LOUIS RAPHAEL II; JLRAPHAEL2; JEAN LIOUS RAPHAEL II,9104847,FRA,FGTX,Fishing vessel,Purse seine,Yes
412549565,JIN FENG 2,,CHN,,Fishing vessel,Longline,Yes
413270240,JIN FENG 3,9083586,CHN,UNKNOWN,Fishing vessel,Longline,Yes
412699120,JIN FENG NO 1,9201085,CHN,UNKNOWN,Fishing vessel,Longline,Yes
412689660,JIN FENG NO 6,8323329,CHN,UNKNOWN,Fishing vessel,Longline,Yes
412698510,JIN FENG NO. 4,9109251,CHN,UNKNOWN,Fishing vessel,Longline,Yes
412679330,JIN FENG NO. 5,8416059,CHN,BZU7Z,Fishing vessel,Longline,Yes
627182000,JIN HAI 605,8683925,GHA,9GMX,Fishing vessel,Trawl,Yes
627185000,JIN HAI 606,8683949,GHA,9GRI,Fishing vessel,Trawl,Yes
412209118,JIN HAI606,8683949,GHA,9GRI,Fishing vessel,Trawl,Yes
412270057,JIN SHENG 6,8652718,CHN,BZSX3,Fishing vessel,Longline,Yes
412270058,JIN SHENG 7,8652720,CHN,BZSX4,Fishing vessel,Longline,Yes
627183000,JINHAI 608,8683937,GHA,9GMY,Fishing vessel,Trawl,Yes
535096772,JINZHANG,6607666,GNQ,3CAF,Fishing vessel,Trawl,Yes
225986769,JOMAFRAN,9813890,ESP,EAUC,Fishing vessel,Trawl,Yes
225995265,JOMAFRAN SEGUNDO,,,,Fishing vessel,Trawl,Yes
309193000,JORGEN REEFER,9007489,BHS,C6VB9,Carrier vessel,NA,Yes
412209083,JU RONG YU 1,8540367,CHN,UNKNOWN,Fishing vessel,UNKNOWN,Yes
663131000,KANBAL II,8708464,SEN,6WFI,Fishing vessel,Trawl,Yes
663521000,KANBAL III,7618856,SEN,6WGC,Fishing vessel,Trawl,Yes
354929000,KANO REEFER,9194957,PAN,3EOF5,Carrier vessel,NA,Yes
416128800,KAO FONG NO. 1,8947371,TWN,BI2559,Fishing vessel,Longline,Yes
416331000,KAO FONG NO8,,,,Fishing vessel,Longline,Yes
416146700,KAO FONG NO817,,,,Fishing vessel,Longline,Yes
416807000,KAO HSIN NO. 6,8936308,TWN,BI2506,Fishing vessel,Longline,Yes
654000012,KARAMA,,,,Fishing vessel,Trawl,Yes
663152000,KENTIA,9246815,SEN,6WFT,Fishing vessel,Trawl,Yes
224089000,KERMANTXO,9212955,ESP,EAXI,Fishing vessel,Pole and line,Yes
663104978,KIKI,7929176,GMB,6WMP,Fishing vessel,Longline,Yes
431871000,KINEI MARU NO. 151,9837834,JPN,7KCD,Fishing vessel,Longline,Yes
627681000,KINGDAVID,unknown,GHA,GR070TM,Fishing vessel,UNKNOWN,Yes
412331128,KIRSA 050,9771810,RUS,UBYN4,Fishing vessel,Trawl,Yes
412331133,KIRSA 055,9771858,RUS,UBYN8,Fishing vessel,Trawl,Yes
412331134,KIRSA 056,9771860,RUS,UBYN9,Fishing vessel,Trawl,Yes
412331136,KIRSA 058,9771884,RUS,UBZN3,Fishing vessel,Trawl,Yes
311062200,KNUD REEFER,,BHS,,Carrier vessel,NA,Yes
312418000,KOMANDOR,9139610,UNKNOWN,UBVW3,Fishing vessel,Trawl,Yes
431100830,KOUEN MARU,8514136,JPN,JFQW,Fishing vessel,Longline,Yes
441910000,KOVA,8415835,KOR,,Fishing vessel,Longline,Yes
416032600,KUANG LI,8648664,TWN,BI2328,Fishing vessel,Longline,Yes
416005726,KUANG YING NO. 12,,TWN,,Fishing vessel,Longline,Yes
224431000,KURTZIO,7385461,ESP,EAUN,Fishing vessel,Purse seine,Yes
224175000,LA PINTA R,,,,Fishing vessel,Trawl,Yes
357993000,LADY ROSE; LADYROSE,9355032,PAN,3EML2,Carrier vessel,NA,Yes
370095000,LADY ROSEBAY; LADYROSEBAY,9412751,PAN,3FJA8,Carrier vessel,NA,Yes
351698000,LADY ROSEBUD; LADYROSEBUD,9412749,PAN,3FAF5,Carrier vessel,NA,Yes
357919000,LADY ROSEMARY; LADYROSEMARY,9355044,PAN,3EOZ4,Carrier vessel,NA,Yes
663111111,LAGHEM I,7387500,SEN,6WHE,Fishing vessel,Trawl,Yes
636018499,LAGOON PHOENIX; LAGOONPHOENIX,9047245,LBR,A8OE4,Carrier vessel,NA,Yes
636016700,LAKEPEARL; LAKE PEARL,9004401,KOR,D7TD,Carrier vessel,NA,Yes
227366000,LE NAUTILE,8229236,FRA,FGRG,Fishing vessel,Trawl,Yes
412053541,LIAO DAN YU 15007,NA,CHN,Unknown,Fishing vessel,Trawl,Yes
413201090,LIAO YUAN YU 98,8921224,CHN,BZYK6,Fishing vessel,Longline,Yes
413201110,LIAO YUAN YU 99,,,,Fishing vessel,Longline,Yes
412201017,LIAODAZHONGYU 15203,UNKNOWN,CHN,UNKNOWN,Fishing vessel,UNKNOWN,Yes
636083839,LIBERTY GRACE,9517276,LBR,6ZAA8,Fishing vessel,Purse seine,Yes
636083838,LIBERTY QUEEN,9097329,LBR,6ZAA7,Fishing vessel,Purse seine,Yes
277327000,LIBRA,9009683,LTU,LYRT,Carrier vessel,NA,Yes
306106000,LIGHT 1,9171644,CMR,TJMC7,Support vessel,NA,Yes
663000122,LIO I,9030058,SEN,6WIC,Fishing vessel,Pole and line,Yes
412328731,LONG TAI 1,8748660,GHA,9GLL,Fishing vessel,Purse seine,Yes
627221000,LONG TAI 1; LONGTAI1,8748660,GHA,9GLL,Fishing vessel,Purse seine,Yes
412328729,LONG TAI 2,8748555,GHA,9GOA,Fishing vessel,Purse seine,Yes
627214000,LONG XIANG 601,8697952,GHA,9GNI,Fishing vessel,Trawl,Yes
627215000,LONG XIANG 602,8697964,GHA,9GJY,Fishing vessel,Trawl,Yes
627220000,LONG XIANG 606,8698023,GHA,9GMZ,Fishing vessel,Trawl,Yes
627218000,LONG XIANG 608,8697988,GHA,9GIL,Fishing vessel,Trawl,Yes
627219000,LONG XIANG 609,8697990,GHA,9GND,Fishing vessel,Trawl,Yes
412201808,LONG XING 621,8909769,CHN,BZZO2,Fishing vessel,Longline,Yes
412201809,LONG XING 622,UNKNOWN,CHN,UNKNOWN,Fishing vessel,Longline,Yes
412201811,LONG XING 623,8910976,CHN,BZZ09,Fishing vessel,Longline,Yes
412201812,LONG XING 625,9036777,CHN,BZZP2,Fishing vessel,Longline,Yes
412201813,LONG XING 626,9031935,CHN,BZZP3,Fishing vessel,Longline,Yes
412201815,LONG XING 627,9016258,CHN,BZZP5,Fishing vessel,Longline,Yes
412201816,LONG XING 628,9016246,CHN,BZZP6,Fishing vessel,Longline,Yes
412330947,LU LAO YUAN YU 001,8536677,CHN,BZTL7,Fishing vessel,UNKNOWN,Yes
412330948,LU LAO YUAN YU 002,8536689,CHN,BZTL8,Fishing vessel,UNKNOWN,Yes
412330952,LU LAO YUAN YU 008,8536718,CHN,BZTM3,Fishing vessel,Trawl,Yes
412330954,LU LAO YUAN YU 010,8536586,CHN,BZTM5,Fishing vessel,Trawl,Yes
412330955,LU LAO YUAN YU 011,8536598,CHN,BZTM6,Fishing vessel,Trawl,Yes
412331032,LU QING YUAN YU 027,,CHN,,Fishing vessel,UNKNOWN,Yes
412331033,LU QING YUAN YU 028,9748552,CHN,,Fishing vessel,UNKNOWN,Yes
412333331,LU QING YUAN YU 155,8529454,KEN,5ZAAK,Fishing vessel,Purse seine,Yes
412333332,LU QING YUAN YU 156,8529478,KEN,5ZAAL,Fishing vessel,Purse seine,Yes
634143000,LU QING YUAN YU 157,8529480,KEN,5ZAAM,Fishing vessel,Purse seine,Yes
412333334,LU QING YUAN YU 158,8529492,KEN,5ZAAN,Fishing vessel,Purse seine,Yes
412333335,LU QING YUAN YU 159,8529507,KEN,5ZAAP,Fishing vessel,Purse seine,Yes
412333336,LU QING YUAN YU 160,8529519,KEN,5ZAAQ,Fishing vessel,Purse seine,Yes
412329515,LU RONG YUAN YU 217,,CHN,,Fishing vessel,Purse seine,Yes
627230000,LU RONG YUAN YU 219,8789755,GHA,9GAA,Fishing vessel,Trawl,Yes
627231000,LU RONG YUAN YU 220,8789767,GHA,9GAB,Fishing vessel,Trawl,Yes
412331178,LU RONG YUAN YU 221,8786076,GHA,9GAC2,Fishing vessel,Pole and line,Yes
627237000,LU RONG YUAN YU 222,8786088,GHA,9GAD2,Fishing vessel,Pole and line,Yes
627191000,LU RONG YUAN YU 906,8683640,GHA,9GNV,Fishing vessel,Trawl,Yes
627213000,LU RONG YUAN YU 908,8697940,GHA,9GNB,Fishing vessel,Trawl,Yes
627165000,LU RONG YUAN YU 910,8673889,GHA,TBC,Fishing vessel,Trawl,Yes
627166000,LU RONG YUAN YU 916,8673891,GHA,9GJK,Fishing vessel,Trawl,Yes
627168000,LU RONG YUAN YU 917,8673906,GHA,9GLG,Fishing vessel,Trawl,Yes
627167000,LU RONG YUAN YU 918,8673918,GHA,9GIU,Fishing vessel,Trawl,Yes
627169000,LU RONG YUAN YU 919,8673920,GHA,9GIV,Fishing vessel,Trawl,Yes
627170000,LU RONG YUAN YU 920,8673932,GHA,TBC,Fishing vessel,Trawl,Yes
627171000,LU RONG YUAN YU 926,8673944,GHA,9GLJ,Fishing vessel,Trawl,Yes
627172000,LU RONG YUAN YU 927,8673956,GHA,9GLK,Fishing vessel,Trawl,Yes
627173000,LU RONG YUAN YU 928,8673968,GHA,9GIS,Fishing vessel,Trawl,Yes
627174000,LU RONG YUAN YU 929,8673970,GHA,TBC,Fishing vessel,Trawl,Yes
627202000,LU RONG YUAN YU 930,8683688,GHA,9GKR,Fishing vessel,Trawl,Yes
627199000,LU RONG YUAN YU 956,8683779,GHA,9GHG,Fishing vessel,Trawl,Yes
627184000,LU RONG YUAN YU 959,8683755,GHA,9GAD,Fishing vessel,Trawl,Yes
627200000,LU RONG YUAN YU 966,8683664,GHA,9GKH,Fishing vessel,Trawl,Yes
627201000,LU RONG YUAN YU 967,8683676,GHA,9GKM,Fishing vessel,Trawl,Yes
627189000,LU RONG YUAN YU 968,8683767,GHA,9GGO,Fishing vessel,Trawl,Yes
627207000,LU RONG YUAN YU 969,8683781,GHA,9GJA,Fishing vessel,Trawl,Yes
627203000,LU RONG YUAN YU 970,8683690,GHA,9GLC,Fishing vessel,Trawl,Yes
627209000,LU RONG YUAN YU 981,8697914,GHA,9GOR,Fishing vessel,Trawl,Yes
627210000,LU RONG YUAN YU 982,8697926,GHA,9GON,Fishing vessel,Trawl,Yes
627211000,LU RONG YUAN YU 988; LURONGYUANYU988; 鲁荣远渔988,8697938,GHA,9GNZ,Fishing vessel,Trawl,Yes
412330999,LU YAN KAI YUAN YU 877,NA,CHN,,Fishing vessel,Trawl,Yes
629009114,LUCAS,UNKNOWN,GMB,UNKNOWN,Fishing vessel,Longline,Yes
263428000,LUCIMAR,7813195,PRT,CUUN,Fishing vessel,Trawl,Yes
352707000,LUCKY TRADER,9427574,BRB,8PBG3,Carrier vessel,NA,Yes
412330963,LUHAIYU 65536,UNKNOWN,CHN,UNKNOWN,Fishing vessel,UNKNOWN,Yes
412331027,LUQINGYUAN021,,CHN,,Fishing vessel,Trawl,Yes
412331031,LUQINGYUANYU026,,CHN,,Fishing vessel,Longline,Yes
412331135,LUQINGYUANYU057,UNKNOWN,CHN,UNKNOWN,Fishing vessel,Trawl,Yes
412329861,LURONGYU55581,UNKNOWN,CHN,UNKNOWN,Fishing vessel,UNKNOWN,Yes
412329514,LURONGYUANYU216,,CHN,,Fishing vessel,UNKNOWN,Yes
627000000,LURONGYUANYU918,8673918,GHA,9GIU,Fishing vessel,Trawl,Yes
627067000,M/V ATLANTIC PRINCESS,8124412,GHA,9GJE,Fishing vessel,Purse seine,Yes
416004904,MAAN FARM NO. 1,9778284,TWN,BH3438,Fishing vessel,Longline,Yes
416005033,MAAN FARN NO. 168,9795531,TWN,BH3466,Fishing vessel,Longline,Yes
416005248,MAAN FWU NO.188,UNKNOWN,TWN,UNKNOWN,Fishing vessel,Longline,Yes
271072472,MAMATI ORHAN,,,,Fishing vessel,Purse seine,Yes
224235000,MANUEL NORES,9242015,ESP,EAMC,Fishing vessel,Trawl,Yes
224023480,MAR DE ALBA,,ESP,,Fishing vessel,Purse seine,Yes
224733000,MAR DE SERGIO,8212075,ESP,EHNB,Fishing vessel,Purse seine,Yes
263407550,MAR IBERICO,8689448,PRT,CUDL8,Fishing vessel,Trawl,Yes
603100178,MAR ROJO DOS,9233090,AGO,D3P5389,Fishing vessel,Trawl,Yes
227428000,MARIE ALEXANDRA,8541878,FRA,FGRA,Fishing vessel,Trawl,Yes
627880000,MARINE 707,7419755,GHA,9GDT,Fishing vessel,Pole and line,Yes
627694000,MARINE 711; MV/ MARINE 711; MV/MARINE 711; MV MARINE 711; MARINE711,7395870,GHA,9GDA,Fishing vessel,Pole and line,Yes
440246000,MARINE ACE 1,8703842,KOR,DTFB,Fishing vessel,Longline,Yes
663175000,MARSOR PRIMERO,8710819,SEN,6WEC,Fishing vessel,Trawl,Yes
355295000,MARTA REEFER,9174701,PAN,H3LU,Carrier vessel,NA,Yes
663220000,MASEOUD NO. 3,9874868,SEN,6WMZ,Fishing vessel,UNKNOWN,Yes
663221000,MASEOUD NO. 4,9874870,SEN,6WNA,Fishing vessel,UNKNOWN,Yes
441042000,MEDRA,8837526,KOR,DTBE3,Fishing vessel,Trawl,Yes
627143000,MENG XIN 1,8674039,GHA,9GLV,Fishing vessel,Trawl,Yes
627150000,MENG XIN 13,8674106,GHA,9GLY,Fishing vessel,Trawl,Yes
412209025,MENG XIN 14,8674118,GHA,9GLR,Fishing vessel,Trawl,Yes
412209112,MENG XIN 17,UNKNOWN,CHN,UNKNOWN,Fishing vessel,Trawl,Yes
412209173,MENG XIN 23,UNKNOWN,CHN,UNKNOWN,Fishing vessel,Trawl,Yes
412209179,MENG XIN 28,8683808,GHA,9GIR,Fishing vessel,Trawl,Yes
412209017,MENG XIN 4,8674065,GHA,9GEN,Fishing vessel,Trawl,Yes
627180000,MENG XIN 7,8683731,GHA,9GJT,Fishing vessel,Trawl,Yes
627177000,MENG XIN 9,8683717,GHA,9GLZ,Fishing vessel,Trawl,Yes
412209171,MENG XIN21,,CHN,,Fishing vessel,Trawl,Yes
412209178,MENGX27,,CHN,,Fishing vessel,Trawl,Yes
412201873,MENGXIN 369; MENG XIN YU YUN 369; 孟鑫渔运369,,CHN,,Carrier vessel,NA,Yes
412209168,MENGXIN19,,,,Fishing vessel,Trawl,Yes
412209175,MENGXIN24,,CHN,,Fishing vessel,Trawl,Yes
412209169,MENGXIN2O,,CHN,,Fishing vessel,Trawl,Yes
627686000,MESRENYAME,unknown,GHA,WR125SK,Fishing vessel,UNKNOWN,Yes
412444322,MIN LONG YU61146,,CHN,,Fishing vessel,Trawl,Yes
412448862,MIN XIA YU 01906,UNKNOWN,CHN,UNKNOWN,Fishing vessel,UNKNOWN,Yes
311000782,MING HANG 7,9128037,PAN,3FQW6,Carrier vessel,NA,Yes
412440339,MINXIAYUYUN1158,UNKNOWN,CHN,UNKNOWN,Fishing vessel,UNKNOWN,Yes
663252000,MOHAMEDDAK 1306,UNKNOWN,SEN,UNKNOWN,Fishing vessel,UNKNOWN,Yes
354753000,MONTEALBA; MONTE ALBA,8829452,PAN,HO2094,Support vessel,NA,Yes
359102000,MONTECELO,7409152,SLV,YSC2216; 9GJE,Fishing vessel,Purse seine,Yes
352545000,MONTECRUZ,7710276,PAN,3FUH5,Carrier vessel,NA,Yes
359101000,MONTEFRISA NUEVE,7409176,SLV,YSC3216,Fishing vessel,Purse seine,Yes
359003000,MONTELAPE,8021775,SLV,YSC2004,Fishing vessel,Purse seine,Yes
355855000,MONTELAURA,7625500,PAN,3FRF5,Carrier vessel,NA,Yes
224709000,MONTEMAOIR; MONTEMOIOR,7817323,ESP,EHTT,Fishing vessel,Purse seine,Yes
224742000,MONTERAIOLA,,ESP,,Fishing vessel,Purse seine,Yes
616999364,MOYA,7424695,COM,UNKNOWN,Fishing vessel,Trawl,Yes
627850000,MV/TRUST 79,7626956,GHA,TBC,Fishing vessel,Pole and line,Yes
412209172,MX22,,CHN,,Fishing vessel,Trawl,Yes
247118500,MYRA Q,8871601,ITA,IOBE,Fishing vessel,Trawl,Yes
627899000,NAAEMELIA,unknown,GHA,GRO67TM,Fishing vessel,UNKNOWN,Yes
663135000,NAELLE,UNKNOWN,SEN,UNKNOWN,Fishing vessel,UNKNOWN,Yes
627038000,NANA ANOA 11,9095553,GHA,9GEK,Fishing vessel,Trawl,Yes
627037000,NANA ANOA I,9095541,GHA,9GAX,Fishing vessel,Trawl,Yes
996276103,NANAAKWANDOH,unknown,GHA,WR103NT,Fishing vessel,UNKNOWN,Yes
630123900,NANGHAM,7327902,GNB,J5ML2,Fishing vessel,Trawl,Yes
663180000,NATA,8617421,SEN,6WHX,Fishing vessel,Trawl,Yes
659034000,NATA 2,,NAM,,Fishing vessel,Trawl,Yes
271056023,NECATI REIS 2,8736459,TUR,TCA2980,Fishing vessel,Purse seine,Yes
308122000,NEDERLAND STREAM,9015199,BHS,C6KD6,Carrier vessel,NA,Yes
370115000,NESTOSREEFER; NESTOS REEFER,9045156,PAN,3EAJ9,Carrier vessel,NA,Yes
325965000,NEVSKIY,7812036,DMA,J7AE2,Carrier vessel,NA,Yes
355802000,NEW TAKATSUKI; NEWTAKATSUKI,9015838,PAN,3EFN9,Carrier vessel,NA,Yes
634129000,NEWFOUNDLAND ALERT,8712441,KEN,5ZZU,Fishing vessel,Longline,Yes
664396000,NF ALPHA GOLD NO. 6,9841926,SYC,S7JQ,Fishing vessel,Longline,Yes
664567000,NF DAFA NO. 8,9769257,SYC,S7JB,Fishing vessel,Longline,Yes
664074000,NF EXPERT TUNA,9812119,MUS,3B2440,Fishing vessel,Longline,Yes
664089000,NF WOENFULL NO. 168,9794123,SYC,S7OM,Fishing vessel,Longline,Yes
273345950,NIKOLAY TELENKOV,,,,Fishing vessel,Trawl,Yes
441242000,NO.373 ORYONG,,,,Fishing vessel,Longline,Yes
440154000,NO.805 ORYONG,,,,Fishing vessel,Longline,Yes
354915000,NOR CAPE,9073402,PAN,HOKJ,Carrier vessel,NA,Yes
676004600,NOVA CALEDONIA,8518807,COD,9PAN004,Carrier vessel,NA,Yes
306752000,NOVA FLORIDA; NOVAFLORIDA,8813635,CUW,PLUP; PJUP,Carrier vessel,NA,Yes
311001171,NOVA ZEELANDIA,,BHS,,Carrier vessel,NA,Yes
273432340,NOVA ZEELANDIA; NOVAZEELANDIA,8514784,RUS,UBSR2,Carrier vessel,NA,Yes
325955000,NOVAYA ZEMLYA; NOVAYAZEMLYA,8514796,DMA,J7AC9,Carrier vessel,NA,Yes
