Date added,ssvid,CurrentName,IMO,CurrentFlag,CurrentIrcs,VesselType,GearType,,,,,,,,,,,,,,,,
Original port profile list,412201812,LONG XING 625,9036777,CHN,BZZP2,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,412201813,LONG XING 626,9031935,CHN,BZZP3,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,412201815,LONG XING 627,9016258,CHN,BZZP5,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,412201816,LONG XING 628,9016246,CHN,BZZP6,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,412202222,FUYUANYU128,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412202673,FU YUAN YU 129,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412203336,FU YUAN YU 127,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412209001,SHANGHANG801,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412209008,YANG MING 8031,8794607,CHN,UNKNOWN,Fishing Vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,412209011,YI FENG 21,UNKNOWN,UNKNOWN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412209012,YIFENG 22,8599904,CHN,UNKNOWN,Fishing vessel,Unknown,,,,,,,,,,,,,,,,
Original port profile list,412209083,JU RONG YU 1,8540367,CHN,UNKNOWN,Fishing vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,412209112,MENG XIN 17,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412209122,YI FENG 25,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,412209123,YI FENG 26,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,412209126,YIFENG28,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,412209128,YI FENG 30,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,412209153,BO YUAN 7,8586177,CHN,BZYW7,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412209173,MENG XIN 23,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412209195,YANG MING 8001,8794528,CHN,,Fishing Vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,412209196,YANG MING 8002,8794530,CHN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412209197,YANG MING 8005,8794542,CHN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412209202,YANG MING 8009,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412209203,YANG MING 8010,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412209207,SHENG HANG 805,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412209208,SHENGHANG806,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412209211,SHENG HANG 808,UNKNOWN,UNKNOWN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412209212,SHENG HANG 809,UNKNOWN,UNKNOWN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412209213,SHENGHANG810,UNKNOWN,CHN,UNKNOWN,Fishing vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412270057,JIN SHENG 6,8652718,CHN,BZSX3,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,412270058,JIN SHENG 7,8652720,CHN,BZSX4,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,412270099,CHANG RONG 2,8666410,CHN,BZYE5,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,412280994,CHANG RONG 5,8670289,CHN,BZYE8,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,412283998,CHANG RONG 4,8678413,CHN,BZZW6,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,412283999,CHANG RONG 3,8947204,CHN,BZYC9,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,412300004,HAI FENG 896,9002180,CHN,BZZQ5,Carrier vessel,NA,,,,,,,,,,,,,,,,
Original port profile list,412329861,LURONGYU55581,UNKNOWN,CHN,UNKNOWN,Fishing vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,412330947,LU LAO YUAN YU 001,8536677,CHN,BZTL7,Fishing vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,412330948,LU LAO YUAN YU 002,8536689,CHN,BZTL8,Fishing Vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,412330952,LU LAO YUAN YU 008,8536718,CHN,BZTM3,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412330955,LU LAO YUAN YU 011,8536598,CHN,BZTM6,Fishing Vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,412330963,LUHAIYU 65536,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,412331128,KIRSA 050,9771810,RUS,UBYN4,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412331128,KIRSA 051,9771822,RUS,UBYN4,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412331129,KIRSA 051,9771822,RUS,UBYN5,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412331133,KIRSA 055,9771858,RUS,UBYN8,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412331134,KIRSA 056,9771860,RUS,UBYN9,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412331135,LUQINGYUANYU057,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412331136,KIRSA 058,9771884,RUS,UBZN3,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412370006,HAI SHANG NO 28,9016088,CHN,BIWI,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,412371178,HAI SHANG 68,8921391,CHN,BZ6UW,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,412371179,HAI SHANG 78,8904185,CHN,BZ7UW,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,412400790,ZHOU YU LENG 7,8887985,CHN,BKWE,Carrier vessel,NA,,,,,,,,,,,,,,,,
Original port profile list,412435429,ZHEXIANGYU50021,UNKNOWN,UNKNOWN,UNKNOWN,Fishing Vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,412440284,FUYUANYU80,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,412440336,FU YUAN YU 813,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412440337,FU YUAN YU 00118,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412440338,FUYUANYU,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,Unknown,,,,,,,,,,,,,,,,
Original port profile list,412440339,MINXIAYUYUN1158,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,412440341,FUYUANYU123,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412440425,FU YUAN YU 125,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412440426,FU YUAN YU 126,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412440427,FU YUAN YU 127,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412440428,FU YUAN YU 128,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412440429,FU YUAN YU 129,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412440431,FU YUAN Y 130,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,412440513,FU YUAN YU 199,8776801,CHN,BVTG7,Fishing Vessel,Pole and line,,,,,,,,,,,,,,,,
Original port profile list,412440529,FU YUAN YU 9881,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412440532,FU YUAN YU 9886,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412440533,FU YUAN YU 9887,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412440534,FU YUAN YU 9888,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412440539,FU YUAN YU 635,8555221,CHN,BVBT3,Fishing Vessel,Purse seine,,,,,,,,,,,,,,,,
Original port profile list,412440541,FU YUAN YU 636,8555233,CHN,BVBU3,Fishing Vessel,Purse seine,,,,,,,,,,,,,,,,
Original port profile list,412440557,FU YUAN YU 7775,8910689,CHN,BVXK7,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,412440558,FU YUAN YU 7776,8838374,CHN,BVXL7,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,412440559,FU YUAN YU 7777,9046320,CHN,BZW6P,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,412440561,FU YUAN YU 7778,9033464,CHN,UNKNOWN,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,412440562,FU YUAN YU 7779,8712312,CHN,UNKNOWN,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,412440577,FU YUAN YU 6057,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,412440612,FUYUANYU9808,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412440613,FUYUANYU9809,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412440614,FUYUANYU9810,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412440615,FUYUANYU9811,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412440616,FU YUAN YU 9812,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412440617,FU YUAN YU 6071,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,Gillnets,,,,,,,,,,,,,,,,
Original port profile list,412440647,FUYUANYU9802,3158016,CHN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412440648,FUYUANYU9803,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412440649,FUYUANYU9805,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412440651,FUYUANYU9806,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412440652,FUYUANYU9807,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412440796,FU YUAN YU 7858,9921037,CHN,BZW7P,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,412440797,FU YUAN YU 7859,9921049,CHN,BZW8P,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,412440814,FU YUAN YU 7852,9928310,CHN,BZW4V,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,412448839,FU YUAN YU 120,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412448862,MIN XIA YU 01906,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,412463479,RUI SHUN 6,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412463482,RUI SHUN 8,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412549117,SHENGHANG817,UNKNOWN,CHN,UNKNOWN,Fishing vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,412549118,SHENGHANG818,UNKNOWN,CHN,UNKNOWN,Fishing vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,412549145,ZHONG YUE 81,8592891,CHN,BZWF2,Fishing vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,412549147,ZHONG YUE 83,8592918,CHN,BZWF4,Fishing vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,412549152,ZHONG YUE 88,8592877,CHN,BZWF8,Fishing vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,412549196,GUOJIN901,UNKNOWN,CHN,UNKNOWN,Fishing vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412549197,GUOJIN908,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,412549416,XINGYUN 919,9939096,CHN,BZ6UK,Fishing Vessel,Pole and line,,,,,,,,,,,,,,,,
Original port profile list,412549417,XINGYUN 920,9939101,CHN,BZV9I,Fishing Vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,412660240,HAI FENG 823,8863496,CHN,BKUG,Carrier vessel,NA,,,,,,,,,,,,,,,,
Original port profile list,412679330,JIN FENG NO. 5,8416059,CHN,BZU7Z,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,412689660,JIN FENG NO 6,8323329,CHN,UNKNOWN,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,412698510,JIN FENG NO. 4,9109251,CHN,UNKNOWN,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,412699120,JIN FENG NO 1,9201085,CHN,UNKNOWN,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,412723898,SHENG HAI 3 HAO,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,413000364,UNKNOWN,UNKNOWN,CHN,UNKNOWN,Fishing Vessel,Unknown,,,,,,,,,,,,,,,,
Original port profile list,413031000,CHANG RONG 1,8670124,CHN,BZZW3,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,413201090,LIAO YUAN YU 98,8921224,CHN,BZYK6,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,413270240,JIN FENG 3,9083586,CHN,UNKNOWN,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,416004506,SHENGCHERNGTSAIR3,UNKNOWN,TWN,UNKNOWN,Fishing Vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,416004522,FONGYA18,9718399,TWN,BG3739,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,416004708,YUNG CHI NO. 166,8669929,TWN,BH3427,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,416004904,MAAN FARM NO. 1,9778284,TWN,BH3438,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,416005033,MAAN FARN NO. 168,9795531,TWN,BH3466,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,416005248,MAAN FWU NO.188,UNKNOWN,TWN,UNKNOWN,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,416035800,CHIN SIANG WEN,8649759,TWN,BH3284,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,416035900,I MAN HUNG NO. 168,8666173,TWN,BH3315,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,416036700,HUNG CHUAN NO.336,8676271,TWN,BH3300,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,416060900,CHIN CHANG MING,8661226,TWN,BI2443,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,416121700,WEI CHING,9181924,TWN,BH3352,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,416121900,CHUN FA NO. 888,8957431,TWN,BH3358,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,416126800,YING CHIN HSIANG NO 101,9230828,TWN,BI2564,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,416128800,KAO FONG NO. 1,8947371,TWN,BI2559,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,416137900,YI HONG,8664644,TWN,BZLQ,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,416348000,CHUN FA NO. 999,8651362,TWN,BI2531,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,416379000,FENG YA NO. 11,8947266,TWN,BI2566,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,416380000,YI CHUN NO. 232,9220768,TWN,BI2571,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,416734000,CHIN JIN MING,8429886,TWN,BI2455,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,416807000,KAO HSIN NO. 6,8936308,TWN,BI2506,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,416864000,YI FU,8664656,TWN,BH3196,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,416867000,HUNG SHENG,8652328,TWN,BH3122,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,416891000,CHIN HSIANG MING,8661214,TWN,BH3138,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,431100830,KOUEN MARU,8514136,JPN,JFQW,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,440782000,DONG WON NO. 211,8821541,KOR,6LCW,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,440938000,AMAPOLA515,7355492,KOR,DTAP3,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,441007000,SUN HAE N 316,7394577,KOR,6MTQ,Fishing Vessel,Pole and line,,,,,,,,,,,,,,,,
Original port profile list,441042000,MEDRA,8837526,KOR,DTBE3,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,441057000,DAE SUNG NO. 216,8976114,UNKNOWN,UNKNOWN,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,441483000,UNKNOWN,8909604,KOR,DTBU7,Fishing vessel,Pole and line,,,,,,,,,,,,,,,,
Original port profile list,441898000,SEO JIN NO. 1,7381403,KOR,6KCC,Fishing Vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,441910000,KOVA,8415835,KOR,,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,441910000,KOVA,8415835,NRU,UNKNOWN,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,502145079,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,514691000,ICE LOUISE,7920314,UNKNOWN,UNKNOWN,Carrier vessel,NA,,,,,,,,,,,,,,,,
Original port profile list,518100027,CHINA FROST,8410914,COK,E5U2972,Carrier vessel,NA,,,,,,,,,,,,,,,,
Original port profile list,538004729,ICE RANGER,8311132,MHL,V7YT5,Carrier vessel,NA,,,,,,,,,,,,,,,,
Original port profile list,538004840,ICE GRACE,8706777,BHS,C6FC8,Carrier vessel,NA,,,,,,,,,,,,,,,,
Original port profile list,541620034,ISRAR 1,UNKNOWN,UNKNOWN,UNKNOWN,Fishing Vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,544134120,KOVA,8415835,NRU,UNKNOWN,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,561501095,FENG 9,8420751,PLW,T8A3266,Carrier vessel,NA,,,,,,,,,,,,,,,,
Original port profile list,566029000,CS STRATOS,9350991,SGP,9V9356,Carrier vessel,NA,,,,,,,,,,,,,,,,
Original port profile list,566041000,CS STANDARD,9438509,SGP,9V9354,Carrier vessel,NA,,,,,,,,,,,,,,,,
Original port profile list,566042000,STAR LEADER,9517939,SGP,9V9350,Carrier vessel,NA,,,,,,,,,,,,,,,,
Original port profile list,566049000,STAR TRUST,9438511,SGP,9V9353,Carrier vessel,NA,,,,,,,,,,,,,,,,
Original port profile list,566060000,STAR ENDEAVOUR I,9517927,SGP,9V9397,Carrier vessel,NA,,,,,,,,,,,,,,,,
Original port profile list,566090000,STAR PRIDE,9517915,SGP,9V9351,Carrier vessel,NA,,,,,,,,,,,,,,,,
Original port profile list,566341000,STAR CARE,9517903,SGP,9V9352,Carrier vessel,NA,,,,,,,,,,,,,,,,
Original port profile list,603100170,FORCADELA,7388190,AGO,EHBP,Fishing vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,603100178,MAR ROJO DOS,9233090,AGO,D3P5389,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,603100179,AROSA DOCE,8617457,AGO,D3P5392,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,603100287,CUTETA,8605935,AGO,D3P5404,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,603103000,RIA DE DAKAR,9003342,SEN,,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,616999364,MOYA,7424695,COM,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,617073000,ODYSSEY 227,7393121,CPV,UNKNOWN,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,619000200,GFB 1,8538924,SEN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,619000210,GFB 2,8538936,SEN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,619002000,SOLEVANT,8104204,SEN,6WLG,Fishing Vessel,Purse seine,,,,,,,,,,,,,,,,
Original port profile list,619224000,EVERRICH NO. 1,7705180,CIV,TUN5072,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,627994000,SEA FRONTIER,8988806,GIN,9GLF,Fishing Vessel,Purse seine,,,,,,,,,,,,,,,,
Original port profile list,629000004,THE GAMBIA 4,UNKNOWN,GMB,UNKNOWN,Fishing Vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,629000007,HANSEN 03,UNKNOWN,GMB,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,629000008,HANSEN 05,UNKNOWN,GMB,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,629000009,HANSEN 07,UNKNOWN,GMB,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,629009046,ANDREA KLITBO,TBC,GMB,C5J60,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,629009068,IRIS,8303288,GMB,C5J82,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,629009092,DIMITRIOS I,8675899,GMB,C5J106,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,629009114,LUCAS,UNKNOWN,GMB,UNKNOWN,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,629100290,SAGE,7825215,UNKNOWN,UNKNOWN,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,629130051,UNKNOWN,UNKNOWN,GMB,UNKNOWN,Fishing Vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,630123009,DUX,UNKNOWN,UNKNOWN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,630123100,ANELE,7600366,GNB,J5MK5,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,630123300,BON VOYAGE,7925156,GNB,J5MK7,Fishing Vessel,Purse seine,,,,,,,,,,,,,,,,
Original port profile list,630123600,BAOBAB,7922283,GNB,J5ML1,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,630123900,NANGHAM,7327902,GNB,J5ML2,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,630124003,SIEMPRE JOANA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,630124007,UMAIA,7504378,MRT,J5MMA,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,630124008,BACALAM,UNKNOWN,GNB,UNKNOWN,Fishing vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,632001009,SEA FRONTIER,8988806,GIN,9GLF,Fishing Vessel,Purse seine,,,,,,,,,,,,,,,,
Original port profile list,636013068,CARIBBEAN STAR,9150810,LBR,A8KJ7,Carrier vessel,NA,,,,,,,,,,,,,,,,
Original port profile list,636013073,COSTA RICAN STAR,9150822,LBR,A8KK4,Carrier vessel,NA,,,,,,,,,,,,,,,,
Original port profile list,636014240,COLOMBIAN STAR,9172480,LBR,A8SL3,Carrier vessel,NA,,,,,,,,,,,,,,,,
Original port profile list,636014241,COTE D'IVOIRIAN STAR,9172478,LBR,A8SL4,Carrier vessel,NA,,,,,,,,,,,,,,,,
Original port profile list,636015904,BALTIC HEATHER,9181144,BHS,C6EQ7,Carrier vessel,NA,,,,,,,,,,,,,,,,
Original port profile list,636016280,BALTIC PATRIOT,9038488,BHS,C6ET9,Carrier vessel,NA,,,,,,,,,,,,,,,,
Original port profile list,636016281,BALTIC PERFORMER,9016674,BHS,C6EQ6,Carrier vessel,NA,,,,,,,,,,,,,,,,
Original port profile list,636019354,PACIFIC MERMAID,9045924,LBR,A8JJ5,Carrier vessel,NA,,,,,,,,,,,,,,,,
Original port profile list,636019751,CERES TWO,9167801,BHS,C6FE3,Carrier vessel,NA,,,,,,,,,,,,,,,,
Original port profile list,636019778,EMERALD,9202857,LBR,D5WC7,Carrier vessel,NA,,,,,,,,,,,,,,,,
Original port profile list,654000001,ATOUMAY,8979130,MRT,IZMP,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,654014700,UMAIA,7504378,MRT,J5MMA,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,654014800,RIMBAL 2,7511890,MRT,5T924,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
