,,"Corrections to identifiers Indicate if port visit should be removed (REMOVE), checked (CHECK) or if there is a correction to vessel identity (IDENTITY CHANGE)  For port visits to be removed, give reason. For port visits to be checked (eg. because data not available in TMT AIS feed), indicate why visit needs checking / For each conf2 port visit, indicate KEEP or REMOVE",,,,,,GFW data,,,,,,,,,,,,,,,,,,,,,,,
Action,Rationale (Remove / Check),Name,Flag,Vessel type,Gear type,Confidence 2 port visits check,TMT notes,vessel_name,MMSI,Flag2,vessel_class,vessel_type,previous_port_country,previous_port,trip_start,Trip start,trip_end,Trip End ,trip_duration_days,end_port,fishing,fishing_hours,fishing_eez,fishing_hs,fishing_rfmos,encounter,num_encounters,loitering,num_loitering,at_dock,percent_ais_voyage
,,,,,,,,EGALUZE,224580000,ESP,fishing,tuna_purse_seines,CIV,ABIDJAN,2/24/25 10:52,4,2/25/25 17:44,4,"1,3",DAKAR,TRUE,"6,008333333",SEN,FALSE,"SRFC, ACAP, NAMMCO, ICCAT, IWC",FALSE,NA,FALSE,NA,TRUE,100
CHECK,,,,,Trawlers,,,FU YUAN YU 373,412440268,CHN,fishing,inconclusive,GIN,CONAKRY,1/13/25 21:57,4,1/16/25 0:19,4,"2,1",DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,"94,2"
,,,,,,,,DIMITRIOS I,629009092,GMB,fishing,trawlers,GMB,BANJUL,2/21/25 19:06,4,3/6/25 7:18,4,"12,5",DAKAR,TRUE,"2764,341667",GMB,FALSE,"IWC, SRFC, ACAP, NAMMCO, ICCAT",FALSE,NA,FALSE,NA,TRUE,"99,7"
,,,,,,,,YANGMING8006,412209198,CHN,fishing,trawlers,SEN,DAKAR,12/15/24 13:36,4,1/1/25 10:40,4,"16,9",DAKAR,TRUE,"1382,736111",GNB,FALSE,"IWC, NAMMCO, ACAP, ICCAT, SRFC",FALSE,NA,TRUE,7,NA,NA
CHECK,,,,,Trawlers,,,HAIXIN28,412201872,CHN,fishing,inconclusive,CHN,DALIAN,12/1/15 18:03,3,1/9/25 12:07,4,"3326,8",DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
,,,,,,,,GUOJIN908,412549197,CHN,fishing,trawlers,SEN,DAKAR,3/7/25 20:50,4,3/28/25 20:37,4,21,DAKAR,TRUE,"4111,295833",SEN,FALSE,"NAMMCO, ICCAT, ACAP, SRFC, IWC",TRUE,1,TRUE,5,TRUE,"99,4"
,,,,,,,,ILKER YILMAZ,271073688,TUR,fishing,other_purse_seines,MRT,CANSADO,1/15/25 18:52,4,1/17/25 11:04,4,"1,7",DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,100
,,,,,,,,PEIX MAR 25,224033000,ESP,fishing,trawlers,MRT,CANSADO,1/18/25 16:46,4,1/20/25 10:20,4,"1,7",DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,100
