s2id,iso3,label,sublabel,lat,lon
103c7515,NGA,LAGOS,LAGOS,6.3727779684390553,3.3967694726998152
103c7517,NGA,LAGOS,LAGOS,6.3671669838212441,3.3970222191910979
103c75df,NGA,LAGOS,TIN CAN ISLAND,6.3729769531100873,3.34129158344478
103c751d,NGA,LAGOS,LAGOS,6.3566927018072867,3.3922291130645084
103c7503,NGA,LAGOS,LAGOS,6.3559610276614649,3.3865941267958894
103c7501,NGA,LAGOS,LAGOS,6.3569228501679582,3.3818521626076716
103c75a9,NGA,LAGOS,TIN CAN ISLAND,6.3617807897935039,3.3769193799253423
103c7677,NGA,LAGOS,TIN CAN ISLAND,6.3677142560579929,3.3363935983485833
103c7505,NGA,LAGOS,LAGOS,6.3626892921068414,3.3865839048478281
103c74b7,NGA,LAGOS,LAGOS,6.3302190685724309,3.4117761971340763
103c0b4b,NGA,LAGOS,LAGOS,6.3305361332506065,3.4222035097931482
103c748f,NGA,LAGOS,LAGOS,6.3251658067126977,3.386854647723629
103c0b1b,NGA,LAGOS,LAGOS,6.3457835680776666,3.4474003429637792
103c0b4d,NGA,LAGOS,LAGOS,6.3251970648756748,3.422087679047944
103c0b01,NGA,LAGOS,LAGOS,6.3504084647710988,3.4575638626720022
103c0b47,NGA,LAGOS,LAGOS,6.3297692997688326,3.43250482068573
103c0bab,NGA,LAGOS,LAGOS,6.3511294118570794,3.4626599171504209
103c0b3d,NGA,LAGOS,LAGOS,6.340384639511103,3.4372612353116438
103c0bad,NGA,LAGOS,LAGOS,6.3508504865668183,3.4674232889214194
103c7415,NGA,LAGOS,LAGOS,6.3306437849910742,3.3564922392475762
103c7419,NGA,LAGOS,LAGOS,6.3301944783722881,3.3465110728390268
103c76a3,NGA,LAGOS,TIN CAN ISLAND,6.3317517315755873,3.3316409117668426
103c0b1d,NGA,LAGOS,LAGOS,6.3507750265072849,3.4474929315901783
103c7465,NGA,LAGOS,LAGOS,6.3253517324817,3.3716902463482672
103c0b03,NGA,LAGOS,LAGOS,6.3508272236413186,3.4522431013284525
103c0b15,NGA,LAGOS,LAGOS,6.33560961968362,3.4420702920308681
103c76a1,NGA,LAGOS,TIN CAN ISLAND,6.3304475448207835,3.3369234359150965
103c0b49,NGA,LAGOS,LAGOS,6.3300601087089463,3.4272257612809529
103c7971,NGA,LAGOS,LAGOS,6.3259037516135885,3.2108222661002817
103c0b07,NGA,LAGOS,LAGOS,6.3457665602854112,3.4570941696165769
103c7469,NGA,LAGOS,LAGOS,6.3308601307180741,3.3665781894924822
103c74bb,NGA,LAGOS,LAGOS,6.3251087355419395,3.4068028799993959
103c7413,NGA,LAGOS,LAGOS,6.3253074121050474,3.3566768541744492
103c0b3f,NGA,LAGOS,LAGOS,6.3355309572335088,3.4371740396109924
103c74bf,NGA,LAGOS,LAGOS,6.3299759967058336,3.4016374679156476
103c76a7,NGA,LAGOS,TIN CAN ISLAND,6.325017512405716,3.3362418626692381
103c0b17,NGA,LAGOS,LAGOS,6.3401522546947442,3.4424012542457807
103c0ba9,NGA,LAGOS,LAGOS,6.34578507573666,3.4624885081757228
103c741d,NGA,LAGOS,LAGOS,6.32553607090313,3.3406227192208227
103c0b05,NGA,LAGOS,LAGOS,6.3458669844269417,3.4525636662813919
103c746b,NGA,LAGOS,LAGOS,6.3303449624410923,3.3613767638596066
103c74b5,NGA,LAGOS,LAGOS,6.330006561402139,3.4171587175043237
103c7493,NGA,LAGOS,LAGOS,6.3302261896312393,3.3918302122086628
103c74b9,NGA,LAGOS,LAGOS,6.3301669169161672,3.406721221241118
103c746d,NGA,LAGOS,LAGOS,6.3250390643097605,3.3614445032814269
103c7467,NGA,LAGOS,LAGOS,6.3301302458814463,3.3718954199198556
103c741f,NGA,LAGOS,LAGOS,6.3306538037295947,3.3412191798929554
103c741b,NGA,LAGOS,LAGOS,6.3253620859481128,3.3467091160148987
103c746f,NGA,LAGOS,LAGOS,6.3251287522591024,3.3667405374647088
103c7417,NGA,LAGOS,LAGOS,6.3306003026230426,3.351423809111163
103c7495,NGA,LAGOS,LAGOS,6.3302055419998986,3.3971137932783457
103c748d,NGA,LAGOS,LAGOS,6.3298313017197358,3.3868183229779061
103c7afd,NGA,LAGOS,LAGOS,6.2624268344841809,3.2206847158646843
103c7b9f,NGA,LAGOS,LAGOS,6.2733894429972672,3.1952869413686655
103c7b83,NGA,LAGOS,LAGOS,6.2739565744832682,3.185630765866073
103c7ba7,NGA,LAGOS,LAGOS,6.2731370741864207,3.2056284681316125
103c7ba1,NGA,LAGOS,LAGOS,6.2733958457919039,3.2002782244317021
103c7ba9,NGA,LAGOS,LAGOS,6.2732435073032269,3.2105366683871916
103c7b77,NGA,LAGOS,LAGOS,6.2684388978415013,3.1904799382432434
103c7a55,NGA,LAGOS,LAGOS,6.273132678999664,3.2208072179958163
103c7b0b,NGA,LAGOS,LAGOS,6.2678437650609862,3.2011431857722115
103c7a59,NGA,LAGOS,LAGOS,6.2732708516902358,3.2301948497562063
103c7aff,NGA,LAGOS,LAGOS,6.2674024287043339,3.2202825645117579
103c7b07,NGA,LAGOS,LAGOS,6.2682609760142007,3.2105444882131851
103c7bab,NGA,LAGOS,LAGOS,6.2731413616415921,3.2158821984160073
103c7a57,NGA,LAGOS,LAGOS,6.2733245998910405,3.2254271400212606
103c7a5f,NGA,LAGOS,LAGOS,6.2729147956619231,3.2354803094038966
103c7b9d,NGA,LAGOS,LAGOS,6.2730490630318929,3.1905845374106185
103c7af9,NGA,LAGOS,LAGOS,6.2683913580166069,3.2251394142466978
103c7b01,NGA,LAGOS,LAGOS,6.267664319069354,3.2156588243943007
103c7b09,NGA,LAGOS,LAGOS,6.2680822576463644,3.2055446569136659
103c7693,NGA,LAGOS,TIN CAN ISLAND,6.3412910966814344,3.3213224263685275
103c74c9,NGA,LAGOS,LAGOS,6.3353883201523189,3.4117729135622556
103c0b25,NGA,LAGOS,LAGOS,6.3457311343240486,3.4324142072900528
103c74cd,NGA,LAGOS,LAGOS,6.3405904294758191,3.4170435368891265
103c7425,NGA,LAGOS,LAGOS,6.3416322337984061,3.3462915323406941
103c0b39,NGA,LAGOS,LAGOS,6.3355711347283652,3.4320819818483863
103c0b3b,NGA,LAGOS,LAGOS,6.3407100655589668,3.4321729697832359
103c7697,NGA,LAGOS,TIN CAN ISLAND,6.3364108815659028,3.3263530254132285
103c769b,NGA,LAGOS,TIN CAN ISLAND,6.3413919927283411,3.3314789623035197
103c7461,NGA,LAGOS,LAGOS,6.3299870120192381,3.3761348932871074
103c7441,NGA,LAGOS,LAGOS,6.3355902691492343,3.3616924451044565
103c7427,NGA,LAGOS,TIN CAN ISLAND,6.3412916266503823,3.3414752907987593
103c7695,NGA,LAGOS,TIN CAN ISLAND,6.3362487237156593,3.3213714896747883
103c0b27,NGA,LAGOS,LAGOS,6.3510471229861949,3.4322727699895506
103c0b35,NGA,LAGOS,LAGOS,6.3352944938151179,3.4221989502085446
103c769d,NGA,LAGOS,TIN CAN ISLAND,6.3416158015510149,3.3364561306115506
103c0b31,NGA,LAGOS,LAGOS,6.3402634156630908,3.4275968656446412
103c0ae3,NGA,LAGOS,LAGOS,6.3564598510872425,3.447127286921948
103c0a57,NGA,LAGOS,LAGOS,6.361379967082577,3.4625595761719232
103c743f,NGA,LAGOS,LAGOS,6.3352678714613067,3.3567879127853888
103c0aff,NGA,LAGOS,LAGOS,6.3567119988632044,3.4573180798225756
103c7439,NGA,LAGOS,LAGOS,6.3413168551787127,3.3566443128453023
103c7447,NGA,LAGOS,LAGOS,6.3407942828561117,3.3615863763554632
103c7489,NGA,LAGOS,LAGOS,6.3250760879638479,3.381918130546552
103c0afb,NGA,LAGOS,LAGOS,6.3615103875758763,3.4523154162877612
103c74cb,NGA,LAGOS,LAGOS,6.3353065192699276,3.4170546315459798
103c76ed,NGA,LAGOS,TIN CAN ISLAND,6.3417664157574078,3.3164249880025998
103c7691,NGA,LAGOS,TIN CAN ISLAND,6.3414415967354847,3.326241458657361
103c7463,NGA,LAGOS,LAGOS,6.3250529917422496,3.3764508674415441
103c0b37,NGA,LAGOS,LAGOS,6.3354893182899445,3.4275309506251905
103c0b23,NGA,LAGOS,LAGOS,6.3460342076063379,3.437158188380121
103c0af9,NGA,LAGOS,LAGOS,6.3614086880652936,3.4575126057909209
103c743b,NGA,LAGOS,LAGOS,6.340986730376077,3.35152055815933
103c0a55,NGA,LAGOS,LAGOS,6.3561411363367837,3.4628263033395177
103c74c5,NGA,LAGOS,LAGOS,6.3407491508475813,3.4069916803832854
103c0ae5,NGA,LAGOS,LAGOS,6.3614936447840549,3.4470980447506729
103c7423,NGA,LAGOS,LAGOS,6.3356106316859329,3.346338765813504
103c748b,NGA,LAGOS,LAGOS,6.3303519305712115,3.3817939096625582
103c0b2f,NGA,LAGOS,LAGOS,6.34574246476099,3.427146475662187
103c0b21,NGA,LAGOS,LAGOS,6.3510641603164313,3.437045501555819
103c7699,NGA,LAGOS,TIN CAN ISLAND,6.3358520359101949,3.3311515462917405
103c0b33,NGA,LAGOS,LAGOS,6.3405997493611137,3.4219566701127659
103c0b19,NGA,LAGOS,LAGOS,6.3461519874711279,3.4422380500153027
103c76eb,NGA,LAGOS,LAGOS,6.33640654366768,3.316396378048255
103c743d,NGA,LAGOS,LAGOS,6.3356186804402892,3.3515817326451236
103c0b29,NGA,LAGOS,LAGOS,6.3513798460442672,3.4274984321157338
103c74cf,NGA,LAGOS,LAGOS,6.3404769062656161,3.4116967063559205
103c769f,NGA,LAGOS,TIN CAN ISLAND,6.3356431816556782,3.3363498819207642
103c74c7,NGA,LAGOS,LAGOS,6.33558619887465,3.4071185687197443
103c0afd,NGA,LAGOS,LAGOS,6.3561732694806912,3.452529022528724
103c7421,NGA,LAGOS,LAGOS,6.3354954360718843,3.3418332847393777
103c0a53,NGA,LAGOS,LAGOS,6.356657697108381,3.4673169192960369
103c0b1f,NGA,LAGOS,LAGOS,6.3507369791701054,3.4420714655896312
103c7a53,NGA,LAGOS,LAGOS,6.2780615578552839,3.2206732766103432
103c7bbd,NGA,LAGOS,LAGOS,6.2834067879079472,3.2005344526579913
103c7a51,NGA,LAGOS,LAGOS,6.2780142000856882,3.2257185210398447
103c7b9b,NGA,LAGOS,LAGOS,6.2777988542511842,3.1904975423628086
103c7baf,NGA,LAGOS,LAGOS,6.2782093742495526,3.2105759076734617
103c7ba5,NGA,LAGOS,LAGOS,6.2783272847640168,3.205685770057733
103c7b91,NGA,LAGOS,LAGOS,6.2836886969427734,3.1907606349875164
103c7a5d,NGA,LAGOS,LAGOS,6.27838388470119,3.2357583005025057
103c7b97,NGA,LAGOS,LAGOS,6.2837006144085352,3.195148457020633
103c7bad,NGA,LAGOS,LAGOS,6.2782112620273818,3.2161832988849919
103c7bb3,NGA,LAGOS,LAGOS,6.28395000209825,3.21564256697874
103c7a4d,NGA,LAGOS,LAGOS,6.2836253874368628,3.2204493824464562
103c7165,NGA,LAGOS,LAGOS,6.2822182717602066,3.3309579423935922
103c7bb1,NGA,LAGOS,LAGOS,6.2836824816163617,3.2107818239021153
103c7a43,NGA,LAGOS,LAGOS,6.2833802336610853,3.2354622273605669
103c7a4f,NGA,LAGOS,LAGOS,6.2836074430404354,3.2253729464093204
103c7b8f,NGA,LAGOS,LAGOS,6.2837758210928012,3.1848361043706004
103c716d,NGA,LAGOS,LAGOS,6.2836171758650652,3.32182370534926
103c7ba3,NGA,LAGOS,LAGOS,6.2779417526465657,3.2010471930629127
103c7bbb,NGA,LAGOS,LAGOS,6.2839203977110145,3.2057163380232852
103c73b5,NGA,LAGOS,LAGOS,6.2716343664570351,3.3610695525399166
103c717b,NGA,LAGOS,LAGOS,6.277043551124172,3.3311731912589551
103c7a5b,NGA,LAGOS,LAGOS,6.2783828262912795,3.2308604002273089
103c7b99,NGA,LAGOS,LAGOS,6.2782505593365983,3.1950009525698859
103c716f,NGA,LAGOS,LAGOS,6.28337261015813,3.3262791731108368
103c7a45,NGA,LAGOS,LAGOS,6.2839606395171383,3.2309329415529384
103c7b85,NGA,LAGOS,LAGOS,6.27807249155043,3.1854474269101019
103c7a4b,NGA,LAGOS,LAGOS,6.2885677206290618,3.2208510910182269
103c7b8d,NGA,LAGOS,LAGOS,6.288955631415309,3.1861659518905392
103c7bb9,NGA,LAGOS,LAGOS,6.2886030202444321,3.2055448275345704
103c7bb5,NGA,LAGOS,LAGOS,6.2890295391714588,3.2156398902091761
103c7bb7,NGA,LAGOS,LAGOS,6.2889954616406794,3.2103970489129963
103c7117,NGA,LAGOS,LAGOS,6.2882110660726847,3.3108951350809659
103c7a41,NGA,LAGOS,LAGOS,6.2886748948587075,3.2355611133421136
103c7bc9,NGA,LAGOS,LAGOS,6.2940559148951465,3.2104501570990123
103c7143,NGA,LAGOS,LAGOS,6.2935940989542827,3.3264509886721556
103c7a39,NGA,LAGOS,LAGOS,6.2937853980607965,3.2308436301160093
103c713f,NGA,LAGOS,LAGOS,6.2934473072720172,3.3163956917798929
103c73c5,NGA,LAGOS,LAGOS,6.2827813128693277,3.3515830157990285
103c73b9,NGA,LAGOS,LAGOS,6.2824128392722782,3.361565640661766
103c717d,NGA,LAGOS,LAGOS,6.27758101222146,3.335917949247619
103c7a15,NGA,LAGOS,LAGOS,6.2946073513676142,3.2397801983002044
103c73a7,NGA,LAGOS,LAGOS,6.2827269771295908,3.3770586796515385
103c7119,NGA,LAGOS,LAGOS,6.2888852732120837,3.3059083576848822
103c7bcb,NGA,LAGOS,LAGOS,6.2935121228624178,3.2155814688990367
103c7123,NGA,LAGOS,LAGOS,6.2940066662099463,3.3064175917634482
103c7a6b,NGA,LAGOS,LAGOS,6.2887223737490476,3.24033885280054
103c711f,NGA,LAGOS,LAGOS,6.288007686742513,3.30147954928234
103c715d,NGA,LAGOS,LAGOS,6.2935492195839187,3.3311011166259989
103c7bc7,NGA,LAGOS,LAGOS,6.2938117682258747,3.2058486096525471
103c7a47,NGA,LAGOS,LAGOS,6.2888770724884049,3.2303952817664339
103c70e1,NGA,LAGOS,LAGOS,6.2881290694323768,3.2965071123649952
103c7169,NGA,LAGOS,LAGOS,6.2887236668595135,3.3262411811309547
103c716b,NGA,LAGOS,LAGOS,6.2882903169055107,3.3215178612095606
103c7163,NGA,LAGOS,LAGOS,6.2828610714701565,3.3371449364358292
103c7bed,NGA,LAGOS,LAGOS,6.2942055569870083,3.1902953834302896
103c7115,NGA,LAGOS,LAGOS,6.28818343466418,3.3160878024474458
103c7b95,NGA,LAGOS,LAGOS,6.2887179565499327,3.1953804596049169
103c7a35,NGA,LAGOS,LAGOS,6.2942941930835685,3.2206315907861738
103c7a37,NGA,LAGOS,LAGOS,6.2942918323706545,3.2258988454339677
103c7beb,NGA,LAGOS,LAGOS,6.2944177985891665,3.1951323274551533
103c7141,NGA,LAGOS,LAGOS,6.2942232984112652,3.3218959174739049
103c73d7,NGA,LAGOS,LAGOS,6.2782855195834086,3.3410691768090417
103c73a5,NGA,LAGOS,LAGOS,6.2829602652943235,3.37161314166791
103c7b93,NGA,LAGOS,LAGOS,6.2889646205810381,3.1900902543073055
103c73c7,NGA,LAGOS,LAGOS,6.2823044979271634,3.3562991197393304
103c70dd,NGA,LAGOS,LAGOS,6.2938953404890858,3.2905339734918577
103c73d1,NGA,LAGOS,LAGOS,6.2775762392416539,3.3463474143700114
103c713d,NGA,LAGOS,LAGOS,6.293207178557962,3.3119161713117915
103c7bf3,NGA,LAGOS,LAGOS,6.2938672332429029,3.1858299133041217
103c73cf,NGA,LAGOS,LAGOS,6.2777703168746672,3.3515870801554324
103c7bc1,NGA,LAGOS,LAGOS,6.2937662494800772,3.2012087001360885
103c7a49,NGA,LAGOS,LAGOS,6.2892654277381244,3.225539166307116
103c7a3f,NGA,LAGOS,LAGOS,6.2940855322937939,3.2357027365947717
103c7c0b,NGA,LAGOS,LAGOS,6.2940355948058064,3.175522943334832
103c73d9,NGA,LAGOS,LAGOS,6.2828426542280917,3.341663197794591
103c7bbf,NGA,LAGOS,LAGOS,6.2890102209800771,3.201063684517933
103c73bb,NGA,LAGOS,LAGOS,6.28278656911374,3.3662555774603842
103c73db,NGA,LAGOS,LAGOS,6.2824540744584381,3.3461934153941777
103c756b,NGA,LAGOS,LAGOS,6.3780085836016234,3.3967450878560213
103c750d,NGA,LAGOS,LAGOS,6.3729734775702047,3.3865994424959887
103c75a7,NGA,LAGOS,TIN CAN ISLAND,6.3676440145150872,3.3775968555482683
103c7569,NGA,LAGOS,LAGOS,6.3828248836857062,3.3961902293898438
103c75bb,NGA,LAGOS,TIN CAN ISLAND,6.3669840943581937,3.367218685225466
103c750b,NGA,LAGOS,LAGOS,6.3729289203527966,3.3819943458674744
103c7511,NGA,LAGOS,LAGOS,6.3677374079026157,3.3916108770646196
103c75dd,NGA,LAGOS,TIN CAN ISLAND,6.3732161014003941,3.3464321972726312
103c7513,NGA,LAGOS,LAGOS,6.3726642790089816,3.3915709579933022
103c750f,NGA,LAGOS,LAGOS,6.36709538561046,3.3866127806006303
103c7509,NGA,LAGOS,TIN CAN ISLAND,6.3673872316948428,3.3814459799481127
103c75c5,NGA,LAGOS,TIN CAN ISLAND,6.3675167305146712,3.3513443961224736
103c75a1,NGA,LAGOS,LAGOS,6.372661344512351,3.3777167947992486
103c75db,NGA,LAGOS,TIN CAN ISLAND,6.367323136970831,3.3467615901678216
103c75c3,NGA,LAGOS,TIN CAN ISLAND,6.3729475551687731,3.351282908527724
103c76f1,NGA,LAGOS,LAGOS,6.3472388258639141,3.3109799123658217
103c7683,NGA,LAGOS,TIN CAN ISLAND,6.3467018452354411,3.3362550369903943
103c74f3,NGA,LAGOS,LAGOS,6.3356329484125942,3.3871487004506586
103c7449,NGA,LAGOS,LAGOS,6.3466481709937854,3.3618386383930345
103c768d,NGA,LAGOS,TIN CAN ISLAND,6.346792999461516,3.3212773151683579
103c74c1,NGA,LAGOS,LAGOS,6.3355802469765266,3.4017893371151429
103c74d9,NGA,LAGOS,LAGOS,6.3513625623193954,3.4066527273491376
103c76f3,NGA,LAGOS,TIN CAN ISLAND,6.3469836285879158,3.3166069947430565
103c745d,NGA,LAGOS,LAGOS,6.3356429109954968,3.3715167049361896
103c74d1,NGA,LAGOS,LAGOS,6.3458590796884442,3.4117793403850492
103c7685,NGA,LAGOS,TIN CAN ISLAND,6.3465551071612891,3.3314325628235322
103c7689,NGA,LAGOS,TIN CAN ISLAND,6.351530368602134,3.3261766637860575
103c76fd,NGA,LAGOS,LAGOS,6.347121559196931,3.3013505761065702
103c74f7,NGA,LAGOS,LAGOS,6.3406666100972382,3.3816212086611475
103c742b,NGA,LAGOS,TIN CAN ISLAND,6.3516968331508181,3.3415250341450982
103c0ad9,NGA,LAGOS,LAGOS,6.3558044690797288,3.4325793566130867
103c7429,NGA,LAGOS,TIN CAN ISLAND,6.3463945235774535,3.3414067020772866
103c0aed,NGA,LAGOS,LAGOS,6.372492403931461,3.44705550962059
103c7681,NGA,LAGOS,TIN CAN ISLAND,6.351583423802329,3.3364876522093696
103c74c3,NGA,LAGOS,LAGOS,6.3407995487585351,3.4021128390858904
