s2id,iso3,label,sublabel,lat,lon,dock,distance_from_shore_m,tmt_label,tmt_sublabel,PSMA_Use,Use
10684a13,NGA,ONNE,ONNE,4.6784462562510161,7.1590571777583714,true,0.0,,,,
106835fd,NGA,ONNE,ONNE,4.696314185151274,7.1777759085693207,true,0.0,,,,
106853e5,NGA,BONNY,BONNY,4.4574158138021032,7.1703062806063134,true,0.0,,,,
106853f3,NGA,BONNY,BONNY,4.4528264111798084,7.1603291546902881,false,0.0,,,,
106853e9,NGA,BONNY,BONNY,4.4630626468976109,7.1653736461126778,false,0.0,,,,
1068546b,NGA,BONNY,BONNY,4.4281702899757711,7.1555296821817391,true,0.0,,,,
106853e7,NGA,BONNY,PORT HARCOURT,4.46298975838922,7.1706516221263721,false,0.0,,,,
106853d9,NGA,BONNY,PORT HARCOURT,4.4727727912729023,7.1751645399383284,false,0.0,,,,
10685469,NGA,BONNY,BONNY,4.4279750392390493,7.1492562442829843,true,0.0,,,,
106853ef,NGA,BONNY,BONNY,4.45825046905601,7.1651026543805862,false,0.0,,,,
1068545d,NGA,BONNY,BONNY,4.4218862436635025,7.1440758963199773,true,0.0,,,,
1068545f,NGA,BONNY,BONNY,4.4222694367222442,7.1405759313731627,false,0.0,,,,
10685183,NGA,BONNY,PORT HARCOURT,4.4884719697999449,7.186496744508255,false,0.0,,,,
106853f1,NGA,BONNY,BONNY,4.45371468247006,7.1645007007098886,false,0.0,,,,
10685467,NGA,BONNY,BONNY,4.4272596634259482,7.1450593298981211,true,0.0,,,,
10685459,NGA,BONNY,BONNY,4.4159869338531648,7.1382764041158184,true,0.0,,,,
106853f5,NGA,BONNY,BONNY,4.4484627728308492,7.160326473551673,false,0.0,,,,
10685185,NGA,BONNY,PORT HARCOURT,4.4932042880395526,7.1862043779068658,false,0.0,,,,
106bd20b,NGA,BRASS,TWON-BRASS,4.3062471776035744,6.2394052212283064,true,0.0,,,,
103b87d9,NGA,LAGOS,LAGOS,6.4272404952224331,3.2577700239847647,true,0.0,LAGOS,IJEGUN TANK FARMS,false,Non PSMA related
103b8b1f,NGA,LAGOS,LAGOS,6.4425387583308229,3.3969340428337849,true,0.0,LAGOS,NON CUSTOMS ANCHORAGE,false,Non PSMA related
103b8b21,NGA,LAGOS,LAGOS,6.4415311592745983,3.4000624190276194,true,0.0,LAGOS,NON CUSTOMS ANCHORAGE,false,Non PSMA related
103b8843,NGA,LAGOS,LAGOS,6.4280990572645651,3.2802687386590548,true,0.0,LAGOS,IJEGUN TANK FARMS,false,Non PSMA related
103b8983,NGA,LAGOS,AJEGUNLE,6.4365891045394674,3.3316394631840982,true,0.0,LAGOS,IBAFON TANK FARM,false,Non PSMA related
103b89a7,NGA,LAGOS,AJEGUNLE,6.4361609952353636,3.3122711033937478,true,0.0,LAGOS,PORTO NOVO,false,Non PSMA related
103b8baf,NGA,LAGOS,LAGOS,6.449382569750183,3.3738000291746597,true,0.0,LAGOS,CONTINENTAL SHIPYARD,false,Non PSMA related
103b8a29,NGA,LAGOS,AJEGUNLE,6.4294502048902187,3.3410358519545236,true,0.0,LAGOS,TIN CAN ALLEY FIVE STAR TERMINAL,true,Container terminal. May be used by reefers to containerise 
103b8a31,NGA,LAGOS,APAPA,6.4322000036535076,3.351623243854339,true,0.0,LAGOS,TIN CAN ALLEY TERMINAL,true,Container terminal. May be used by reefers to containerise 
103b8ba5,NGA,LAGOS,LAGOS,6.4509744856542683,3.3730632706016355,true,0.0,LAGOS,CONTINENTAL SHIPYARD,false,Non PSMA related
103b8a39,NGA,LAGOS,LAGOS,6.4271368583009663,3.3547180554866549,true,0.0,LAGOS,BADAGRY CREEK ANCHORAGE,true,Waiting area for docking services
103b8b99,NGA,LAGOS,LAGOS,6.4610386866933434,3.3730695652894336,true,0.0,LAGOS,NAVAL BASE,false,Non PSMA related
103b8a27,NGA,LAGOS,AJEGUNLE,6.4267083453646192,3.3407960608900971,true,0.0,LAGOS,NIGERDOCK,true,"Docking area, used by many vessel types"
103b8b9f,NGA,LAGOS,LAGOS,6.465242946302145,3.3761554171443384,true,0.0,LAGOS,NON CUSTOMS ANCHORAGE,false,Non PSMA related
103b8b07,NGA,LAGOS,LAGOS,6.4449858098286,3.3803825940351313,true,0.0,LAGOS,APAPA BULK TERMINAL,true,"General cargo area, highest reefer usage "
103b890b,NGA,LAGOS,AJEGUNLE,6.4430014963607949,3.3165980693040491,true,0.0,LAGOS,KIRIKIRI LIGHTER TERMINAL,false,Non PSMA related
103b899b,NGA,LAGOS,AJEGUNLE,6.4336948470430428,3.3246155241841566,true,0.0,LAGOS,PORTO NOVO ANCHORAGE,false,Non PSMA related
103b8a4f,NGA,LAGOS,LAGOS,6.433213350983,3.3665216551348656,true,0.0,LAGOS,LISTER GAS TERMINAL,false,Non PSMA related
103b8ae3,NGA,LAGOS,LAGOS,6.4345771771884213,3.3926960860565676,true,0.0,LAGOS,APAPA RAIL BARGE JETTY,true,Container terminal. May be used by reefers to containerise 
103b8a95,NGA,LAGOS,LAGOS,6.4130238294256134,3.398066839515014,true,0.0,LAGOS,ATLAS COVE JETTY,false,Non PSMA related
103b8ba1,NGA,LAGOS,LAGOS,6.4564725943061454,3.3760860755625983,true,0.0,LAGOS,NON CUSTOMS ANCHORAGE,false,Non PSMA related
103b8ac7,NGA,LAGOS,LAGOS,6.4219951349388156,3.4059428018722966,true,0.0,LAGOS,NAVAL DOCKYARDS,true,"Repairs on small vessels, inclduing small reefers"
103b8ba3,NGA,LAGOS,LAGOS,6.4583462506816911,3.3720040702520753,true,0.0,LAGOS,NAVAL BASE,false,Non PSMA related
103b8b09,NGA,LAGOS,LAGOS,6.4536634153162966,3.381704319213394,true,0.0,LAGOS,NON CUSTOMS ANCHORAGE,false,Non PSMA related
103b89a1,NGA,LAGOS,AJEGUNLE,6.4357147980624445,3.3158094313003854,true,0.0,LAGOS,PORTO NOVO,false,Non PSMA related
103b8a25,NGA,LAGOS,APAPA,6.425620426080509,3.3459451279285877,true,0.0,LAGOS,BADAGRY CREEK ANCHORAGE,true,Waiting area for docking services
103b8a37,NGA,LAGOS,LAGOS,6.4317951868592669,3.3560266291408225,true,0.0,LAGOS,TIN CAN ALLEY TERMINAL,true,Container terminal. May be used by reefers to containerise 
103b8aff,NGA,LAGOS,LAGOS,6.4372189187898483,3.3816542592547671,true,0.0,LAGOS,APAPA SUGAR REFINERY,true,Occasional reefer visits
103b8a3b,NGA,LAGOS,APAPA,6.4254808165355044,3.3515134631284536,true,0.0,LAGOS,BADAGRY CREEK ANCHORAGE,true,Waiting area for docking services
103b8a21,NGA,LAGOS,AJEGUNLE,6.4216963979160031,3.3415140401363161,true,0.0,LAGOS,GREEN EAGLE LOGISTICS,false,Non PSMA related
103b8a51,NGA,LAGOS,LAGOS,6.4329717405206788,3.3701663249165157,true,0.0,LAGOS,LISTER GAS TERMINAL,false,Non PSMA related
103b8865,NGA,LAGOS,LAGOS,6.4297606710091122,3.2705114082950235,true,0.0,LAGOS,IJEGUN TANK FARMS,false,Non PSMA related
103b8ae1,NGA,LAGOS,LAGOS,6.4368509330681016,3.3950579315261336,true,0.0,LAGOS,EKO SUPPORT JETTY,false,Non PSMA related
103b8985,NGA,LAGOS,AJEGUNLE,6.4333007500938937,3.3326839394265755,true,0.0,LAGOS,AJEGUNLE,false,Non PSMA related
103b8a49,NGA,LAGOS,LAGOS,6.4316544220902081,3.3603973670325202,true,0.0,LAGOS,NIGERIAN FLOUR MILL,true,"General cargo area, may be used by reefers"
103b8a53,NGA,LAGOS,LAGOS,6.4348040503794461,3.3726094707887646,true,0.0,LAGOS,PURE FLOUR MILL,true,Occasional reefer visits
103b899f,NGA,LAGOS,AJEGUNLE,6.4356119134035827,3.3198103271126551,true,0.0,LAGOS,AJEGUNLE,false,Non PSMA related
103b887b,NGA,LAGOS,LAGOS,6.42933283627555,3.2675796874118062,true,0.0,LAGOS,IJEGUN TANK FARMS,false,Non PSMA related
103b8afb,NGA,LAGOS,LAGOS,6.43224532935048,3.3886073452736558,true,0.0,LAGOS,LADOL,false,Non PSMA related
103b8ae5,NGA,LAGOS,LAGOS,6.4317248519727155,3.3906568015879279,true,0.0,LAGOS,LADOL,false,Non PSMA related
103b8987,NGA,LAGOS,AJEGUNLE,6.4308609149323255,3.337237571983716,true,0.0,LAGOS,AJEGUNLE,false,Non PSMA related
103b8ac5,NGA,LAGOS,LAGOS,6.4245600328572205,3.4062096392337615,true,0.0,LAGOS,NAVAL DOCKYARDS,true,"Repairs on small vessels, inclduing small reefers"
103b8871,NGA,LAGOS,LAGOS,6.4290914791972709,3.2666841442743122,true,0.0,LAGOS,IJEGUN TANK FARMS,false,Non PSMA related
103b8877,NGA,LAGOS,LAGOS,6.4281661334879123,3.261759777257156,true,0.0,LAGOS,IJEGUN TANK FARMS,false,Non PSMA related
103b8ba9,NGA,LAGOS,LAGOS,6.4477555911387912,3.3758900795313536,true,0.0,LAGOS,APAPA BULK TERMINAL,true,"General cargo area, highest reefer usage "
103b8981,NGA,LAGOS,AJEGUNLE,6.4375461151267546,3.3340886755033674,true,0.0,LAGOS,IBAFON TANK FARM,false,Non PSMA related
103b8a55,NGA,LAGOS,LAGOS,6.4360898331033205,3.3757048165380734,true,0.0,LAGOS,STANDARD FLOUR MILL,true,Occasional reefer visits
103b8a2f,NGA,LAGOS,APAPA,6.4312193114947931,3.3470215632550917,true,0.0,LAGOS,TIN CAN ALLEY SIFAX PORT,true,Container terminal. May be used by reefers to containerise 
103b8b01,NGA,LAGOS,LAGOS,6.443778392719036,3.3827001665042524,true,0.0,LAGOS,APAPA BULK TERMINAL,true,"General cargo area, highest reefer usage "
103b8999,NGA,LAGOS,AJEGUNLE,6.4318959961183992,3.3208023872431429,true,0.0,LAGOS,PORTO NOVO ANCHORAGE,false,Non PSMA related
103b89a3,NGA,LAGOS,AJEGUNLE,6.4322838399000917,3.3168925597881751,true,0.0,LAGOS,PORTO NOVO ANCHORAGE,false,Non PSMA related
103b8989,NGA,LAGOS,AJEGUNLE,6.4269280188946629,3.338205915275489,true,0.0,LAGOS,NIGERDOCK,true,"Docking area, used by many vessel types"
103b899d,NGA,LAGOS,AJEGUNLE,6.4362987547170931,3.3277482440175472,true,0.0,LAGOS,IBAFON TANK FARM,false,Non PSMA related
1041b3ad,NGA,WARRI,ESCRAVOS OFFSHORE,5.4899208517653708,5.7791246856974183,true,0.0,,,,
104051e5,NGA,WARRI,WARRI,5.5426769721242266,5.6318012130788979,true,0.0,,,,
1041b2b5,NGA,WARRI,WARRI,5.5141153713624718,5.7325963912420175,true,0.0,,,,
10404d39,NGA,WARRI,WARRI,5.5126376169137679,5.7181376925538538,true,0.0,,,,
104051c5,NGA,WARRI,WARRI,5.5480749174713795,5.6178045786442565,true,0.0,,,,
10404d81,NGA,WARRI,WARRI,5.5341960032101145,5.685417528797938,true,0.0,,,,
104051e3,NGA,WARRI,WARRI,5.5393754077324777,5.6336757737648808,true,0.0,,,,
104051c3,NGA,WARRI,WARRI,5.5480806219927743,5.62250855058256,true,0.0,,,,
104051e9,NGA,WARRI,WARRI,5.5479981302810923,5.6262070157106914,true,0.0,,,,
10405299,NGA,WARRI,WARRI,5.5398213030401466,5.7062346547127785,true,0.0,,,,
104052cb,NGA,WARRI,WARRI,5.5561431494900786,5.7286760676878075,true,0.0,,,,
1040527f,NGA,WARRI,WARRI,5.5350850584563407,5.6868740585655475,true,0.0,,,,
10404d49,NGA,WARRI,WARRI,5.5144605991652806,5.72322655040334,true,0.0,,,,
10404d47,NGA,WARRI,WARRI,5.5151305655163947,5.7151967740088958,true,0.0,,,,
104051e7,NGA,WARRI,WARRI,5.5442500005206705,5.6284694467980083,true,0.0,,,,
1041b265,NGA,WARRI,WARRI,5.5195090021663118,5.7780310276684359,true,0.0,,,,
1041b263,NGA,WARRI,WARRI,5.5219139006627254,5.7748932078452029,true,0.0,,,,
10404d37,NGA,WARRI,WARRI,5.5124517495737306,5.7220012493626964,true,0.0,,,,
10405279,NGA,WARRI,WARRI,5.5384086480770494,5.6814660726346524,true,0.0,,,,
10405283,NGA,WARRI,WARRI,5.5357097551582273,5.6968651206349694,true,0.0,,,,
1041ad35,NGA,WARRI,WARRI,5.556578815699055,5.7305564306048424,true,0.0,,,,
1040529f,NGA,WARRI,WARRI,5.5390611844489577,5.7053426185998068,true,0.0,,,,
10404d4b,NGA,WARRI,WARRI,5.5148601400988149,5.7260452877830605,true,0.0,,,,
1041b28b,NGA,WARRI,WARRI,5.5145561553441249,5.7697267481093455,true,0.0,,,,
1041b289,NGA,WARRI,WARRI,5.5215945815128515,5.7681917470651083,true,0.0,,,,
10405281,NGA,WARRI,WARRI,5.5361453922887272,5.6913117825316615,true,0.0,,,,
1041b2b7,NGA,WARRI,WARRI,5.5133548745258647,5.7396675510469972,true,0.0,,,,
10393523,NGA,NGA-59,LAGOS,6.4090961673712616,4.1011068318859376,true,0.0,,,,
1040e8ab,NGA,NGA-73,KOKO,5.9593919581376493,5.5595653471455035,true,0.0,,,,
10683519,NGA,NGA-75,OKRIKA,4.72365498027015,7.1183740174407779,true,0.0,,,,
1040220d,NGA,NGA-80,NIGERIA,5.1400147181393425,5.4015976129767775,true,0.0,,,,
1069cf41,NGA,NGA-82,ONNE PORT,4.7940774951515222,6.9415317296931338,true,0.0,,,,
1069cf39,NGA,NGA-82,BONGA,4.7900613920324586,6.9435266435547494,true,0.0,,,,
1040e3f7,NGA,OGHARA,OGHARA,5.9424843363860429,5.6469384898226531,true,0.0,,,,
1040e407,NGA,OGHARA,OGHARA,5.9460622547632678,5.6421715645755164,true,0.0,,,,
1069cacf,NGA,OKRIKA,OKRIKA,4.72006771553192,7.0858628605768192,true,0.0,,,,
1069cad1,NGA,OKRIKA,OKRIKA,4.7228349288202711,7.0841165343685448,true,0.0,,,,
1040e387,NGA,SAPELE,OGHARA,5.922645736986067,5.650438901914832,true,0.0,,,,
1040e389,NGA,SAPELE,OGHARA,5.9244694161834612,5.6486924772740359,true,0.0,,,,
106788cd,NGA,CALABAR,CALABAR,4.9261056648469177,8.280050456113246,false,0.0,,,,
105d7d51,NGA,CALABAR,CALABAR,5.0141657503645689,8.3159660577181285,true,0.0,,,,
10678f33,NGA,CALABAR,CALABAR,4.9230631978235984,8.2786503145167654,true,0.0,,,,
106788b9,NGA,CALABAR,CALABAR,4.9370575054036152,8.2897855703774077,true,0.0,,,,
106787c3,NGA,CALABAR,CALABAR,4.982978651173763,8.32218639888374,true,0.0,,,,
106787cf,NGA,CALABAR,CALABAR,4.9738652303679034,8.3227917837908532,true,0.0,,,,
105d7d57,NGA,CALABAR,CALABAR,5.0106799463606713,8.3163383886154723,true,0.0,,,,
106788c9,NGA,CALABAR,CALABAR,4.9319446593223066,8.2862000558636275,true,0.0,,,,
105d7d49,NGA,CALABAR,CALABAR,5.0247903229681414,8.314686286539807,true,0.0,,,,
105d7d4b,NGA,CALABAR,CALABAR,5.0251581004044441,8.3135025398537,true,0.0,,,,
106788cb,NGA,CALABAR,CALABAR,4.9277852226536654,8.28357021018134,true,0.0,,,,
106787c5,NGA,CALABAR,CALABAR,4.9767371564100813,8.323685320221033,true,0.0,,,,
106788b7,NGA,CALABAR,CALABAR,4.93332426447378,8.2880354627991757,true,0.0,,,,
106787df,NGA,CALABAR,CALABAR,4.9840616150766062,8.311820497663847,true,0.0,,,,
10407b39,NGA,ESCRAVOS,ESCRAVOS GAS,5.6015838276539132,5.2133733836300227,true,0.0,,,,
10407b6f,NGA,ESCRAVOS,ESCRAVOS GAS,5.6102343278076257,5.197808480475743,true,0.0,,,,
10407b43,NGA,ESCRAVOS,ESCRAVOS GAS,5.6109639292801052,5.2074145951214348,true,0.0,,,,
10407b47,NGA,ESCRAVOS,ESCRAVOS GAS,5.602226529325339,5.2133284076773307,true,0.0,,,,
10407b53,NGA,ESCRAVOS,ESCRAVOS GAS,5.6148067247878872,5.2243360743688747,false,0.0,,,,
10407b6d,NGA,ESCRAVOS,ESCRAVOS GAS,5.6050342065060477,5.19715135442853,true,0.0,,,,
10401521,NGA,FORCADOS,FORCADOS,5.35013491855364,5.3526247976289634,true,0.0,,,,
1040151f,NGA,FORCADOS,CURT NIGERA,5.3496090793991939,5.3525780973434882,true,0.0,,,,
1069cc13,NGA,PORT HARCOURT,PORT HARCOURT,4.78646413807391,7.023627772024815,true,0.0,RIVERS COMPLEX,NLNG SOUTH,false,Non PSMA related
1069cc91,NGA,PORT HARCOURT,PORT HARCOURT,4.7893192417115964,7.0608354745887905,true,0.0,RIVERS COMPLEX,ASPEN AVE SHRIMPERS,false,Non PSMA related
1069ccfb,NGA,PORT HARCOURT,PORT HARCOURT,4.8086379733273708,7.0597630085544445,true,0.0,RIVERS COMPLEX,OKURU AMA ANCHORAGE,false,Non PSMA related
1069cc9b,NGA,PORT HARCOURT,PORT HARCOURT,4.7831098418466649,7.0611189577217948,true,0.0,RIVERS COMPLEX,FERROID SERVICES,false,Non PSMA related
1069c961,NGA,PORT HARCOURT,PORT HARCOURT,4.7515971006893967,7.0021688622786025,true,0.0,RIVERS COMPLEX,NAVAL SHIPYARD,false,Non PSMA related
1069c959,NGA,PORT HARCOURT,PORT HARCOURT,4.7620699233560728,7.0045291171094277,true,0.0,RIVERS COMPLEX,PORT HARCOURT,true,Handels all vessel classes. High reefer traffic
1069ced1,NGA,PORT HARCOURT,PORT HARCOURT,4.7831401938498495,6.9734102786360763,true,0.0,RIVERS COMPLEX,OCTOPUS JETTY,false,Non PSMA related
1069c933,NGA,PORT HARCOURT,PORT HARCOURT,4.7740635417604977,6.9779331938151881,true,0.0,RIVERS COMPLEX,MASTERS ENERGY,false,Non PSMA related
1069cb63,NGA,PORT HARCOURT,PORT HARCOURT,4.7720156795390674,7.06330009992106,true,0.0,RIVERS COMPLEX,HIGH TIDE MARINE,false,Non PSMA related
1069c8d5,NGA,PORT HARCOURT,PORT HARCOURT,4.7743405751522729,6.9620135028090129,true,0.0,RIVERS COMPLEX,PETROSTAR NIGERIA,false,Non PSMA related
1069c929,NGA,PORT HARCOURT,PORT HARCOURT,4.769020181441018,6.96607717130853,true,0.0,RIVERS COMPLEX,SCNL,false,Non PSMA related
1069cb99,NGA,PORT HARCOURT,PORT HARCOURT,4.755633595433741,7.0428329155726033,true,0.0,RIVERS COMPLEX,TARABA JETTY,false,Non PSMA related
1069cc17,NGA,PORT HARCOURT,PORT HARCOURT,4.7926550840375866,7.0218824428250466,true,0.0,RIVERS COMPLEX,AMADI BASE LNG,false,Non PSMA related
1069c94f,NGA,PORT HARCOURT,PORT HARCOURT,4.769258810486761,6.9947174999472423,true,0.0,RIVERS COMPLEX,PORT HARCOURT UPPER ANCHORAGE,false,Non PSMA related
1069cb79,NGA,PORT HARCOURT,PORT HARCOURT,4.7678328796425653,7.0537313363396121,true,0.0,RIVERS COMPLEX,NESTOIL INDUSTRIAL,false,Non PSMA related
1069c957,NGA,PORT HARCOURT,PORT HARCOURT,4.7649201445071006,7.0065107376910554,true,0.0,RIVERS COMPLEX,PORT HARCOURT,true,Handels all vessel classes. High reefer traffic
1069cbfd,NGA,PORT HARCOURT,PORT HARCOURT,4.7672805892858046,7.0082682783195347,true,0.0,RIVERS COMPLEX,PORT HARCOURT,true,Handels all vessel classes. High reefer traffic
1069cba3,NGA,PORT HARCOURT,PORT HARCOURT,4.7513581871536053,7.043085878860559,true,0.0,RIVERS COMPLEX,TARABA JETTY,false,Non PSMA related
1069cb7b,NGA,PORT HARCOURT,PORT HARCOURT,4.7680331693706695,7.0557393023803607,true,0.0,RIVERS COMPLEX,NESTOIL INDUSTRIAL,false,Non PSMA related
1069cce5,NGA,PORT HARCOURT,PORT HARCOURT,4.80735238380038,7.0626931118970093,true,0.0,RIVERS COMPLEX,OKURU AMA ANCHORAGE,false,Non PSMA related
1069c955,NGA,PORT HARCOURT,PORT HARCOURT,4.7741881380314819,7.0034429652731216,true,0.0,RIVERS COMPLEX,PORT HARCOURT,true,Handels all vessel classes. High reefer traffic
1069cbff,NGA,PORT HARCOURT,PORT HARCOURT,4.7717664868982332,7.0091758209532546,true,0.0,RIVERS COMPLEX,PORT HARCOURT,true,Handels all vessel classes. High reefer traffic
1069cee7,NGA,PORT HARCOURT,LAGOS NIGERIA,4.7984505389080914,6.97131639237704,true,0.0,RIVERS COMPLEX,NIGERIAN AGIP OIL,false,Non PSMA related
1069c92b,NGA,PORT HARCOURT,PORT HARCOURT,4.7706358472836268,6.9657184301718562,true,0.0,RIVERS COMPLEX,SCNL,false,Non PSMA related
1069c95f,NGA,PORT HARCOURT,PORT HARCOURT,4.7555173051263528,7.0028461354761129,true,0.0,RIVERS COMPLEX,NAVAL SHIPYARD,false,Non PSMA related
1069c953,NGA,PORT HARCOURT,PORT HARCOURT,4.7713778907408058,6.9985856508323181,true,0.0,RIVERS COMPLEX,PORT HARCOURT UPPER ANCHORAGE,false,Non PSMA related
1069cc93,NGA,PORT HARCOURT,PORT HARCOURT,4.790391390246433,7.0610483515726,true,0.0,RIVERS COMPLEX,ASPEN AVE SHRIMPERS,false,Non PSMA related
1066305d,NGA,NGA-10,INIM FIELD,4.2147436206541675,7.9958563071427911,false,37000.0,,,,
1066376b,NGA,QUA IBOE TERMINAL,QUA IBOE,4.2089585800046949,8.0705367971777591,false,37000.0,,,,
10663741,NGA,QUA IBOE TERMINAL,QUA IBOE,4.2089526938799073,8.0663255621162087,false,37000.0,,,,
10663729,NGA,QUA IBOE TERMINAL,QUA IBOE OIL TERMINAL,4.2282435134960785,8.055917925087,false,35000.0,,,,
10663727,NGA,QUA IBOE TERMINAL,QUA IBOE OIL TERMINAL,4.228622919148374,8.0594238910324876,false,35000.0,,,,
10663725,NGA,QUA IBOE TERMINAL,QUA IBOE OIL TERMINAL,4.2265094538150549,8.0586984052645878,false,35000.0,,,,
1066372f,NGA,QUA IBOE TERMINAL,QUA IBOE OIL TERMINAL,4.2265068176625062,8.0557821031717243,false,35000.0,,,,
10662e2b,NGA,NGA-19,CAPE TOWN,4.2361542717311114,7.9559185815480982,false,33000.0,,,,
106853db,NGA,BONNY,PORT HARCOURT,4.4721500453628469,7.1715202420770865,false,1000.0,,,,
106853c5,NGA,BONNY,PORT HARCOURT,4.471626388678243,7.16690080255814,false,1000.0,,,,
10685389,NGA,BONNY,BONNY,4.4472778002520146,7.15091020015158,false,1000.0,,,,
10685477,NGA,BONNY,BONNY,4.4428979685759558,7.1496325386832522,false,1000.0,,,,
10685461,NGA,BONNY,BONNY,4.426900578955669,7.1397892762304567,false,1000.0,,,,
10685187,NGA,BONNY,PORT HARCOURT,4.49319578099447,7.1816710494771794,false,1000.0,,,,
10685181,NGA,BONNY,PORT HARCOURT,4.4882026077589314,7.18165731170237,false,1000.0,,,,
106853d7,NGA,BONNY,PORT HARCOURT,4.4785044264085272,7.176842060666746,false,1000.0,,,,
1068538d,NGA,BONNY,BONNY,4.4522529431092224,7.1546337853154318,false,1000.0,,,,
106853dd,NGA,BONNY,PORT HARCOURT,4.4684599085021306,7.1709179394645171,false,1000.0,,,,
106853c3,NGA,BONNY,PORT HARCOURT,4.4678861036555126,7.1660202793958625,false,1000.0,,,,
1068522b,NGA,BONNY,PORT HARCOURT,4.488051065403468,7.177368197386186,false,1000.0,,,,
10685475,NGA,BONNY,BONNY,4.4431316165706418,7.1537855860718222,false,1000.0,,,,
10685189,NGA,BONNY,PORT HARCOURT,4.4979604292181357,7.1812268710894891,false,1000.0,,,,
1068517f,NGA,BONNY,PORT HARCOURT,4.4836843052136368,7.181494602014233,false,1000.0,,,,
106853df,NGA,BONNY,PORT HARCOURT,4.4682637235368272,7.1749420225780174,false,1000.0,,,,
106854f7,NGA,BONNY,BONNY,4.4161478582351492,7.133941224095647,true,1000.0,,,,
1068538b,NGA,BONNY,BONNY,4.4476636190751266,7.1542219327852843,false,1000.0,,,,
106853d5,NGA,BONNY,PORT HARCOURT,4.4837204374449735,7.1768176898374891,false,1000.0,,,,
10685479,NGA,BONNY,BONNY,4.4423037255529332,7.1451514773256823,false,1000.0,,,,
106853eb,NGA,BONNY,BONNY,4.4622829862780931,7.1620158099020488,false,1000.0,,,,
106853ed,NGA,BONNY,BONNY,4.4579260969635586,7.1613166700624138,false,1000.0,,,,
106854ff,NGA,BONNY,BONNY,4.4083908654733879,7.131748259915792,false,1000.0,,,,
106854f9,NGA,BONNY,BONNY,4.4113799669435414,7.1328762578456812,false,1000.0,,,,
103b8b03,NGA,LAGOS,LAGOS,6.4420719772918451,3.3868292368066104,true,1000.0,LAGOS,APAPA BULK TERMINAL,true,"General cargo area, highest reefer usage "
103b8afd,NGA,LAGOS,LAGOS,6.4361353434884556,3.3870169740818148,true,1000.0,LAGOS,APAPA MULLER JETTY ,true,Container terminal. May be used by reefers to containerise 
103b8b1d,NGA,LAGOS,LAGOS,6.4401849380021341,3.3916193886745494,true,1000.0,LAGOS,APAPA BULK TERMINAL,true,"General cargo area, highest reefer usage "
10679075,NGA,NGA-86,CALABAR,4.8198161137618794,8.30695652643415,false,1000.0,,,,
10406413,NGA,ESCRAVOS,ESCRAVOS,5.607954645748495,5.2918001755094792,false,1000.0,,,,
104064ab,NGA,ESCRAVOS,ESCRAVOS GAS,5.6189678942206278,5.2299124836593665,true,1000.0,,,,
1040646f,NGA,ESCRAVOS,ESCRAVOS,5.60813595028728,5.28134177715643,false,1000.0,,,,
10406467,NGA,ESCRAVOS,ESCRAVOS,5.605173953176795,5.276621435746959,false,1000.0,,,,
10406487,NGA,ESCRAVOS,ESCRAVOS,5.6128275442836015,5.2670040333170913,false,1000.0,,,,
