"";"s2id";"iso3";"label";"sublabel";"lat";"lon";"distance_from_shore_m";"dock"
"258";"103c753d";"NGA";"LAGOS";"LAGOS";6,36708813618375;3,4011395847191;4000;FALSE
"259";"103c75ab";"NGA";"LAGOS";"LAGOS";6,35675109409185;3,3766553692273;4000;FALSE
"260";"103c75df";"NGA";"LAGOS";"TIN CAN ISLAND";6,37297695311009;3,34129158344478;4000;FALSE
"261";"103c7519";"NGA";"LAGOS";"LAGOS";6,3625018307357;3,39711236703812;4000;FALSE
"262";"103c7517";"NGA";"LAGOS";"LAGOS";6,36716698382124;3,3970222191911;4000;FALSE
"263";"103c766f";"NGA";"LAGOS";"TIN CAN ISLAND";6,36750185194651;3,32658971195388;4000;FALSE
"264";"103c75a9";"NGA";"LAGOS";"TIN CAN ISLAND";6,3617807897935;3,37691937992534;4000;FALSE
"265";"103c751b";"NGA";"LAGOS";"LAGOS";6,36286797767076;3,39146258553197;4000;FALSE
"266";"103c7505";"NGA";"LAGOS";"LAGOS";6,36268929210684;3,38658390484783;4000;FALSE
"267";"103c753f";"NGA";"LAGOS";"LAGOS";6,37235084921041;3,40088452708603;4000;FALSE
"268";"103c7515";"NGA";"LAGOS";"LAGOS";6,37277796843906;3,39676947269982;4000;FALSE
"269";"103c7507";"NGA";"LAGOS";"LAGOS";6,36279277955147;3,3820605168238;4000;FALSE
"270";"103c75d9";"NGA";"LAGOS";"TIN CAN ISLAND";6,36773364439163;3,34112385935567;4000;FALSE
"271";"103c751d";"NGA";"LAGOS";"LAGOS";6,35669270180729;3,39222911306451;4000;FALSE
"272";"1040774f";"NGA";"ESCRAVOS";"ESCRAVOS";5,5267383433892;5,13432557716907;5000;FALSE
"273";"10407741";"NGA";"ESCRAVOS";"ESCRAVOS";5,52223415841391;5,1257012276584;5000;FALSE
"274";"10407747";"NGA";"ESCRAVOS";"ESCRAVOS";5,52274342959418;5,12946591825659;5000;FALSE
"275";"10407745";"NGA";"ESCRAVOS";"ESCRAVOS";5,5252877251465;5,13053842909707;5000;FALSE
"276";"103c7663";"NGA";"LAGOS";"TIN CAN ISLAND";6,35674208947139;3,32659003655813;5000;FALSE
"277";"103c0a93";"NGA";"LAGOS";"LAGOS";6,37699098435928;3,44749195681194;5000;FALSE
"278";"103c7451";"NGA";"LAGOS";"LAGOS";6,34618790948493;3,37181952695191;5000;FALSE
"279";"103c767b";"NGA";"LAGOS";"TIN CAN ISLAND";6,36262796205675;3,33168214718308;5000;FALSE
"280";"103c744f";"NGA";"LAGOS";"LAGOS";6,34639936491631;3,36680713634795;5000;FALSE
"281";"103c7455";"NGA";"LAGOS";"LAGOS";6,35157243042543;3,37633697161041;5000;FALSE
"282";"103c7453";"NGA";"LAGOS";"LAGOS";6,3515516008874;3,37191891130251;5000;FALSE
"283";"103c7661";"NGA";"LAGOS";"TIN CAN ISLAND";6,35721327620956;3,32167269737769;5000;FALSE
"284";"103c74f9";"NGA";"LAGOS";"LAGOS";6,34606084948484;3,38207678416168;5000;FALSE
"285";"103c74ff";"NGA";"LAGOS";"LAGOS";6,35165462889538;3,38220912300312;5000;FALSE
"286";"103c75cf";"NGA";"LAGOS";"TIN CAN ISLAND";6,36269316290374;3,35080361771579;5000;FALSE
