"";"s2id";"iso3";"label";"sublabel";"lat";"lon";"distance_from_shore_m";"dock"
"287";"103c74e7";"NGA";"LAGOS";"LAGOS";6,3458248833873;3,39687394512426;5000;FALSE
"288";"103c74e5";"NGA";"LAGOS";"LAGOS";6,3461391956192;3,39190792923068;5000;FALSE
"289";"103c74fb";"NGA";"LAGOS";"LAGOS";6,3461791406442;3,38639904458763;5000;FALSE
"290";"103c75d1";"NGA";"LAGOS";"TIN CAN ISLAND";6,36217882081099;3,34661919119309;5000;FALSE
"291";"103c74fd";"NGA";"LAGOS";"LAGOS";6,3516922350333;3,38672554952193;5000;FALSE
"292";"103c767f";"NGA";"LAGOS";"TIN CAN ISLAND";6,35698292376703;3,33633992379337;5000;FALSE
"293";"103c7457";"NGA";"LAGOS";"LAGOS";6,34636438369191;3,3764518242726;5000;FALSE
"294";"103c767d";"NGA";"LAGOS";"TIN CAN ISLAND";6,35711814286521;3,33165888428862;5000;FALSE
"295";"103c74e3";"NGA";"LAGOS";"LAGOS";6,35166279380236;3,39213368519497;5000;FALSE
"296";"103c7525";"NGA";"LAGOS";"LAGOS";6,36153745204286;3,40646657201485;5000;FALSE
"297";"103c74e1";"NGA";"LAGOS";"LAGOS";6,35164877756771;3,39679691715596;5000;FALSE
"298";"103c7665";"NGA";"LAGOS";"TIN CAN ISLAND";6,36231691951271;3,3267248601701;5000;FALSE
"299";"103c7529";"NGA";"LAGOS";"LAGOS";6,35602720003347;3,41149492438457;5000;FALSE
"300";"103c0a8f";"NGA";"LAGOS";"LAGOS";6,3829303294679;3,45247940168578;5000;FALSE
"301";"103c74df";"NGA";"LAGOS";"LAGOS";6,35111701615795;3,40182502749039;5000;FALSE
"302";"103c0a8b";"NGA";"LAGOS";"LAGOS";6,37732976283595;3,45742015312291;5000;FALSE
"303";"103c7527";"NGA";"LAGOS";"LAGOS";6,35598621107529;3,40678028587241;5000;FALSE
"304";"103c75cd";"NGA";"LAGOS";"TIN CAN ISLAND";6,35721266233037;3,35144319649125;5000;FALSE
"305";"103c7679";"NGA";"LAGOS";"TIN CAN ISLAND";6,36267433425268;3,33669177618267;5000;FALSE
"306";"103c7667";"NGA";"LAGOS";"TIN CAN ISLAND";6,36261363375655;3,32171780158732;5000;FALSE
"307";"103c74dd";"NGA";"LAGOS";"LAGOS";6,3459486936621;3,40202707461046;5000;FALSE
"308";"103c75d7";"NGA";"LAGOS";"TIN CAN ISLAND";6,36233788459755;3,34119309681514;5000;FALSE
"309";"103c765f";"NGA";"LAGOS";"TIN CAN ISLAND";6,35767924319292;3,31650402575788;5000;FALSE
"310";"103c75d5";"NGA";"LAGOS";"TIN CAN ISLAND";6,35734437886376;3,34133845568525;5000;FALSE
"311";"103c75d3";"NGA";"LAGOS";"TIN CAN ISLAND";6,35745638770628;3,34641617533901;5000;FALSE
"312";"103c744d";"NGA";"LAGOS";"LAGOS";6,35128574170308;3,36673943433047;5000;FALSE
"313";"103c74f1";"NGA";"LAGOS";"LAGOS";6,34103440978798;3,38685419269913;6000;FALSE
"314";"103c74d9";"NGA";"LAGOS";"LAGOS";6,3513625623194;3,40665272734914;6000;FALSE
"315";"103c74d3";"NGA";"LAGOS";"LAGOS";6,3454429322027;3,41687471492777;6000;FALSE
"316";"103c745b";"NGA";"LAGOS";"LAGOS";6,34119223788724;3,37202480008508;6000;FALSE
"317";"103c744b";"NGA";"LAGOS";"LAGOS";6,35120703682666;3,36187418463179;6000;FALSE
"318";"103c0a59";"NGA";"LAGOS";"LAGOS";6,36660725464118;3,461749192441;6000;FALSE
"319";"103c0b2d";"NGA";"LAGOS";"LAGOS";6,34560709943437;3,42284565139104;6000;FALSE
"320";"103c74f5";"NGA";"LAGOS";"LAGOS";6,33556967842877;3,38155979062043;6000;FALSE
"321";"103c74d5";"NGA";"LAGOS";"LAGOS";6,35082555190032;3,41661710154112;6000;FALSE
"322";"103c74db";"NGA";"LAGOS";"LAGOS";6,34626695476398;3,40695500950586;6000;FALSE
"323";"103c0af7";"NGA";"LAGOS";"LAGOS";6,36719109213725;3,45735852578597;6000;FALSE
"324";"103c76fd";"NGA";"LAGOS";"LAGOS";6,34712155919693;3,30135057610657;6000;FALSE
"325";"103c74ef";"NGA";"LAGOS";"LAGOS";6,3406349507742;3,39178189300268;6000;FALSE
"326";"103c7449";"NGA";"LAGOS";"LAGOS";6,34664817099379;3,36183863839303;6000;FALSE
"327";"103c7689";"NGA";"LAGOS";"TIN CAN ISLAND";6,35153036860213;3,32617666378606;6000;FALSE
"328";"103c0ae1";"NGA";"LAGOS";"LAGOS";6,35647768519401;3,44238441124344;6000;FALSE
"329";"103c768d";"NGA";"LAGOS";"TIN CAN ISLAND";6,34679299946152;3,32127731516836;6000;FALSE
"330";"103c7437";"NGA";"LAGOS";"LAGOS";6,34604367157151;3,35637362108828;6000;FALSE
"331";"103c745f";"NGA";"LAGOS";"LAGOS";6,33591651789201;3,37693343709169;6000;FALSE
"332";"103c7445";"NGA";"LAGOS";"LAGOS";6,34098760554869;3,36672619713746;6000;FALSE
"333";"103c74f3";"NGA";"LAGOS";"LAGOS";6,33563294841259;3,38714870045066;6000;FALSE
"334";"103c74c1";"NGA";"LAGOS";"LAGOS";6,33558024697653;3,40178933711514;6000;FALSE
"335";"103c74d1";"NGA";"LAGOS";"LAGOS";6,34585907968844;3,41177934038505;6000;FALSE
"336";"103c7459";"NGA";"LAGOS";"LAGOS";6,34070970109621;3,37657910145952;6000;FALSE
"337";"103c0aef";"NGA";"LAGOS";"LAGOS";6,36711658889261;3,44795496094661;6000;FALSE
"338";"103c7687";"NGA";"LAGOS";"TIN CAN ISLAND";6,35190468802404;3,33164510319148;6000;FALSE
"339";"103c7443";"NGA";"LAGOS";"LAGOS";6,33580037418278;3,36649400483834;6000;FALSE
"340";"103c0af1";"NGA";"LAGOS";"LAGOS";6,36711841121803;3,4518281022254;6000;FALSE
"341";"103c768b";"NGA";"LAGOS";"TIN CAN ISLAND";6,35190984455137;3,32153875024226;6000;FALSE
"342";"103c742b";"NGA";"LAGOS";"TIN CAN ISLAND";6,35169683315082;3,3415250341451;6000;FALSE
"343";"103c7685";"NGA";"LAGOS";"TIN CAN ISLAND";6,34655510716129;3,33143256282353;6000;FALSE
"344";"103c7683";"NGA";"LAGOS";"TIN CAN ISLAND";6,34670184523544;3,33625503699039;6000;FALSE
"345";"103c742f";"NGA";"LAGOS";"TIN CAN ISLAND";6,34629471576295;3,34639805365589;6000;FALSE
"346";"103c74f7";"NGA";"LAGOS";"LAGOS";6,34066661009724;3,38162120866115;6000;FALSE
"347";"103c74d7";"NGA";"LAGOS";"LAGOS";6,35106603975978;3,41177232903668;6000;FALSE
"348";"103c76f3";"NGA";"LAGOS";"TIN CAN ISLAND";6,34698362858792;3,31660699474306;6000;FALSE
"349";"103c768f";"NGA";"LAGOS";"TIN CAN ISLAND";6,34668640847248;3,32627157838267;6000;FALSE
"350";"103c7429";"NGA";"LAGOS";"TIN CAN ISLAND";6,34639452357745;3,34140670207729;6000;FALSE
"351";"103c74eb";"NGA";"LAGOS";"LAGOS";6,33537662425966;3,39700030378366;6000;FALSE
"352";"103c745d";"NGA";"LAGOS";"LAGOS";6,3356429109955;3,37151670493619;6000;FALSE
"353";"103c742d";"NGA";"LAGOS";"TIN CAN ISLAND";6,35160920079067;3,34602458897457;6000;FALSE
"354";"103c74c3";"NGA";"LAGOS";"LAGOS";6,34079954875854;3,40211283908589;6000;FALSE
"355";"103c0aed";"NGA";"LAGOS";"LAGOS";6,37249240393146;3,44705550962059;6000;FALSE
"356";"103c76f1";"NGA";"LAGOS";"LAGOS";6,34723882586391;3,31097991236582;6000;FALSE
"357";"103c7681";"NGA";"LAGOS";"TIN CAN ISLAND";6,35158342380233;3,33648765220937;6000;FALSE
"358";"103c0adf";"NGA";"LAGOS";"LAGOS";6,35613405059552;3,43731950531325;6000;FALSE
"359";"103c76f5";"NGA";"LAGOS";"TIN CAN ISLAND";6,3516798434474;3,31612149915646;6000;FALSE
"360";"103c0ad9";"NGA";"LAGOS";"LAGOS";6,35580446907973;3,43257935661309;6000;FALSE
"361";"103c74e9";"NGA";"LAGOS";"LAGOS";6,34084850042932;3,39715935337188;6000;FALSE
"362";"103c7433";"NGA";"LAGOS";"TIN CAN ISLAND";6,3515419457663;3,35179877368235;6000;FALSE
"363";"103c7431";"NGA";"LAGOS";"LAGOS";6,34617941310339;3,35136761030367;6000;FALSE
"364";"103c74ed";"NGA";"LAGOS";"LAGOS";6,33532141834769;3,39188015317909;6000;FALSE
"365";"103c0b37";"NGA";"LAGOS";"LAGOS";6,33548931828994;3,42753095062519;7000;FALSE
"366";"103c0b29";"NGA";"LAGOS";"LAGOS";6,35137984604427;3,42749843211573;7000;FALSE
"367";"103c7463";"NGA";"LAGOS";"LAGOS";6,32505299174225;3,37645086744154;7000;FALSE
"368";"103c0a53";"NGA";"LAGOS";"LAGOS";6,35665769710838;3,46731691929604;7000;FALSE
"369";"103c7425";"NGA";"LAGOS";"LAGOS";6,34163223379841;3,34629153234069;7000;FALSE
"370";"103c748b";"NGA";"LAGOS";"LAGOS";6,33035193057121;3,38179390966256;7000;FALSE
"371";"103c0af9";"NGA";"LAGOS";"LAGOS";6,36140868806529;3,45751260579092;7000;FALSE
"372";"103c0b23";"NGA";"LAGOS";"LAGOS";6,34603420760634;3,43715818838012;7000;FALSE
"373";"103c0b25";"NGA";"LAGOS";"LAGOS";6,34573113432405;3,43241420729005;7000;FALSE
"374";"103c0b35";"NGA";"LAGOS";"LAGOS";6,33529449381512;3,42219895020854;7000;FALSE
"375";"103c743f";"NGA";"LAGOS";"LAGOS";6,33526787146131;3,35678791278539;7000;FALSE
"376";"103c769d";"NGA";"LAGOS";"TIN CAN ISLAND";6,34161580155101;3,33645613061155;7000;FALSE
"377";"103c7447";"NGA";"LAGOS";"LAGOS";6,34079428285611;3,36158637635546;7000;FALSE
"378";"103c0afd";"NGA";"LAGOS";"LAGOS";6,35617326948069;3,45252902252872;7000;FALSE
"379";"103c0b1f";"NGA";"LAGOS";"LAGOS";6,3507369791701;3,44207146558963;7000;FALSE
"380";"103c0aff";"NGA";"LAGOS";"LAGOS";6,3567119988632;3,45731807982258;7000;FALSE
"381";"103c7421";"NGA";"LAGOS";"LAGOS";6,33549543607188;3,34183328473938;7000;FALSE
"382";"103c76eb";"NGA";"LAGOS";"LAGOS";6,33640654366768;3,31639637804826;7000;FALSE
"383";"103c7695";"NGA";"LAGOS";"TIN CAN ISLAND";6,33624872371566;3,32137148967479;7000;FALSE
"384";"103c7439";"NGA";"LAGOS";"LAGOS";6,34131685517871;3,3566443128453;7000;FALSE
"385";"103c7423";"NGA";"LAGOS";"LAGOS";6,33561063168593;3,3463387658135;7000;FALSE
"386";"103c743b";"NGA";"LAGOS";"LAGOS";6,34098673037608;3,35152055815933;7000;FALSE
"387";"103c0ae5";"NGA";"LAGOS";"LAGOS";6,36149364478405;3,44709804475067;7000;FALSE
"388";"103c74cf";"NGA";"LAGOS";"LAGOS";6,34047690626562;3,41169670635592;7000;FALSE
"389";"103c743d";"NGA";"LAGOS";"LAGOS";6,33561868044029;3,35158173264512;7000;FALSE
"390";"103c74c5";"NGA";"LAGOS";"LAGOS";6,34074915084758;3,40699168038329;7000;FALSE
"391";"103c7691";"NGA";"LAGOS";"TIN CAN ISLAND";6,34144159673548;3,32624145865736;7000;FALSE
"392";"103c0b19";"NGA";"LAGOS";"LAGOS";6,34615198747113;3,4422380500153;7000;FALSE
"393";"103c0a55";"NGA";"LAGOS";"LAGOS";6,35614113633678;3,46282630333952;7000;FALSE
"394";"103c74c9";"NGA";"LAGOS";"LAGOS";6,33538832015232;3,41177291356226;7000;FALSE
"395";"103c7427";"NGA";"LAGOS";"TIN CAN ISLAND";6,34129162665038;3,34147529079876;7000;FALSE
"396";"103c0ae3";"NGA";"LAGOS";"LAGOS";6,35645985108724;3,44712728692195;7000;FALSE
"397";"103c74c7";"NGA";"LAGOS";"LAGOS";6,33558619887465;3,40711856871974;7000;FALSE
"398";"103c74cb";"NGA";"LAGOS";"LAGOS";6,33530651926993;3,41705463154598;7000;FALSE
"399";"103c0b39";"NGA";"LAGOS";"LAGOS";6,33557113472837;3,43208198184839;7000;FALSE
"400";"103c76ed";"NGA";"LAGOS";"TIN CAN ISLAND";6,34176641575741;3,3164249880026;7000;FALSE
"401";"103c0a57";"NGA";"LAGOS";"LAGOS";6,36137996708258;3,46255957617192;7000;FALSE
"402";"103c74cd";"NGA";"LAGOS";"LAGOS";6,34059042947582;3,41704353688913;7000;FALSE
"403";"103c0b3b";"NGA";"LAGOS";"LAGOS";6,34071006555897;3,43217296978324;7000;FALSE
"404";"103c0b27";"NGA";"LAGOS";"LAGOS";6,3510471229862;3,43227276998955;7000;FALSE
"405";"103c7489";"NGA";"LAGOS";"LAGOS";6,32507608796385;3,38191813054655;7000;FALSE
"406";"103c7697";"NGA";"LAGOS";"TIN CAN ISLAND";6,3364108815659;3,32635302541323;7000;FALSE
"407";"103c0b21";"NGA";"LAGOS";"LAGOS";6,35106416031643;3,43704550155582;7000;FALSE
"408";"103c7461";"NGA";"LAGOS";"LAGOS";6,32998701201924;3,37613489328711;7000;FALSE
"409";"103c769f";"NGA";"LAGOS";"TIN CAN ISLAND";6,33564318165568;3,33634988192076;7000;FALSE
"410";"103c7441";"NGA";"LAGOS";"LAGOS";6,33559026914923;3,36169244510446;7000;FALSE
"411";"103c7693";"NGA";"LAGOS";"TIN CAN ISLAND";6,34129109668143;3,32132242636853;7000;FALSE
"412";"103c0afb";"NGA";"LAGOS";"LAGOS";6,36151038757588;3,45231541628776;7000;FALSE
"413";"103c0b2f";"NGA";"LAGOS";"LAGOS";6,34574246476099;3,42714647566219;7000;FALSE
"414";"103c0b31";"NGA";"LAGOS";"LAGOS";6,34026341566309;3,42759686564464;7000;FALSE
"415";"103c7699";"NGA";"LAGOS";"TIN CAN ISLAND";6,3358520359102;3,33115154629174;7000;FALSE
"416";"103c769b";"NGA";"LAGOS";"TIN CAN ISLAND";6,34139199272834;3,33147896230352;7000;FALSE
"417";"103c0b33";"NGA";"LAGOS";"LAGOS";6,34059974936111;3,42195667011277;7000;FALSE
"418";"103c748d";"NGA";"LAGOS";"LAGOS";6,32983130171974;3,38681832297791;8000;FALSE
"419";"103c0bad";"NGA";"LAGOS";"LAGOS";6,35085048656682;3,46742328892142;8000;FALSE
"420";"103c0b07";"NGA";"LAGOS";"LAGOS";6,34576656028541;3,45709416961658;8000;FALSE
"421";"103c76a3";"NGA";"LAGOS";"TIN CAN ISLAND";6,33175173157559;3,33164091176684;8000;FALSE
"422";"103c0b3d";"NGA";"LAGOS";"LAGOS";6,3403846395111;3,43726123531164;8000;FALSE
"423";"103c7417";"NGA";"LAGOS";"LAGOS";6,33060030262304;3,35142380911116;8000;FALSE
"424";"103c748f";"NGA";"LAGOS";"LAGOS";6,3251658067127;3,38685464772363;8000;FALSE
"425";"103c7469";"NGA";"LAGOS";"LAGOS";6,33086013071807;3,36657818949248;8000;FALSE
"426";"103c7467";"NGA";"LAGOS";"LAGOS";6,33013024588145;3,37189541991986;8000;FALSE
"427";"103c0b4d";"NGA";"LAGOS";"LAGOS";6,32519706487567;3,42208767904794;8000;FALSE
"428";"103c0b1d";"NGA";"LAGOS";"LAGOS";6,35077502650728;3,44749293159018;8000;FALSE
"429";"103c76a7";"NGA";"LAGOS";"TIN CAN ISLAND";6,32501751240572;3,33624186266924;8000;FALSE
"430";"103c74bf";"NGA";"LAGOS";"LAGOS";6,32997599670583;3,40163746791565;8000;FALSE
"431";"103c7419";"NGA";"LAGOS";"LAGOS";6,33019447837229;3,34651107283903;8000;FALSE
"432";"103c741f";"NGA";"LAGOS";"LAGOS";6,3306538037296;3,34121917989296;8000;FALSE
"433";"103c7971";"NGA";"LAGOS";"LAGOS";6,32590375161359;3,21082226610028;8000;FALSE
"434";"103c0b47";"NGA";"LAGOS";"LAGOS";6,32976929976883;3,43250482068573;8000;FALSE
"435";"103c0b1b";"NGA";"LAGOS";"LAGOS";6,34578356807767;3,44740034296378;8000;FALSE
"436";"103c7413";"NGA";"LAGOS";"LAGOS";6,32530741210505;3,35667685417445;8000;FALSE
"437";"103c0bab";"NGA";"LAGOS";"LAGOS";6,35112941185708;3,46265991715042;8000;FALSE
"438";"103c74b5";"NGA";"LAGOS";"LAGOS";6,33000656140214;3,41715871750432;8000;FALSE
"439";"103c0b01";"NGA";"LAGOS";"LAGOS";6,3504084647711;3,457563862672;8000;FALSE
"440";"103c746d";"NGA";"LAGOS";"LAGOS";6,32503906430976;3,36144450328143;8000;FALSE
"441";"103c7493";"NGA";"LAGOS";"LAGOS";6,33022618963124;3,39183021220866;8000;FALSE
"442";"103c74bb";"NGA";"LAGOS";"LAGOS";6,32510873554194;3,4068028799994;8000;FALSE
"443";"103c7415";"NGA";"LAGOS";"LAGOS";6,33064378499107;3,35649223924758;8000;FALSE
"444";"103c746b";"NGA";"LAGOS";"LAGOS";6,33034496244109;3,36137676385961;8000;FALSE
"445";"103c74b9";"NGA";"LAGOS";"LAGOS";6,33016691691617;3,40672122124112;8000;FALSE
"446";"103c0b49";"NGA";"LAGOS";"LAGOS";6,33006010870895;3,42722576128095;8000;FALSE
"447";"103c0b15";"NGA";"LAGOS";"LAGOS";6,33560961968362;3,44207029203087;8000;FALSE
"448";"103c7495";"NGA";"LAGOS";"LAGOS";6,3302055419999;3,39711379327835;8000;FALSE
"449";"103c0b05";"NGA";"LAGOS";"LAGOS";6,34586698442694;3,45256366628139;8000;FALSE
"450";"103c741b";"NGA";"LAGOS";"LAGOS";6,32536208594811;3,3467091160149;8000;FALSE
"451";"103c0b17";"NGA";"LAGOS";"LAGOS";6,34015225469474;3,44240125424578;8000;FALSE
"452";"103c0ba9";"NGA";"LAGOS";"LAGOS";6,34578507573666;3,46248850817572;8000;FALSE
"453";"103c741d";"NGA";"LAGOS";"LAGOS";6,32553607090313;3,34062271922082;8000;FALSE
"454";"103c76a1";"NGA";"LAGOS";"TIN CAN ISLAND";6,33044754482078;3,3369234359151;8000;FALSE
"455";"103c7465";"NGA";"LAGOS";"LAGOS";6,3253517324817;3,37169024634827;8000;FALSE
"456";"103c746f";"NGA";"LAGOS";"LAGOS";6,3251287522591;3,36674053746471;8000;FALSE
"457";"103c0b03";"NGA";"LAGOS";"LAGOS";6,35082722364132;3,45224310132845;8000;FALSE
"458";"103c0b3f";"NGA";"LAGOS";"LAGOS";6,33553095723351;3,43717403961099;8000;FALSE
"459";"103c0b4b";"NGA";"LAGOS";"LAGOS";6,33053613325061;3,42220350979315;8000;FALSE
"460";"103c74b7";"NGA";"LAGOS";"LAGOS";6,33021906857243;3,41177619713408;8000;FALSE
"461";"103c74ad";"NGA";"LAGOS";"LAGOS";6,31993449620709;3,41703444304552;9000;FALSE
"462";"103c0b41";"NGA";"LAGOS";"LAGOS";6,32966101537378;3,43736473706916;9000;FALSE
"463";"103c0b5b";"NGA";"LAGOS";"LAGOS";6,31941074561295;3,43175648194087;9000;FALSE
"464";"103c76b7";"NGA";"LAGOS";"LAGOS";6,32013114615674;3,32092152461806;9000;FALSE
"465";"103c0b51";"NGA";"LAGOS";"LAGOS";6,31936792550098;3,42716686385835;9000;FALSE
"466";"103c7953";"NGA";"LAGOS";"LAGOS";6,3201170877886;3,18121455852856;9000;FALSE
"467";"103c747b";"NGA";"LAGOS";"LAGOS";6,31961161999797;3,3714515120907;9000;FALSE
"468";"103c740d";"NGA";"LAGOS";"LAGOS";6,31996790413911;3,35624467360674;9000;FALSE
"469";"103c749b";"NGA";"LAGOS";"LAGOS";6,31968941296799;3,39188573271893;9000;FALSE
"470";"103c7487";"NGA";"LAGOS";"LAGOS";6,31949168644934;3,38200541788956;9000;FALSE
"471";"103c7471";"NGA";"LAGOS";"LAGOS";6,3199699180854;3,36680146304575;9000;FALSE
"472";"103c7411";"NGA";"LAGOS";"LAGOS";6,3248446672647;3,35147322045486;9000;FALSE
"473";"103c0ba7";"NGA";"LAGOS";"LAGOS";6,33992106050255;3,46265884669313;9000;FALSE
"474";"103c0b0f";"NGA";"LAGOS";"LAGOS";6,34024380497585;3,45236576257188;9000;FALSE
"475";"103c74b1";"NGA";"LAGOS";"LAGOS";6,32482986920781;3,41174419622196;9000;FALSE
"476";"103c0b53";"NGA";"LAGOS";"LAGOS";6,319158837415;3,42249289116794;9000;FALSE
"477";"103c0b0d";"NGA";"LAGOS";"LAGOS";6,33541515431461;3,45192002861538;9000;FALSE
"478";"103c0b09";"NGA";"LAGOS";"LAGOS";6,34093129801665;3,45739306079529;9000;FALSE
"479";"103c74a5";"NGA";"LAGOS";"LAGOS";6,31926353970949;3,40659932979739;9000;FALSE
"480";"103c7409";"NGA";"LAGOS";"LAGOS";6,31502427065621;3,3514526576365;9000;FALSE
"481";"103c7485";"NGA";"LAGOS";"LAGOS";6,31958429555007;3,38693372539999;9000;FALSE
"482";"103c0b4f";"NGA";"LAGOS";"LAGOS";6,32461506098814;3,42741428230772;9000;FALSE
"483";"103c7959";"NGA";"LAGOS";"LAGOS";6,31578308041556;3,19060556985121;9000;FALSE
"484";"103c0b0b";"NGA";"LAGOS";"LAGOS";6,3350839944808;3,45753599718963;9000;FALSE
"485";"103c0b6b";"NGA";"LAGOS";"LAGOS";6,32989907160978;3,44190995992308;9000;FALSE
"486";"103c76af";"NGA";"LAGOS";"TIN CAN ISLAND";6,32008459721983;3,33190960569831;9000;FALSE
"487";"103c7405";"NGA";"LAGOS";"LAGOS";6,31968881837196;3,34662494542293;9000;FALSE
"488";"103c7499";"NGA";"LAGOS";"LAGOS";6,31954593312017;3,39680882627212;9000;FALSE
"489";"103c76c9";"NGA";"LAGOS";"LAGOS";6,31895326826697;3,31598136049523;9000;FALSE
"490";"103c0ba5";"NGA";"LAGOS";"LAGOS";6,33962989868088;3,4674759446202;9000;FALSE
"491";"103c7497";"NGA";"LAGOS";"LAGOS";6,3245463309482;3,39656743175356;9000;FALSE
"492";"103c74a3";"NGA";"LAGOS";"LAGOS";6,31963176062092;3,4019161756239;9000;FALSE
"493";"103c76b1";"NGA";"LAGOS";"LAGOS";6,31984350208161;3,32683016803736;9000;FALSE
"494";"103c740f";"NGA";"LAGOS";"LAGOS";6,3198217341518;3,35127873924389;9000;FALSE
"495";"103c0b13";"NGA";"LAGOS";"LAGOS";6,33527288043622;3,44724703669121;9000;FALSE
"496";"103c74af";"NGA";"LAGOS";"LAGOS";6,31955078010776;3,41230107077483;9000;FALSE
"497";"103c76a9";"NGA";"LAGOS";"LAGOS";6,319949606574;3,33657467783319;9000;FALSE
"498";"103c74bd";"NGA";"LAGOS";"LAGOS";6,32491829360378;3,40202743648181;9000;FALSE
"499";"103c7491";"NGA";"LAGOS";"LAGOS";6,32493886375854;3,39182332331158;9000;FALSE
"500";"103c74b3";"NGA";"LAGOS";"LAGOS";6,32485355559205;3,41683366174222;9000;FALSE
"501";"103c0ba1";"NGA";"LAGOS";"LAGOS";6,33519765147635;3,46253313014811;9000;FALSE
"502";"103c0ba3";"NGA";"LAGOS";"LAGOS";6,33542456726659;3,46714553475509;9000;FALSE
"503";"103c7403";"NGA";"LAGOS";"LAGOS";6,31990610272332;3,34144888721198;9000;FALSE
"504";"103c0b45";"NGA";"LAGOS";"LAGOS";6,32488593315451;3,43223183026878;9000;FALSE
"505";"103c747d";"NGA";"LAGOS";"LAGOS";6,31975372006294;3,37659527814415;9000;FALSE
"506";"103c0b11";"NGA";"LAGOS";"LAGOS";6,33998225690841;3,44722918388457;9000;FALSE
"507";"103c7473";"NGA";"LAGOS";"LAGOS";6,31962786682993;3,36135433896542;9000;FALSE
"508";"10407643";"NGA";"ESCRAVOS";"OGIDIGBE";5,47908697383708;5,08766879950156;10000;FALSE
"509";"103c7479";"NGA";"LAGOS";"LAGOS";6,31428794808853;3,37182227969529;10000;FALSE
"510";"103c74a9";"NGA";"LAGOS";"LAGOS";6,31484142659895;3,41155178796213;10000;FALSE
"511";"103c7481";"NGA";"LAGOS";"LAGOS";6,31440325385536;3,38198911583563;10000;FALSE
"512";"103c76ab";"NGA";"LAGOS";"LAGOS";6,31481915886429;3,33645097803334;10000;FALSE
"513";"103c737f";"NGA";"LAGOS";"LAGOS";6,3088844484835;3,3818405588592;10000;FALSE
"514";"103c0b57";"NGA";"LAGOS";"LAGOS";6,31403167406243;3,42734594293937;10000;FALSE
"515";"103c7981";"NGA";"LAGOS";"LAGOS";6,31534555893936;3,22039710568844;10000;FALSE
"516";"103c795f";"NGA";"LAGOS";"LAGOS";6,31535542176166;3,19560883068805;10000;FALSE
"517";"103c73f9";"NGA";"LAGOS";"LAGOS";6,30941790812416;3,3467163207606;10000;FALSE
"518";"103c0cab";"NGA";"LAGOS";"LAGOS";6,30892823738428;3,42186131110136;10000;FALSE
"519";"103c7135";"NGA";"LAGOS";"LAGOS";6,30956153140566;3,31622396952683;10000;FALSE
"520";"103c7987";"NGA";"LAGOS";"LAGOS";6,3160212754371;3,2259199253307;10000;FALSE
"521";"103c7359";"NGA";"LAGOS";"LAGOS";6,30913317704506;3,40719714564235;10000;FALSE
"522";"103c0b55";"NGA";"LAGOS";"LAGOS";6,31433737747878;3,4213578261247;10000;FALSE
"523";"103c73f7";"NGA";"LAGOS";"LAGOS";6,3091447198056;3,35138609654268;10000;FALSE
"524";"103c7985";"NGA";"LAGOS";"LAGOS NIGERIA";6,32015187018867;3,22515607391476;10000;FALSE
"525";"103c7965";"NGA";"LAGOS";"LAGOS";6,32103491274614;3,20572814097836;10000;FALSE
"526";"103c7407";"NGA";"LAGOS";"LAGOS";6,31436664927194;3,34632647608552;10000;FALSE
"527";"103c749f";"NGA";"LAGOS";"LAGOS";6,31433720997683;3,39652783869659;10000;FALSE
"528";"103c74a7";"NGA";"LAGOS";"LAGOS";6,31451342421271;3,4069352367651;10000;FALSE
"529";"103c797f";"NGA";"LAGOS";"LAGOS";6,31522774871358;3,21561920407041;10000;FALSE
"530";"103c7979";"NGA";"LAGOS";"LAGOS";6,32113234328091;3,21548881221551;10000;FALSE
"531";"103c747f";"NGA";"LAGOS";"LAGOS";6,31421435752081;3,37673556425163;10000;FALSE
"532";"103c0b75";"NGA";"LAGOS";"LAGOS";6,32988363723018;3,45736796874113;10000;FALSE
"533";"103c7989";"NGA";"LAGOS";"LAGOS";6,31502009711206;3,23078859720273;10000;FALSE
"534";"103c714b";"NGA";"LAGOS";"LAGOS";6,30942366220679;3,32141865922471;10000;FALSE
"535";"103c7153";"NGA";"LAGOS";"LAGOS";6,30933537568451;3,33154107224822;10000;FALSE
"536";"103c0b6d";"NGA";"LAGOS";"LAGOS";6,33022906525726;3,44729534479981;10000;FALSE
"537";"103c7155";"NGA";"LAGOS";"LAGOS";6,30928519051745;3,33633155407778;10000;FALSE
"538";"103c0b67";"NGA";"LAGOS";"LAGOS";6,31911992594572;3,44236481685086;10000;FALSE
"539";"103c714d";"NGA";"LAGOS";"LAGOS";6,30947611988008;3,32658941373451;10000;FALSE
"540";"103c0b43";"NGA";"LAGOS";"LAGOS";6,32462465549388;3,43696423635663;10000;FALSE
"541";"103c7387";"NGA";"LAGOS";"LAGOS";6,30889099808399;3,37151642322927;10000;FALSE
"542";"103c7361";"NGA";"LAGOS";"LAGOS";6,30906885014854;3,39665248594724;10000;FALSE
"543";"103c0b65";"NGA";"LAGOS";"LAGOS";6,31961396502519;3,44757129377667;10000;FALSE
"544";"103c0b59";"NGA";"LAGOS";"LAGOS";6,31387145674931;3,43170970126606;10000;FALSE
"545";"103c76b3";"NGA";"LAGOS";"LAGOS NIG";6,31427573041053;3,32643180376399;10000;FALSE
"546";"103c0b69";"NGA";"LAGOS";"LAGOS";6,32494602341152;3,44244085557111;10000;FALSE
