"vessel_name","MMSI","Flag","AIS_Flag","imo","vessel_class_cat","vessel_class_confidence","vessel_class","vessel_type","previous_port_country","previous_port","trip_start","trip_start_confidence","trip_end","trip_end_confidence","trip_duration_days","end_port","prev_visit_timestamp","entrance","navy","west_basin","mid_basin","east_basin","container","dak_fishing","dak_offshore","fishing","fishing_hours","fishing_eez","fishing_hs","fishing_rfmos","encounter","num_encounters","loitering","num_loitering","AISdisabling","num_AISdisabling","percent_ais_voyage","vv_url"
"CURE","629100000","GMB","GMB",NA,"fishing","low","fishing","other","GMB","BANJUL",2025-07-03 06:57:00,"3",2025-07-03 17:15:00,"4","0.4","DAKAR",NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/4b5e4c2e7-793b-8bfe-1ccc-b002b859a7e5?&start=2025-07-01&end=2025-07-05"")"
"HAIXIN23","412201866","CHN","CHN",NA,"fishing","med","fishing","inconclusive","SEN","DAKAR",2025-06-27 20:14:29,"4",2025-07-25 15:12:21,"4","27.8","DAKAR",2025-06-27 20:14:29,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,460,2359.09722222222,"GNB",FALSE,"ACAP, IWC, NAMMCO, SRFC, ICCAT",FALSE,0,TRUE,29,FALSE,0,61.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/99bfa6c6b-bf8e-4b79-2981-7385f0951312?&start=2025-06-25&end=2025-07-27"")"
"HAIXIN23","412201866","CHN","CHN",NA,"fishing","med","fishing","inconclusive","GNB","BISSAU",2025-08-15 20:10:35,"4",2025-09-01 04:57:44,"3","16.3","DAKAR",2025-07-27 13:43:43,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,300,1453.32222222222,"GNB",FALSE,"ICCAT, ACAP, SRFC, NAMMCO, IWC",FALSE,0,TRUE,11,FALSE,0,67.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/99bfa6c6b-bf8e-4b79-2981-7385f0951312?&start=2025-08-13&end=2025-09-03"")"
"HAIXIN26","412201869","CHN","CHN",NA,"fishing","high","fishing","trawlers","GNB","BISSAU",2025-07-25 21:46:02,"4",2025-08-01 05:18:25,"4","6.3","DAKAR",2025-06-28 14:45:41,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,20,67.0111111111111,"GNB",FALSE,"ICCAT, IWC, SRFC, NAMMCO, ACAP",FALSE,0,TRUE,4,FALSE,0,52.3,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b27dc5673-317a-b2d9-a4a9-e1a3e406ce32?&start=2025-07-23&end=2025-08-03"")"
"HAIXIN26","412201869","CHN","CHN",NA,"fishing","high","fishing","trawlers","GNB","BISSAU",2025-08-15 21:02:06,"4",2025-09-05 09:35:42,"4","20.5","DAKAR",2025-08-02 16:54:52,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,310,1471.625,"GNB, SEN",FALSE,"IWC, ICCAT, SRFC, ACAP, NAMMCO",FALSE,0,TRUE,17,FALSE,0,55.6,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b27dc5673-317a-b2d9-a4a9-e1a3e406ce32?&start=2025-08-13&end=2025-09-07"")"
"YUANYU21","412280992","MRT","CHN",NA,"fishing","med","fishing","inconclusive","GNB","BISSAU",2025-08-22 13:48:56,"4",2025-08-24 02:30:19,"4","1.5","DAKAR",2024-07-24 16:00:05,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,15,16.2416666666667,"SEN",FALSE,"ICCAT, NAMMCO, IWC, ACAP, SRFC",FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1d2ea47d5-5d3f-5fe9-5351-dbd007bb4659?&start=2025-08-20&end=2025-08-26"")"
"LUQINGYUAN022","412331028","CHN","CHN",NA,"fishing","high","fishing","set_longlines","PYF","PAPEETE",2018-09-21 21:27:43,"4",2025-09-28 12:13:03,"3","2563.6","DAKAR",2025-09-30 09:01:53,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2133,15888.3280555556,NA,TRUE,"WCPFC, IATTC, NPFC, ACAP, IWC, SPRFMO",TRUE,3,TRUE,35,TRUE,2,0,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9b788a9e9-9c87-6040-c7df-c6f2991ff01d?&start=2018-09-19&end=2025-09-30"")"
"ZHENYUANYU811","412420879","CHN","CHN",NA,"fishing","med","fishing","inconclusive","SEN","DAKAR",2025-07-23 09:36:40,"4",2025-08-13 09:25:12,"4","21","DAKAR",2025-07-23 09:36:40,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,270,2944.15,"SEN",FALSE,"NAMMCO, ICCAT, SRFC, ACAP, IWC",FALSE,0,TRUE,11,FALSE,0,65.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9aedf016a-a789-3b0a-1f62-1e394a2f3d27?&start=2025-07-21&end=2025-08-15"")"
"ZHENYUANYU811","412420879","CHN","CHN",NA,"fishing","med","fishing","inconclusive","SEN","DAKAR",2025-08-13 20:02:38,"4",2025-08-23 11:51:15,"4","9.6","DAKAR",2025-08-13 20:02:38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,195,1852.19583333333,"SEN",FALSE,"ACAP, ICCAT, IWC, SRFC, NAMMCO",FALSE,0,TRUE,9,FALSE,0,72,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9aedf016a-a789-3b0a-1f62-1e394a2f3d27?&start=2025-08-11&end=2025-08-25"")"
"ZHENYUANYU811","412420879","CHN","CHN",NA,"fishing","med","fishing","inconclusive","SEN","DAKAR",2025-08-23 15:57:11,"4",2025-08-30 17:59:49,"4","7.1","DAKAR",2025-08-23 15:57:11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,75,312.925000000001,"SEN",FALSE,"ACAP, NAMMCO, IWC, ICCAT, SRFC",FALSE,0,TRUE,6,FALSE,0,52.6,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9aedf016a-a789-3b0a-1f62-1e394a2f3d27?&start=2025-08-21&end=2025-09-01"")"
"ZHENYUANYU811","412420879","CHN","CHN",NA,"fishing","med","fishing","inconclusive","SEN","DAKAR",2025-09-03 08:23:14,"4",2025-09-09 14:12:51,"4","6.2","DAKAR",2025-09-03 08:23:14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,180,968.320833333333,"SEN",FALSE,"ACAP, NAMMCO, IWC, SRFC, ICCAT",FALSE,0,TRUE,5,FALSE,0,80.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9aedf016a-a789-3b0a-1f62-1e394a2f3d27?&start=2025-09-01&end=2025-09-11"")"
"ZHENYUANYU811","412420879","CHN","CHN",NA,"fishing","med","fishing","inconclusive","SEN","DAKAR",2025-09-09 19:49:34,"4",2025-09-11 12:38:26,"4","1.7","DAKAR",2025-09-09 19:49:34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,45,303.379166666667,"SEN",FALSE,"ICCAT, IWC, ACAP, NAMMCO, SRFC",FALSE,0,TRUE,3,FALSE,0,90.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9aedf016a-a789-3b0a-1f62-1e394a2f3d27?&start=2025-09-07&end=2025-09-13"")"
"ZHENYUANYU811","412420879","CHN","CHN",NA,"fishing","med","fishing","inconclusive","SEN","DAKAR",2025-09-11 14:14:31,"4",2025-09-17 14:54:32,"4","6","DAKAR",2025-09-11 14:14:31,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,180,1341.07916666667,"SEN",FALSE,"ICCAT, IWC, NAMMCO, ACAP, SRFC",FALSE,0,FALSE,0,FALSE,0,95.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9aedf016a-a789-3b0a-1f62-1e394a2f3d27?&start=2025-09-09&end=2025-09-19"")"
"ZHENYUANYU811","412420879","CHN","CHN",NA,"fishing","med","fishing","inconclusive","SEN","DAKAR",2025-09-18 11:13:20,"4",2025-09-30 18:17:48,"3","12.3","DAKAR",2025-09-18 11:13:20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,230,2309.35972222223,"SEN, GMB",FALSE,"SRFC, ICCAT, IWC, ACAP, NAMMCO",FALSE,0,TRUE,11,FALSE,0,76,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9aedf016a-a789-3b0a-1f62-1e394a2f3d27?&start=2025-09-16&end=2025-10-02"")"
"MAME FARBA","412420883","SEN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-07-20 15:22:29,"4",2025-07-30 03:07:58,"4","9.5","DAKAR",2025-07-20 15:22:29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,120,1295.28333333333,"SEN",FALSE,"ICCAT, IWC, SRFC, ACAP, NAMMCO",FALSE,0,TRUE,3,FALSE,0,65.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/0caeaa7c7-71e8-b911-3acb-8f01fc9eefe6?&start=2025-07-18&end=2025-08-01"")"
"MAME FARBA","412420883","SEN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-07-30 04:35:13,"4",2025-08-14 02:59:37,"4","14.9","DAKAR",2025-07-30 04:35:13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,210,1053.12916666667,"SEN",FALSE,"SRFC, ACAP, IWC, ICCAT, NAMMCO",FALSE,0,TRUE,11,FALSE,0,30.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/0caeaa7c7-71e8-b911-3acb-8f01fc9eefe6?&start=2025-07-28&end=2025-08-16"")"
"MAME FARBA","412420883","SEN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-08-16 21:06:51,"4",2025-08-19 13:55:33,"4","2.7","DAKAR",2025-08-16 21:06:51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,30,907.741666666667,"SEN",FALSE,"ACAP, IWC, ICCAT, SRFC, NAMMCO",FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/0caeaa7c7-71e8-b911-3acb-8f01fc9eefe6?&start=2025-08-14&end=2025-08-21"")"
"MAME FARBA","412420883","SEN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-08-20 21:25:19,"4",2025-09-30 17:28:46,"3","40.8","DAKAR",2025-08-20 21:25:19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,625,5175.19444444445,"GMB, SEN",FALSE,"ACAP, ICCAT, SRFC, IWC, NAMMCO",FALSE,0,TRUE,39,FALSE,0,61.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/0caeaa7c7-71e8-b911-3acb-8f01fc9eefe6?&start=2025-08-18&end=2025-10-02"")"
"SERIGNE SIDY NIANG","412420885","SEN","CHN",NA,"fishing","high","fishing","fishing","SEN","DAKAR",2025-07-19 17:49:18,"4",2025-08-02 21:25:38,"4","14.1","DAKAR",2025-07-19 17:49:18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,195,1624.44166666666,"SEN",FALSE,"NAMMCO, SRFC, ICCAT, ACAP, IWC",FALSE,0,TRUE,5,FALSE,0,54.8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9599afbbc-c38f-a6e4-a82e-c82e7c00384d?&start=2025-07-17&end=2025-08-04"")"
"SERIGNE SIDY NIANG","412420885","SEN","CHN",NA,"fishing","high","fishing","fishing","SEN","DAKAR",2025-08-02 22:51:08,"4",2025-09-01 15:29:49,"4","29.7","DAKAR",2025-08-02 22:51:08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,60,368.0125,"SEN",FALSE,"NAMMCO, ACAP, SRFC, ICCAT, IWC",FALSE,0,TRUE,3,FALSE,0,7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9599afbbc-c38f-a6e4-a82e-c82e7c00384d?&start=2025-07-31&end=2025-09-03"")"
"GUOJIN901","412549196","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-06-13 23:57:06,"4",2025-07-04 00:06:45,"4","20","DAKAR",2025-06-13 23:57:06,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,420,5357.9875,"SEN",FALSE,"NAMMCO, ICCAT, ACAP, SRFC, IWC",FALSE,0,TRUE,3,FALSE,0,76.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e1978b237-794c-1a7d-171c-6c11f629c154?&start=2025-06-11&end=2025-07-06"")"
"GUOJIN901","412549196","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-07-06 11:04:56,"4",2025-07-24 15:17:19,"4","18.2","DAKAR",2025-07-06 11:04:56,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,240,3618.86250000001,"SEN",FALSE,"ACAP, ICCAT, SRFC, NAMMCO, IWC",FALSE,0,TRUE,4,FALSE,0,84.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e1978b237-794c-1a7d-171c-6c11f629c154?&start=2025-07-04&end=2025-07-26"")"
"GUOJIN901","412549196","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-07-25 02:32:31,"4",2025-08-05 18:25:59,"4","11.6","DAKAR",2025-07-25 02:32:31,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,285,2013.77916666666,"SEN",FALSE,"ICCAT, IWC, NAMMCO, ACAP, SRFC",FALSE,0,TRUE,6,FALSE,0,87.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e1978b237-794c-1a7d-171c-6c11f629c154?&start=2025-07-23&end=2025-08-07"")"
"GUOJIN901","412549196","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-08-08 19:02:56,"4",2025-08-16 07:40:56,"4","7.5","DAKAR",2025-08-08 19:02:56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,210,1960.7125,"SEN",FALSE,"SRFC, IWC, ICCAT, ACAP, NAMMCO",FALSE,0,TRUE,3,FALSE,0,85.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e1978b237-794c-1a7d-171c-6c11f629c154?&start=2025-08-06&end=2025-08-18"")"
"GUOJIN901","412549196","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-08-16 11:01:52,"4",2025-09-11 16:20:21,"4","26.2","DAKAR",2025-08-16 11:01:52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,510,6384.67499999998,"SEN",FALSE,"NAMMCO, ACAP, ICCAT, SRFC, IWC",FALSE,0,TRUE,26,FALSE,0,83.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e1978b237-794c-1a7d-171c-6c11f629c154?&start=2025-08-14&end=2025-09-13"")"
"GUOJIN901","412549196","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-09-13 18:30:25,"4",2025-09-19 22:34:08,"4","6.2","DAKAR",2025-09-13 18:30:25,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,150,1110.80833333333,"SEN",FALSE,"ICCAT, NAMMCO, IWC, SRFC, ACAP",FALSE,0,TRUE,2,FALSE,0,89.3,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e1978b237-794c-1a7d-171c-6c11f629c154?&start=2025-09-11&end=2025-09-21"")"
"GUOJIN901","412549196","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-09-20 02:36:54,"4",2025-09-27 12:27:46,"4","7.4","DAKAR",2025-09-20 02:36:54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,60,2588.09166666667,"SEN",FALSE,"ICCAT, IWC, SRFC, ACAP, NAMMCO",TRUE,2,TRUE,2,FALSE,0,98.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e1978b237-794c-1a7d-171c-6c11f629c154?&start=2025-09-18&end=2025-09-29"")"
"GUOJIN908","412549197","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-06-16 21:12:10,"4",2025-07-02 20:10:56,"4","15.9","DAKAR",2025-06-16 21:12:10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,165,1291.82916666667,"SEN",FALSE,"ICCAT, ACAP, NAMMCO, IWC, SRFC",FALSE,0,TRUE,4,FALSE,0,46.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b1746e808-87ff-d6f5-bd85-255ca80d9d1a?&start=2025-06-14&end=2025-07-04"")"
"GUOJIN908","412549197","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-07-05 16:45:02,"4",2025-07-22 15:40:42,"4","16.9","DAKAR",2025-07-05 16:45:02,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,300,1639.79583333334,"SEN",FALSE,"NAMMCO, ICCAT, ACAP, IWC, SRFC",FALSE,0,TRUE,9,FALSE,0,64,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b1746e808-87ff-d6f5-bd85-255ca80d9d1a?&start=2025-07-03&end=2025-07-24"")"
"GUOJIN908","412549197","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-07-23 10:28:36,"4",2025-08-03 14:59:19,"4","11.2","DAKAR",2025-07-23 10:28:36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,195,2285.98333333334,"SEN",FALSE,"IWC, ICCAT, NAMMCO, SRFC, ACAP",FALSE,0,TRUE,10,FALSE,0,77,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b1746e808-87ff-d6f5-bd85-255ca80d9d1a?&start=2025-07-21&end=2025-08-05"")"
"GUOJIN908","412549197","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-08-06 23:46:51,"4",2025-08-09 22:56:04,"4","3","DAKAR",2025-08-06 23:46:51,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,60,961.825,"SEN",FALSE,"SRFC, ICCAT, NAMMCO, IWC, ACAP",FALSE,0,FALSE,0,FALSE,0,98.6,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b1746e808-87ff-d6f5-bd85-255ca80d9d1a?&start=2025-08-04&end=2025-08-11"")"
"GUOJIN908","412549197","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-08-10 04:43:40,"4",2025-09-06 23:57:19,"4","27.8","DAKAR",2025-08-10 04:43:40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,735,5221.42500000001,"SEN, GMB",FALSE,"SRFC, IWC, ACAP, NAMMCO, ICCAT",FALSE,0,TRUE,32,FALSE,0,72,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b1746e808-87ff-d6f5-bd85-255ca80d9d1a?&start=2025-08-08&end=2025-09-08"")"
"GUOJIN908","412549197","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-09-09 20:01:01,"4",2025-09-10 16:24:39,"4","0.8","DAKAR",2025-09-09 20:01:01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,15,108.066666666667,"SEN",FALSE,"SRFC, NAMMCO, IWC, ICCAT, ACAP",FALSE,0,TRUE,1,FALSE,0,81,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b1746e808-87ff-d6f5-bd85-255ca80d9d1a?&start=2025-09-07&end=2025-09-12"")"
