"vessel_name","MMSI","Flag","AIS_Flag","imo","vessel_class_cat","vessel_class_confidence","vessel_class","vessel_type","previous_port_country","previous_port","trip_start","trip_start_confidence","trip_end","trip_end_confidence","trip_duration_days","end_port","prev_visit_timestamp","at_dock","abj_lagoon","abj_vridi","abj_cargo","abj_fishing","abj_offshore","fishing","fishing_hours","fishing_eez","fishing_hs","fishing_rfmos","encounter","num_encounters","loitering","num_loitering","AISdisabling","num_AISdisabling","percent_ais_voyage","vv_url"
"LIBRA","277327000","LTU","LTU","9009683","carrier","high","carrier","carrier","NAM","WALVIS BAY",2025-07-25 16:18:04,4,2025-08-01 07:14:58,4,6.6,"ABIDJAN",2025-06-29 02:59:52,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c4f5dd543-3c32-676f-2e07-f9a8b9b6b35a?&start=2025-07-23&end=2025-08-03"")"
"JC GLORIA","312155000","BLZ","BLZ","8988818","fishing","low","fishing","purse_seines","CIV","ABIDJAN",2025-08-25 11:06:40,4,2025-09-11 02:25:28,3,16.6,"ABIDJAN",2025-08-25 11:06:40,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,0,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,9.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ba4343d28-82b7-2393-0c4d-15ac0c4951fb?&start=2025-08-23&end=2025-09-13"")"
"DICHA UNO","312697000","BLZ","BLZ","8029026","fishing","low","fishing","inconclusive","CIV","ABIDJAN",2025-07-06 10:44:04,4,2025-07-23 09:16:52,4,16.9,"ABIDJAN",2025-07-06 10:44:04,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,1.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2842f60c5-5d09-d79a-ea8d-a65b3a62a81b?&start=2025-07-04&end=2025-07-25"")"
"BAO WIN","312797000","BLZ","BLZ","7360320","fishing","high","fishing","purse_seines","CIV","ABIDJAN",2025-06-05 16:38:37,4,2025-07-01 17:22:50,4,26,"ABIDJAN",2025-06-05 16:38:37,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,NA,NA,NA,FALSE,0,TRUE,2,TRUE,2,16.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b5d3439b6-6d19-5385-9d6b-08a0dfd60fa7?&start=2025-06-03&end=2025-07-03"")"
"BAO WIN","312797000","BLZ","BLZ","7360320","fishing","high","fishing","purse_seines","CIV","ABIDJAN",2025-07-09 15:42:26,4,2025-07-31 06:04:26,4,21.6,"ABIDJAN",2025-07-09 15:42:26,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,20.5291666666667,"CIV",NA,"FCWC, ICCAT, ACAP, IWC, NAMMCO",FALSE,0,FALSE,0,TRUE,1,6.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b5d3439b6-6d19-5385-9d6b-08a0dfd60fa7?&start=2025-07-07&end=2025-08-02"")"
"BAO WIN","312797000","BLZ","BLZ","7360320","fishing","high","fishing","purse_seines","CIV","ABIDJAN",2025-08-07 10:12:32,4,2025-08-24 09:44:53,4,17,"ABIDJAN",2025-08-07 10:12:32,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,248.071666666667,NA,TRUE,"ACAP, IWC, ICCAT",FALSE,0,TRUE,13,TRUE,2,62.3,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b5d3439b6-6d19-5385-9d6b-08a0dfd60fa7?&start=2025-08-05&end=2025-08-26"")"
"JC VICTORIA","312860000","BLZ","BLZ","7641580","fishing","med","fishing","purse_seines","CIV","ABIDJAN",2025-08-17 10:18:21,4,2025-09-02 11:20:32,4,16,"ABIDJAN",2025-08-17 10:18:21,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,6.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9e508de0a-aa7b-0fae-2a32-a0111c773dfe?&start=2025-08-15&end=2025-09-04"")"
"ATLANTIC GLORY","312864000","BLZ","BLZ","8919403","fishing","high","fishing","purse_seines","CIV","ABIDJAN",2025-06-07 12:38:54,4,2025-07-05 14:31:40,4,28,"ABIDJAN",2025-06-07 12:38:54,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,9.6275,"CIV",TRUE,"FCWC, ICCAT, ACAP, NAMMCO, IWC",FALSE,0,FALSE,0,TRUE,1,28.8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f2134364c-c3d5-8ee9-ddd4-5511c0500a50?&start=2025-06-05&end=2025-07-07"")"
"ATLANTIC GLORY","312864000","BLZ","BLZ","8919403","fishing","high","fishing","purse_seines","CIV","ABIDJAN",2025-07-26 11:25:18,4,2025-08-15 07:16:32,4,19.8,"ABIDJAN",2025-07-26 11:25:18,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,NA,NA,NA,FALSE,0,FALSE,0,TRUE,1,16.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f2134364c-c3d5-8ee9-ddd4-5511c0500a50?&start=2025-07-24&end=2025-08-17"")"
"HAILUFENG8","412209610","CHN","CHN",NA,"fishing","med","fishing","trawlers","CIV","ABIDJAN",2025-09-05 01:53:43,4,2025-09-08 01:04:44,4,3,"ABIDJAN",2025-09-05 01:53:43,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,5.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/dc63fa3e1-1043-eabe-bea4-0ac7b71eb8aa?&start=2025-09-03&end=2025-09-10"")"
"HAILUFENG8","412209610","CHN","CHN",NA,"fishing","med","fishing","trawlers","CIV","ABIDJAN",2025-09-01 01:07:05,4,2025-09-04 05:22:56,4,3.2,"ABIDJAN",2025-09-01 01:07:05,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,3.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/dc63fa3e1-1043-eabe-bea4-0ac7b71eb8aa?&start=2025-08-30&end=2025-09-06"")"
"ZUBEROA","224587000","ESP","ESP","8906456","fishing","high","fishing","purse_seines","CIV","ABIDJAN",2025-07-26 07:54:55,4,2025-08-13 05:36:04,4,17.9,"ABIDJAN",2025-07-26 07:54:55,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,3.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/dcefb03af-f441-973d-84c3-df67066f5a56?&start=2025-07-24&end=2025-08-15"")"
"F/V STERENN","226180000","FRA","FRA","9225548","fishing","high","fishing","purse_seines","CIV","ABIDJAN",2025-08-25 15:24:36,4,2025-09-22 12:37:10,4,27.9,"ABIDJAN",2025-08-25 15:24:36,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,NA,NA,NA,FALSE,0,FALSE,0,TRUE,1,8.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ec049fc02-2932-810d-f9b3-293e4eec0799?&start=2025-08-23&end=2025-09-24"")"
"ELEKTRA","257248000","NOR","NOR","9176577","fishing","high","fishing","trawlers","GHA","TEMA",2025-08-29 16:43:39,4,2025-08-31 04:55:30,4,1.5,"ABIDJAN",NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,10.3,"CIV",NA,"ICCAT, NAMMCO, IWC, FCWC, ACAP",FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/6ba1672c0-0f62-e3eb-7d08-1330e3735b3f?&start=2025-08-27&end=2025-09-02"")"
