"vessel_name","MMSI","Flag","AIS_Flag","imo","vessel_class_cat","vessel_class_confidence","vessel_class","vessel_type","previous_port_country","previous_port","trip_start","trip_start_confidence","trip_end","trip_end_confidence","trip_duration_days","end_port","prev_visit_timestamp","at_dock","abj_lagoon","abj_vridi","abj_cargo","abj_fishing","abj_offshore","fishing","fishing_hours","fishing_eez","fishing_hs","fishing_rfmos","encounter","num_encounters","loitering","num_loitering","AISdisabling","num_AISdisabling","percent_ais_voyage","vv_url"
"F/V CAP BOJADOR","228280000","FRA","FRA","8908026","fishing","high","fishing","purse_seines","CIV","ABIDJAN",2025-07-11 08:04:26,4,2025-07-11 12:50:56,4,0.2,"ABIDJAN",2025-07-11 08:04:26,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/cc9dd42b8-8263-d5f5-d479-8027efd525be?&start=2025-07-09&end=2025-07-13"")"
"F/V GUERIDEN","227550000","FRA","FRA","8912998","fishing","high","fishing","purse_seines","CIV","ABIDJAN",2025-07-05 13:40:16,4,2025-08-02 05:40:10,3,27.6,"ABIDJAN",2025-07-05 13:40:16,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,62.1555555555556,"GHA",NA,"FCWC, NAMMCO, ICCAT, IWC, ACAP",FALSE,0,TRUE,2,FALSE,0,8.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1fe43f651-11a3-402d-dfed-efde848e7eee?&start=2025-07-03&end=2025-08-04"")"
"LIBRA","277327000","LTU","LTU","9009683","carrier","high","carrier","carrier","NAM","WALVIS BAY",2025-07-25 16:18:04,4,2025-08-01 07:14:58,4,6.6,"ABIDJAN",2025-06-29 02:59:52,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c4f5dd543-3c32-676f-2e07-f9a8b9b6b35a?&start=2025-07-23&end=2025-08-03"")"
"DICHA UNO","312697000","BLZ","BLZ","8029026","fishing","low","fishing","inconclusive","CIV","ABIDJAN",2025-07-06 10:44:04,4,2025-07-23 09:16:52,4,16.9,"ABIDJAN",2025-07-06 10:44:04,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,NA,NA,NA,FALSE,0,FALSE,0,FALSE,0,1.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2842f60c5-5d09-d79a-ea8d-a65b3a62a81b?&start=2025-07-04&end=2025-07-25"")"
"DICHA UNO","312697000","BLZ","BLZ","8029026","fishing","low","fishing","inconclusive","CIV","ABIDJAN",2025-06-01 09:49:01,4,2025-07-01 11:07:52,4,30,"ABIDJAN",2025-06-01 09:49:01,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,15.3763888888889,"CIV, GHA",NA,"ACAP, NAMMCO, IWC, FCWC, ICCAT",FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2842f60c5-5d09-d79a-ea8d-a65b3a62a81b?&start=2025-05-30&end=2025-07-03"")"
"JC VICTORIA","312860000","BLZ","BLZ","7641580","fishing","med","fishing","purse_seines","CIV","ABIDJAN",2025-06-26 08:00:09,4,2025-07-16 09:30:15,4,20,"ABIDJAN",2025-06-26 08:00:09,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,NA,NA,NA,FALSE,0,FALSE,0,TRUE,1,10.3,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9e508de0a-aa7b-0fae-2a32-a0111c773dfe?&start=2025-06-24&end=2025-07-18"")"
"BAO WIN","312797000","BLZ","BLZ","7360320","fishing","high","fishing","purse_seines","CIV","ABIDJAN",2025-07-09 15:42:26,4,2025-07-31 06:04:26,3,21.6,"ABIDJAN",2025-07-09 15:42:26,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,20.5291666666667,"CIV",NA,"NAMMCO, ACAP, IWC, ICCAT, FCWC",FALSE,0,FALSE,0,TRUE,1,6.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b5d3439b6-6d19-5385-9d6b-08a0dfd60fa7?&start=2025-07-07&end=2025-08-02"")"
"BAO WIN","312797000","BLZ","BLZ","7360320","fishing","high","fishing","purse_seines","CIV","ABIDJAN",2025-06-05 16:38:37,4,2025-07-01 17:22:50,4,26,"ABIDJAN",2025-06-05 16:38:37,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,NA,NA,NA,FALSE,0,TRUE,2,TRUE,2,16.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b5d3439b6-6d19-5385-9d6b-08a0dfd60fa7?&start=2025-06-03&end=2025-07-03"")"
"JC GLORIA","312155000","BLZ","BLZ","8988818","fishing","low","fishing","purse_seines","CIV","ABIDJAN",2025-07-01 10:35:00,4,2025-07-26 06:35:21,4,24.8,"ABIDJAN",2025-07-01 10:35:00,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,NA,NA,NA,FALSE,0,FALSE,0,TRUE,1,14.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ba4343d28-82b7-2393-0c4d-15ac0c4951fb?&start=2025-06-29&end=2025-07-28"")"
"SYDNEY SOFIA","356262000","PAN","PAN","9857030","fishing","high","fishing","purse_seines","CIV","ABIDJAN",2025-06-29 08:17:08,4,2025-07-17 06:00:35,4,17.9,"ABIDJAN",2025-06-29 08:17:08,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,358.631666666667,NA,TRUE,"ACAP, IWC, ICCAT",FALSE,0,TRUE,19,TRUE,1,93.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f2de78309-99b3-6b6a-2926-8af2b3051672?&start=2025-06-27&end=2025-07-19"")"
"HAIZEA BAT","306142000","CUW","BES","9717943","fishing","med","support","fishing","SEN","DAKAR",2025-07-09 16:06:17,4,2025-07-26 18:07:01,4,17.1,"ABIDJAN",2025-05-24 14:55:38,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,143.41,NA,TRUE,"NAMMCO, ACAP, IWC, ICCAT",FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/83524b6ef-fe68-222c-e1cf-d77531c428ab?&start=2025-07-07&end=2025-07-28"")"
"ATLANTIC GLORY","312864000","BLZ","BLZ","8919403","fishing","high","fishing","purse_seines","CIV","ABIDJAN",2025-06-07 12:38:54,4,2025-07-05 14:31:40,4,28,"ABIDJAN",2025-06-07 12:38:54,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,9.6275,"CIV",TRUE,"ACAP, ICCAT, NAMMCO, FCWC, IWC",FALSE,0,FALSE,0,TRUE,1,28.8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f2134364c-c3d5-8ee9-ddd4-5511c0500a50?&start=2025-06-05&end=2025-07-07"")"
"ATLANTIC PRINCE","312867000","BLZ","BLZ","8919415","fishing","high","fishing","purse_seines","CIV","ABIDJAN",2025-06-21 10:58:59,4,2025-08-02 08:10:22,3,41.9,"ABIDJAN",2025-06-21 10:58:59,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,530.804166666667,NA,TRUE,"IWC, ACAP, ICCAT, NAMMCO",FALSE,0,TRUE,29,TRUE,1,75,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a8fa13d03-3876-ae64-a357-4823082c2984?&start=2025-06-19&end=2025-08-04"")"
