s2id,iso3,label,sublabel,lat,lon,dock,distance_from_shore_m
102354ef,BEN,COTONOU,COTONOU,6.3471307851927987,2.4321059513442371,true,0
102354f1,BEN,COTONOU,COTONOU,6.34747236885451,2.4275531141237559,true,0
102354f7,BEN,COTONOU,COTONOU,6.346991071691277,2.4225747888530673,true,0
10235459,BEN,COTONOU,COTONOU,6.3464337959768438,2.4199073699985663,true,0
103cac7d,BEN,COTONOU,COTONOU,6.3080018679691428,2.5028428432153427,false,5000
103cac99,BEN,COTONOU,COTONOU,6.3089324566874927,2.482741890535678,false,5000
103cac63,BEN,COTONOU,COTONOU,6.30278636093014,2.5026081549249084,false,6000
103cacf7,BEN,COTONOU,COTONOU,6.2869951729313662,2.4975583639388272,false,7000
103cacf1,BEN,COTONOU,COTONOU,6.2877426913931309,2.4922336474186371,false,7000
103cacc1,BEN,COTONOU,COTONOU,6.2934140559211835,2.4777861841903204,false,7000
103cac43,BEN,COTONOU,COTONOU,6.2923396653174279,2.5123709544182606,false,7000
103cac59,BEN,COTONOU,COTONOU,6.2872428407938736,2.5028573047667546,false,7000
103cac41,BEN,COTONOU,COTONOU,6.292716111937203,2.5173362105313823,false,7000
103cac5f,BEN,COTONOU,COTONOU,6.2929168154235242,2.5027387066638669,false,7000
103cac45,BEN,COTONOU,COTONOU,6.2875423555364769,2.5119394058893718,false,7000
103cac5b,BEN,COTONOU,COTONOU,6.2877356244241538,2.5078766926626761,false,7000
103cac3f,BEN,COTONOU,COTONOU,6.2920913536933263,2.5221219312633165,false,7000
103cac4d,BEN,COTONOU,COTONOU,6.2767068548870659,2.5122895913243268,false,8000
103cac57,BEN,COTONOU,COTONOU,6.28231315734898,2.5023555951534018,false,8000
103cac53,BEN,COTONOU,COTONOU,6.2764224931499335,2.5068385630337313,false,8000
103cace3,BEN,COTONOU,COTONOU,6.2767222887142,2.487459640040445,false,8000
103cacf9,BEN,COTONOU,COTONOU,6.282579202627228,2.4971918280085665,false,8000
103cac27,BEN,COTONOU,COTONOU,6.2869481396047782,2.5372206360743479,false,8000
103cac4f,BEN,COTONOU,COTONOU,6.2821476653758888,2.5120243233128905,false,8000
103cac51,BEN,COTONOU,COTONOU,6.28232952984767,2.50709730866942,false,8000
103cac55,BEN,COTONOU,COTONOU,6.276808601224241,2.5027507807960485,false,8000
103cada9,BEN,COTONOU,COTONOU,6.2662863344967308,2.5026698501622384,false,9000
103cac35,BEN,COTONOU,COTONOU,6.2768756091591538,2.5220193747571735,false,9000
103cac37,BEN,COTONOU,COTONOU,6.2816029075393383,2.522509564126068,false,9000
103cac2f,BEN,COTONOU,COTONOU,6.2820157958159291,2.53238517066311,false,9000
103cac33,BEN,COTONOU,COTONOU,6.2768209597053577,2.5268625517822332,false,9000
103cadab,BEN,COTONOU,COTONOU,6.2714078532857389,2.5021518508340783,false,9000
103cac49,BEN,COTONOU,COTONOU,6.2816735828605612,2.5170414807782411,false,9000
103cac31,BEN,COTONOU,COTONOU,6.28254538492193,2.5275017913288749,false,9000
103cadaf,BEN,COTONOU,COTONOU,6.2661885697540685,2.5073697912815236,false,10000
103cadb5,BEN,COTONOU,COTONOU,6.2712349494735182,2.5175884468316978,false,10000
103cadd3,BEN,COTONOU,COTONOU,6.271947064763,2.53235381352459,false,10000
103cadcb,BEN,COTONOU,COTONOU,6.2714188096092114,2.5220750483566268,false,10000
103cadb3,BEN,COTONOU,COTONOU,6.2715009806579269,2.5126487881846353,false,10000
103cadcf,BEN,COTONOU,COTONOU,6.266473669570229,2.5278939212710267,false,10000
103cadb7,BEN,COTONOU,COTONOU,6.2664868729821661,2.5169088245871021,false,10000
103cadd5,BEN,COTONOU,COTONOU,6.2714600551207136,2.5372493888461372,false,10000
103cadad,BEN,COTONOU,COTONOU,6.2713647057821049,2.5075808880592305,false,10000
103cae7f,BEN,COTONOU,COTONOU,6.270993932807,2.5420986782420529,false,10000
103cadcd,BEN,COTONOU,COTONOU,6.2714347263588763,2.5269185535892813,false,10000
103cadb1,BEN,COTONOU,COTONOU,6.265804791033152,2.5120480598817565,false,10000
103cadbf,BEN,COTONOU,COTONOU,6.2556704566062757,2.5175959109135215,false,11000
103cadc7,BEN,COTONOU,COTONOU,6.2601995459027355,2.5224330275063522,false,11000
103cadc1,BEN,COTONOU,COTONOU,6.2552686861764748,2.5224856348639797,false,11000
103cada1,BEN,COTONOU,COTONOU,6.2556238251100407,2.5025631787635176,false,11000
103cada7,BEN,COTONOU,COTONOU,6.2608119330899745,2.5020418108420239,false,11000
103caddd,BEN,COTONOU,COTONOU,6.255611272132743,2.5323604719972623,false,11000
103cadbb,BEN,COTONOU,COTONOU,6.260385367560354,2.5122807077371241,false,11000
103cada3,BEN,COTONOU,COTONOU,6.25573026097005,2.5076936077787111,false,11000
103cada5,BEN,COTONOU,COTONOU,6.2607136816638658,2.5076246062304239,false,11000
103caddb,BEN,COTONOU,COTONOU,6.2613475228188857,2.531737101015294,false,11000
103cadbd,BEN,COTONOU,COTONOU,6.2557710087700906,2.5121557426941443,false,11000
103cad95,BEN,COTONOU,COTONOU,6.2503441621398,2.5168024685892592,false,12000
103cad9b,BEN,COTONOU,COTONOU,6.24503662166343,2.5080332154839753,false,12000
103cad93,BEN,COTONOU,COTONOU,6.2455316327339121,2.5169987730395311,false,12000
103cad91,BEN,COTONOU,COTONOU,6.2452842861411026,2.5123085627872488,false,12000
103cad97,BEN,COTONOU,COTONOU,6.2508990561940809,2.5121514140812113,false,12000
103cadfb,BEN,COTONOU,COTONOU,6.2400143730336053,2.5321500180243377,false,13000
103cade5,BEN,COTONOU,COTONOU,6.2447461219229856,2.5324548733222239,false,13000
