s2id,iso3,label,sublabel,lat,lon,dock,distance_from_shore_m
226b1c83,MDG,DIEGO SUAREZ,ANTISRANANA,-12.268681617941697,49.288026937062547,true,0
226b1b81,MDG,DIEGO SUAREZ,ANTISRANANA,-12.277186953569526,49.283722219315564,true,0
21d1a4bd,MDG,MDG-10,EHOALA,-25.065424119710777,46.96499976340202,true,0
22157e17,MDG,MDG-12,IHARANA,-13.353508911634069,50.006319740777471,true,0
21f501bd,MDG,TOAMASINA,TOAMASINA,-18.153722980445288,49.424436349126651,true,0
21f501a3,MDG,TOAMASINA,TOAMASINA,-18.151146853772229,49.424496845793669,true,0
21f501bf,MDG,TOAMASINA,TOAMASINA,-18.157598019042709,49.423783435518992,true,0
2203fb31,MDG,MAJUNGA,MAHAJANGA,-15.727329523273189,46.311567521868312,true,1000
2213c701,MDG,MDG-3,ANDOANY,-13.407049929945172,48.280651955825888,true,1000
2213c6fd,MDG,MDG-3,ANDOANY,-13.41526294432194,48.286274471722315,false,1000
2213c6ff,MDG,MDG-3,ANDOANY,-13.414415862235373,48.282376949659927,false,1000
2213c707,MDG,MDG-3,ANDOANY,-13.406322673262411,48.27981076339789,true,1000
2213c705,MDG,MDG-3,ANDOANY,-13.40679670514942,48.284612003017926,true,1000
2213c703,MDG,MDG-3,ANDOANY,-13.409538607148317,48.284615487573923,true,1000
22122eab,MDG,MDG-5,MADAGASCAR,-13.536251044387297,47.9986484694858,true,1000
21f50131,MDG,TOAMASINA,TAMATAVE,-18.109103392794637,49.419226957490828,false,1000
21f50139,MDG,TOAMASINA,TAMATAVE,-18.114769725729051,49.422779426061112,false,1000
21f50135,MDG,TOAMASINA,TAMATAVE,-18.105149855613057,49.423496647928452,false,1000
21f5013d,MDG,TOAMASINA,TOAMASINA,-18.118761590721036,49.419605161710621,false,1000
21f50137,MDG,TOAMASINA,TAMATAVE,-18.110216332753584,49.423431073614282,false,1000
21f5013b,MDG,TOAMASINA,TAMATAVE,-18.113783696543468,49.419303795806137,false,1000
2203e4b1,MDG,MAJUNGA,MAHAJANGA,-15.734774872052256,46.298222008081765,false,2000
2203e4b3,MDG,MAJUNGA,MAHAJANGA,-15.732089589437718,46.297760434770908,false,2000
21d1a4bb,MDG,MDG-10,PORTL EHOALA,-25.0652100078993,46.96614524156098,true,2000
2213c8f5,MDG,MDG-6,AO,-13.400114052258839,48.217426490763955,true,2000
2213c88b,MDG,MDG-6,NOSYBE,-13.400309363531417,48.220330610048116,true,2000
21f50133,MDG,TOAMASINA,TAMATAVE,-18.104828469741015,49.419389155860152,false,2000
21f50199,MDG,TOAMASINA,TOAMASINA,-18.1513045622488,49.42737386406035,true,2000
21f50197,MDG,TOAMASINA,TOAMASINA,-18.152970056373061,49.426627649415416,true,2000
21f506cb,MDG,TOAMASINA,TAMATAVE,-18.100513053093252,49.423576624166131,false,2000
21f506c7,MDG,TOAMASINA,TOAMASINA,-18.090582574574341,49.423536357827871,false,2000
21f506c5,MDG,TOAMASINA,TAMATAVE,-18.089403841388354,49.419129384926784,false,2000
21f506cd,MDG,TOAMASINA,TAMATAVE,-18.0999827721531,49.4191303048158,false,2000
21f506c3,MDG,TOAMASINA,TAMATAVE,-18.085756658720385,49.419368065545719,false,2000
21f506c1,MDG,TOAMASINA,TOAMASINA,-18.086410633252012,49.423516878408861,false,2000
21f506c9,MDG,TOAMASINA,TAMATAVE,-18.096100918104419,49.423579283184,false,2000
1f647d1b,MDG,TULEAR,TOLIARA,-23.377646169175765,43.663880501844531,true,2000
1f647d11,MDG,TULEAR,TOLIARA,-23.378528188441035,43.66422415783633,true,2000
21f506b7,MDG,TOAMASINA,TAMATAVE,-18.096690240401294,49.428401781722954,false,3000
