s2id,iso3,label,sublabel,lat,lon,dock,distance_from_shore_m
102077fb,GHA,TEMA,TEMA OFFSHORE,5.5537002680910614,0.0074930621288012162,false,8000.0
10207997,GHA,TEMA,TEMA,5.5907926247027815,0.05805433270074483,false,8000.0
102077ef,GHA,TEMA,TEMA OFFSHORE,5.5487756046378491,0.011676883793235506,false,8000.0
102079bf,GHA,TEMA,TEMA OFFSHORE,5.5848869230158273,0.053644093681356038,false,8000.0
102079dd,GHA,TEMA,TEMA OFFSHORE,5.5697165523724115,0.05356263785475824,false,8000.0
102079cd,GHA,TEMA,TEMA OFFSHORE,5.5745774643334984,0.039603018774429205,false,8000.0
10207821,GHA,TEMA,TEMA OFFSHORE,5.5639096230892235,0.021137769011516764,false,8000.0
102079d3,GHA,TEMA,TEMA OFFSHORE,5.56984768411058,0.039793309801667884,false,8000.0
102079c5,GHA,TEMA,TEMA OFFSHORE,5.5745896046331875,0.048790508408613008,false,8000.0
10207827,GHA,TEMA,TEMA OFFSHORE,5.5645022640197368,0.02577117412825591,false,8000.0
102079eb,GHA,TEMA,TEMA OFFSHORE,5.5803666242471195,0.0581445224416028,false,8000.0
1020778b,GHA,TEMA,TEMA OFFSHORE,5.559054710741246,0.021584448449613328,false,8000.0
102079db,GHA,TEMA,TEMA OFFSHORE,5.5694259584528583,0.048848426663571462,false,8000.0
102077e5,GHA,TEMA,TEMA OFFSHORE,5.5486294005014791,0.0067804876795636614,false,8000.0
102077f5,GHA,TEMA,TEMA OFFSHORE,5.5589786936334153,0.016445918841642006,false,8000.0
10207829,GHA,TEMA,TEMA OFFSHORE,5.5643218160550356,0.030140693793032202,false,8000.0
10207991,GHA,TEMA,TEMA OFFSHORE,5.5901801476591988,0.0627558378646739,false,8000.0
1020781f,GHA,TEMA,TEMA OFFSHORE,5.5644355003870727,0.01659073979118323,false,8000.0
102079c7,GHA,TEMA,TEMA OFFSHORE,5.5800545119077833,0.048950068572890575,false,8000.0
102079d1,GHA,TEMA,TEMA OFFSHORE,5.5700869666958717,0.04417131901721888,false,8000.0
10207789,GHA,TEMA,TEMA OFFSHORE,5.5591684388512785,0.025462189463067997,false,8000.0
10207995,GHA,TEMA,TEMA OFFSHORE,5.5849473424972711,0.058402125392184048,false,8000.0
10207781,GHA,TEMA,TEMA OFFSHORE,5.5591082024379679,0.034773312162162485,false,8000.0
10207993,GHA,TEMA,TEMA OFFSHORE,5.585665150680744,0.062500226218080143,false,8000.0
102077e3,GHA,TEMA,TEMA OFFSHORE,5.54900490726999,0.0026502052924805256,false,8000.0
102079c1,GHA,TEMA,TEMA OFFSHORE,5.5801764532401243,0.053722480095652059,false,8000.0
0fe76fdf,GHA,SEKONDI-TAKORADI,SEKONDI-TAKORADI OFFSHORE,4.8680497353341341,-1.6740207284009234,false,9000.0
0fe76fe1,GHA,SEKONDI-TAKORADI,SEKONDI-TAKORADI OFFSHORE,4.8731329406152906,-1.6740413636905147,false,9000.0
0fe76fdd,GHA,SEKONDI-TAKORADI,SEKONDI-TAKORADI,4.8684148894210724,-1.6690262966041984,false,9000.0
1020779b,GHA,TEMA,TEMA OFFSHORE,5.54895513492396,0.030452002858491665,false,9000.0
102077e1,GHA,TEMA,TEMA OFFSHORE,5.543729933766639,0.0023374803079710587,false,9000.0
102077c3,GHA,TEMA,TEMA OFFSHORE,5.5382929173654638,0.011121607570072646,false,9000.0
102079d5,GHA,TEMA,TEMA OFFSHORE,5.5646311305684968,0.03973559612450836,false,9000.0
102077f3,GHA,TEMA,TEMA OFFSHORE,5.5538034864479,0.01653138898613514,false,9000.0
10207785,GHA,TEMA,TEMA OFFSHORE,5.5539887502106087,0.03030959709571035,false,9000.0
102079e9,GHA,TEMA,TEMA OFFSHORE,5.5744808636265395,0.05826081688422842,false,9000.0
102079d7,GHA,TEMA,TEMA OFFSHORE,5.5644834686916171,0.044083719520759637,false,9000.0
102079f3,GHA,TEMA,TEMA OFFSHORE,5.5796965556676845,0.0676436491356013,false,9000.0
1020777d,GHA,TEMA,TEMA OFFSHORE,5.55916440142479,0.044406964246904629,false,9000.0
1020782b,GHA,TEMA,TEMA OFFSHORE,5.5643036553567651,0.035028164332590331,false,9000.0
10207791,GHA,TEMA,TEMA OFFSHORE,5.5490004803896129,0.025757988466605122,false,9000.0
102077ed,GHA,TEMA,TEMA OFFSHORE,5.5488605274739484,0.016373022857740404,false,9000.0
102079e7,GHA,TEMA,TEMA OFFSHORE,5.5693134880567436,0.058089278561467374,false,9000.0
102079e5,GHA,TEMA,TEMA OFFSHORE,5.5699584320581792,0.063197735980868891,false,9000.0
102077e7,GHA,TEMA,TEMA OFFSHORE,5.5436148389301723,0.0073866765272384014,false,9000.0
102079df,GHA,TEMA,TEMA OFFSHORE,5.5642913207138891,0.053765734367541479,false,9000.0
102079ef,GHA,TEMA,TEMA OFFSHORE,5.5747526948819264,0.062618580799459769,false,9000.0
102079d9,GHA,TEMA,TEMA OFFSHORE,5.5644369332863226,0.049215059100272338,false,9000.0
1020777f,GHA,TEMA,TEMA OFFSHORE,5.5594536254778228,0.03971423834485429,false,9000.0
1020778f,GHA,TEMA,TEMA OFFSHORE,5.553854690400124,0.025477473194002308,false,9000.0
10207793,GHA,TEMA,TEMA OFFSHORE,5.5487734664897017,0.021083757163793976,false,9000.0
1020778d,GHA,TEMA,TEMA OFFSHORE,5.5539229668427241,0.021023910411823745,false,9000.0
102077e9,GHA,TEMA,TEMA OFFSHORE,5.5431200463217376,0.011564568723532209,false,9000.0
10207763,GHA,TEMA,TEMA OFFSHORE,5.5597046442497167,0.048875750779748935,false,9000.0
10207761,GHA,TEMA,TEMA OFFSHORE,5.5590793561405194,0.053699473081510816,false,9000.0
102077a1,GHA,TEMA,TEMA OFFSHORE,5.5380525728613659,0.034798845324918476,false,10000.0
1020776f,GHA,TEMA,TEMA OFFSHORE,5.5482725854180162,0.049400387289490345,false,10000.0
10207759,GHA,TEMA,TEMA OFFSHORE,5.5591734296437583,0.063301910548096127,false,10000.0
10207765,GHA,TEMA,TEMA OFFSHORE,5.5543909797205933,0.048926061372983227,false,10000.0
102077a3,GHA,TEMA,TEMA OFFSHORE,5.5375553605199483,0.030390582599671732,false,10000.0
102077eb,GHA,TEMA,TEMA OFFSHORE,5.5433197846870348,0.016644486698348841,false,10000.0
1020779d,GHA,TEMA,TEMA OFFSHORE,5.5484781414269335,0.035177631355756751,false,10000.0
102079f1,GHA,TEMA,TEMA OFFSHORE,5.5744491684355628,0.067471705963316322,false,10000.0
102079e3,GHA,TEMA,TEMA OFFSHORE,5.5640544955315114,0.063164293111944825,false,10000.0
10207771,GHA,TEMA,TEMA OFFSHORE,5.5480201810100391,0.044584732814768643,false,10000.0
102077bd,GHA,TEMA,TEMA OFFSHORE,5.53836087347709,0.025188891381417156,false,10000.0
10207795,GHA,TEMA,TEMA OFFSHORE,5.5438678320534205,0.021274711711486514,false,10000.0
10207777,GHA,TEMA,TEMA OFFSHORE,5.5485868445714441,0.039368030137261249,false,10000.0
102079fb,GHA,TEMA,TEMA OFFSHORE,5.5699115320580415,0.067426664038377229,false,10000.0
102079e1,GHA,TEMA,TEMA OFFSHORE,5.56448443543885,0.058556952001431455,false,10000.0
10207799,GHA,TEMA,TEMA OFFSHORE,5.5438506462222747,0.030335460638945638,false,10000.0
1020777b,GHA,TEMA,TEMA OFFSHORE,5.5536498523801905,0.044438368515608818,false,10000.0
10207783,GHA,TEMA,TEMA OFFSHORE,5.5536293348180044,0.035043901176878417,false,10000.0
10207779,GHA,TEMA,TEMA OFFSHORE,5.5544870540576667,0.039502662564593664,false,10000.0
10207769,GHA,TEMA,TEMA OFFSHORE,5.5484495323550291,0.053392503849987193,false,10000.0
10207767,GHA,TEMA,TEMA OFFSHORE,5.5547364376335295,0.054138426113452057,false,10000.0
1020775f,GHA,TEMA,TEMA OFFSHORE,5.5596155381028121,0.058330451239008908,false,10000.0
102079f9,GHA,TEMA,TEMA OFFSHORE,5.5696989119038927,0.072247004434757761,false,10000.0
10207797,GHA,TEMA,TEMA OFFSHORE,5.5436151798704572,0.025776412058436733,false,10000.0
10207715,GHA,TEMA,TEMA,5.5380165225309694,0.053399396599641789,false,11000.0
102079fd,GHA,TEMA,TEMA OFFSHORE,5.5644505994094038,0.06696528994756866,false,11000.0
102070ab,GHA,TEMA,TEMA OFFSHORE,5.5590319954490717,0.076337157511175091,false,11000.0
102077a5,GHA,TEMA,TEMA OFFSHORE,5.5334881017996773,0.030311506298418268,false,11000.0
1020776d,GHA,TEMA,TEMA OFFSHORE,5.543668104557236,0.0489419440947452,false,11000.0
10207713,GHA,TEMA,TEMA OFFSHORE,5.5379561039327108,0.049528982035460925,false,11000.0
10207757,GHA,TEMA,TEMA OFFSHORE,5.5594312365807017,0.06773627514289518,false,11000.0
1020779f,GHA,TEMA,TEMA OFFSHORE,5.5431958651547451,0.03537767856754534,false,11000.0
102079ff,GHA,TEMA,TEMA OFFSHORE,5.5642087428772955,0.072191120260518937,false,11000.0
1020770b,GHA,TEMA,TEMA OFFSHORE,5.537501579184994,0.039660767215376619,false,11000.0
1020775d,GHA,TEMA,TEMA OFFSHORE,5.55317024417447,0.0584911302199958,false,11000.0
10207755,GHA,TEMA,TEMA OFFSHORE,5.5588674723749554,0.072665492465287737,false,11000.0
10207745,GHA,TEMA,TEMA OFFSHORE,5.5485420525946347,0.063091763942189488,false,11000.0
10207773,GHA,TEMA,TEMA OFFSHORE,5.5429359026001706,0.044109722509206577,false,11000.0
10207775,GHA,TEMA,TEMA OFFSHORE,5.5433906669836652,0.040415027746545477,false,11000.0
1020775b,GHA,TEMA,TEMA OFFSHORE,5.5539430587479615,0.0632126134140769,false,11000.0
1020776b,GHA,TEMA,TEMA,5.5431504828095557,0.053613328019984682,false,11000.0
10207743,GHA,TEMA,TEMA OFFSHORE,5.548951973791902,0.0584638783673179,false,11000.0
1020774f,GHA,TEMA,TEMA OFFSHORE,5.5486616233837145,0.06748178134561339,false,12000.0
10207747,GHA,TEMA,TEMA OFFSHORE,5.5431128747891609,0.063147830414176626,false,12000.0
10207749,GHA,TEMA,TEMA OFFSHORE,5.5434833698283077,0.067115093825047226,false,12000.0
10207753,GHA,TEMA,TEMA OFFSHORE,5.5540585933825826,0.072038673312859777,false,12000.0
0fe844f7,GHA,JUBILEE FIELD,JUBILEE,4.5954458486020791,-2.8843673955124411,false,48000.0
0fe84459,GHA,JUBILEE FIELD,JUBILEE,4.5999739659867762,-2.8854734152204666,false,48000.0
0fe84457,GHA,JUBILEE FIELD,JUBILEE FIELD,4.599477245807952,-2.8903715840911506,false,48000.0
0fe844cd,GHA,JUBILEE FIELD,JUBILEE FIELD,4.5595316888876258,-2.8834682752876257,false,53000.0
0fe87c09,GHA,GHA-20,GHANA,4.4727612591971662,-2.5511014265236369,false,54000.0
0fe9b2f9,GHA,GHA-19,GHANA,4.5889749227143168,-3.1365448941190492,false,55000.0
0fe85aaf,GHA,JUBILEE FIELD,JUBILEE FIELD,4.5497345421503921,-2.9285395945877775,false,55000.0
0fe85001,GHA,JUBILEE FIELD,JUBILEE FIELD,4.554962178304681,-2.9389844706938311,false,55000.0
0fe9accf,GHA,TEN FIELD,TEN FIELD,4.5009051592852583,-3.1064918209730652,false,64000.0
