"vessel_name","MMSI","Flag","AIS_Flag","imo","vessel_class_cat","vessel_class_confidence","vessel_class","vessel_type","previous_port_country","previous_port","trip_start","trip_start_confidence","trip_end","trip_end_confidence","trip_duration_days","end_port","prev_visit_timestamp","at_dock","abj_lagoon","abj_vridi","abj_cargo","abj_fishing","abj_offshore","fishing","fishing_hours","fishing_eez","fishing_hs","fishing_rfmos","encounter","num_encounters","loitering","num_loitering","AISdisabling","num_AISdisabling","percent_ais_voyage","vv_url"
"COOL GIRL","354294000","PAN","PAN","9194921","carrier","low","carrier","carrier","CHL","CORONEL",2025-04-17 11:29:21,"4",2025-05-07 07:57:29,"4","19.8","ABIDJAN",2025-02-22 02:12:18,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,NA,FALSE,NA,TRUE,0,TRUE,0,FALSE,0,98.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ad9a86c7c-cdba-b3c9-c490-ef49adf8c407?&start=2025-04-15&end=2025-05-09"")"
"MARTA REEFER","355295000","PAN","PAN","9174701","carrier","high","carrier","carrier","COD","BOMA",2025-05-22 08:24:16,"4",2025-05-26 08:25:51,"4","4","ABIDJAN",2025-02-24 21:40:49,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0,NA,FALSE,NA,TRUE,0,TRUE,0,FALSE,0,97.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/bcb7b9666-6e7b-c035-a144-c0c6a909f2a3?&start=2025-05-20&end=2025-05-28"")"
"MONTELAURA","355855000","PAN","PAN","7625500","carrier","high","carrier","carrier","ESP","LAS PALMAS",2025-05-27 15:03:52,"4",2025-06-05 05:50:46,"4","8.6","ABIDJAN",2025-04-27 15:10:51,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,NA,FALSE,NA,TRUE,0,TRUE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/115b89b37-784e-18ae-2885-d92d06a99119?&start=2025-05-25&end=2025-06-07"")"
"MONTELAURA","355855000","PAN","PAN","7625500","carrier","high","carrier","carrier","ESP","ESP-269",2025-04-01 14:25:40,"4",2025-04-15 06:34:41,"4","13.7","ABIDJAN",2025-03-03 14:20:55,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,NA,FALSE,NA,TRUE,0,TRUE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/115b89b37-784e-18ae-2885-d92d06a99119?&start=2025-03-30&end=2025-04-17"")"
"VOLTA GLORY","627047000","GHA","GHA","8323604","carrier","high","carrier","carrier","GHA","TEMA",2025-06-25 16:36:10,"4",2025-06-26 17:15:57,"4","1","ABIDJAN",2025-03-05 15:21:46,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,NA,FALSE,NA,TRUE,0,TRUE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/321c72ecf-fb14-deda-49a2-2451e9e35a47?&start=2025-06-23&end=2025-06-28"")"
"ZUBEROA","224587000","ESP","ESP","8906456","fishing","med","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-04-01 08:18:54,"4",2025-04-01 13:33:20,"4","0.2","ABIDJAN",2025-04-01 08:18:54,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,NA,FALSE,NA,TRUE,0,TRUE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/dcefb03af-f441-973d-84c3-df67066f5a56?&start=2025-03-30&end=2025-04-03"")"
"F/V ALBACORA QUINCE","224727000","ESP","ESP","8206296","fishing","med","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-05-07 17:51:28,"4",2025-06-13 18:25:37,"4","37","ABIDJAN",2025-05-07 17:51:28,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,97.3708333333333,"CIV",FALSE,"IWC, ACAP, FCWC, NAMMCO, ICCAT",TRUE,0,TRUE,2,FALSE,0,4.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/83487d338-8fba-2645-7342-563c4cb5611f?&start=2025-05-05&end=2025-06-15"")"
"F/V ALBACORA QUINCE","224727000","ESP","ESP","8206296","fishing","med","fishing","tuna_purse_seines","SEN","DAKAR",2025-04-03 11:25:22,"4",2025-05-04 05:42:29,"4","30.8","ABIDJAN",2025-02-19 16:04:05,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,NA,FALSE,NA,TRUE,0,TRUE,1,FALSE,0,3.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/83487d338-8fba-2645-7342-563c4cb5611f?&start=2025-04-01&end=2025-05-06"")"
"MONTERAIOLA","224742000","ESP","ESP","9882009","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-03-03 07:30:03,"4",2025-04-22 06:06:50,"4","49.9","ABIDJAN",2025-03-03 07:30:03,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1171.30694444444,"GNB, SLE, CIV, GIN",TRUE,"IWC, ACAP, NAMMCO, ICCAT, SRFC, FCWC",TRUE,0,TRUE,28,TRUE,19,50.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c44bf0cee-e97e-f9c4-3c32-97d90554b144?&start=2025-03-01&end=2025-04-24"")"
"MONTERAIOLA","224742000","ESP","ESP","9882009","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-05-21 08:20:53,"4",2025-06-17 18:00:55,"4","27.4","ABIDJAN",2025-05-21 08:20:53,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,243.039722222222,"CIV, AGO, GAB",TRUE,"ACAP, ICCAT, COREP, NAMMCO, IWC, FCWC",TRUE,0,TRUE,15,FALSE,0,46.3,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c44bf0cee-e97e-f9c4-3c32-97d90554b144?&start=2025-05-19&end=2025-06-19"")"
"F/V STERENN","226180000","FRA","FRA","9225548","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-02-22 15:05:39,"4",2025-04-14 18:00:10,"4","51.1","ABIDJAN",2025-02-22 15:05:39,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1639.92861111111,"SLE, GIN, CIV",TRUE,"ICCAT, SRFC, ACAP, NAMMCO, FCWC, IWC",TRUE,0,TRUE,42,TRUE,2,97,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ec049fc02-2932-810d-f9b3-293e4eec0799?&start=2025-02-20&end=2025-04-16"")"
"F/V STERENN","226180000","FRA","FRA","9225548","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-04-19 20:42:24,"4",2025-06-10 14:44:57,"4","51.8","ABIDJAN",2025-04-19 20:42:24,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,316.954444444444,"CIV, GIN",TRUE,"NAMMCO, ACAP, ICCAT, FCWC, SRFC, IWC",TRUE,2,TRUE,9,TRUE,2,47.6,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ec049fc02-2932-810d-f9b3-293e4eec0799?&start=2025-04-17&end=2025-06-12"")"
"F/V STERENN","226180000","FRA","FRA","9225548","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-06-15 13:14:58,"4",2025-06-18 14:15:15,"4","3","ABIDJAN",2025-06-15 13:14:58,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,NA,FALSE,NA,TRUE,0,TRUE,0,FALSE,0,16.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ec049fc02-2932-810d-f9b3-293e4eec0799?&start=2025-06-13&end=2025-06-20"")"
"F/V GUEOTEC","227549000","FRA","FRA","8912986","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-03-02 16:00:16,"4",2025-04-21 19:05:53,"4","50.1","ABIDJAN",2025-03-02 16:00:16,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,534.590277777778,"SLE, CIV, GIN",FALSE,"NAMMCO, FCWC, ICCAT, SRFC, IWC, ACAP",TRUE,0,TRUE,12,TRUE,9,30.8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/96e442d84-489f-962f-588a-33e367aa0330?&start=2025-02-28&end=2025-04-23"")"
"F/V GUEOTEC","227549000","FRA","FRA","8912986","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-04-29 20:07:32,"4",2025-06-14 05:00:44,"4","45.3","ABIDJAN",2025-04-29 20:07:32,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,52.9236111111111,"CIV",FALSE,"ICCAT, IWC, NAMMCO, FCWC, ACAP",TRUE,1,TRUE,2,TRUE,2,14.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/96e442d84-489f-962f-588a-33e367aa0330?&start=2025-04-27&end=2025-06-16"")"
"F/V GUERIDEN","227550000","FRA","FRA","8912998","fishing","high","fishing","tuna_purse_seines","SEN","DAKAR",2025-04-09 14:55:04,"4",2025-05-05 07:38:22,"4","25.7","ABIDJAN",2025-01-04 21:33:50,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,144.354166666667,"GIN, CIV",FALSE,"FCWC, ACAP, ICCAT, IWC, SRFC, NAMMCO",TRUE,1,TRUE,3,TRUE,2,22.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1fe43f651-11a3-402d-dfed-efde848e7eee?&start=2025-04-07&end=2025-05-07"")"
"F/V GUERIDEN","227550000","FRA","FRA","8912998","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-05-22 15:59:51,"4",2025-06-28 16:54:24,"4","37","ABIDJAN",2025-05-22 15:59:51,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,27.0472222222222,"CIV",FALSE,"ACAP, ICCAT, FCWC, IWC, NAMMCO",TRUE,0,TRUE,0,TRUE,1,4.3,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1fe43f651-11a3-402d-dfed-efde848e7eee?&start=2025-05-20&end=2025-06-30"")"
"F/V CAP BOJADOR","228280000","FRA","FRA","8908026","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-03-29 17:47:50,"4",2025-05-19 15:05:20,"4","50.9","ABIDJAN",2025-03-29 17:47:50,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,124.497777777778,"CIV",TRUE,"FCWC, ICCAT, ACAP, NAMMCO, IWC",TRUE,0,TRUE,1,TRUE,1,8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/cc9dd42b8-8263-d5f5-d479-8027efd525be?&start=2025-03-27&end=2025-05-21"")"
"HAIZEA BAT","306142000","CUW","BES","9717943","fishing","med","support","purse_seine_support","CIV","ABIDJAN",2025-03-08 12:41:05,"4",2025-05-20 11:33:13,"4","72.9","ABIDJAN",2025-03-08 12:41:05,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2220.19722222222,"SLE, GIN, LBR",TRUE,"ICCAT, ACAP, SRFC, NAMMCO, IWC, FCWC",TRUE,0,TRUE,47,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/83524b6ef-fe68-222c-e1cf-d77531c428ab?&start=2025-03-06&end=2025-05-22"")"
"ARTIKE","306881000","CUW","BES","9808120","fishing","low","fishing","fishing","CIV","ABIDJAN",2025-03-08 08:02:51,"4",2025-04-25 06:15:54,"4","47.9","ABIDJAN",2025-03-08 08:02:51,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,417.031944444445,"SEN, LBR, SLE",FALSE,"ACAP, SRFC, NAMMCO, FCWC, ICCAT, IWC",TRUE,0,TRUE,12,TRUE,3,56.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e00d865a1-148f-fb0e-8283-dc436a245c07?&start=2025-03-06&end=2025-04-27"")"
"DICHA UNO","312697000","BLZ","BLZ","8029026","fishing","low","fishing","tuna_purse_seines","GHA","TEMA",2025-04-27 09:07:04,"4",2025-04-28 10:00:26,"4","1","ABIDJAN",2025-03-13 14:12:47,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,NA,FALSE,NA,TRUE,0,TRUE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2842f60c5-5d09-d79a-ea8d-a65b3a62a81b?&start=2025-04-25&end=2025-04-30"")"
"DICHA UNO","312697000","BLZ","BLZ","8029026","fishing","low","fishing","tuna_purse_seines","GHA","TEMA",2025-04-30 19:28:39,"4",2025-05-26 15:47:27,"4","25.8","ABIDJAN",2025-04-29 15:20:09,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,NA,FALSE,NA,TRUE,0,TRUE,0,TRUE,1,5.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2842f60c5-5d09-d79a-ea8d-a65b3a62a81b?&start=2025-04-28&end=2025-05-28"")"
"BAO LUCKY","312756000","BLZ","BLZ","7809273","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-05-02 16:32:19,"4",2025-06-29 07:47:56,"3","57.6","ABIDJAN",2025-05-02 16:32:19,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,NA,FALSE,NA,TRUE,0,TRUE,0,FALSE,0,0.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/68ab5e789-96a1-fd61-016c-92bd413a9682?&start=2025-04-30&end=2025-07-01"")"
"BAO LUCKY","312756000","BLZ","BLZ","7809273","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-05-31 03:04:44,"4",2025-05-31 13:51:20,"4","0.4","ABIDJAN",2025-05-31 03:04:44,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,0,NA,FALSE,NA,TRUE,0,TRUE,0,FALSE,0,18.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/6efb0dce9-9de1-7806-333c-1e641f125b71?&start=2025-05-29&end=2025-06-02"")"
"BAO LUCKY","312756000","BLZ","BLZ","7809273","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-02-13 13:36:36,"4",2025-04-30 09:18:36,"4","75.8","ABIDJAN",2025-02-13 13:36:36,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,NA,FALSE,NA,TRUE,0,TRUE,1,FALSE,0,0.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/68ab5e789-96a1-fd61-016c-92bd413a9682?&start=2025-02-11&end=2025-05-02"")"
"PEARL","312797000","BLZ","BLZ","7360320","fishing","med","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-04-30 19:00:04,"4",2025-05-30 05:22:58,"4","29.4","ABIDJAN",2025-04-30 19:00:04,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,25.3486111111111,"CIV",FALSE,"IWC, NAMMCO, ACAP, FCWC, ICCAT",TRUE,0,TRUE,0,TRUE,1,6.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b5d3439b6-6d19-5385-9d6b-08a0dfd60fa7?&start=2025-04-28&end=2025-06-01"")"
"JC VICTORIA","312860000","BLZ","BLZ","7641580","fishing","med","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-04-29 10:16:55,"4",2025-05-22 12:29:06,"4","23.1","ABIDJAN",2025-04-29 10:16:55,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,NA,FALSE,NA,TRUE,0,TRUE,0,TRUE,1,7.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9e508de0a-aa7b-0fae-2a32-a0111c773dfe?&start=2025-04-27&end=2025-05-24"")"
"JC VICTORIA","312860000","BLZ","BLZ","7641580","fishing","med","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-05-27 13:49:20,"4",2025-06-21 09:25:19,"4","24.8","ABIDJAN",2025-05-27 13:49:20,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,NA,FALSE,NA,TRUE,0,TRUE,0,TRUE,1,7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9e508de0a-aa7b-0fae-2a32-a0111c773dfe?&start=2025-05-25&end=2025-06-23"")"
"ATLANTIC GLORY","312864000","BLZ","BLZ","8919403","fishing","high","fishing","tuna_purse_seines","GHA","TEMA",2025-05-08 12:43:11,"4",2025-05-31 09:10:51,"4","22.8","ABIDJAN",2025-02-22 11:40:23,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,NA,FALSE,NA,TRUE,0,TRUE,0,TRUE,1,10,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f2134364c-c3d5-8ee9-ddd4-5511c0500a50?&start=2025-05-06&end=2025-06-02"")"
"ATLANTIC PRINCE","312867000","BLZ","BLZ","8919415","fishing","high","fishing","tuna_purse_seines","GHA","TEMA",2025-05-08 17:47:14,"4",2025-06-15 13:20:43,"4","37.8","ABIDJAN",2025-03-18 02:08:25,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,748.375833333334,NA,TRUE,"IWC, ACAP, NAMMCO, ICCAT",TRUE,0,TRUE,36,FALSE,0,98.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a8fa13d03-3876-ae64-a357-4823082c2984?&start=2025-05-06&end=2025-06-17"")"
"ALBACORA CARIBE","353171000","PAN","PAN","8716825","fishing","high","fishing","tuna_purse_seines","SEN","DAKAR",2025-05-03 06:49:28,"4",2025-05-31 06:18:05,"4","28","ABIDJAN",2025-03-21 21:04:23,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,525.101944444445,"SLE, LBR, GIN",TRUE,"ICCAT, IWC, FCWC, NAMMCO, SRFC, ACAP",TRUE,0,TRUE,24,TRUE,1,61.8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ef9f4545a-a733-e7a5-4cb3-b9cc3cbf66c0?&start=2025-05-01&end=2025-06-02"")"
"SYDNEY SOFIA","356262000","PAN","PAN","9857030","fishing","med","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-06-05 09:53:30,"4",2025-06-25 06:32:50,"4","19.8","ABIDJAN",2025-06-05 09:53:30,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,308.166388888889,"CIV, LBR",TRUE,"ICCAT, FCWC, NAMMCO, ACAP, IWC",TRUE,0,TRUE,25,TRUE,4,83.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f2de78309-99b3-6b6a-2926-8af2b3051672?&start=2025-06-03&end=2025-06-27"")"
"SYDNEY SOFIA","356262000","PAN","PAN","9857030","fishing","med","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-04-30 11:12:31,"4",2025-05-31 10:51:34,"4","31","ABIDJAN",2025-04-30 11:12:31,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,556.533055555556,"LBR",TRUE,"NAMMCO, FCWC, ICCAT, ACAP, IWC",TRUE,0,TRUE,29,FALSE,0,91.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f2de78309-99b3-6b6a-2926-8af2b3051672?&start=2025-04-28&end=2025-06-02"")"
"FARO DE LIBERTAD","359082024","SLV","SLV","8829452","fishing","high","support","purse_seine_support","CIV","ABIDJAN",2025-02-26 10:14:42,"4",2025-04-14 05:55:13,"4","46.8","ABIDJAN",2025-02-26 10:14:42,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,NA,FALSE,NA,TRUE,0,TRUE,2,FALSE,0,16.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/aef0e60a4-40f1-e90a-e4aa-d840f22eda4f?&start=2025-02-24&end=2025-04-16"")"
"MONTECELO","359102000","SLV","SLV","7409152","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-05-28 13:45:40,"4",2025-06-28 12:06:59,"4","30.9","ABIDJAN",2025-05-28 13:45:40,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,28.1902777777778,"CIV",FALSE,"ICCAT, NAMMCO, ACAP, IWC, FCWC",TRUE,0,TRUE,0,FALSE,0,2.6,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/4bb1068b0-07b4-134f-87ed-a7ea92c038e9?&start=2025-05-26&end=2025-06-30"")"
"MONTECELO","359102000","SLV","SLV","7409152","fishing","high","fishing","tuna_purse_seines","SEN","DAKAR",2025-03-15 18:40:56,"4",2025-04-17 10:03:09,"4","32.6","ABIDJAN",2025-02-25 13:00:09,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,NA,FALSE,NA,TRUE,0,TRUE,0,TRUE,1,3.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/4bb1068b0-07b4-134f-87ed-a7ea92c038e9?&start=2025-03-13&end=2025-04-19"")"
"MONTECELO","359102000","SLV","SLV","7409152","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-04-23 13:18:57,"4",2025-05-20 09:40:07,"4","26.8","ABIDJAN",2025-04-23 13:18:57,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,NA,FALSE,NA,TRUE,0,TRUE,0,TRUE,1,5.3,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/4bb1068b0-07b4-134f-87ed-a7ea92c038e9?&start=2025-04-21&end=2025-05-22"")"
"HLF7","412209590","CHN","CHN",NA,"fishing","med","fishing","trawlers","CIV","ABIDJAN",2025-06-14 23:43:42,"4",2025-06-20 05:51:12,"4","5.3","ABIDJAN",2025-06-14 23:43:42,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,24.7861111111111,"CIV",FALSE,"IWC, ICCAT, NAMMCO, ACAP, FCWC",TRUE,0,TRUE,0,FALSE,0,11.8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/fbed92149-9677-4209-36a6-b3850b14affc?&start=2025-06-12&end=2025-06-22"")"
