"vessel_name","MMSI","Flag","AIS_Flag","imo","vessel_class_cat","vessel_class_confidence","vessel_class","vessel_type","previous_port_country","previous_port","trip_start","trip_start_confidence","trip_end","trip_end_confidence","trip_duration_days","end_port","prev_visit_timestamp","at_dock","abj_lagoon","abj_vridi","abj_cargo","abj_fishing","abj_offshore","fishing","fishing_hours","fishing_eez","fishing_hs","fishing_rfmos","encounter","num_encounters","loitering","num_loitering","AISdisabling","num_AISdisabling","percent_ais_voyage","vv_url"
"HLF7","412209590","CHN","CHN",NA,"fishing","med","fishing","trawlers","CIV","ABIDJAN",2025-05-11 19:31:10,"4",2025-06-03 17:10:41,"4","22.9","ABIDJAN",2025-05-11 19:31:10,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,NA,FALSE,NA,TRUE,0,TRUE,0,FALSE,0,3.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/fbed92149-9677-4209-36a6-b3850b14affc?&start=2025-05-09&end=2025-06-05"")"
"HLF7","412209590","CHN","CHN",NA,"fishing","med","fishing","trawlers","CIV","ABIDJAN",2025-04-09 19:31:47,"4",2025-05-09 05:44:20,"4","29.4","ABIDJAN",2025-04-09 19:31:47,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,29.4361111111111,"CIV",FALSE,"ICCAT, IWC, ACAP, NAMMCO, FCWC",TRUE,0,TRUE,0,FALSE,0,6.6,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/fbed92149-9677-4209-36a6-b3850b14affc?&start=2025-04-07&end=2025-05-11"")"
"HLF7","412209590","CHN","CHN",NA,"fishing","med","fishing","trawlers","CIV","ABIDJAN",2025-03-02 13:37:25,"4",2025-04-06 16:58:50,"4","35.1","ABIDJAN",2025-03-02 13:37:25,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,42.2194444444444,"CIV",FALSE,"ICCAT, ACAP, FCWC, NAMMCO, IWC",TRUE,0,TRUE,0,FALSE,0,12.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/fbed92149-9677-4209-36a6-b3850b14affc?&start=2025-02-28&end=2025-04-08"")"
"HAILUFENG8","412209610","CHN","CHN",NA,"fishing","med","fishing","trawlers","CIV","ABIDJAN",2025-04-10 14:46:52,"4",2025-05-06 05:46:32,"4","25.6","ABIDJAN",2025-04-10 14:46:52,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,NA,FALSE,NA,TRUE,0,TRUE,0,FALSE,0,2.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/dc63fa3e1-1043-eabe-bea4-0ac7b71eb8aa?&start=2025-04-08&end=2025-05-08"")"
"HAILUFENG8","412209610","CHN","CHN",NA,"fishing","med","fishing","trawlers","CIV","ABIDJAN",2025-05-08 13:51:41,"4",2025-05-25 23:41:53,"4","17.4","ABIDJAN",2025-05-08 13:51:41,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,6.30833333333333,"CIV",FALSE,"NAMMCO, FCWC, ICCAT, IWC, ACAP",TRUE,0,TRUE,0,FALSE,0,1.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/dc63fa3e1-1043-eabe-bea4-0ac7b71eb8aa?&start=2025-05-06&end=2025-05-27"")"
"HAILUFENG8","412209610","CHN","CHN",NA,"fishing","med","fishing","trawlers","GHA","SEKONDI-TAKORADI",2025-04-08 15:17:34,"3",2025-04-09 08:14:14,"4","0.7","ABIDJAN",2025-04-03 18:45:57,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,NA,FALSE,NA,TRUE,0,TRUE,0,FALSE,0,27.8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/dc63fa3e1-1043-eabe-bea4-0ac7b71eb8aa?&start=2025-04-06&end=2025-04-11"")"
"HAILUFENG8","412209610","CHN","CHN",NA,"fishing","med","fishing","trawlers","CIV","ABIDJAN",2025-06-06 18:08:56,"4",2025-06-17 06:31:17,"4","10.5","ABIDJAN",2025-06-06 18:08:56,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,NA,FALSE,NA,TRUE,0,TRUE,0,FALSE,0,5.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/dc63fa3e1-1043-eabe-bea4-0ac7b71eb8aa?&start=2025-06-04&end=2025-06-19"")"
"PANOFI FORE RUNNER","627072000","GHA","GHA","9568859","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-05-08 10:53:54,"4",2025-05-08 13:34:43,"4","0.1","ABIDJAN",2025-05-08 10:53:54,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2.40277777777778,"CIV",FALSE,"ICCAT, NAMMCO, IWC, FCWC, ACAP",TRUE,0,TRUE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/04b95cb83-31d8-06e7-0845-8691696643f5?&start=2025-05-06&end=2025-05-10"")"
"PANOFI PATH FINDER","627073000","GHA","GHA","9568861","fishing","high","fishing","tuna_purse_seines","GHA","TEMA",2025-04-10 08:24:34,"4",2025-04-11 09:08:20,"4","1","ABIDJAN",2025-01-23 11:25:11,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,NA,FALSE,NA,TRUE,0,TRUE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1abad9a58-8758-383e-8c58-6c8029ecaa44?&start=2025-04-08&end=2025-04-13"")"
"SAVANNA BREEZE","311001159","BHS","BHS","9791274","added_TMT","TMT","carrier","carrier","NGA","LAGOS",2025-04-19 23:56:48,"4",2025-04-22 06:45:10,"4","2.3","ABIDJAN",2025-01-21 10:44:18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,NA,FALSE,NA,TRUE,0,TRUE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/961c647c8-82ad-403d-0071-5201bfc6f182?&start=2025-04-17&end=2025-04-24"")"
"CALLISTO","311001586","BHS","BHS","9073402","added_TMT","TMT","carrier","carrier","CHL","TALCAHUANO",2025-04-21 16:18:11,"4",2025-05-12 19:22:53,"4","21.1","ABIDJAN",2025-03-22 21:50:13,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,NA,FALSE,NA,TRUE,0,TRUE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/0d92e2258-88c1-f028-80b6-7112d4bec34f?&start=2025-04-19&end=2025-05-14"")"
"AVUNDA REEFER","352351000","PAN","PAN","9072824","carrier","low","carrier","carrier","ESP","LAS PALMAS",2025-03-30 23:00:20,"4",2025-04-08 13:49:41,"4","8.6","ABIDJAN",2025-02-08 21:46:52,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,NA,FALSE,NA,TRUE,0,TRUE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/665ebd33c-c956-3093-dee2-b41b11d83307?&start=2025-03-28&end=2025-04-10"")"
"GOLFO DE FONSECA","359081220","PAN","SLV","8829440","fishing","low","support","purse_seine_support","CIV","ABIDJAN",2025-01-04 17:40:25,"4",2025-04-18 06:50:22,"4","103.5","ABIDJAN",2025-01-04 17:40:25,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,NA,FALSE,NA,TRUE,0,TRUE,6,TRUE,6,8.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/da9134ed0-0636-14b3-6fb5-65cfd917f24a?&start=2025-01-02&end=2025-04-20"")"
"ORANGE FROST","306883000","CUR","ANT","9797656","carrier","high","carrier","carrier","AGO","MATADI",2025-06-13 14:00:00,"1",2025-06-16 15:00:00,"1","0","ABIDJAN",2024-05-25 16:50:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,0,NA,FALSE,"0",FALSE,0,FALSE,0,FALSE,NA,100,""
"PACIFIC MERMAID","636019354","LIB","LIB","9045924","carrier","high","carrier","carrier","AGO","MATADI",2025-04-08 06:00:00,"1",2025-04-08 07:00:00,"1","0","ABIDJAN",2021-09-03 13:23:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,0,NA,FALSE,"0",FALSE,0,FALSE,0,FALSE,NA,100,""
