vessel_name,MMSI,Flag,vessel_class,vessel_type,previous_port_country,previous_port,trip_start,trip_start_confidence,trip_end,trip_end_confidence,trip_duration_days,end_port,at_dock,fishing,fishing_hours,fishing_eez,fishing_hs,fishing_rfmos,encounter,num_encounters,loitering,num_loitering,percent_ais_voyage,vv_url
F/V STERENN,226180000,FRA,fishing,tuna_purse_seines,CIV,ABIDJAN,11/07/2024 19:10,4,24/07/2024 09:14,4,12.6,ABIDJAN,NA,TRUE,41.13333333,GAB,FALSE,"ACAP, IWC, COREP, ICCAT",FALSE,NA,TRUE,2,50.5,https://globalfishingwatch.org/map/vessel/ec049fc02-2932-810d-f9b3-293e4eec0799?&start=2024-07-09&end=2024-07-26
F/V ALBACORA QUINCE,224727000,ESP,fishing,tuna_purse_seines,CIV,ABIDJAN,13/07/2024 17:28,4,24/07/2024 09:35,4,10.7,ABIDJAN,NA,TRUE,3.7875,CIV,FALSE,"FCWC, ICCAT, ACAP, NAMMCO, IWC",FALSE,NA,FALSE,NA,6.6,https://globalfishingwatch.org/map/vessel/83487d338-8fba-2645-7342-563c4cb5611f?&start=2024-07-11&end=2024-07-26
MONTEFRISA NUEVE,359101000,SLV,fishing,tuna_purse_seines,CIV,ABIDJAN,07/06/2024 19:48,4,25/07/2024 06:09,4,47.4,ABIDJAN,NA,TRUE,428.9966667,"GAB, CIV",TRUE,"ICCAT, COREP, NAMMCO, ACAP, IWC, FCWC",TRUE,4,TRUE,36,NA,https://globalfishingwatch.org/map/vessel/a812d4320-0608-5ad0-1929-d5206eda123a?&start=2024-06-05&end=2024-07-27
ATLANTIC PRINCE,312867000,BLZ,fishing,tuna_purse_seines,GHA,TEMA,22/06/2024 16:54,4,26/07/2024 06:32,4,33.5,ABIDJAN,NA,TRUE,92.58611111,GHA,FALSE,"ACAP, NAMMCO, FCWC, IWC, ICCAT",FALSE,NA,TRUE,4,NA,https://globalfishingwatch.org/map/vessel/a8fa13d03-3876-ae64-a357-4823082c2984?&start=2024-06-20&end=2024-07-28
HAO YUAN YU 861,412483274,CHN,fishing,inconclusive,CIV,ABIDJAN,26/07/2024 09:57,4,27/07/2024 06:30,4,0.8,ABIDJAN,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,9.1,https://globalfishingwatch.org/map/vessel/2186e505a-a159-78d6-2d2c-f111f0e811a1?&start=2024-07-24&end=2024-07-29
BAO WIN,312797000,BLZ,fishing,tuna_purse_seines,CIV,ABIDJAN,22/06/2024 08:14,4,27/07/2024 07:50,4,35,ABIDJAN,NA,TRUE,21.54416667,NA,TRUE,"ICCAT, IWC, ACAP",FALSE,NA,TRUE,8,NA,https://globalfishingwatch.org/map/vessel/b5d3439b6-6d19-5385-9d6b-08a0dfd60fa7?&start=2024-06-20&end=2024-07-29
F/V GUERIDEN,227550000,FRA,fishing,tuna_purse_seines,CIV,ABIDJAN,06/06/2024 07:58,4,29/07/2024 06:15,4,52.9,ABIDJAN,NA,TRUE,630.8505556,"GHA, CIV, GAB",FALSE,"NAMMCO, COREP, IWC, ACAP, FCWC, ICCAT",TRUE,2,TRUE,26,NA,https://globalfishingwatch.org/map/vessel/1fe43f651-11a3-402d-dfed-efde848e7eee?&start=2024-06-04&end=2024-07-31
HAO YUAN YU 861,412483274,CHN,fishing,inconclusive,CIV,ABIDJAN,28/07/2024 08:32,4,29/07/2024 06:26,4,0.9,ABIDJAN,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,8.7,https://globalfishingwatch.org/map/vessel/2186e505a-a159-78d6-2d2c-f111f0e811a1?&start=2024-07-26&end=2024-07-31
F/V CAP BOJADOR,228280000,FRA,fishing,tuna_purse_seines,CIV,ABIDJAN,17/06/2024 09:06,4,30/07/2024 07:29,4,42.9,ABIDJAN,NA,TRUE,487.305,"CIV, GAB",TRUE,"IWC, FCWC, NAMMCO, ICCAT, ACAP, COREP",TRUE,2,TRUE,20,NA,https://globalfishingwatch.org/map/vessel/cc9dd42b8-8263-d5f5-d479-8027efd525be?&start=2024-06-15&end=2024-08-01
BAO LUCKY,312756000,BLZ,fishing,tuna_purse_seines,CIV,ABIDJAN,05/07/2024 10:26,4,30/07/2024 08:21,4,24.9,ABIDJAN,NA,TRUE,6.308333333,NA,TRUE,"ICCAT, IWC, ACAP",FALSE,NA,FALSE,NA,6.8,https://globalfishingwatch.org/map/vessel/68ab5e789-96a1-fd61-016c-92bd413a9682?&start=2024-07-03&end=2024-08-01
SYDNEY SOFIA,356262000,PAN,fishing,tuna_purse_seines,CIV,ABIDJAN,23/07/2024 09:23,4,01/08/2024 06:09,4,8.8,ABIDJAN,NA,TRUE,144.0155556,"SLE, LBR, CIV",TRUE,"NAMMCO, SRFC, IWC, ACAP, FCWC, ICCAT",FALSE,NA,TRUE,8,95.8,https://globalfishingwatch.org/map/vessel/f2de78309-99b3-6b6a-2926-8af2b3051672?&start=2024-07-21&end=2024-08-03
HAO YUAN YU 861,412483274,CHN,fishing,inconclusive,CIV,ABIDJAN,31/07/2024 07:51,4,01/08/2024 06:29,4,0.9,ABIDJAN,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,12.5,https://globalfishingwatch.org/map/vessel/2186e505a-a159-78d6-2d2c-f111f0e811a1?&start=2024-07-29&end=2024-08-03
COPPENAME,311001173,BHS,carrier,carrier,MRT,CANSADO,26/07/2024 15:38,4,01/08/2024 08:58,4,5.7,ABIDJAN,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,https://globalfishingwatch.org/map/vessel/cedbb451f-f3bf-f994-f27f-32afcd7a4c9d?&start=2024-07-24&end=2024-08-03
PANOFI FORE RUNNER,627072000,GHA,fishing,tuna_purse_seines,GHA,TEMA,01/08/2024 08:08,4,02/08/2024 06:35,4,0.9,ABIDJAN,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,69.6,https://globalfishingwatch.org/map/vessel/04b95cb83-31d8-06e7-0845-8691696643f5?&start=2024-07-30&end=2024-08-04
HAO YUAN YU 861,412483274,CHN,fishing,inconclusive,CIV,ABIDJAN,02/08/2024 08:26,4,03/08/2024 06:33,3,0.9,ABIDJAN,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,8.7,https://globalfishingwatch.org/map/vessel/2186e505a-a159-78d6-2d2c-f111f0e811a1?&start=2024-07-31&end=2024-08-05
ZUBEROA,224587000,ESP,fishing,tuna_purse_seines,CIV,ABIDJAN,26/06/2024 07:59,4,04/08/2024 18:58,4,39.4,ABIDJAN,NA,TRUE,460.0269444,"CIV, GAB",TRUE,"IWC, FCWC, ACAP, ICCAT, NAMMCO, COREP",TRUE,1,TRUE,33,NA,https://globalfishingwatch.org/map/vessel/dcefb03af-f441-973d-84c3-df67066f5a56?&start=2024-06-24&end=2024-08-06
ALMA,212856000,CYP,carrier,carrier,MRT,CANSADO,01/08/2024 20:03,4,07/08/2024 07:25,4,5.5,ABIDJAN,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,https://globalfishingwatch.org/map/vessel/bf006cf7a-ae82-335a-acc7-fdc5b92f3e1b?&start=2024-07-30&end=2024-08-09
NOVA ZEELANDIA,311001171,BHS,carrier,carrier,MRT,CANSADO,01/08/2024 19:53,4,07/08/2024 17:09,4,5.9,ABIDJAN,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,1,99.3,https://globalfishingwatch.org/map/vessel/4b3eb996d-d6a1-a914-61e3-2151c105a03c?&start=2024-07-30&end=2024-08-09
HAIZEA BAT,306142000,CUW,support,support,CIV,ABIDJAN,30/06/2024 10:14,4,08/08/2024 06:03,4,38.8,ABIDJAN,NA,TRUE,244.0075,"CIV, AGO, GAB, STP",TRUE,"ICCAT, FCWC, IWC, COREP, NAMMCO, ACAP",FALSE,NA,FALSE,NA,NA,https://globalfishingwatch.org/map/vessel/83524b6ef-fe68-222c-e1cf-d77531c428ab?&start=2024-06-28&end=2024-08-10
MONTELAURA,355855000,PAN,carrier,carrier,CPV,MINDELO,03/08/2024 18:00,4,09/08/2024 16:19,4,5.9,ABIDJAN,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,https://globalfishingwatch.org/map/vessel/115b89b37-784e-18ae-2885-d92d06a99119?&start=2024-08-01&end=2024-08-11
DICHA UNO,312697000,BLZ,fishing,tuna_purse_seines,CIV,ABIDJAN,06/07/2024 09:25,4,10/08/2024 13:55,4,35.2,ABIDJAN,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,6.3,https://globalfishingwatch.org/map/vessel/2842f60c5-5d09-d79a-ea8d-a65b3a62a81b?&start=2024-07-04&end=2024-08-12
JC GLORIA,312155000,BLZ,fishing,tuna_purse_seines,CIV,ABIDJAN,09/08/2024 05:34,4,11/08/2024 06:50,4,2,ABIDJAN,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,https://globalfishingwatch.org/map/vessel/ba4343d28-82b7-2393-0c4d-15ac0c4951fb?&start=2024-08-07&end=2024-08-13
GOLFO DE FONSECA,359081220,SLV,support,purse_seine_support,CIV,ABIDJAN,10/06/2024 16:50,4,12/08/2024 06:38,4,62.5,ABIDJAN,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,1,NA,https://globalfishingwatch.org/map/vessel/da9134ed0-0636-14b3-6fb5-65cfd917f24a?&start=2024-06-08&end=2024-08-14
ZUBEROA,224587000,ESP,fishing,tuna_purse_seines,CIV,ABIDJAN,08/08/2024 16:00,4,13/08/2024 11:15,4,4.8,ABIDJAN,NA,TRUE,98.03777778,CIV,TRUE,"NAMMCO, ICCAT, ACAP, IWC, FCWC",TRUE,1,TRUE,3,69.8,https://globalfishingwatch.org/map/vessel/dcefb03af-f441-973d-84c3-df67066f5a56?&start=2024-08-06&end=2024-08-15
SIERRA QUEEN,311001226,BHS,carrier,carrier,LBR,MONROVIA,13/08/2024 13:40,4,14/08/2024 19:35,4,1.2,ABIDJAN,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,https://globalfishingwatch.org/map/vessel/0c6c3fd83-3c96-9c78-eb31-18e4eec23949?&start=2024-08-11&end=2024-08-16
F/V GUEOTEC,227549000,FRA,fishing,tuna_purse_seines,CIV,ABIDJAN,02/08/2024 07:55,4,15/08/2024 07:50,4,13,ABIDJAN,NA,TRUE,40.875,CIV,FALSE,"NAMMCO, ICCAT, IWC, ACAP, FCWC",TRUE,2,TRUE,2,5.8,https://globalfishingwatch.org/map/vessel/96e442d84-489f-962f-588a-33e367aa0330?&start=2024-07-31&end=2024-08-17
LONG TAI  2,627227000,GHA,fishing,tuna_purse_seines,GHA,TEMA,20/07/2024 15:35,4,16/08/2024 06:15,4,26.6,ABIDJAN,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,4.4,https://globalfishingwatch.org/map/vessel/d13ddde59-9932-e1ad-f3cf-ef550f5755f9?&start=2024-07-18&end=2024-08-18
BAO WIN,312797000,BLZ,fishing,tuna_purse_seines,CIV,ABIDJAN,27/07/2024 15:12,4,25/08/2024 05:55,4,28.6,ABIDJAN,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,1,2.6,https://globalfishingwatch.org/map/vessel/b5d3439b6-6d19-5385-9d6b-08a0dfd60fa7?&start=2024-07-25&end=2024-08-27
ATLANTIC GLORY,312864000,BLZ,fishing,tuna_purse_seines,CIV,ABIDJAN,20/07/2024 14:50,4,25/08/2024 08:46,4,35.7,ABIDJAN,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,7.3,https://globalfishingwatch.org/map/vessel/f2134364c-c3d5-8ee9-ddd4-5511c0500a50?&start=2024-07-18&end=2024-08-27
COPPENAME,311001173,BHS,carrier,carrier,CMR,DOUALA,21/08/2024 07:15,4,25/08/2024 10:58,4,4.1,ABIDJAN,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,https://globalfishingwatch.org/map/vessel/cedbb451f-f3bf-f994-f27f-32afcd7a4c9d?&start=2024-08-19&end=2024-08-27
MONTERAIOLA,224742000,ESP,fishing,tuna_purse_seines,GHA,TEMA,24/08/2024 17:55,4,25/08/2024 15:59,4,0.9,ABIDJAN,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,https://globalfishingwatch.org/map/vessel/c44bf0cee-e97e-f9c4-3c32-97d90554b144?&start=2024-08-22&end=2024-08-27
SYDNEY SOFIA,356262000,PAN,fishing,tuna_purse_seines,CIV,ABIDJAN,03/08/2024 10:52,4,27/08/2024 07:18,4,23.8,ABIDJAN,NA,TRUE,219.4555556,"LBR, SLE",TRUE,"IWC, ICCAT, SRFC, ACAP, NAMMCO, FCWC",FALSE,NA,TRUE,7,62.9,https://globalfishingwatch.org/map/vessel/f2de78309-99b3-6b6a-2926-8af2b3051672?&start=2024-08-01&end=2024-08-29
F/V GUERIDEN,227550000,FRA,fishing,tuna_purse_seines,CIV,ABIDJAN,05/08/2024 17:44,4,27/08/2024 15:17,4,21.9,ABIDJAN,NA,FALSE,NA,NA,FALSE,NA,TRUE,1,TRUE,1,7.6,https://globalfishingwatch.org/map/vessel/1fe43f651-11a3-402d-dfed-efde848e7eee?&start=2024-08-03&end=2024-08-29
F/V CAP BOJADOR,228280000,FRA,fishing,tuna_purse_seines,CIV,ABIDJAN,07/08/2024 08:44,4,29/08/2024 06:50,4,21.9,ABIDJAN,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,8.9,https://globalfishingwatch.org/map/vessel/cc9dd42b8-8263-d5f5-d479-8027efd525be?&start=2024-08-05&end=2024-08-31
MONTEFRISA NUEVE,359101000,SLV,fishing,tuna_purse_seines,CIV,ABIDJAN,29/07/2024 08:07,4,30/08/2024 21:30,4,32.5,ABIDJAN,NA,TRUE,36.65277778,CIV,FALSE,"FCWC, ICCAT, IWC, NAMMCO, ACAP",TRUE,2,TRUE,2,2.9,https://globalfishingwatch.org/map/vessel/a812d4320-0608-5ad0-1929-d5206eda123a?&start=2024-07-27&end=2024-09-01
PLAYA DE LAGA,312360000,BLZ,fishing,tuna_purse_seines,CIV,ABIDJAN,19/07/2024 18:55,4,31/08/2024 09:25,4,42.6,ABIDJAN,NA,TRUE,608.6888889,"GHA, GAB",TRUE,"FCWC, NAMMCO, COREP, IWC, ICCAT, ACAP",FALSE,NA,TRUE,31,48.2,https://globalfishingwatch.org/map/vessel/cc6b54a24-4542-6ce9-1e91-d4f17daeeda5?&start=2024-07-17&end=2024-09-02
ATLANTIC PRINCE,312867000,BLZ,fishing,tuna_purse_seines,GHA,TEMA,10/08/2024 14:21,4,01/09/2024 02:25,4,21.5,ABIDJAN,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,6.4,https://globalfishingwatch.org/map/vessel/a8fa13d03-3876-ae64-a357-4823082c2984?&start=2024-08-08&end=2024-09-03
BAO LUCKY,312756000,BLZ,fishing,tuna_purse_seines,CIV,ABIDJAN,04/08/2024 09:28,4,01/09/2024 05:40,4,27.8,ABIDJAN,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,0.4,https://globalfishingwatch.org/map/vessel/68ab5e789-96a1-fd61-016c-92bd413a9682?&start=2024-08-02&end=2024-09-03
FRIO CHIKUMA,353306000,PAN,carrier,carrier,MRT,CANSADO,24/08/2024 16:05,4,01/09/2024 22:45,4,8.3,ABIDJAN,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,https://globalfishingwatch.org/map/vessel/0b08bcd8a-ab03-23dc-5cad-64a9030731ba?&start=2024-08-22&end=2024-09-03
VOLTA GLORY,627047000,GHA,carrier,carrier,GHA,TEMA,31/08/2024 10:02,4,02/09/2024 10:38,4,2,ABIDJAN,NA,FALSE,NA,NA,FALSE,NA,TRUE,1,FALSE,NA,100,https://globalfishingwatch.org/map/vessel/321c72ecf-fb14-deda-49a2-2451e9e35a47?&start=2024-08-29&end=2024-09-04
DICHA UNO,312697000,BLZ,fishing,tuna_purse_seines,CIV,ABIDJAN,17/08/2024 09:55,4,03/09/2024 13:40,4,17.1,ABIDJAN,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,10.2,https://globalfishingwatch.org/map/vessel/2842f60c5-5d09-d79a-ea8d-a65b3a62a81b?&start=2024-08-15&end=2024-09-05
F/V STERENN,226180000,FRA,fishing,tuna_purse_seines,STP,SAO TOME,06/08/2024 09:15,4,03/09/2024 16:04,4,28.3,ABIDJAN,NA,TRUE,30.33111111,"STP, CIV",FALSE,"ACAP, IWC, NAMMCO, FCWC, COREP, ICCAT",TRUE,1,TRUE,3,9.1,https://globalfishingwatch.org/map/vessel/ec049fc02-2932-810d-f9b3-293e4eec0799?&start=2024-08-04&end=2024-09-05
ORANGE SEA,311000713,BHS,carrier,carrier,ESH,DAKHLA,30/08/2024 12:51,4,05/09/2024 18:10,4,6.2,ABIDJAN,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,https://globalfishingwatch.org/map/vessel/f8f94e538-83e7-3344-2d4a-09ad94082937?&start=2024-08-28&end=2024-09-07
