"vessel_name","MMSI","Flag","vessel_class","vessel_type","previous_port_country","previous_port","trip_start","trip_start_confidence","trip_end","trip_end_confidence","trip_duration_days","end_port","fishing","fishing_hours","fishing_eez","fishing_hs","fishing_rfmos","encounter","num_encounters","loitering","num_loitering","at_dock","percent_ais_voyage"
"YI FENG 30","412209128","CHN","seismic_vessel","seismic_vessel","GNB","BISSAU",2024-02-04 01:20:12,4,2024-02-21 14:45:49,4,17.5,"DAKAR",TRUE,5230.30555555557,"SEN, GNB",FALSE,"NAMMCO, ICCAT, IWC, ACAP, SRFC",FALSE,NA,TRUE,2,TRUE,99.5
"NO.805 ORYONG","440154000","KOR","fishing","drifting_longlines","CPV","MINDELO",2023-11-02 19:35:02,4,2024-01-03 13:49:40,4,61.8,"DAKAR",TRUE,3961.25,NA,TRUE,"NAMMCO, IWC, ACAP, ICCAT",FALSE,NA,TRUE,44,TRUE,100
"YIFENG10","412200999","CHN","fishing","fishing","SEN","DAKAR",2023-12-17 04:36:36,4,2024-01-01 07:43:56,4,15.1,"DAKAR",TRUE,120.758333333333,"GNB",FALSE,"ACAP, IWC, ICCAT, SRFC, NAMMCO",FALSE,NA,TRUE,13,TRUE,87.5
"YIFENG10","412200999","CHN","fishing","fishing","SEN","DAKAR",2024-02-18 03:57:54,4,2024-03-07 23:57:08,4,18.8,"DAKAR",TRUE,1210.54583333333,"SEN, GNB",FALSE,"ACAP, ICCAT, IWC, SRFC, NAMMCO",FALSE,NA,TRUE,12,TRUE,31.1
"NO.373 ORYONG","441242000","KOR","fishing","drifting_longlines","CPV","MINDELO",2023-11-17 16:46:02,4,2024-01-04 01:34:25,4,47.3,"DAKAR",TRUE,2504.55555555556,NA,TRUE,"ICCAT, NAMMCO, IWC, ACAP",FALSE,NA,TRUE,29,TRUE,100
"JOMAFRAN SEGUNDO","225995265","ESP","fishing","trawlers","GNB","BISSAU",2024-02-05 19:35:34,4,2024-03-25 05:38:12,4,48.4,"DAKAR",TRUE,9687.94166666666,"GNB",FALSE,"ICCAT, SRFC, ACAP, NAMMCO, IWC",FALSE,NA,TRUE,3,TRUE,95.3
"JOMAFRAN SEGUNDO","225995265","ESP","fishing","trawlers","MRT","CANSADO",2024-01-30 02:23:53,4,2024-01-31 18:57:48,4,1.7,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,100
"YI FENG 8","412200997","CHN","fishing","trawlers","SEN","DAKAR",2024-02-21 22:15:50,4,2024-03-13 15:18:35,4,20.7,"DAKAR",TRUE,7099.56111111111,"GNB, SEN",FALSE,"SRFC, NAMMCO, IWC, ACAP, ICCAT",FALSE,NA,FALSE,NA,TRUE,98.4
"YI FENG 8","412200997","CHN","fishing","trawlers","GNB","BISSAU",2024-02-04 00:39:35,4,2024-02-20 15:57:08,4,16.6,"DAKAR",TRUE,3382.36111111111,"GNB, SEN",FALSE,"ACAP, SRFC, NAMMCO, IWC, ICCAT",FALSE,NA,FALSE,NA,TRUE,98.8
"MENGXIN28","412209179","CHN","fishing","fishing","GIN","CONAKRY",2024-01-16 20:10:32,4,2024-01-18 19:41:20,4,2,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,85.4
"LUQINGYUANYU051","412331128","CHN","fishing","fishing","SEN","DAKAR",2023-06-11 13:03:38,4,2024-01-01 15:51:04,4,204.1,"DAKAR",TRUE,1915.97222222222,"GNB",FALSE,"ICCAT, ACAP, SRFC, IWC, NAMMCO",FALSE,NA,TRUE,11,TRUE,31.3
"ALFONSO RIERA CUARTO","224026860","ESP","fishing","trawlers","GIN","CONAKRY",2024-03-14 19:38:15,4,2024-03-30 08:21:32,4,15.5,"DAKAR",TRUE,2942.68888888889,"GNB, SEN",FALSE,"ICCAT, IWC, NAMMCO, ACAP, SRFC",FALSE,NA,TRUE,1,TRUE,81
"ALFONSO RIERA CUARTO","224026860","ESP","fishing","trawlers","SEN","DAKAR",2023-12-02 20:47:01,4,2024-01-01 12:59:12,4,29.7,"DAKAR",TRUE,9702.39444444444,"GNB, SEN",FALSE,"ACAP, IWC, ICCAT, NAMMCO, SRFC",FALSE,NA,FALSE,NA,TRUE,100
"ALFONSO RIERA CUARTO","224026860","ESP","fishing","trawlers","GNB","BISSAU",2024-02-01 01:17:36,4,2024-02-26 09:24:12,4,25.3,"DAKAR",TRUE,4625.85694444443,"SEN, GNB",FALSE,"ICCAT, SRFC, ACAP, IWC, NAMMCO",FALSE,NA,FALSE,NA,TRUE,86.4
"TIANG EI HU","412209083","CHN","fishing","fishing","SEN","DAKAR",2024-03-08 16:44:22,4,2024-03-31 20:49:28,3,23.2,"DAKAR",TRUE,2615.96111111111,"SEN, GNB",FALSE,"ACAP, ICCAT, NAMMCO, SRFC, IWC",FALSE,NA,TRUE,21,TRUE,41.3
"TIANG EI HU","412209083","CHN","fishing","fishing","GNB","BISSAU",2024-01-31 22:19:25,4,2024-02-16 19:51:44,4,15.9,"DAKAR",TRUE,3128.75694444445,"SEN, GNB",FALSE,"SRFC, IWC, NAMMCO, ACAP, ICCAT",FALSE,NA,TRUE,15,TRUE,51.8
"TIANG EI HU","412209083","CHN","fishing","fishing","SEN","DAKAR",2024-02-18 22:50:50,4,2024-03-05 12:52:14,4,15.6,"DAKAR",TRUE,2267.58611111111,"GNB, SEN",FALSE,"ACAP, ICCAT, NAMMCO, SRFC, IWC",FALSE,NA,TRUE,16,TRUE,47.7
"TIANG EI HU","412209083","CHN","fishing","fishing","GNB","BISSAU",2024-01-02 03:48:39,3,2024-01-05 08:49:44,4,3.2,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,20.5
"YUAN YU 887","412549332","CHN","fishing","fishing","GNB","BISSAU",2024-01-04 17:37:31,4,2024-01-06 08:35:00,4,1.6,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,100
"LIAO YUAN YU 99","413201110","CHN","fishing","drifting_longlines","SEN","DAKAR",2023-10-15 09:08:24,4,2024-01-01 14:50:03,4,78.2,"DAKAR",TRUE,116.345,NA,TRUE,"ICCAT, ACAP, IWC",FALSE,NA,TRUE,34,TRUE,100
"MX17","412209112","CHN","fishing","fishing","GIN","CONAKRY",2023-12-12 15:00:36,3,2024-01-18 20:36:20,3,37.2,"DAKAR",TRUE,978.723611111111,"GIN",FALSE,"ACAP, IWC, SRFC, NAMMCO, ICCAT",FALSE,NA,TRUE,12,NA,1.9
"HAIXIN29","412549434","CHN","fishing","fishing","COG","POINTE NOIRE",2024-02-06 21:12:22,4,2024-02-24 07:34:23,2,17.4,"DAKAR",TRUE,25.4533333333333,"GNQ",TRUE,"ICCAT, NAMMCO, ACAP, IWC",FALSE,NA,FALSE,NA,NA,37.7
"LUQINGYUANYU055","412331133","CHN","fishing","fishing","SEN","DAKAR",2021-10-18 13:51:50,4,2024-03-13 02:46:18,2,876.5,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,1,NA,NA
"YUAN YU 885","412549329","CHN","fishing","fishing","GNB","BISSAU",2024-01-04 17:00:36,4,2024-01-06 08:28:57,4,1.6,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,100
"NIKOLAY TELENKOV","273345950","RUS","fishing","trawlers","MRT","CANSADO",2024-02-29 01:38:57,4,2024-03-01 12:30:57,4,1.4,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,100
"RUITAIFENG88","412217977","CHN","carrier","carrier","GIN","CONAKRY",2024-03-03 11:44:10,4,2024-03-05 14:50:23,4,2.1,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,100
"RUITAIFENG88","412217977","CHN","carrier","carrier","GIN","CONAKRY",2024-01-07 09:40:19,4,2024-01-09 07:37:02,4,1.9,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,100
"JAIME R","224069140","ESP","fishing","trawlers","GNB","BISSAU",2024-02-05 20:32:09,4,2024-03-12 09:03:02,4,35.5,"DAKAR",TRUE,6848.31111111112,"SEN, GNB",FALSE,"NAMMCO, ICCAT, IWC, SRFC, ACAP",FALSE,NA,TRUE,18,TRUE,81.6
"JAIME R","224069140","ESP","fishing","trawlers","SEN","DAKAR",2023-12-04 23:58:33,4,2024-01-01 08:41:47,4,27.3,"DAKAR",TRUE,8441.33333333333,"SEN, GNB",FALSE,"SRFC, IWC, ICCAT, ACAP, NAMMCO",FALSE,NA,TRUE,25,TRUE,100
"YANGMING8005","412209197","CHN","fishing","fishing","SEN","DAKAR",2024-02-16 18:45:34,3,2024-02-27 14:40:28,2,10.8,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,0.8
"YANGMING8005","412209197","CHN","fishing","fishing","SEN","DAKAR",2024-02-29 21:01:16,2,2024-03-13 00:54:20,3,12.1,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,0.3
"MAGNI ALEXA","352002560","PAN","fishing","drifting_longlines","GMB","BANJUL",2024-01-06 09:25:26,4,2024-01-14 14:13:42,4,8.2,"DAKAR",TRUE,1178.175,"SEN",FALSE,"ACAP, NAMMCO, ICCAT, SRFC, IWC",FALSE,NA,FALSE,NA,NA,NA
"MAGNI ALEXA","352002560","PAN","fishing","drifting_longlines","SEN","DAKAR",2024-01-15 11:43:18,4,2024-01-17 17:02:50,4,2.2,"DAKAR",TRUE,187.95,"SEN",FALSE,"ICCAT, SRFC, ACAP, IWC, NAMMCO",FALSE,NA,FALSE,NA,NA,NA
"YUH YEOU NO.136","416249900","TWN","fishing","drifting_longlines","ZAF","CAPE TOWN",2023-04-26 08:36:39,4,2024-02-08 08:55:48,4,288,"DAKAR",TRUE,12903.4636111111,NA,TRUE,"IWC, ICCAT, NAMMCO, ACAP",TRUE,3,TRUE,28,TRUE,84.6
"PILAR TORRE","224896000","ESP","fishing","inconclusive","SEN","DAKAR",2023-12-23 11:40:32,3,2024-01-12 10:32:39,3,19.9,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,2.9
"AFRICA STAR 1","312552000","BLZ","fishing","inconclusive","ESP","CUETA",2024-01-23 15:39:26,4,2024-02-01 17:39:52,4,9.1,"DAKAR",TRUE,96.1458333333333,"MRT, SEN",FALSE,"NAMMCO, ACAP, IWC, ICCAT, SRFC",FALSE,NA,TRUE,1,NA,98.6
"TOUAJIL","654045600","MRT","fishing","trawlers","SEN","DAKAR",2024-03-11 15:50:53,4,2024-03-11 20:35:32,4,0.2,"DAKAR",TRUE,7.78333333333333,"SEN",FALSE,"IWC, NAMMCO, ICCAT, SRFC, ACAP",FALSE,NA,FALSE,NA,TRUE,100
"TOUAJIL","654045600","MRT","fishing","trawlers","SEN","DAKAR",2024-03-14 22:00:00,4,2024-03-15 02:41:25,4,0.2,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,100
"ATLANTIC PRINCE","312867000","BLZ","fishing","tuna_purse_seines","GHA","TEMA",2024-02-16 11:07:27,4,2024-02-22 17:28:43,4,6.3,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,100
"FUYUANYU367","412440262","CHN","fishing","inconclusive","SEN","DAKAR",2023-11-28 03:56:44,4,2024-01-14 03:22:42,2,47,"DAKAR",TRUE,106.840277777778,"SEN, GIN",FALSE,"SRFC, IWC, ICCAT, NAMMCO, ACAP",FALSE,NA,FALSE,NA,TRUE,0.6
"GUOJIN908","412549197","CHN","fishing","trawlers","SEN","DAKAR",2024-01-05 21:11:33,3,2024-01-21 18:40:20,4,15.9,"DAKAR",TRUE,3592.95555555556,"GMB, SEN",FALSE,"ACAP, IWC, NAMMCO, SRFC, ICCAT",FALSE,NA,TRUE,2,TRUE,80.9
"GUOJIN908","412549197","CHN","fishing","trawlers","SEN","DAKAR",2024-03-02 20:31:56,4,2024-03-20 04:34:13,4,17.3,"DAKAR",TRUE,4739.7375,"SEN",FALSE,"SRFC, NAMMCO, IWC, ICCAT, ACAP",FALSE,NA,TRUE,2,TRUE,100
"GUOJIN908","412549197","CHN","fishing","trawlers","SEN","DAKAR",2024-02-10 20:14:31,4,2024-02-29 15:44:37,4,18.8,"DAKAR",TRUE,5583.25000000001,"SEN",FALSE,"NAMMCO, ICCAT, ACAP, SRFC, IWC",FALSE,NA,TRUE,1,TRUE,99.6
"GUOJIN908","412549197","CHN","fishing","trawlers","SEN","DAKAR",2024-01-22 22:49:28,4,2024-02-07 16:03:04,4,15.7,"DAKAR",TRUE,4819.50416666667,"SEN",FALSE,"SRFC, NAMMCO, ACAP, IWC, ICCAT",FALSE,NA,TRUE,1,TRUE,99.5
"YANGMING8001","412209195","CHN","fishing","trawlers","GNB","BISSAU",2024-02-01 22:17:33,2,2024-02-17 17:18:59,3,15.8,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,2.4
"YANGMING8001","412209195","CHN","fishing","trawlers","SEN","DAKAR",2024-03-18 01:36:45,3,2024-03-31 07:35:42,4,13.2,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,1.3
"YANGMING8001","412209195","CHN","fishing","trawlers","SEN","DAKAR",2024-03-04 11:50:15,3,2024-03-16 15:46:04,3,12.1,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,1
"YANGMING8001","412209195","CHN","fishing","trawlers","SEN","DAKAR",2024-02-18 21:46:23,3,2024-03-01 17:54:38,3,11.8,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,2.8
"YANGMING8001","412209195","CHN","fishing","trawlers","SEN","DAKAR",2023-12-20 23:33:37,4,2024-01-01 10:58:25,3,11.5,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,2,TRUE,27.3
"PEIX MAR VEINTIOCHO","224275000","ESP","fishing","fishing","GNB","BISSAU",2024-02-01 20:35:47,4,2024-03-20 06:14:53,4,47.4,"DAKAR",TRUE,4489.52916666667,"SEN, GNB",FALSE,"ICCAT, NAMMCO, ACAP, IWC, SRFC",FALSE,NA,FALSE,NA,TRUE,45.4
"YANGMING8032","412209009","CHN","fishing","trawlers","SEN","DAKAR",2023-12-21 18:30:17,4,2024-01-01 10:06:11,4,10.6,"DAKAR",TRUE,395.026388888889,"GNB, SEN",FALSE,"ACAP, NAMMCO, IWC, ICCAT, SRFC",FALSE,NA,TRUE,13,TRUE,90.9
"YANGMING8032","412209009","CHN","fishing","trawlers","GNB","BISSAU",2024-02-04 12:41:07,2,2024-02-26 03:21:06,4,21.6,"DAKAR",TRUE,335.458333333333,"GNB",FALSE,"SRFC, NAMMCO, ICCAT, ACAP, IWC",FALSE,NA,TRUE,11,TRUE,21.9
"YANGMING8032","412209009","CHN","fishing","trawlers","SEN","DAKAR",2024-02-28 12:45:07,4,2024-03-22 16:31:14,4,23.1,"DAKAR",TRUE,5676.80277777778,"SEN, GNB",FALSE,"IWC, NAMMCO, ICCAT, SRFC, ACAP",FALSE,NA,TRUE,5,TRUE,99.1
"KIRSA 058","412331136","RUS","fishing","fishing","GNB","BISSAU",2024-02-01 05:07:00,3,2024-02-16 09:58:27,4,15.2,"DAKAR",TRUE,655.940277777777,"SEN, GNB",FALSE,"ACAP, IWC, SRFC, ICCAT, NAMMCO",FALSE,NA,FALSE,NA,NA,NA
"SHENGHAI16","412549335","CHN","fishing","inconclusive","GIN","CONAKRY",2024-01-06 20:35:57,4,2024-01-08 15:56:55,4,1.8,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,100
"ARTIKE","306881000","CUW","fishing","inconclusive","CIV","ABIDJAN",2024-03-15 10:41:07,2,2024-03-22 06:42:03,4,6.8,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,8.5
"SHENGHANG806","412209208","CHN","gear","gear","SEN","DAKAR",2019-05-20 12:46:17,3,2024-01-29 22:58:11,4,1715.4,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,0.3
"IB FISH 2","629009148","GMB","other","other","GMB","BANJUL",2024-01-31 16:13:26,4,2024-02-01 03:49:26,4,0.5,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,100
"BON VOYAGE","630001075","GNB","other","other","GMB","BANJUL",2024-01-31 16:40:44,4,2024-02-01 03:56:26,3,0.5,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,100
"BRAZIL","266154000","SWE","fishing","trawlers","SEN","DAKAR",2023-12-30 02:07:50,4,2024-01-05 17:13:32,3,6.6,"DAKAR",TRUE,1155.56388888889,"GMB",FALSE,"ACAP, ICCAT, NAMMCO, SRFC, IWC",FALSE,NA,FALSE,NA,TRUE,100
"ZHEN YUAN YU 828","412420878","CHN","fishing","inconclusive","GIN","CONAKRY",2024-01-09 13:30:28,4,2024-01-11 16:05:21,4,2.1,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,100
"SHENG HAI 17","412200978","CHN","fishing","trawlers","GIN","CONAKRY",2024-01-01 16:50:26,3,2024-01-04 13:11:51,4,2.8,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,47.1
"CIUDAD DE HUELVA","225987981","ESP","fishing","trawlers","MRT","CANSADO",2024-02-19 17:03:27,4,2024-02-21 15:29:45,3,1.9,"DAKAR",TRUE,15.1527777777778,"MRT",FALSE,"IWC, SRFC, ICCAT, NAMMCO, ACAP",FALSE,NA,FALSE,NA,TRUE,100
"BEAST","511100943","PLW","fishing","squid_jigger","RUS","PRIMORSK",2024-01-21 15:45:54,4,2024-03-22 15:36:24,4,61,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
"SEA FRONTIER","632001009","GIN","fishing","tuna_purse_seines","SEN","DAKAR",2023-12-03 18:43:21,4,2024-01-08 00:05:12,4,35.2,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,14.2
"SEA FRONTIER","632001009","GIN","fishing","tuna_purse_seines","SEN","DAKAR",2024-02-22 14:27:20,4,2024-03-27 21:58:53,4,34.3,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,3.4
"SEA FRONTIER","632001009","GIN","fishing","tuna_purse_seines","SEN","DAKAR",2024-01-11 19:35:38,4,2024-02-11 09:18:48,4,30.5,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,5
"ELSAAD","629009158","GMB","other","other","SEN","DAKAR",2024-02-06 12:43:51,3,2024-03-07 17:32:04,4,30.2,"DAKAR",TRUE,5525.66944444443,"GMB",FALSE,"ACAP, IWC, SRFC, NAMMCO, ICCAT",FALSE,NA,FALSE,NA,TRUE,87.3
"NP MYRA Q","247118500","ITA","fishing","trawlers","SEN","DAKAR",2023-11-29 18:05:46,4,2024-01-02 08:25:08,3,33.6,"DAKAR",TRUE,8457.55,"GNB, SEN",FALSE,"SRFC, NAMMCO, IWC, ACAP, ICCAT",FALSE,NA,TRUE,20,TRUE,100
"KAO FONG NO8","416331000","TWN","fishing","drifting_longlines","ZAF","CAPE TOWN",2023-09-12 08:33:43,4,2024-02-09 18:28:07,4,150.4,"DAKAR",TRUE,7660.09111111111,NA,TRUE,"ACAP, ICCAT, NAMMCO, IWC",TRUE,1,TRUE,7,NA,92
"F/V CORONA DEL MAR","228967000","FRA","fishing","fishing","SEN","DAKAR",2024-01-10 14:30:34,4,2024-01-13 10:48:37,4,2.8,"DAKAR",TRUE,435.945833333333,"SEN",FALSE,"SRFC, ACAP, IWC, NAMMCO, ICCAT",FALSE,NA,FALSE,NA,TRUE,100
"F/V CORONA DEL MAR","228967000","FRA","fishing","fishing","SEN","DAKAR",2024-01-14 08:54:08,4,2024-02-06 05:05:04,4,22.8,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,2.9
"F/V CORONA DEL MAR","228967000","FRA","fishing","fishing","SEN","DAKAR",2024-01-07 19:55:18,4,2024-01-09 10:22:47,4,1.6,"DAKAR",TRUE,121.291666666667,"SEN",FALSE,"IWC, ICCAT, ACAP, NAMMCO, SRFC",FALSE,NA,FALSE,NA,TRUE,100
"PEIX MAR VEINTINUEVE","224372000","ESP","fishing","trawlers","GNB","BISSAU",2024-02-01 20:45:59,4,2024-03-20 06:21:39,4,47.4,"DAKAR",TRUE,4693.77916666668,"GNB, SEN",FALSE,"ACAP, SRFC, IWC, NAMMCO, ICCAT",FALSE,NA,TRUE,1,TRUE,46.8
"MAMATI ORHAN","271072472","TUR","fishing","other_purse_seines","GMB","BANJUL",2024-01-31 16:02:47,4,2024-02-01 03:42:28,4,0.5,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,100
"YIFENG7","412200996","CHN","other","other","SEN","DAKAR",2024-01-24 00:47:26,4,2024-02-26 03:47:35,4,33.1,"DAKAR",TRUE,2886.71666666666,"GNB, SEN",FALSE,"IWC, NAMMCO, SRFC, ICCAT, ACAP",FALSE,NA,TRUE,18,TRUE,45.4
"YIFENG7","412200996","CHN","other","other","SEN","DAKAR",2024-03-19 18:52:59,4,2024-03-27 00:49:06,4,7.2,"DAKAR",TRUE,363.016666666667,"SEN, GNB",FALSE,"SRFC, NAMMCO, ICCAT, ACAP, IWC",FALSE,NA,TRUE,5,TRUE,47.4
"YIFENG7","412200996","CHN","other","other","SEN","DAKAR",2024-02-28 15:29:04,4,2024-03-17 18:44:42,4,18.1,"DAKAR",TRUE,2842.66666666667,"SEN, GNB",FALSE,"ICCAT, NAMMCO, SRFC, IWC, ACAP",FALSE,NA,TRUE,23,TRUE,65.1
"YUAN YU 886","412549331","CHN","fishing","inconclusive","GNB","BISSAU",2024-01-04 16:35:00,4,2024-01-06 08:12:56,4,1.6,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,100
"KAO FONG NO817","416146700","TWN","fishing","drifting_longlines","ZAF","CAPE TOWN",2023-07-12 08:05:22,4,2024-01-09 02:52:20,4,180.8,"DAKAR",TRUE,5482.2125,NA,TRUE,"IWC, NAMMCO, ACAP, ICCAT",FALSE,NA,TRUE,28,NA,NA
"CURBEIRO","224106000","ESP","fishing","trawlers","GNB","BISSAU",2024-02-14 22:01:01,4,2024-03-14 11:18:01,4,28.5,"DAKAR",TRUE,8210.39861111111,"GNB, SEN",FALSE,"IWC, SRFC, ACAP, ICCAT, NAMMCO",FALSE,NA,TRUE,1,TRUE,99.7
"CURBEIRO","224106000","ESP","fishing","trawlers","SEN","DAKAR",2023-12-06 19:21:18,4,2024-01-06 07:56:38,4,30.5,"DAKAR",TRUE,9546.31666666667,"SEN, GNB",FALSE,"IWC, SRFC, ACAP, ICCAT, NAMMCO",FALSE,NA,TRUE,2,TRUE,100
"CURBEIRO","224106000","ESP","fishing","trawlers","SEN","DAKAR",2024-01-10 04:06:43,4,2024-01-28 12:49:04,4,18.3,"DAKAR",TRUE,5653.89166666667,"SEN",FALSE,"NAMMCO, ICCAT, SRFC, IWC, ACAP",FALSE,NA,TRUE,2,TRUE,98.4
"CURBEIRO","224106000","ESP","fishing","trawlers","SEN","DAKAR",2024-01-28 17:53:05,4,2024-02-08 06:06:33,4,10.5,"DAKAR",TRUE,3125.22916666666,"SEN",FALSE,"ACAP, NAMMCO, ICCAT, SRFC, IWC",FALSE,NA,FALSE,NA,TRUE,100
"SALVATORE PRIMO","247110330","ITA","fishing","trawlers","SEN","DAKAR",2023-11-11 19:23:27,4,2024-01-02 07:18:58,3,51.5,"DAKAR",TRUE,15583.6180555556,"GNB, SEN",FALSE,"NAMMCO, ACAP, SRFC, IWC, ICCAT",FALSE,NA,TRUE,47,TRUE,100
"MENG XIN21","412209171","CHN","seismic_vessel","seismic_vessel","GIN","CONAKRY",2024-01-16 20:22:28,4,2024-01-18 19:19:19,4,1.9,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,79.2
"LU QING YUAN YU 057","412331135",NA,"other","other","SEN","DAKAR",2024-02-29 04:31:21,4,2024-03-23 17:06:21,4,23.5,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,49.6
"LU QING YUAN YU 057","412331135",NA,"other","other","SEN","DAKAR",2024-01-25 22:08:26,3,2024-02-26 12:19:55,4,31.6,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,34.5
"CHAMYUAMYU11","412200988","CHN","fishing","trawlers","SEN","DAKAR",2024-02-03 21:19:52,3,2024-02-25 13:32:48,3,21.7,"DAKAR",TRUE,65.625,"SEN",FALSE,"SRFC, NAMMCO, ACAP, ICCAT, IWC",FALSE,NA,TRUE,9,TRUE,9.6
"CHAMYUAMYU11","412200988","CHN","fishing","trawlers","MEX","MEX-175",2024-02-28 14:28:35,2,2024-03-14 12:09:41,4,14.9,"DAKAR",TRUE,100.629166666667,"SEN",FALSE,"NAMMCO, SRFC, IWC, ACAP, ICCAT",FALSE,NA,TRUE,2,TRUE,6.1
"CHAMYUAMYU11","412200988","CHN","fishing","trawlers","SEN","DAKAR",2023-12-15 01:54:12,3,2024-01-02 14:20:30,4,18.5,"DAKAR",TRUE,11.8583333333333,"SEN",FALSE,"NAMMCO, IWC, SRFC, ICCAT, ACAP",FALSE,NA,TRUE,6,TRUE,20.5
"CHAMYUAMYU11","412200988","CHN","fishing","trawlers","SEN","DAKAR",2024-01-05 01:50:19,4,2024-01-09 20:02:23,4,4.8,"DAKAR",TRUE,124.179166666667,"SEN",FALSE,"ACAP, IWC, NAMMCO, SRFC, ICCAT",FALSE,NA,TRUE,2,TRUE,14.7
"CHAMYUAMYU11","412200988","CHN","fishing","trawlers","SEN","DAKAR",2024-01-14 17:06:30,4,2024-02-02 14:32:13,3,18.9,"DAKAR",TRUE,89.5833333333333,"SEN",FALSE,"NAMMCO, IWC, SRFC, ICCAT, ACAP",FALSE,NA,TRUE,5,TRUE,8.8
"RIO MASMA","224020460","ESP","fishing","set_gillnets","ESP","LAREDO",2023-11-07 18:28:06,4,2024-02-07 17:10:12,4,91.9,"DAKAR",TRUE,504.791666666667,"SEN",FALSE,"ACAP, IWC, ICCAT, SRFC, NAMMCO",FALSE,NA,FALSE,NA,TRUE,34.2
"RELEIXO","224706000","ESP","fishing","trawlers","SEN","DAKAR",2024-03-15 08:50:09,4,2024-03-20 07:20:49,4,4.9,"DAKAR",TRUE,509.591666666667,"GNB, SEN",FALSE,"SRFC, ICCAT, ACAP, NAMMCO, IWC",FALSE,NA,FALSE,NA,TRUE,50.8
"RELEIXO","224706000","ESP","fishing","trawlers","GNB","BISSAU",2024-02-14 22:59:16,4,2024-03-11 16:50:37,4,25.7,"DAKAR",TRUE,8650.96666666665,"GNB, SEN",FALSE,"ICCAT, NAMMCO, IWC, ACAP, SRFC",FALSE,NA,TRUE,10,TRUE,71.7
