"s2id","lat","lon","label","sublabel"
"0fc1e91b",5.26220329182115,-4.01609461961763,"ABIDJAN","ABIDJAN VRIDI"
"0fc1e90f",5.26873167187715,-4.01891685293668,"ABIDJAN","ABIDJAN VRIDI"
"0fc1e981",5.29635794514037,-4.03180525166415,"ABIDJAN","ABIDJAN TREICHVILLE CARGO"
"0fc1e999",5.27731787071968,-4.03474755189114,"ABIDJAN","ABIDJAN LAGOON"
"0fc1e99f",5.27932089933158,-4.03222008494604,"ABIDJAN","ABIDJAN LAGOON"
"0fc1e965",5.28936144847812,-4.01531181249492,"ABIDJAN","ABIDJAN TREICHVILLE FISHING"
"0fc1ebcf",5.30861714837605,-4.0230686555613,"ABIDJAN","ABIDJAN TREICHVILLE CARGO"
"0fc1e911",5.26999442341783,-4.0155300200177,"ABIDJAN","ABIDJAN VRIDI"
"0fc1e9a1",5.27298386140075,-4.03277960717452,"ABIDJAN","ABIDJAN LAGOON"
"0fc1e971",5.28375723035369,-4.02022773496092,"ABIDJAN","ABIDJAN TREICHVILLE FISHING"
"0fc1e9a7",5.26801851599954,-4.03104157230689,"ABIDJAN","ABIDJAN LAGOON"
"0fc1e9a9",5.2646093975595,-4.03123220046823,"ABIDJAN","ABIDJAN LAGOON"
"0fc1e969",5.28540602350485,-4.0120663845864,"ABIDJAN","ABIDJAN TREICHVILLE CARGO"
"0fc1e973",5.27894307241328,-4.02126446619342,"ABIDJAN","ABIDJAN TREICHVILLE FISHING"
"0fc1e91f",5.25863988892758,-4.01212528514049,"ABIDJAN","ABIDJAN VRIDI"
"0fc1e9b7",5.26455356808766,-4.0448246660835,"ABIDJAN","ABIDJAN LAGOON"
"0fc1e917",5.26995053869014,-4.00992700638853,"ABIDJAN","ABIDJAN VRIDI"
"0fc1ebcb",5.31560735494935,-4.02458019283128,"ABIDJAN","ABIDJAN TREICHVILLE CARGO"
"0fc1e963",5.29596776907302,-4.01484257940086,"ABIDJAN","ABIDJAN TREICHVILLE CARGO"
"0fc1e90d",5.27455030352082,-4.02173533095097,"ABIDJAN","ABIDJAN VRIDI"
"0fc1ebcd",5.30791441833591,-4.02388578337734,"ABIDJAN","ABIDJAN TREICHVILLE CARGO"
"0fc1e987",5.29669613813247,-4.03480608246109,"ABIDJAN","ABIDJAN TREICHVILLE CARGO"
"0fc1ebd7",5.30077748167043,-4.0207809913456,"ABIDJAN","ABIDJAN TREICHVILLE CARGO"
"0fc1e9bf",5.27145458960953,-4.04614832266335,"ABIDJAN","ABIDJAN LAGOON"
"0fc1ebd9",5.29823004318487,-4.01725872938968,"ABIDJAN","ABIDJAN TREICHVILLE CARGO"
"0fc1e9a3",5.27454528191948,-4.03486315355928,"ABIDJAN","ABIDJAN LAGOON"
"0fc1e96f",5.28411293293587,-4.01522734335023,"ABIDJAN","ABIDJAN TREICHVILLE FISHING"
"0fc1e91d",5.26013579769503,-4.01391159334155,"ABIDJAN","ABIDJAN VRIDI"
"0fc1e9b9",5.26879957220929,-4.04591700211434,"ABIDJAN","ABIDJAN LAGOON"
