"s2id","lat","lon","label","sublabel"
"0fc1e9bb",5.26676249875024,-4.04053796225241,"ABIDJAN","ABIDJAN LAGOON"
"0fc1ea4d",5.32705093524828,-4.03012214785186,"ABIDJAN","ABIDJAN PLATEAU"
"0fc1ea2d",5.30574319277335,-4.03323765122962,"ABIDJAN","ABIDJAN TREICHVILLE CARGO"
"0fc1e90b",5.27458692586337,-4.02443314476881,"ABIDJAN","ABIDJAN VRIDI"
"0fc1ea57",5.33499090654538,-4.03471753676177,"ABIDJAN","ABIDJAN PLATEAU"
"0fc1ebd3",5.30377790000472,-4.02533416330821,"ABIDJAN","ABIDJAN TREICHVILLE CARGO"
"0fc1ea2b",5.29841769946598,-4.03131851504813,"ABIDJAN","ABIDJAN TREICHVILLE CARGO"
"0fc1ebd5",5.29984648020077,-4.02641065675954,"ABIDJAN","ABIDJAN TREICHVILLE CARGO"
"0fc1e97f",5.29637988779637,-4.02697241102416,"ABIDJAN","ABIDJAN TREICHVILLE CARGO"
"0fc1e961",5.29411399390712,-4.01208902687058,"ABIDJAN","ABIDJAN TREICHVILLE CARGO"
"0fc1e97b",5.29042553227125,-4.01961844686496,"ABIDJAN","ABIDJAN TREICHVILLE FISHING"
"0fc1e967",5.28819731415552,-4.01301320422285,"ABIDJAN","ABIDJAN TREICHVILLE FISHING"
"0fc1e9af",5.26445385889712,-4.03533845040003,"ABIDJAN","ABIDJAN LAGOON"
"0fc1e96d",5.27861965546081,-4.01497537872855,"ABIDJAN","ABIDJAN TREICHVILLE FISHING"
"0fc1e97d",5.29457145452391,-4.01975605375426,"ABIDJAN","ABIDJAN TREICHVILLE CARGO"
"0fc1e975",5.27754972863186,-4.02426181114097,"ABIDJAN","ABIDJAN TREICHVILLE FISHING"
"0fc1e9a5",5.26779832209987,-4.03541915339238,"ABIDJAN","ABIDJAN LAGOON"
"0fc1e913",5.27375960167611,-4.01374019262692,"ABIDJAN","ABIDJAN VRIDI"
"0fc1ea53",5.32974189008418,-4.03061226209733,"ABIDJAN","ABIDJAN PLATEAU"
"0fc1ea29",5.29813781546275,-4.03470191600556,"ABIDJAN","ABIDJAN TREICHVILLE CARGO"
"0f961251",4.74374454312729,-6.61504652560195,"SAN PEDRO","SAN PEDRO"
"0f9612ff",4.73720017613891,-6.61685412079216,"SAN PEDRO","SAN PEDRO"
"0f961255",4.7396716677236,-6.61837895843445,"SAN PEDRO","SAN PEDRO"
"0fc1e811",5.22639641076423,-4.05646743953288,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1c2ad",5.21565141376639,-4.07667920020785,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1c2af",5.22156530345701,-4.07710736494793,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e869",5.23145774371611,-4.04142123784108,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1c2b3",5.21580602486794,-4.08246026347493,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e88d",5.23221245218984,-4.02153328408679,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e893",5.23195201859829,-4.01587939006442,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e801",5.21613764184097,-4.06659144707386,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e86f",5.226627099218,-4.04135891621609,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e88b",5.23142624258148,-4.02613464396782,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e86d",5.22669372335579,-4.04640668594735,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e889",5.22656177348076,-4.02589495586905,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e813",5.22658020346698,-4.05179870531607,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e863",5.22673587804752,-4.03157178136007,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e867",5.23153868936532,-4.03634485581532,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e865",5.22679767860486,-4.03652067887823,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1c2b1",5.22092263781038,-4.08192894306126,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e861",5.23149839467008,-4.03187348063358,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e803",5.2212354710954,-4.06671740518015,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e807",5.21584900862595,-4.06170570285715,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e86b",5.23111525140889,-4.04640917449587,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1c2ab",5.21592643132015,-4.07223082607914,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e805",5.2213977854519,-4.0621956033699,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e88f",5.22711175264832,-4.02161999779006,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1c2a9",5.22114404192277,-4.0721114083456,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e81d",5.22567268558782,-4.06648740618065,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e809",5.21594065358248,-4.05719602180609,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e81b",5.2261283778782,-4.06181881308523,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e815",5.23102267591686,-4.05163230914226,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e80f",5.22122337106198,-4.05677910246856,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1ef15",5.23596821571096,-3.9649259323317,"PORT BOUET ANCHORAGE","PORT BOUET"
"0fc1ef0d",5.23724586355136,-3.9563238018932,"PORT BOUET ANCHORAGE","PORT BOUET"
"0fc1e7ff",5.21079985883623,-4.06691210335303,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e80d",5.22130519474998,-4.05153017832499,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1dd4d",5.21130218736836,-4.08208668902159,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e887",5.22196467107775,-4.02649668226574,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e87f",5.21670657234687,-4.03144101570424,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e883",5.21695893258105,-4.02141981044013,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1dd55",5.21114997386462,-4.07224183044322,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e87b",5.22147496161434,-4.03624335766567,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e875",5.21658037706344,-4.0465352771507,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e7f9",5.20594776817256,-4.06651386095816,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1dd51",5.20555769071024,-4.07726359744119,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e87d",5.22090083268758,-4.03150766384259,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e881",5.2165755771219,-4.0263729041826,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e80b",5.21618704706994,-4.05159479700491,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1dd57",5.20578610656823,-4.07249341565023,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e885",5.22141930805864,-4.02074493894658,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e871",5.22153970300231,-4.04144703915998,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1dd49",5.20575273992034,-4.0868039000305,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e877",5.21654453006191,-4.0415353855682,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1dd53",5.21099246979833,-4.07681958159859,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e879",5.21662780519223,-4.03617208620591,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1dd4f",5.20593266714457,-4.08215559567651,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1ef6b",5.23437513973579,-3.96515870992514,"ABIDJAN","ABIDJAN PORT BOUET OFFSHORE"
"0fc1dd4b",5.21126040948832,-4.08741085341087,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e873",5.2213475658235,-4.04638389276311,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e7d7",5.21173140432223,-4.03639007076468,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e7e3",5.21139037241717,-4.05664426727228,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e7db",5.20582361816055,-4.04147633554228,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1dd45",5.20061760651325,-4.08251997276212,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e7fb",5.20609168996064,-4.0622836887263,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e7d1",5.20597490834902,-4.03628964849253,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e7d9",5.2117677308728,-4.04153620365046,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e7d5",5.21123237088097,-4.03131858112155,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e7e1",5.21133346885677,-4.05154961811713,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e62f",5.20612593658708,-4.02117254227712,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e62d",5.20637265545199,-4.02610101842142,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e7d3",5.20617511056555,-4.03176577224511,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1dd43",5.19549698155548,-4.08261758290645,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e7e7",5.20568130349563,-4.05186136788778,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e7e5",5.2062401523774,-4.05658542428546,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e62b",5.21137406065532,-4.02628117746562,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e7dd",5.20615959086005,-4.04642164149235,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1dd5b",5.20074341462143,-4.07707402718574,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e7fd",5.21107080362781,-4.06209914815197,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e7df",5.21114029147621,-4.04657674668075,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e629",5.21121770384147,-4.02145356329375,"ABIDJAN","ABIDJAN OFFSHORE"
"0f9612d7",4.70440407077901,-6.61793172623152,"SAN PEDRO","SAN PEDRO"
"0f9612b9",4.70991738989565,-6.59664322635687,"SAN PEDRO","SAN PEDRO"
"0f96132b",4.69893092416209,-6.62387754806227,"SAN PEDRO","SAN PEDRO"
"0fc1e7c3",5.20085377512418,-4.04668789497018,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e7ef",5.20067852785552,-4.05633413579671,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e7f5",5.19603921598184,-4.06656182049687,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e631",5.20097933846071,-4.02106307566753,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1dd5f",5.19645964940913,-4.07250479824044,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e7f7",5.20078881126862,-4.06671778254399,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e7eb",5.19560865529675,-4.05126132899974,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e7f3",5.19599619583266,-4.06120021326287,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e633",5.20114120439894,-4.02593263591248,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e7c5",5.20114825264772,-4.04138427332745,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e7cf",5.20078457300707,-4.03648911144538,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e7f1",5.20099880232637,-4.06162365209381,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e7e9",5.20099622790593,-4.05181909047747,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e7cd",5.20074213140331,-4.03104445432855,"ABIDJAN","ABIDJAN OFFSHORE"
"0f9612d3",4.69909608807084,-6.6123901076238,"SAN PEDRO","SAN PEDRO"
"0f9612c9",4.70401839493034,-6.60266950640664,"SAN PEDRO","SAN PEDRO"
"0f9612cf",4.70394694806003,-6.60742810475039,"SAN PEDRO","SAN PEDRO"
"0f9612b5",4.69917312466067,-6.59737084939199,"SAN PEDRO","SAN PEDRO"
"0f9612cb",4.69877430790555,-6.60193893365417,"SAN PEDRO","SAN PEDRO"
"0fc1dd69",5.18997491762152,-4.08271736771999,"ABIDJAN","ABIDJAN OFFSHORE"
"0fc1e7ed",5.1948161458783,-4.0567238052343,"ABIDJAN","ABIDJAN OFFSHORE"
"0f9612b3",4.6991736775791,-6.59194934206685,"SAN PEDRO","SAN PEDRO"
"0f966d35",4.69383048168162,-6.60231299928262,"SAN PEDRO","SAN PEDRO"
"0f966d33",4.69384805092087,-6.60773589982764,"SAN PEDRO","SAN PEDRO"
"0fea8367",4.96975254436192,-4.53952101007718,"BAOBAB MARINE TERMINAL","BAOBAB MARINE TERMINAL"
"0fea8343",4.97268713534721,-4.54568653541553,"BAOBAB MARINE TERMINAL","BAOBAB MARINE TERMINAL"
