"vessel_name","MMSI","Flag","AIS_Flag","imo","vessel_class_cat","vessel_class_confidence","vessel_class","vessel_type","previous_port_country","previous_port","trip_start","trip_start_confidence","trip_end","trip_end_confidence","trip_duration_days","end_port","at_dock","abj_lagoon","abj_vridi","abj_cargo","abj_fishing","abj_offshore","fishing","fishing_hours","fishing_eez","fishing_hs","fishing_rfmos","encounter","num_encounters","loitering","num_loitering","percent_ais_voyage","vv_url"
"F/V STERENN","226180000","FRA","FRA","9225548","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-02-22 15:05:39,4,2025-04-14 18:00:10,4,51.1,"ABIDJAN",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1639.92861111111,"SLE, CIV, GIN",TRUE,"FCWC, ACAP, IWC, ICCAT, NAMMCO, SRFC",FALSE,0,TRUE,42,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ec049fc02-2932-810d-f9b3-293e4eec0799?&start=2025-02-20&end=2025-04-16"")"
"F/V STERENN","226180000","FRA","FRA","9225548","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-04-19 20:42:24,4,2025-06-10 14:44:57,4,51.8,"ABIDJAN",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,316.954444444444,"GIN, CIV",TRUE,"FCWC, IWC, NAMMCO, ACAP, ICCAT, SRFC",TRUE,2,TRUE,9,47.6,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ec049fc02-2932-810d-f9b3-293e4eec0799?&start=2025-04-17&end=2025-06-12"")"
"F/V STERENN","226180000","FRA","FRA","9225548","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-06-15 13:14:58,4,2025-06-18 14:15:15,4,3,"ABIDJAN",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,NA,FALSE,NA,FALSE,0,FALSE,0,16.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ec049fc02-2932-810d-f9b3-293e4eec0799?&start=2025-06-13&end=2025-06-20"")"
"F/V GUEOTEC","227549000","FRA","FRA","8912986","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-04-29 20:07:32,4,2025-06-14 05:00:44,4,45.3,"ABIDJAN",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,52.9236111111111,"CIV",FALSE,"ACAP, ICCAT, NAMMCO, IWC, FCWC",TRUE,1,TRUE,2,14.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/96e442d84-489f-962f-588a-33e367aa0330?&start=2025-04-27&end=2025-06-16"")"
"F/V GUEOTEC","227549000","FRA","FRA","8912986","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-03-02 16:00:16,4,2025-04-21 19:05:53,4,50.1,"ABIDJAN",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,534.590277777778,"CIV, SLE, GIN",FALSE,"SRFC, ICCAT, ACAP, FCWC, NAMMCO, IWC",FALSE,0,TRUE,12,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/96e442d84-489f-962f-588a-33e367aa0330?&start=2025-02-28&end=2025-04-23"")"
"F/V GUERIDEN","227550000","FRA","FRA","8912998","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-05-22 15:59:51,4,2025-06-28 16:54:24,4,37,"ABIDJAN",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,27.0472222222222,"CIV",FALSE,"IWC, ACAP, NAMMCO, ICCAT, FCWC",FALSE,0,FALSE,0,4.3,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1fe43f651-11a3-402d-dfed-efde848e7eee?&start=2025-05-20&end=2025-06-30"")"
"F/V GUERIDEN","227550000","FRA","FRA","8912998","fishing","high","fishing","tuna_purse_seines","SEN","DAKAR",2025-04-09 14:55:04,4,2025-05-05 07:38:22,4,25.7,"ABIDJAN",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,144.354166666667,"GIN, CIV",FALSE,"FCWC, ACAP, NAMMCO, SRFC, IWC, ICCAT",TRUE,1,TRUE,3,22.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1fe43f651-11a3-402d-dfed-efde848e7eee?&start=2025-04-07&end=2025-05-07"")"
"F/V CAP BOJADOR","228280000","FRA","FRA","8908026","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-03-29 17:47:50,4,2025-05-19 15:05:20,3,50.9,"ABIDJAN",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,124.497777777778,"CIV",TRUE,"ICCAT, IWC, ACAP, NAMMCO, FCWC",FALSE,0,TRUE,1,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/cc9dd42b8-8263-d5f5-d479-8027efd525be?&start=2025-03-27&end=2025-05-21"")"
"HAIZEA BAT","306142000","CUW","BES","9717943","fishing","med","fishing","fishing","CIV","ABIDJAN",2025-03-08 12:41:05,4,2025-05-20 11:33:13,4,72.9,"ABIDJAN",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2220.19722222222,"GIN, SLE, LBR",TRUE,"SRFC, IWC, NAMMCO, FCWC, ACAP, ICCAT",FALSE,0,TRUE,47,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/83524b6ef-fe68-222c-e1cf-d77531c428ab?&start=2025-03-06&end=2025-05-22"")"
"ARTIKE","306881000","CUW","BES","9808120","fishing","low","fishing","fishing","CIV","ABIDJAN",2025-03-08 08:02:51,4,2025-04-25 06:15:54,4,47.9,"ABIDJAN",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,417.031944444445,"LBR, SLE, SEN",FALSE,"ACAP, ICCAT, SRFC, FCWC, NAMMCO, IWC",FALSE,0,TRUE,12,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e00d865a1-148f-fb0e-8283-dc436a245c07?&start=2025-03-06&end=2025-04-27"")"
"DICHA UNO","312697000","BLZ","BLZ","8029026","fishing","low","fishing","inconclusive","GHA","TEMA",2025-04-30 19:28:39,4,2025-05-26 15:47:27,4,25.8,"ABIDJAN",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,NA,FALSE,NA,FALSE,0,FALSE,0,5.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2842f60c5-5d09-d79a-ea8d-a65b3a62a81b?&start=2025-04-28&end=2025-05-28"")"
"DICHA UNO","312697000","BLZ","BLZ","8029026","fishing","low","fishing","inconclusive","GHA","TEMA",2025-04-27 09:07:04,4,2025-04-28 10:00:26,4,1,"ABIDJAN",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,NA,FALSE,NA,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2842f60c5-5d09-d79a-ea8d-a65b3a62a81b?&start=2025-04-25&end=2025-04-30"")"
"BAO LUCKY","312756000","BLZ","BLZ","7809273","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-05-31 03:04:44,4,2025-05-31 13:51:20,4,0.4,"ABIDJAN",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,NA,FALSE,NA,FALSE,0,FALSE,0,18.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/6efb0dce9-9de1-7806-333c-1e641f125b71?&start=2025-05-29&end=2025-06-02"")"
"BAO LUCKY","312756000","BLZ","BLZ","7809273","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-02-13 13:36:36,4,2025-04-30 09:18:36,4,75.8,"ABIDJAN",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,NA,FALSE,NA,FALSE,0,TRUE,1,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/68ab5e789-96a1-fd61-016c-92bd413a9682?&start=2025-02-11&end=2025-05-02"")"
"PEARL","312797000","BLZ","BLZ","7360320","fishing","med","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-04-30 19:00:04,4,2025-05-30 05:22:58,4,29.4,"ABIDJAN",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,25.3486111111111,"CIV",FALSE,"ICCAT, FCWC, NAMMCO, ACAP, IWC",FALSE,0,FALSE,0,6.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b5d3439b6-6d19-5385-9d6b-08a0dfd60fa7?&start=2025-04-28&end=2025-06-01"")"
"JC VICTORIA","312860000","BLZ","BLZ","7641580","fishing","med","fishing","inconclusive","CIV","ABIDJAN",2025-05-27 13:49:20,4,2025-06-21 09:25:19,4,24.8,"ABIDJAN",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,NA,FALSE,NA,FALSE,0,FALSE,0,7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9e508de0a-aa7b-0fae-2a32-a0111c773dfe?&start=2025-05-25&end=2025-06-23"")"
"JC VICTORIA","312860000","BLZ","BLZ","7641580","fishing","med","fishing","inconclusive","CIV","ABIDJAN",2025-04-29 10:16:55,4,2025-05-22 12:29:06,4,23.1,"ABIDJAN",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,NA,FALSE,NA,FALSE,0,FALSE,0,7.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9e508de0a-aa7b-0fae-2a32-a0111c773dfe?&start=2025-04-27&end=2025-05-24"")"
"ATLANTIC GLORY","312864000","BLZ","BLZ","8919403","fishing","high","fishing","tuna_purse_seines","GHA","TEMA",2025-05-08 12:43:11,4,2025-05-31 09:10:51,4,22.8,"ABIDJAN",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,NA,FALSE,NA,FALSE,0,FALSE,0,10,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f2134364c-c3d5-8ee9-ddd4-5511c0500a50?&start=2025-05-06&end=2025-06-02"")"
"ATLANTIC PRINCE","312867000","BLZ","BLZ","8919415","fishing","high","fishing","tuna_purse_seines","GHA","TEMA",2025-05-08 17:47:14,4,2025-06-15 13:20:43,4,37.8,"ABIDJAN",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,748.375833333334,NA,TRUE,"ICCAT, IWC, ACAP, NAMMCO",FALSE,0,TRUE,36,98.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a8fa13d03-3876-ae64-a357-4823082c2984?&start=2025-05-06&end=2025-06-17"")"
"ALBACORA CARIBE","353171000","PAN","PAN","8716825","fishing","high","fishing","tuna_purse_seines","SEN","DAKAR",2025-05-03 06:49:28,4,2025-05-31 06:18:05,4,28,"ABIDJAN",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,525.101944444444,"LBR, SLE, GIN",TRUE,"FCWC, IWC, SRFC, NAMMCO, ACAP, ICCAT",FALSE,0,TRUE,24,61.8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ef9f4545a-a733-e7a5-4cb3-b9cc3cbf66c0?&start=2025-05-01&end=2025-06-02"")"
"SYDNEY SOFIA","356262000","PAN","PAN","9857030","fishing","med","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-04-30 11:12:31,4,2025-05-31 10:51:34,4,31,"ABIDJAN",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,556.533055555556,"LBR",TRUE,"ICCAT, ACAP, FCWC, IWC, NAMMCO",FALSE,0,TRUE,29,91.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f2de78309-99b3-6b6a-2926-8af2b3051672?&start=2025-04-28&end=2025-06-02"")"
"SYDNEY SOFIA","356262000","PAN","PAN","9857030","fishing","med","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-06-05 09:53:30,4,2025-06-25 06:32:50,4,19.8,"ABIDJAN",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,308.166388888889,"LBR, CIV",TRUE,"NAMMCO, ACAP, FCWC, IWC, ICCAT",FALSE,0,TRUE,25,83.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f2de78309-99b3-6b6a-2926-8af2b3051672?&start=2025-06-03&end=2025-06-27"")"
"FARO DE LIBERTAD","359082024","SLV","SLV","8829452","fishing","high","fishing","fishing","CIV","ABIDJAN",2025-02-26 10:14:42,4,2025-04-14 05:55:13,4,46.8,"ABIDJAN",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,NA,FALSE,NA,FALSE,0,TRUE,2,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/aef0e60a4-40f1-e90a-e4aa-d840f22eda4f?&start=2025-02-24&end=2025-04-16"")"
"MONTECELO","359102000","SLV","SLV","7409152","fishing","high","fishing","tuna_purse_seines","SEN","DAKAR",2025-03-15 18:40:56,4,2025-04-17 10:03:09,4,32.6,"ABIDJAN",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,NA,FALSE,NA,FALSE,0,FALSE,0,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/4bb1068b0-07b4-134f-87ed-a7ea92c038e9?&start=2025-03-13&end=2025-04-19"")"
"MONTECELO","359102000","SLV","SLV","7409152","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-05-28 13:45:40,4,2025-06-28 12:06:59,4,30.9,"ABIDJAN",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,28.1902777777778,"CIV",FALSE,"FCWC, ICCAT, NAMMCO, ACAP, IWC",FALSE,0,FALSE,0,2.6,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/4bb1068b0-07b4-134f-87ed-a7ea92c038e9?&start=2025-05-26&end=2025-06-30"")"
"MONTECELO","359102000","SLV","SLV","7409152","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-04-23 13:18:57,4,2025-05-20 09:40:07,4,26.8,"ABIDJAN",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,NA,FALSE,NA,FALSE,0,FALSE,0,5.3,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/4bb1068b0-07b4-134f-87ed-a7ea92c038e9?&start=2025-04-21&end=2025-05-22"")"
"HLF7","412209590","CHN","CHN",NA,"fishing","med","fishing","fishing","CIV","ABIDJAN",2025-04-09 19:31:47,4,2025-05-09 05:44:20,4,29.4,"ABIDJAN",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,29.4361111111111,"CIV",FALSE,"IWC, NAMMCO, ACAP, FCWC, ICCAT",FALSE,0,FALSE,0,6.6,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/fbed92149-9677-4209-36a6-b3850b14affc?&start=2025-04-07&end=2025-05-11"")"
"HLF7","412209590","CHN","CHN",NA,"fishing","med","fishing","fishing","CIV","ABIDJAN",2025-06-14 23:43:42,4,2025-06-20 05:51:12,4,5.3,"ABIDJAN",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,24.7861111111111,"CIV",FALSE,"IWC, ICCAT, NAMMCO, ACAP, FCWC",FALSE,0,FALSE,0,11.8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/fbed92149-9677-4209-36a6-b3850b14affc?&start=2025-06-12&end=2025-06-22"")"
"HLF7","412209590","CHN","CHN",NA,"fishing","med","fishing","fishing","CIV","ABIDJAN",2025-05-11 19:31:10,4,2025-06-03 17:10:41,4,22.9,"ABIDJAN",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,NA,FALSE,NA,FALSE,0,FALSE,0,3.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/fbed92149-9677-4209-36a6-b3850b14affc?&start=2025-05-09&end=2025-06-05"")"
"HLF7","412209590","CHN","CHN",NA,"fishing","med","fishing","fishing","CIV","ABIDJAN",2025-03-02 13:37:25,4,2025-04-06 16:58:50,4,35.1,"ABIDJAN",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,42.2194444444444,"CIV",FALSE,"ICCAT, NAMMCO, FCWC, ACAP, IWC",FALSE,0,FALSE,0,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/fbed92149-9677-4209-36a6-b3850b14affc?&start=2025-02-28&end=2025-04-08"")"
"HAILUFENG8","412209610","CHN","CHN",NA,"fishing","med","fishing","inconclusive","CIV","ABIDJAN",2025-04-10 14:46:52,4,2025-05-06 05:46:32,4,25.6,"ABIDJAN",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,NA,FALSE,NA,FALSE,0,FALSE,0,2.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/dc63fa3e1-1043-eabe-bea4-0ac7b71eb8aa?&start=2025-04-08&end=2025-05-08"")"
"HAILUFENG8","412209610","CHN","CHN",NA,"fishing","med","fishing","inconclusive","CIV","ABIDJAN",2025-05-08 13:51:41,4,2025-05-25 23:41:53,4,17.4,"ABIDJAN",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,6.30833333333333,"CIV",FALSE,"ACAP, FCWC, IWC, NAMMCO, ICCAT",FALSE,0,FALSE,0,1.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/dc63fa3e1-1043-eabe-bea4-0ac7b71eb8aa?&start=2025-05-06&end=2025-05-27"")"
"HAILUFENG8","412209610","CHN","CHN",NA,"fishing","med","fishing","inconclusive","CIV","ABIDJAN",2025-06-06 18:08:56,4,2025-06-17 06:31:17,4,10.5,"ABIDJAN",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,NA,FALSE,NA,FALSE,0,FALSE,0,5.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/dc63fa3e1-1043-eabe-bea4-0ac7b71eb8aa?&start=2025-06-04&end=2025-06-19"")"
"HAILUFENG8","412209610","CHN","CHN",NA,"fishing","med","fishing","inconclusive","GHA","SEKONDI-TAKORADI",2025-04-08 15:17:34,3,2025-04-09 08:14:14,4,0.7,"ABIDJAN",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,NA,FALSE,NA,FALSE,0,FALSE,0,27.8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/dc63fa3e1-1043-eabe-bea4-0ac7b71eb8aa?&start=2025-04-06&end=2025-04-11"")"
"PANOFI FORE RUNNER","627072000","GHA","GHA","9568859","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-05-08 10:53:54,4,2025-05-08 13:34:43,4,0.1,"ABIDJAN",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2.40277777777778,"CIV",FALSE,"ACAP, IWC, FCWC, NAMMCO, ICCAT",FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/04b95cb83-31d8-06e7-0845-8691696643f5?&start=2025-05-06&end=2025-05-10"")"
"PANOFI PATH FINDER","627073000","GHA","GHA","9568861","fishing","high","fishing","tuna_purse_seines","GHA","TEMA",2025-04-10 08:24:34,4,2025-04-11 09:08:20,4,1,"ABIDJAN",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,NA,FALSE,NA,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1abad9a58-8758-383e-8c58-6c8029ecaa44?&start=2025-04-08&end=2025-04-13"")"
"CMA CGM MARLIN","229705000","MLT","MLT","9322463","carrier","low","other","other","GHA","TEMA",2025-05-02 17:20:54,4,2025-05-05 07:51:48,4,2.6,"ABIDJAN",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,NA,FALSE,NA,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2a853708a-a921-a5df-2f85-ec88eed9a66e?&start=2025-04-30&end=2025-05-07"")"
"GREAT COTONOU","247452100","ITA","ITA","9935064","carrier","low","other","other","GHA","SEKONDI-TAKORADI",2025-06-06 18:01:25,4,2025-06-07 19:56:45,4,1,"ABIDJAN",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,NA,FALSE,NA,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e34867472-276c-e3f8-3ffd-06443296124c?&start=2025-06-04&end=2025-06-09"")"
"STAR FIRST","311000876","BHS","BHS","9330056","carrier","low","other","other","BEL","ANTWERP",2025-05-23 10:44:42,4,2025-06-03 05:43:01,4,10.8,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,NA,FALSE,NA,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1f2830fdf-fd8c-099e-c5e3-c9f9c4a16f76?&start=2025-05-21&end=2025-06-05"")"
"STAR FIRST","311000876","BHS","BHS","9330056","carrier","low","other","other","GHA","TEMA",2025-06-11 13:58:49,4,2025-06-12 04:40:22,4,0.6,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,NA,FALSE,NA,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1f2830fdf-fd8c-099e-c5e3-c9f9c4a16f76?&start=2025-06-09&end=2025-06-14"")"
"STAR FIRST","311000876","BHS","BHS","9330056","carrier","low","other","other","GHA","TEMA",2025-05-07 04:01:14,4,2025-05-08 02:05:49,4,0.9,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,NA,FALSE,NA,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1f2830fdf-fd8c-099e-c5e3-c9f9c4a16f76?&start=2025-05-05&end=2025-05-10"")"
"STAR FIRST","311000876","BHS","BHS","9330056","carrier","low","other","other","GHA","TEMA",2025-04-04 15:37:48,4,2025-04-05 06:20:20,4,0.6,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,NA,FALSE,NA,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1f2830fdf-fd8c-099e-c5e3-c9f9c4a16f76?&start=2025-04-02&end=2025-04-07"")"
"STAR FIRST","311000876","BHS","BHS","9330056","carrier","low","other","other","BEL","ANTWERP",2025-04-19 02:30:49,4,2025-04-29 20:10:03,4,10.7,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,NA,FALSE,NA,FALSE,0,TRUE,3,99.6,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1f2830fdf-fd8c-099e-c5e3-c9f9c4a16f76?&start=2025-04-17&end=2025-05-01"")"
"STAR PRIMA","311000958","BHS","BHS","9338747","carrier","low","other","other","GHA","TEMA",2025-04-25 03:54:13,4,2025-04-27 01:30:34,4,1.9,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,NA,FALSE,NA,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/3997f5344-4346-5b2b-e215-f5932f787437?&start=2025-04-23&end=2025-04-29"")"
"STAR PRIMA","311000958","BHS","BHS","9338747","carrier","low","other","other","GHA","TEMA",2025-06-19 06:15:11,4,2025-06-20 06:58:44,4,1,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,NA,FALSE,NA,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/3997f5344-4346-5b2b-e215-f5932f787437?&start=2025-06-17&end=2025-06-22"")"
"STAR PRIMA","311000958","BHS","BHS","9338747","carrier","low","other","other","GHA","TEMA",2025-05-23 04:38:52,4,2025-05-23 20:53:07,4,0.7,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,NA,FALSE,NA,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/3997f5344-4346-5b2b-e215-f5932f787437?&start=2025-05-21&end=2025-05-25"")"
"AVUNDA REEFER","352351000","PAN","PAN","9072824","carrier","low","carrier","other","ESP","LAS PALMAS",2025-03-30 23:00:20,4,2025-04-08 13:49:41,4,8.6,"ABIDJAN",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,NA,FALSE,NA,FALSE,0,FALSE,0,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/665ebd33c-c956-3093-dee2-b41b11d83307?&start=2025-03-28&end=2025-04-10"")"
"NAVIOS MAGNOLIA","374776000","DEU","PAN","9332250","carrier","low","other","other","NGA","LAGOS",2025-04-09 10:00:55,4,2025-04-17 11:49:38,4,8,"ABIDJAN",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,NA,FALSE,NA,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c3010d8da-a532-3cfc-38fd-51b83e7c5375?&start=2025-04-07&end=2025-04-19"")"
"NAVIOS MAGNOLIA","374776000","DEU","PAN","9332250","carrier","low","other","other","MYS","TANJUNG PELEPAS",2025-03-12 09:26:45,4,2025-04-04 02:06:58,4,22.7,"ABIDJAN",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,NA,FALSE,NA,FALSE,0,FALSE,0,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c3010d8da-a532-3cfc-38fd-51b83e7c5375?&start=2025-03-10&end=2025-04-06"")"
"CAMEROUN EXPRESS","563229800","SGP","SGP","9983865","carrier","low","other","other","GHA","TEMA",2025-05-02 10:11:54,4,2025-05-03 18:38:37,4,1.3,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,NA,FALSE,NA,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/7bf03aa76-6d87-6b95-cc07-490ae627673d?&start=2025-04-30&end=2025-05-05"")"
"CAMEROUN EXPRESS","563229800","SGP","SGP","9983865","carrier","low","other","other","GHA","TEMA",2025-06-26 05:06:43,4,2025-06-27 13:12:31,4,1.3,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,NA,FALSE,NA,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/7bf03aa76-6d87-6b95-cc07-490ae627673d?&start=2025-06-24&end=2025-06-29"")"
"CAMEROUN EXPRESS","563229800","SGP","SGP","9983865","carrier","low","other","other","GHA","TEMA",2025-04-04 18:37:15,4,2025-04-05 21:26:17,4,1.1,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,NA,FALSE,NA,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/7bf03aa76-6d87-6b95-cc07-490ae627673d?&start=2025-04-02&end=2025-04-07"")"
"CAMEROUN EXPRESS","563229800","SGP","SGP","9983865","carrier","low","other","other","GHA","TEMA",2025-05-29 05:37:22,4,2025-05-30 07:45:38,4,1.1,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,NA,FALSE,NA,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/7bf03aa76-6d87-6b95-cc07-490ae627673d?&start=2025-05-27&end=2025-06-01"")"
"COTE DIVOIRE EXPRESS","563237900","SGP","SGP","9983994","carrier","low","other","other","GHA","TEMA",2025-06-12 15:43:35,4,2025-06-13 08:34:44,4,0.7,"ABIDJAN",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,NA,FALSE,NA,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c101e6df7-7c74-f0bd-dff3-8cf9eb76b89b?&start=2025-06-10&end=2025-06-15"")"
