trip_id,event_id,event_type,year,vessel_id,ssvid,shipname,vessel_flag_best,callsign,imo,vessel_class_best,geartype_best,vessel_class_initial,class_confidence,trip_start,start_port_iso3,start_port_label,trip_end,end_port_iso3,end_port_label,port_anchorage_id,total_voyage_days,total_voyage_h,total_ais_h,percent_ais_voyage,event_start,event_end,event_duration_d,lat_mean,lon_mean,lat_end,lon_end,distance_km,speed_knots,eez,major_fao,high_seas,rfmo,start_distance_from_shore_km,end_distance_from_shore_km,start_distance_from_port_km,end_distance_from_port_km,positions_12_hours_before,encountered_ssvid,encountered_vessel_id,encountered_shipname,encountered_callsign,encountered_imo,encountered_flag,encountered_vessel_class,encountered_geartype,port_event_type,port_event_timestamp,port_event_lat,port_event_lon,port_label,sublabel,port_event_anchorage_id,port_distance_from_shore_m,at_dock,port_confidence,possible_spoofing
7jrrQ4WE18,70848defa0561984540fe49b053f655e,Gap,2023,27c4dbe6b-bc3b-7199-2aed-2b3d9590c499,416002494,CHAO YEUNG NO 5,TWN,BJ3600,NA,fishing,drifting_longlines,,NA,12/06/2023 03:31,PHL,TORIL,09/07/2023 03:33,PHL,TORIL,32f90c71,27,649,106,16.3,21/06/2023 13:21,22/06/2023 06:26,0.7,NA,NA,7.22,120.88,58.2,1.8,PHL,NA,NA,"ACAP, APFIC, IWC, SEAFDEC, WCPFC",71,77,173.5,124.2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
7jrrQ4WE18,75d4ed213616f857a87e960e817049da,Loitering,2023,27c4dbe6b-bc3b-7199-2aed-2b3d9590c499,416002494,CHAO YEUNG NO 5,TWN,BJ3600,NA,fishing,drifting_longlines,,NA,12/06/2023 03:31,PHL,TORIL,09/07/2023 03:33,PHL,TORIL,32f90c71,27,649,106,16.3,21/06/2023 13:21,22/06/2023 06:55,0.7,7.11,120.66,NA,NA,63.5,2,PHL,71,,"ACAP, APFIC, IWC, SEAFDEC, WCPFC",71,72,173.5,118.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
7jrrQ4WE18,f420c705fe78f58c6e5deac82078786f,Fishing,2023,27c4dbe6b-bc3b-7199-2aed-2b3d9590c499,416002494,CHAO YEUNG NO 5,TWN,BJ3600,NA,fishing,drifting_longlines,,NA,12/06/2023 03:31,PHL,TORIL,09/07/2023 03:33,PHL,TORIL,32f90c71,27,649,106,16.3,22/06/2023 06:26,22/06/2023 07:25,0,7.21,120.93,NA,NA,11,6.1,PHL,71,,"ACAP, APFIC, IWC, SEAFDEC, WCPFC",75,71,123.2,115.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
7jrrQ4WE18,4f91b1c6073db9057193f939bc0ff0f5,Gap,2023,27c4dbe6b-bc3b-7199-2aed-2b3d9590c499,416002494,CHAO YEUNG NO 5,TWN,BJ3600,NA,fishing,drifting_longlines,,NA,12/06/2023 03:31,PHL,TORIL,09/07/2023 03:33,PHL,TORIL,32f90c71,27,649,106,16.3,22/06/2023 08:10,22/06/2023 18:44,0.4,NA,NA,7.23,121.1,18.2,0.9,PHL,NA,NA,"ACAP, APFIC, IWC, SEAFDEC, WCPFC",62,61,111.1,101.3,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
7jrrQ4WE18,b2f071faebcf6af40d5ca9ee4ccb4eab,Loitering,2023,27c4dbe6b-bc3b-7199-2aed-2b3d9590c499,416002494,CHAO YEUNG NO 5,TWN,BJ3600,NA,fishing,drifting_longlines,,NA,12/06/2023 03:31,PHL,TORIL,09/07/2023 03:33,PHL,TORIL,32f90c71,27,649,106,16.3,22/06/2023 08:10,22/06/2023 18:44,0.4,7.18,121.04,NA,NA,18.2,0.9,PHL,71,,"ACAP, APFIC, IWC, SEAFDEC, WCPFC",62,61,111.1,101.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
7jrrQ4WE18,1d9663fd6e9a7c6439966750922d580c,Gap,2023,27c4dbe6b-bc3b-7199-2aed-2b3d9590c499,416002494,CHAO YEUNG NO 5,TWN,BJ3600,NA,fishing,drifting_longlines,,NA,12/06/2023 03:31,PHL,TORIL,09/07/2023 03:33,PHL,TORIL,32f90c71,27,649,106,16.3,23/06/2023 00:19,23/06/2023 18:11,0.7,NA,NA,7.58,121.5,19.5,0.6,PHL,NA,NA,"ACAP, APFIC, IWC, SEAFDEC, WCPFC",75,62,97.1,88,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
7jrrQ4WE18,3043dbec7d0e5dd108799817182fe1c1,Loitering,2023,27c4dbe6b-bc3b-7199-2aed-2b3d9590c499,416002494,CHAO YEUNG NO 5,TWN,BJ3600,NA,fishing,drifting_longlines,,NA,12/06/2023 03:31,PHL,TORIL,09/07/2023 03:33,PHL,TORIL,32f90c71,27,649,106,16.3,23/06/2023 00:19,24/06/2023 07:47,1.3,7.42,121.5,NA,NA,56.1,1,PHL,71,,"ACAP, APFIC, IWC, SEAFDEC, WCPFC",75,31,97.1,52.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
7jrrQ4WE18,6dfee17381c1ff2c0a8a7454ccf8aaad,Gap,2023,27c4dbe6b-bc3b-7199-2aed-2b3d9590c499,416002494,CHAO YEUNG NO 5,TWN,BJ3600,NA,fishing,drifting_longlines,,NA,12/06/2023 03:31,PHL,TORIL,09/07/2023 03:33,PHL,TORIL,32f90c71,27,649,106,16.3,23/06/2023 18:11,24/06/2023 07:47,0.6,NA,NA,7.3,121.66,36.7,1.5,PHL,NA,NA,"ACAP, APFIC, IWC, SEAFDEC, WCPFC",62,31,88,52.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
7jrrQ4WE18,2b5bc320cfa1b018e2fb7fa9ae90ff61,Gap,2023,27c4dbe6b-bc3b-7199-2aed-2b3d9590c499,416002494,CHAO YEUNG NO 5,TWN,BJ3600,NA,fishing,drifting_longlines,,NA,12/06/2023 03:31,PHL,TORIL,09/07/2023 03:33,PHL,TORIL,32f90c71,27,649,106,16.3,24/06/2023 14:32,26/06/2023 00:59,1.4,NA,NA,5.28,124.23,278.1,4.4,PHL,NA,NA,"ACAP, APFIC, IWC, SEAFDEC, WCPFC",6,89,19.9,114.1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
7jrrQ4WE18,eb230e26e3a9b66760668a97800ee7f9,Fishing,2023,27c4dbe6b-bc3b-7199-2aed-2b3d9590c499,416002494,CHAO YEUNG NO 5,TWN,BJ3600,NA,fishing,drifting_longlines,,NA,12/06/2023 03:31,PHL,TORIL,09/07/2023 03:33,PHL,TORIL,32f90c71,27,649,106,16.3,26/06/2023 08:05,26/06/2023 09:37,0.1,5.34,125.01,NA,NA,16.7,5.5,PHL,71,,"ACAP, APFIC, IWC, SEAFDEC, WCPFC",43,28,62,54.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
7jrrQ4WE18,e37fe6c8c8f6385f02d3f42086bd9f8e,Gap,2023,27c4dbe6b-bc3b-7199-2aed-2b3d9590c499,416002494,CHAO YEUNG NO 5,TWN,BJ3600,NA,fishing,drifting_longlines,,NA,12/06/2023 03:31,PHL,TORIL,09/07/2023 03:33,PHL,TORIL,32f90c71,27,649,106,16.3,26/06/2023 12:11,26/06/2023 20:44,0.4,NA,NA,5.48,125.41,10.2,0.6,PHL,NA,NA,"ACAP, APFIC, IWC, SEAFDEC, WCPFC",7,4,50.3,55.8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
7jrrQ4WE18,452c93901aab7b2c297326cbcdf34163,Fishing,2023,27c4dbe6b-bc3b-7199-2aed-2b3d9590c499,416002494,CHAO YEUNG NO 5,TWN,BJ3600,NA,fishing,drifting_longlines,,NA,12/06/2023 03:31,PHL,TORIL,09/07/2023 03:33,PHL,TORIL,32f90c71,27,649,106,16.3,27/06/2023 04:02,27/06/2023 07:08,0.1,5.16,125.36,NA,NA,24.6,4.5,PHL,71,,"ACAP, APFIC, IWC, SEAFDEC, WCPFC",27,20,81.4,85.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
7jrrQ4WE18,cca740e127601f99cb1beeaec1f2aa65,Gap,2023,27c4dbe6b-bc3b-7199-2aed-2b3d9590c499,416002494,CHAO YEUNG NO 5,TWN,BJ3600,NA,fishing,drifting_longlines,,NA,12/06/2023 03:31,PHL,TORIL,09/07/2023 03:33,PHL,TORIL,32f90c71,27,649,106,16.3,27/06/2023 07:08,27/06/2023 15:20,0.3,NA,NA,5.12,125.01,27.3,1.8,PHL,NA,NA,"ACAP, APFIC, IWC, SEAFDEC, WCPFC",27,46,81.4,82.6,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
7jrrQ4WE18,177f98a2ea0a397baefc987218256eb4,Loitering,2023,27c4dbe6b-bc3b-7199-2aed-2b3d9590c499,416002494,CHAO YEUNG NO 5,TWN,BJ3600,NA,fishing,drifting_longlines,,NA,12/06/2023 03:31,PHL,TORIL,09/07/2023 03:33,PHL,TORIL,32f90c71,27,649,106,16.3,27/06/2023 07:08,27/06/2023 15:53,0.4,5.13,125.14,NA,NA,27.7,1.7,PHL,71,,"ACAP, APFIC, IWC, SEAFDEC, WCPFC",27,45,81.4,82.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
7jrrQ4WE18,d94f9940d8004ae1a185c693c4363f42,Fishing,2023,27c4dbe6b-bc3b-7199-2aed-2b3d9590c499,416002494,CHAO YEUNG NO 5,TWN,BJ3600,NA,fishing,drifting_longlines,,NA,12/06/2023 03:31,PHL,TORIL,09/07/2023 03:33,PHL,TORIL,32f90c71,27,649,106,16.3,27/06/2023 15:20,27/06/2023 18:38,0.1,5.12,124.94,NA,NA,27.4,4.2,PHL,71,,"ACAP, APFIC, IWC, SEAFDEC, WCPFC",69,44,91.8,81.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
7jrrQ4WE18,94f77c230cf158a24cdc067176f01cee,Gap,2023,27c4dbe6b-bc3b-7199-2aed-2b3d9590c499,416002494,CHAO YEUNG NO 5,TWN,BJ3600,NA,fishing,drifting_longlines,,NA,12/06/2023 03:31,PHL,TORIL,09/07/2023 03:33,PHL,TORIL,32f90c71,27,649,106,16.3,27/06/2023 21:30,28/06/2023 07:23,0.4,NA,NA,5.16,125.03,50.6,2.8,PHL,NA,NA,"ACAP, APFIC, IWC, SEAFDEC, WCPFC",91,41,111.3,78,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
7jrrQ4WE18,fbd33a4282cc54c5a2d97c698a8e727c,Gap,2023,27c4dbe6b-bc3b-7199-2aed-2b3d9590c499,416002494,CHAO YEUNG NO 5,TWN,BJ3600,NA,fishing,drifting_longlines,,NA,12/06/2023 03:31,PHL,TORIL,09/07/2023 03:33,PHL,TORIL,32f90c71,27,649,106,16.3,28/06/2023 08:23,29/06/2023 09:51,1.1,NA,NA,5.55,125.5,57.8,1.2,PHL,NA,NA,"ACAP, APFIC, IWC, SEAFDEC, WCPFC",31,6,70.1,57.9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
7jrrQ4WE18,949ff9b41645c243e563eefb1c3d85a2,Gap,2023,27c4dbe6b-bc3b-7199-2aed-2b3d9590c499,416002494,CHAO YEUNG NO 5,TWN,BJ3600,NA,fishing,drifting_longlines,,NA,12/06/2023 03:31,PHL,TORIL,09/07/2023 03:33,PHL,TORIL,32f90c71,27,649,106,16.3,29/06/2023 12:26,30/06/2023 03:26,0.6,NA,NA,5.55,125.68,9.1,0.3,PHL,NA,NA,"ACAP, APFIC, IWC, SEAFDEC, WCPFC",31,22,80,74.8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
7jrrQ4WE18,11d7779da8ccfdf00064fc95603097cd,Gap,2023,27c4dbe6b-bc3b-7199-2aed-2b3d9590c499,416002494,CHAO YEUNG NO 5,TWN,BJ3600,NA,fishing,drifting_longlines,,NA,12/06/2023 03:31,PHL,TORIL,09/07/2023 03:33,PHL,TORIL,32f90c71,27,649,106,16.3,30/06/2023 03:26,30/06/2023 15:16,0.5,NA,NA,6.75,125.68,133,6.1,PHL,NA,NA,"ACAP, APFIC, IWC, SEAFDEC, WCPFC",22,18,74.8,28.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
7jrrQ4WE18,88d8648e1aaba0916b99491a2832b0ae,Fishing,2023,27c4dbe6b-bc3b-7199-2aed-2b3d9590c499,416002494,CHAO YEUNG NO 5,TWN,BJ3600,NA,fishing,drifting_longlines,,NA,12/06/2023 03:31,PHL,TORIL,09/07/2023 03:33,PHL,TORIL,32f90c71,27,649,106,16.3,30/06/2023 17:45,30/06/2023 22:08,0.2,6.96,125.57,NA,NA,10,1.2,PHL,71,,"ACAP, APFIC, IWC, SEAFDEC, WCPFC",7,4,8,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
7jrrQ4WE18,af6d5dad7941143e03c73234b55737f6,Gap,NA,27c4dbe6b-bc3b-7199-2aed-2b3d9590c499,416002494,CHAO YEUNG NO 5,TWN,BJ3600,NA,fishing,drifting_longlines,,NA,12/06/2023 03:31,PHL,TORIL,09/07/2023 03:33,PHL,TORIL,32f90c71,27,649,106,16.3,30/06/2023 23:00,NA,576,NA,NA,NA,NA,NA,NA,PHL,NA,NA,"ACAP, APFIC, IWC, SEAFDEC, WCPFC",3,NA,2.2,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
7jrrQ4WE18,2f019af151cb58ae27532ce3b9591336,Port_Visit,2023,27c4dbe6b-bc3b-7199-2aed-2b3d9590c499,416002494,CHAO YEUNG NO 5,TWN,BJ3600,NA,fishing,drifting_longlines,,NA,12/06/2023 03:31,PHL,TORIL,09/07/2023 03:33,PHL,TORIL,32f90c71,27,649,106,16.3,09/07/2023 03:33,28/12/2024 23:25,538.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
l1E0qMUPxC,b2ec5043683d40b74ae619f2f80fbe6a,Port_Visit,2023,a676e15cd-dd4d-8769-b3bd-c37d13769a74,352241000,TUNA PRINCESS,PAN,H3CN,9314612,carrier,carrier,,NA,28/09/2023 01:30,MYS,TELOK RAMUNIA,02/10/2023 22:10,PHL,GENERAL SANTOS,32f7a01b,4.8,118,116,98.3,02/10/2023 22:10,03/10/2023 08:06,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
