Remove or check,Incorrect name,Incorrect / missing flag,Incorrect / missing vessel type,Incorrect / missing gear,Confidence check,Check trip start ,Check missing visits,Check previous iteration,vessel_name,MMSI,Flag,vessel_class,vessel_type,previous_port_country,previous_port,trip_start,trip_end,trip_duration_days,end_port,fishing,fishing_hours,fishing_eez,fishing_hs,fishing_rfmos,encounter,num_encounters,loitering,num_loitering,at_dock,percent_ais_voyage,FACT name,FACT flag,FACT gear type,Flag check,FACT vessel type / not PP,FACT gear / not PP,Notes
,,,,,,Yes,No,Yes,ALBACORA CARIBE,353171000,PAN,fishing,tuna_purse_seines,ESP,LAS PALMAS,3/15/24 17:07,3/18/24 15:30,2.9,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,100,ALBACORA CARIBE,PAN,Purse seine,TRUE,#N/A,#N/A,
,,,,Trawler,,Yes,No,Yes,YI FENG 26,412209123,CHN,seismic_vessel,seismic_vessel,SEN,DAKAR,2/27/24 15:11,3/19/24 9:43,20.8,DAKAR,TRUE,4550.904167,"SEN, GNB",FALSE,"ACAP, SRFC, ICCAT, NAMMCO, IWC",FALSE,NA,TRUE,7,TRUE,77.8,YI FENG 26,CHN,UNKNOWN,TRUE,#N/A,#N/A,
,,,,,,Yes,No,Yes,GUOJIN908,412549197,CHN,fishing,trawlers,SEN,DAKAR,03/02/2024 20:31,3/20/24 4:34,17.3,DAKAR,TRUE,4739.7375,SEN,FALSE,"ACAP, ICCAT, NAMMCO, IWC, SRFC",FALSE,NA,TRUE,2,TRUE,100,GUOJIN908,CHN,Trawler,TRUE,#N/A,#N/A,
,,,,Trawler,,Yes,No,Yes,PEIX MAR VEINTIOCHO,224275000,ESP,fishing,fishing,GNB,BISSAU,02/01/2024 20:35,3/20/24 6:14,47.4,DAKAR,TRUE,4489.529167,"SEN, GNB",FALSE,"NAMMCO, IWC, ICCAT, ACAP, SRFC",FALSE,NA,FALSE,NA,TRUE,45.4,PEIX MAR VEINTIOCHO,ESP,Trawler,TRUE,#N/A,#N/A,
,,,,,,Yes,No,Yes,PEIX MAR VEINTINUEVE,224372000,ESP,fishing,trawlers,GNB,BISSAU,02/01/2024 20:45,3/20/24 6:21,47.4,DAKAR,TRUE,4693.779167,"GNB, SEN",FALSE,"ICCAT, NAMMCO, ACAP, SRFC, IWC",FALSE,NA,TRUE,1,TRUE,46.8,PEIX MAR VEINTINUEVE,ESP,Trawler,TRUE,#N/A,#N/A,
,,,,,,Yes,No,Yes,RELEIXO,224706000,ESP,fishing,trawlers,SEN,DAKAR,3/15/24 8:50,3/20/24 7:20,4.9,DAKAR,TRUE,509.5916667,"SEN, GNB",FALSE,"ACAP, SRFC, ICCAT, NAMMCO, IWC",FALSE,NA,FALSE,NA,TRUE,50.8,RELEIXO,ESP,Trawler,TRUE,#N/A,#N/A,
Remove - diving vessel,,,,,,Yes,No,Yes,KALYONCU 1,629009176,GMB,fishing,fishing,SEN,ZIGUINCHOR,3/15/24 11:26,3/20/24 13:31,5.1,DAKAR,TRUE,85.65,SEN,FALSE,"ACAP, SRFC, NAMMCO, IWC, ICCAT",FALSE,NA,FALSE,NA,TRUE,55.3,#N/A,#N/A,#N/A,,,,
,,,Support vessel,,"Keep - interesting as dark all the way from Abidjan to the southern border of Gambia EEZ, on its way in to Dakar (so majority of the voyage)",No,No,Yes,ARTIKE,306881000,CUW,fishing,inconclusive,CIV,ABIDJAN,3/15/24 10:41,3/22/24 6:42,6.8,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,8.5,#N/A,#N/A,#N/A,,Support vessel,,
,,,,,,Yes,No,Yes,SANTO DO MAR,224387000,ESP,fishing,trawlers,SEN,DAKAR,3/19/24 18:23,3/22/24 7:09,2.5,DAKAR,TRUE,776.8291667,SEN,FALSE,"ICCAT, NAMMCO, ACAP, SRFC, IWC",FALSE,NA,FALSE,NA,TRUE,100,SANTO DO MAR,ESP,Trawler,TRUE,#N/A,#N/A,
,,,,,,Yes,No,Yes,BZU1B,412420838,CHN,fishing,trawlers,SEN,DAKAR,03/04/2024 13:24,3/22/24 7:22,17.7,DAKAR,TRUE,5058.108333,SEN,FALSE,"ICCAT, SRFC, ACAP, IWC, NAMMCO",FALSE,NA,TRUE,2,TRUE,100,#N/A,#N/A,#N/A,,,,
,,,,,,Yes,No,Yes,YANGMING8032,412209009,CHN,fishing,trawlers,SEN,DAKAR,2/28/24 12:45,3/22/24 16:31,23.1,DAKAR,TRUE,5676.802778,"GNB, SEN",FALSE,"ICCAT, NAMMCO, SRFC, ACAP, IWC",FALSE,NA,TRUE,5,TRUE,99.1,#N/A,#N/A,#N/A,,,,
,,CHN,,Trawler,Keep - interesting because in our data at least it did not transmit between the southern portion of Senegal EEZ and Dakar,No,Yes,No,LU QING YUAN YU 057,412331135,NA,other,other,SEN,DAKAR,2/29/24 4:31,3/23/24 17:06,23.5,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,49.6,LUQINGYUANYU057,CHN,Trawler,FALSE,#N/A,#N/A,Flag better in FACT
,,,,,,Yes,No,Yes,JOMAFRAN SEGUNDO,225995265,ESP,fishing,trawlers,GNB,BISSAU,02/05/2024 19:35,3/25/24 5:38,48.4,DAKAR,TRUE,9687.941667,GNB,FALSE,"IWC, SRFC, ACAP, NAMMCO, ICCAT",FALSE,NA,TRUE,3,TRUE,95.3,#N/A,#N/A,#N/A,,,,
,,,,Trawler ,,Yes,No,Yes,YANGMIN8002,412209196,CHN,fishing,fishing,SEN,DAKAR,03/06/2024 13:38,3/25/24 17:26,19.1,DAKAR,TRUE,748.3486111,"GNB, SEN",FALSE,"NAMMCO, IWC, ICCAT, ACAP, SRFC",FALSE,NA,TRUE,10,TRUE,31.5,YANG MING 8002,CHN,Trawler ,TRUE,#N/A,#N/A,
,,,,,Keep,No,Yes,No,HAI FENG 823,412660240,CHN,carrier,carrier,GNB,BISSAU,3/24/24 15:48,3/26/24 5:34,1.5,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,100,HAI FENG 823,CHN,NA,TRUE,#N/A,#N/A,
,,,,,Keep - one to highlight in case study about vessels going dark across Senegal EEZ,No,Yes,No,KARAMA,654000012,MRT,fishing,trawlers,GMB,BANJUL,1/13/24 13:15,3/27/24 0:03,73.4,DAKAR,TRUE,581.7694444,GMB,FALSE,"ACAP, IWC, SRFC, NAMMCO, ICCAT",FALSE,NA,FALSE,NA,NA,3.8,#N/A,#N/A,#N/A,,,,
,,,Fishing vessel,Trawler,,Yes,No,Yes,YIFENG7,412200996,CHN,other,other,SEN,DAKAR,3/19/24 18:52,3/27/24 0:49,7.2,DAKAR,TRUE,363.0166667,"SEN, GNB",FALSE,"ACAP, SRFC, NAMMCO, IWC, ICCAT",FALSE,NA,TRUE,5,TRUE,47.4,#N/A,#N/A,#N/A,,Fishing vessel,Trawler,
,,,,,,Yes,No,Yes,DUX,630123009,GNB,fishing,trawlers,SEN,DAKAR,03/02/2024 15:35,3/27/24 9:26,24.7,DAKAR,TRUE,6193.619444,"SEN, GNB, GIN",FALSE,"NAMMCO, ACAP, IWC, ICCAT, SRFC",FALSE,NA,FALSE,NA,TRUE,100,DUX,GNB,Trawler,TRUE,#N/A,#N/A,
,,,,,,Yes,No,Yes,PRAIA DE RODEIRA,224546000,ESP,fishing,trawlers,SEN,DAKAR,03/07/2024 04:06,3/27/24 14:13,20.4,DAKAR,TRUE,4928.351389,"GNB, SEN",FALSE,"IWC, ICCAT, NAMMCO, ACAP, SRFC",FALSE,NA,TRUE,10,TRUE,79.4,PRAIA DE RODEIRA,ESP,Trawler,TRUE,#N/A,#N/A,
,,,,,,Yes,No,Yes,SEA FRONTIER,632001009,GIN,fishing,tuna_purse_seines,SEN,DAKAR,2/22/24 14:27,3/27/24 21:58,34.3,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,3.4,SEA FRONTIER,GIN,Purse seine,TRUE,#N/A,#N/A,
,,,,,Keep - Dark between Guinea Bissau EEZ and Dakar most voyages,No,No,Yes,YINGMING8031,412209008,CHN,fishing,fishing,SEN,DAKAR,03/12/2024 01:33,3/29/24 13:57,17.5,DAKAR,TRUE,2124.844444,"GNB, SEN",FALSE,"ICCAT, SRFC, IWC, ACAP, NAMMCO",FALSE,NA,TRUE,7,TRUE,68.6,YANG MING 8031,CHN,UNKNOWN,TRUE,#N/A,#N/A,
,,,,,Keep,No,No,Yes,ALFONSO RIERA CUARTO,224026860,ESP,fishing,trawlers,GIN,CONAKRY,3/14/24 19:38,3/30/24 8:21,15.5,DAKAR,TRUE,2942.688889,"SEN, GNB",FALSE,"IWC, ICCAT, ACAP, SRFC, NAMMCO",FALSE,NA,TRUE,1,TRUE,81,ALFONSO RIERA 4,ESP,Trawler,TRUE,#N/A,#N/A,
Check - no AIS data available on TMT side,,,,,We have no data past 18 Feb for this vessel,No,No,Yes,YANGMING8001,412209195,CHN,fishing,trawlers,SEN,DAKAR,3/18/24 1:36,3/31/24 7:35,13.2,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,1.3,YANG MING 8001,CHN,UNKNOWN,TRUE,#N/A,#N/A,
,,,,,Keep,No,No,Yes,ALFONSO RIERA TERCER,224282000,ESP,fishing,trawlers,SEN,DAKAR,03/04/2024 16:13,3/31/24 18:11,27,DAKAR,TRUE,8138.111111,"SEN, GNB",FALSE,"NAMMCO, SRFC, ACAP, IWC, ICCAT",FALSE,NA,FALSE,NA,TRUE,99.1,ALFONSO RIERA TERCERO,ESP,Trawler,TRUE,#N/A,#N/A,
,,,,,Keep,No,No,Yes,ALFONSO RIERA SEGUND,224032270,ESP,fishing,trawlers,GIN,CONAKRY,3/14/24 19:34,3/31/24 18:53,17,DAKAR,TRUE,2972.477778,GNB,FALSE,"ACAP, SRFC, ICCAT, IWC, NAMMCO",FALSE,NA,FALSE,NA,TRUE,100,ALFONSO RIERA SEGUNDO,ESP,Trawler,TRUE,#N/A,#N/A,
,,,,,Keep - interesting as v. poor AIS coverage; also the MMSI is a match for a Chinese flagged FV (known from HIS only) but transmitted name TIANG EI HU does not appear in sources,No,No,Yes,TIANG EI HU,412209083,CHN,fishing,fishing,SEN,DAKAR,03/08/2024 16:44,3/31/24 20:49,23.2,DAKAR,TRUE,2615.961111,"GNB, SEN",FALSE,"ACAP, NAMMCO, IWC, SRFC, ICCAT",FALSE,NA,TRUE,21,TRUE,41.3,JU RONG YU 1,CHN,UNKNOWN,TRUE,#N/A,#N/A,Name unknown - not a match for the name assigned to this MMSI in HIS
Remove - April,,,,,,No,No,Yes,LA PINTA R,224175000,ESP,fishing,trawlers,SEN,DAKAR,2/29/24 21:25,04/01/2024 05:22,31.3,DAKAR,TRUE,8200.465278,"SEN, GNB",FALSE,"IWC, ICCAT, NAMMCO, SRFC, ACAP",FALSE,NA,TRUE,6,TRUE,99.5,#N/A,#N/A,#N/A,,,,
Remove - April,,,,Trawler,,No,No,Yes,YANGMING8006,412209198,CHN,fishing,inconclusive,SEN,DAKAR,3/18/24 14:43,04/01/2024 05:41,13.6,DAKAR,TRUE,4954.870833,"GNB, SEN, GMB",FALSE,"SRFC, ACAP, ICCAT, IWC, NAMMCO",FALSE,NA,TRUE,4,TRUE,86.3,#N/A,#N/A,#N/A,,,Trawler,
Remove - April,,,,,,No,No,Yes,GUOJIN908,412549197,CHN,fishing,trawlers,SEN,DAKAR,3/21/24 12:33,04/02/2024 00:12,11.5,DAKAR,TRUE,3115.258333,SEN,FALSE,"ACAP, SRFC, IWC, ICCAT, NAMMCO",FALSE,NA,FALSE,NA,TRUE,99.6,GUOJIN908,CHN,Trawler,TRUE,#N/A,#N/A,
Remove - April,,,,,,No,No,No,HAIXIN210,412201212,CHN,fishing,trawlers,COG,POINTE NOIRE,12/11/2023 03:12,04/02/2024 02:47,113,DAKAR,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,#N/A,#N/A,#N/A,,,,
Remove - April,,,,,,No,No,Yes,CHAMYUAMYU11,412200988,CHN,fishing,trawlers,SEN,DAKAR,3/16/24 11:45,04/02/2024 06:47,16.8,DAKAR,TRUE,98.5125,SEN,FALSE,"IWC, NAMMCO, ICCAT, ACAP, SRFC",FALSE,NA,TRUE,3,TRUE,6.7,CHANGYUANYU 11,CHN,UNKNOWN,TRUE,#N/A,#N/A,
Remove - April,,,,Trawler,,No,No,Yes,YIFENG21,412209011,CHN,other,other,SEN,DAKAR,3/13/24 7:20,04/02/2024 15:13,20.3,DAKAR,TRUE,3686.538889,"SEN, GNB",FALSE,"ACAP, NAMMCO, IWC, SRFC, ICCAT",FALSE,NA,TRUE,10,TRUE,74.4,YI FENG 21,CHN,Trawler,TRUE,#N/A,#N/A,
Remove - April,,,,Trawler,,No,No,Yes,YIFENG10,412200999,CHN,fishing,fishing,SEN,DAKAR,03/10/2024 17:12,04/03/2024 04:43,23.5,DAKAR,TRUE,1792.498611,"SEN, GNB",FALSE,"NAMMCO, ACAP, ICCAT, SRFC, IWC",FALSE,NA,TRUE,14,TRUE,46.8,YI FENG 10,CHN,Trawler,TRUE,#N/A,#N/A,
Remove - April,,,,,,No,No,Yes,LIAO YUAN YU 99,413201110,CHN,fishing,drifting_longlines,SEN,DAKAR,1/13/24 18:26,04/03/2024 11:59,80.7,DAKAR,TRUE,147.1988889,NA,TRUE,"IWC, ACAP, ICCAT, NAMMCO",FALSE,NA,TRUE,46,TRUE,20,#N/A,#N/A,#N/A,,,,
Remove - April,,,,Trawler,,No,No,Yes,YI FENG 30,412209128,CHN,seismic_vessel,seismic_vessel,SEN,DAKAR,03/11/2024 13:38,04/04/2024 14:17,24,DAKAR,TRUE,8781.0375,"GNB, SEN",FALSE,"ACAP, NAMMCO, SRFC, IWC, ICCAT",FALSE,NA,TRUE,6,TRUE,98.6,YI FENG 30,CHN,UNKNOWN,TRUE,#N/A,#N/A,
Remove - April,,,,,,No,No,Yes,YI FENG 8,412200997,CHN,fishing,trawlers,SEN,DAKAR,3/15/24 19:37,04/04/2024 16:02,19.8,DAKAR,TRUE,7380.322222,"SEN, GNB",FALSE,"IWC, ICCAT, SRFC, NAMMCO, ACAP",FALSE,NA,FALSE,NA,TRUE,97.4,YI FENG 8,CHN,Trawler,TRUE,#N/A,#N/A,
Remove - April,,,,,,No,No,Yes,YIFENG28,412209126,CHN,fishing,trawlers,SEN,DAKAR,3/23/24 20:56,04/07/2024 05:49,14.3,DAKAR,TRUE,2709.752778,"GNB, SEN",FALSE,"ACAP, SRFC, ICCAT, NAMMCO, IWC",FALSE,NA,TRUE,11,TRUE,52.6,YIFENG28,CHN,UNKNOWN,TRUE,#N/A,#N/A,
Remove - April,,,,Purse seine,,No,No,Yes,MONTERAIOLA,224742000,ESP,fishing,inconclusive,CIV,ABIDJAN,03/11/2024 19:42,04/11/2024 04:20,30.3,DAKAR,TRUE,78.49333333,NA,TRUE,"ICCAT, IWC, NAMMCO, ACAP",FALSE,NA,TRUE,2,TRUE,5.6,MONTERAIOLA,ESP,Purse seine,TRUE,#N/A,#N/A,
Remove - April,,,,,,No,No,No,F/V ALBACORA QUINCE,224727000,ESP,fishing,tuna_purse_seines,CIV,ABIDJAN,3/14/24 17:02,04/11/2024 06:25,27.5,DAKAR,TRUE,10.83111111,NA,TRUE,"ACAP, ICCAT, NAMMCO, IWC",TRUE,1,TRUE,1,NA,0.7,ALBACORA QUINCE,ESP,Purse seine,TRUE,#N/A,#N/A,
Remove - April,,,,Trawler ,,No,No,Yes,YANGMIN8002,412209196,CHN,fishing,fishing,SEN,DAKAR,3/27/24 22:17,04/11/2024 07:42,14.4,DAKAR,TRUE,721.1069444,"GNB, SEN",FALSE,"NAMMCO, ACAP, IWC, ICCAT, SRFC",FALSE,NA,TRUE,9,TRUE,13.3,YANG MING 8002,CHN,Trawler ,TRUE,#N/A,#N/A,
Remove - April,,,,,,No,No,No,EGALUZE,224580000,ESP,fishing,tuna_purse_seines,CIV,ABIDJAN,03/05/2024 12:04,04/11/2024 15:14,37.1,DAKAR,TRUE,102.9513889,SLE,FALSE,"SRFC, ICCAT, IWC, NAMMCO, ACAP",FALSE,NA,TRUE,3,NA,12.3,EGALUZE,ESP,Purse seine,TRUE,#N/A,#N/A,
Remove - April,,,,,,No,No,Yes,COSTA DE  HUELVA,224854000,ESP,fishing,trawlers,GNB,BISSAU,2/26/24 23:42,04/12/2024 07:09,45.3,DAKAR,TRUE,11766.95556,"GNB, SEN",FALSE,"ICCAT, SRFC, IWC, NAMMCO, ACAP",FALSE,NA,TRUE,3,TRUE,96.1,COSTA DE HUELVA,ESP,Trawler,TRUE,#N/A,#N/A,
Remove - April,,,,,,No,No,Yes,EVERRICH 636,100902469,CIV,fishing,drifting_longlines,SEN,DAKAR,1/23/24 5:33,04/12/2024 10:05,80.2,DAKAR,TRUE,3155.630833,NA,TRUE,"ICCAT, ACAP, IWC",TRUE,1,TRUE,39,TRUE,87.3,EVERRICH 636,CIV,Longline,TRUE,#N/A,#N/A,
Remove - April,,,,,,No,No,Yes,YANGMING8032,412209009,CHN,fishing,trawlers,SEN,DAKAR,3/25/24 12:10,04/12/2024 14:41,18.1,DAKAR,TRUE,7847.804167,"SEN, GNB",FALSE,"SRFC, ICCAT, IWC, NAMMCO, ACAP",FALSE,NA,TRUE,12,TRUE,98.7,#N/A,#N/A,#N/A,,,,
