"vessel_name","MMSI","Flag","AIS_Flag","imo","vessel_class_cat","vessel_class_confidence","vessel_class","vessel_type","previous_port_country","previous_port","trip_start","trip_start_confidence","trip_end","trip_end_confidence","trip_duration_days","end_port","dak_general","dak_fishing","num_fishing","fishing_hours","fishing_eez","fishing_hs","fishing_rfmos","encounter","num_encounters","loitering","num_loitering","AISdisabling","num_AISdisabling","percent_ais_voyage","vv_url"
"YINGMING8031","412209008","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-04-21 21:35:06,4,2025-05-08 19:16:18,4,16.9,"DAKAR",TRUE,FALSE,195,2412.4375,"GNB, SEN",FALSE,"NAMMCO, ICCAT, ACAP, SRFC, IWC",FALSE,0,TRUE,6,FALSE,0,77.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c5824d985-509c-6d36-cfd9-d45e58e5515b?&start=2025-04-19&end=2025-05-10"")"
"YINGMING8031","412209008","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-04-02 14:56:33,4,2025-04-20 17:50:53,4,18.1,"DAKAR",TRUE,FALSE,275,5546.05555555554,"SEN, GNB",FALSE,"NAMMCO, IWC, ICCAT, SRFC, ACAP",FALSE,0,TRUE,7,FALSE,0,93.8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c5824d985-509c-6d36-cfd9-d45e58e5515b?&start=2025-03-31&end=2025-04-22"")"
"YINGMING8031","412209008","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-05-28 20:29:23,4,2025-06-22 01:36:00,4,24.2,"DAKAR",TRUE,FALSE,120,710.069444444445,"SEN, GNB",FALSE,"SRFC, ACAP, IWC, NAMMCO, ICCAT",FALSE,0,TRUE,21,FALSE,0,28.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c5824d985-509c-6d36-cfd9-d45e58e5515b?&start=2025-05-26&end=2025-06-24"")"
"YANGMING8032","412209009","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-05-30 12:23:34,4,2025-06-29 18:44:36,4,30.3,"DAKAR",TRUE,FALSE,250,987.366666666669,"GNB",FALSE,"IWC, ICCAT, SRFC, NAMMCO, ACAP",FALSE,0,TRUE,27,FALSE,0,36.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/fff3fc565-577b-cea2-43c6-9e6c215281f7?&start=2025-05-28&end=2025-07-01"")"
"YANGMING8032","412209009","CHN","CHN",NA,"fishing","high","fishing","trawlers","GNB","BISSAU",2025-03-12 23:08:09,4,2025-04-01 12:40:24,4,19.5,"DAKAR",TRUE,FALSE,315,7213.75972222222,"GNB, SEN",FALSE,"ICCAT, ACAP, SRFC, NAMMCO, IWC",FALSE,0,TRUE,4,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/fff3fc565-577b-cea2-43c6-9e6c215281f7?&start=2025-03-10&end=2025-04-03"")"
"YANGMING8032","412209009","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-05-10 02:52:38,4,2025-05-29 00:39:09,4,18.9,"DAKAR",TRUE,FALSE,125,4797.13333333333,"GNB, GMB, SEN",FALSE,"SRFC, ACAP, IWC, NAMMCO, ICCAT",FALSE,0,TRUE,7,FALSE,0,89.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/fff3fc565-577b-cea2-43c6-9e6c215281f7?&start=2025-05-08&end=2025-05-31"")"
"YANGMING8032","412209009","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-04-20 21:26:01,4,2025-05-08 18:08:51,4,17.8,"DAKAR",TRUE,FALSE,155,3333.17083333334,"SEN, GNB",FALSE,"IWC, ICCAT, SRFC, ACAP, NAMMCO",FALSE,0,TRUE,8,FALSE,0,89.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/fff3fc565-577b-cea2-43c6-9e6c215281f7?&start=2025-04-18&end=2025-05-10"")"
"YANGMING8032","412209009","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-04-02 19:43:39,4,2025-04-19 16:45:21,4,16.9,"DAKAR",TRUE,FALSE,205,3982.17083333334,"SEN, GNB",FALSE,"ACAP, ICCAT, SRFC, IWC, NAMMCO",FALSE,0,TRUE,5,FALSE,0,92.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/fff3fc565-577b-cea2-43c6-9e6c215281f7?&start=2025-03-31&end=2025-04-21"")"
"YIFENG21","412209011","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-05-20 10:10:51,4,2025-06-03 16:10:48,4,14.2,"DAKAR",TRUE,FALSE,40,133.869444444444,"GNB",FALSE,"ACAP, NAMMCO, IWC, ICCAT, SRFC",FALSE,0,TRUE,2,FALSE,0,15.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c168bbf49-9c02-8ea2-724f-1f17ea5b988d?&start=2025-05-18&end=2025-06-05"")"
"YIFENG21","412209011","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-04-18 04:12:51,4,2025-05-02 12:31:28,4,14.3,"DAKAR",TRUE,FALSE,90,432.052777777777,"SEN, GNB",FALSE,"ICCAT, ACAP, SRFC, IWC, NAMMCO",FALSE,0,TRUE,5,FALSE,0,20,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c168bbf49-9c02-8ea2-724f-1f17ea5b988d?&start=2025-04-16&end=2025-05-04"")"
"YIFENG21","412209011","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-05-03 18:43:02,4,2025-05-17 18:18:59,4,14,"DAKAR",FALSE,FALSE,10,17.4472222222222,"GNB",FALSE,"ICCAT, IWC, SRFC, NAMMCO, ACAP",FALSE,0,TRUE,3,FALSE,0,10.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c168bbf49-9c02-8ea2-724f-1f17ea5b988d?&start=2025-05-01&end=2025-05-19"")"
"YIFENG21","412209011","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-04-02 13:29:46,4,2025-04-16 19:27:13,4,14.2,"DAKAR",TRUE,FALSE,185,1338.925,"GNB, SEN",FALSE,"IWC, NAMMCO, SRFC, ACAP, ICCAT",FALSE,0,TRUE,13,FALSE,0,37.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c168bbf49-9c02-8ea2-724f-1f17ea5b988d?&start=2025-03-31&end=2025-04-18"")"
"YIFENG22","412209012","CHN","CHN",NA,"fishing","med","fishing","trawlers","GNB","BISSAU",2025-03-29 21:56:03,4,2025-04-10 15:44:58,4,11.7,"DAKAR",TRUE,FALSE,150,1327.28333333333,"SEN, GNB",FALSE,"ICCAT, NAMMCO, SRFC, ACAP, IWC",FALSE,0,TRUE,10,FALSE,0,49.6,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/bc8cca775-5e31-b2ca-e5b7-7a66811a7955?&start=2025-03-27&end=2025-04-12"")"
"YIFENG22","412209012","CHN","CHN",NA,"fishing","med","fishing","trawlers","SEN","DAKAR",2025-05-26 22:09:18,4,2025-06-16 22:02:30,4,21,"DAKAR",TRUE,FALSE,30,62.0944444444444,"GNB",FALSE,"NAMMCO, IWC, ACAP, SRFC, ICCAT",FALSE,0,TRUE,4,FALSE,0,8.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/bc8cca775-5e31-b2ca-e5b7-7a66811a7955?&start=2025-05-24&end=2025-06-18"")"
"YIFENG22","412209012","CHN","CHN",NA,"fishing","med","fishing","trawlers","SEN","DAKAR",2025-04-12 00:36:05,4,2025-04-24 12:39:53,4,12.5,"DAKAR",FALSE,FALSE,210,1492.39444444444,"SEN, GNB",FALSE,"ICCAT, SRFC, ACAP, IWC, NAMMCO",FALSE,0,TRUE,9,FALSE,0,67.8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/bc8cca775-5e31-b2ca-e5b7-7a66811a7955?&start=2025-04-10&end=2025-04-26"")"
"YIFENG22","412209012","CHN","CHN",NA,"fishing","med","fishing","trawlers","SEN","DAKAR",2025-04-25 20:21:02,4,2025-05-09 14:26:20,4,13.8,"DAKAR",TRUE,FALSE,110,642.783333333333,"GNB",FALSE,"ICCAT, ACAP, SRFC, NAMMCO, IWC",FALSE,0,TRUE,10,FALSE,0,34.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/bc8cca775-5e31-b2ca-e5b7-7a66811a7955?&start=2025-04-23&end=2025-05-11"")"
"YIFENG22","412209012","CHN","CHN",NA,"fishing","med","fishing","trawlers","SEN","DAKAR",2025-05-10 18:46:17,4,2025-05-25 12:11:29,4,14.7,"DAKAR",TRUE,FALSE,220,1301.44444444444,"GNB",FALSE,"ACAP, NAMMCO, ICCAT, SRFC, IWC",FALSE,0,TRUE,8,FALSE,0,57.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/bc8cca775-5e31-b2ca-e5b7-7a66811a7955?&start=2025-05-08&end=2025-05-27"")"
"TIANG EI HU","412209083","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-04-15 22:41:23,4,2025-05-02 14:57:48,4,16.7,"DAKAR",FALSE,FALSE,40,198.444444444444,"GNB",FALSE,"ACAP, IWC, NAMMCO, ICCAT, SRFC",FALSE,0,TRUE,7,FALSE,0,20.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/364511e7e-ec82-68e9-2702-2ec05725207d?&start=2025-04-13&end=2025-05-04"")"
"TIANG EI HU","412209083","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-03-29 18:08:40,4,2025-04-14 02:20:23,4,15.3,"DAKAR",TRUE,FALSE,110,788.656944444445,"GNB, SEN",FALSE,"NAMMCO, ACAP, IWC, SRFC, ICCAT",FALSE,0,TRUE,8,FALSE,0,23.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/364511e7e-ec82-68e9-2702-2ec05725207d?&start=2025-03-27&end=2025-04-16"")"
"TIANG EI HU","412209083","CHN","CHN",NA,"fishing","high","fishing","trawlers","GNB","BISSAU",2025-05-21 17:07:15,4,2025-05-31 06:50:29,3,9.5,"DAKAR",FALSE,FALSE,20,42.4416666666667,"GNB",FALSE,"SRFC, ACAP, NAMMCO, IWC, ICCAT",FALSE,0,TRUE,3,FALSE,0,11.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/364511e7e-ec82-68e9-2702-2ec05725207d?&start=2025-05-19&end=2025-06-02"")"
"YI FENG 26","412209123","CHN","CHN",NA,"fishing","med","fishing","inconclusive","SEN","DAKAR",2025-06-03 17:53:17,4,2025-06-22 09:14:49,4,18.6,"DAKAR",TRUE,FALSE,30,103.3,"GNB",FALSE,"SRFC, IWC, ICCAT, NAMMCO, ACAP",FALSE,0,TRUE,17,FALSE,0,25.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a41428649-904a-9c5a-8352-36c736c97746?&start=2025-06-01&end=2025-06-24"")"
"YI FENG 26","412209123","CHN","CHN",NA,"fishing","med","fishing","inconclusive","SEN","DAKAR",2025-04-30 18:21:09,4,2025-05-11 07:26:30,4,10.5,"DAKAR",FALSE,FALSE,120,1027.96111111111,"SEN, GNB",FALSE,"NAMMCO, SRFC, ICCAT, ACAP, IWC",FALSE,0,TRUE,13,FALSE,0,61.8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a41428649-904a-9c5a-8352-36c736c97746?&start=2025-04-28&end=2025-05-13"")"
"YI FENG 26","412209123","CHN","CHN",NA,"fishing","med","fishing","inconclusive","SEN","DAKAR",2025-03-21 13:45:55,4,2025-04-08 13:56:02,4,18,"DAKAR",TRUE,FALSE,335,3112.94583333334,"GNB, SEN",FALSE,"NAMMCO, ACAP, SRFC, ICCAT, IWC",FALSE,0,TRUE,14,FALSE,0,70.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a41428649-904a-9c5a-8352-36c736c97746?&start=2025-03-19&end=2025-04-10"")"
"YI FENG 26","412209123","CHN","CHN",NA,"fishing","med","fishing","inconclusive","SEN","DAKAR",2025-04-10 09:08:31,4,2025-04-24 14:20:01,4,14.2,"DAKAR",FALSE,FALSE,185,2379.91944444445,"GNB, SEN",FALSE,"NAMMCO, IWC, SRFC, ACAP, ICCAT",FALSE,0,TRUE,14,FALSE,0,81,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a41428649-904a-9c5a-8352-36c736c97746?&start=2025-04-08&end=2025-04-26"")"
"YI FENG 26","412209123","CHN","CHN",NA,"fishing","med","fishing","inconclusive","SEN","DAKAR",2025-05-13 17:49:08,4,2025-05-30 14:41:38,4,16.8,"DAKAR",TRUE,FALSE,185,1908.25833333334,"GNB, SEN",FALSE,"ACAP, NAMMCO, IWC, SRFC, ICCAT",FALSE,0,TRUE,8,FALSE,0,67,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a41428649-904a-9c5a-8352-36c736c97746?&start=2025-05-11&end=2025-06-01"")"
"YI FENG 26","412209123","CHN","CHN",NA,"fishing","med","fishing","inconclusive","SEN","DAKAR",2025-04-25 21:56:38,4,2025-04-29 20:36:33,4,3.9,"DAKAR",TRUE,FALSE,40,87.0361111111112,"GNB",FALSE,"IWC, ICCAT, ACAP, SRFC, NAMMCO",FALSE,0,TRUE,5,FALSE,0,59.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a41428649-904a-9c5a-8352-36c736c97746?&start=2025-04-23&end=2025-05-01"")"
"YIFENG28","412209126","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-04-18 20:45:27,4,2025-05-02 14:12:47,4,13.7,"DAKAR",TRUE,FALSE,30,96.8888888888889,"GNB",FALSE,"ACAP, NAMMCO, SRFC, IWC, ICCAT",FALSE,0,TRUE,4,FALSE,0,13,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e37cb040b-bbe1-3f3c-c4fc-69d978402d3f?&start=2025-04-16&end=2025-05-04"")"
"YIFENG28","412209126","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-04-12 12:48:43,4,2025-04-16 20:57:30,4,4.3,"DAKAR",FALSE,FALSE,10,69.6,"GNB",FALSE,"IWC, ACAP, ICCAT, SRFC, NAMMCO",FALSE,0,TRUE,1,FALSE,0,17.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e37cb040b-bbe1-3f3c-c4fc-69d978402d3f?&start=2025-04-10&end=2025-04-18"")"
"YIFENG28","412209126","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-05-19 22:03:53,4,2025-05-28 02:18:14,4,8.2,"DAKAR",FALSE,FALSE,10,36.4694444444444,"GNB",FALSE,"NAMMCO, ICCAT, ACAP, SRFC, IWC",FALSE,0,TRUE,3,FALSE,0,12.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e37cb040b-bbe1-3f3c-c4fc-69d978402d3f?&start=2025-05-17&end=2025-05-30"")"
"YI FENG 30","412209128","CHN","CHN",NA,"fishing","high","fishing","fishing","SEN","DAKAR",2025-04-10 10:54:11,4,2025-04-24 10:18:59,4,14,"DAKAR",FALSE,FALSE,215,2539.19305555555,"SEN, GNB",FALSE,"IWC, ACAP, NAMMCO, SRFC, ICCAT",FALSE,0,TRUE,8,FALSE,0,92.6,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/950337f10-0b9d-d461-c26c-1f50ba61d104?&start=2025-04-08&end=2025-04-26"")"
"YI FENG 30","412209128","CHN","CHN",NA,"fishing","high","fishing","fishing","SEN","DAKAR",2025-03-23 21:06:22,4,2025-04-09 06:54:45,4,16.4,"DAKAR",TRUE,FALSE,395,4379.76527777778,"GNB, SEN",FALSE,"SRFC, IWC, ICCAT, NAMMCO, ACAP",FALSE,0,TRUE,4,FALSE,0,89.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/950337f10-0b9d-d461-c26c-1f50ba61d104?&start=2025-03-21&end=2025-04-11"")"
"YI FENG 30","412209128","CHN","CHN",NA,"fishing","high","fishing","fishing","SEN","DAKAR",2025-05-31 18:28:17,4,2025-06-23 22:47:05,4,23.2,"DAKAR",TRUE,FALSE,110,252.791666666667,"GNB",FALSE,"ACAP, NAMMCO, SRFC, ICCAT, IWC",FALSE,0,TRUE,17,FALSE,0,33.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/950337f10-0b9d-d461-c26c-1f50ba61d104?&start=2025-05-29&end=2025-06-25"")"
"YI FENG 30","412209128","CHN","CHN",NA,"fishing","high","fishing","fishing","SEN","DAKAR",2025-05-13 05:01:03,4,2025-05-30 14:40:20,4,17.4,"DAKAR",TRUE,FALSE,290,2712.625,"GNB, SEN, GIN",FALSE,"ICCAT, SRFC, NAMMCO, IWC, ACAP",FALSE,0,TRUE,8,FALSE,0,80.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/950337f10-0b9d-d461-c26c-1f50ba61d104?&start=2025-05-11&end=2025-06-01"")"
"YI FENG 30","412209128","CHN","CHN",NA,"fishing","high","fishing","fishing","SEN","DAKAR",2025-04-25 19:34:22,4,2025-05-10 15:35:05,4,14.8,"DAKAR",TRUE,FALSE,220,2174.24444444445,"GNB, SEN",FALSE,"IWC, ACAP, SRFC, NAMMCO, ICCAT",FALSE,0,TRUE,12,FALSE,0,80.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/950337f10-0b9d-d461-c26c-1f50ba61d104?&start=2025-04-23&end=2025-05-12"")"
"YANGMING8001","412209195","CHN","CHN",NA,"fishing","high","fishing","fishing","SEN","DAKAR",2025-04-11 14:11:11,4,2025-04-21 18:46:30,4,10.2,"DAKAR",TRUE,FALSE,60,321.805555555556,"GNB",FALSE,"SRFC, IWC, NAMMCO, ACAP, ICCAT",FALSE,0,TRUE,2,FALSE,0,23.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2e5f4ad48-88f3-9803-7051-7a03e4d7c782?&start=2025-04-09&end=2025-04-23"")"
"YANGMING8001","412209195","CHN","CHN",NA,"fishing","high","fishing","fishing","SEN","DAKAR",2025-05-05 11:01:04,4,2025-05-17 05:13:43,4,11.8,"DAKAR",FALSE,FALSE,210,1317.6625,"GNB, SEN",FALSE,"ICCAT, ACAP, IWC, NAMMCO, SRFC",FALSE,0,TRUE,3,FALSE,0,36.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2e5f4ad48-88f3-9803-7051-7a03e4d7c782?&start=2025-05-03&end=2025-05-19"")"
"YANGMING8001","412209195","CHN","CHN",NA,"fishing","high","fishing","fishing","SEN","DAKAR",2025-05-18 15:22:52,4,2025-05-29 15:45:39,4,11,"DAKAR",TRUE,FALSE,85,494.841666666666,"GNB, SEN",FALSE,"ICCAT, NAMMCO, SRFC, ACAP, IWC",FALSE,0,TRUE,2,FALSE,0,22.3,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2e5f4ad48-88f3-9803-7051-7a03e4d7c782?&start=2025-05-16&end=2025-05-31"")"
"YANGMING8001","412209195","CHN","CHN",NA,"fishing","high","fishing","fishing","SEN","DAKAR",2025-05-30 20:04:38,4,2025-06-11 15:29:04,4,11.8,"DAKAR",TRUE,FALSE,40,229.141666666667,"SEN, GNB",FALSE,"ACAP, ICCAT, NAMMCO, IWC, SRFC",FALSE,0,TRUE,2,FALSE,0,9.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2e5f4ad48-88f3-9803-7051-7a03e4d7c782?&start=2025-05-28&end=2025-06-13"")"
"YANGMING8001","412209195","CHN","CHN",NA,"fishing","high","fishing","fishing","SEN","DAKAR",2025-04-22 19:51:04,4,2025-05-03 18:31:23,4,10.9,"DAKAR",TRUE,FALSE,10,36.5083333333333,"GNB",FALSE,"ACAP, SRFC, IWC, ICCAT, NAMMCO",FALSE,0,FALSE,0,FALSE,0,13.3,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2e5f4ad48-88f3-9803-7051-7a03e4d7c782?&start=2025-04-20&end=2025-05-05"")"
"YANGMING8001","412209195","CHN","CHN",NA,"fishing","high","fishing","fishing","SEN","DAKAR",2025-03-26 20:59:21,4,2025-04-10 03:38:42,4,14.3,"DAKAR",TRUE,FALSE,285,2313.81666666667,"SEN, GNB",FALSE,"ACAP, ICCAT, SRFC, IWC, NAMMCO",FALSE,0,TRUE,9,FALSE,0,49.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2e5f4ad48-88f3-9803-7051-7a03e4d7c782?&start=2025-03-24&end=2025-04-12"")"
"YANGMIN8002","412209196","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-04-09 15:56:19,4,2025-04-20 23:10:46,4,11.3,"DAKAR",TRUE,FALSE,175,3995.39305555557,"SEN, GNB",FALSE,"IWC, SRFC, NAMMCO, ACAP, ICCAT",FALSE,0,TRUE,2,FALSE,0,97.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f23a6145b-bb7f-8e7e-5c7e-61a9e335f577?&start=2025-04-07&end=2025-04-22"")"
"YANGMIN8002","412209196","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-04-21 19:38:41,4,2025-05-06 14:50:46,4,14.8,"DAKAR",TRUE,FALSE,240,2325.59861111111,"GNB, SEN",FALSE,"SRFC, ICCAT, IWC, NAMMCO, ACAP",FALSE,0,TRUE,8,FALSE,0,79.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f23a6145b-bb7f-8e7e-5c7e-61a9e335f577?&start=2025-04-19&end=2025-05-08"")"
"YANGMIN8002","412209196","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-05-07 20:52:53,4,2025-05-19 16:01:08,4,11.8,"DAKAR",TRUE,FALSE,170,4849.65833333334,"GNB, SEN",FALSE,"SRFC, IWC, NAMMCO, ACAP, ICCAT",FALSE,0,TRUE,7,FALSE,0,96.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f23a6145b-bb7f-8e7e-5c7e-61a9e335f577?&start=2025-05-05&end=2025-05-21"")"
"YANGMIN8002","412209196","CHN","CHN",NA,"fishing","high","fishing","trawlers","GNB","BISSAU",2025-03-24 20:45:55,4,2025-04-08 04:17:36,4,14.3,"DAKAR",TRUE,FALSE,520,6746.06388888889,"SEN, GNB",FALSE,"NAMMCO, ACAP, IWC, ICCAT, SRFC",FALSE,0,TRUE,4,FALSE,0,87.3,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f23a6145b-bb7f-8e7e-5c7e-61a9e335f577?&start=2025-03-22&end=2025-04-10"")"
"YANGMIN8002","412209196","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-05-21 17:37:31,4,2025-06-05 03:08:15,4,14.4,"DAKAR",TRUE,FALSE,295,2577.04027777778,"GNB, SEN",FALSE,"SRFC, ACAP, NAMMCO, ICCAT, IWC",FALSE,0,TRUE,8,FALSE,0,51.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f23a6145b-bb7f-8e7e-5c7e-61a9e335f577?&start=2025-05-19&end=2025-06-07"")"
"YANGMIN8002","412209196","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-06-06 10:31:59,4,2025-06-30 04:10:27,4,23.7,"DAKAR",TRUE,FALSE,40,151.163888888889,"GNB",FALSE,"ACAP, ICCAT, IWC, SRFC, NAMMCO",FALSE,0,TRUE,4,FALSE,0,15.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f23a6145b-bb7f-8e7e-5c7e-61a9e335f577?&start=2025-06-04&end=2025-07-02"")"
"YANGMING8005","412209197","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-05-27 10:38:33,4,2025-06-12 00:35:52,4,15.5,"DAKAR",FALSE,FALSE,100,596.730555555556,"GNB, SEN",FALSE,"IWC, NAMMCO, ACAP, SRFC, ICCAT",FALSE,0,TRUE,4,FALSE,0,21.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/0069639f1-1b76-f441-db80-7bd4d6f7f9e2?&start=2025-05-25&end=2025-06-14"")"
"YANGMING8005","412209197","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-04-13 09:56:09,4,2025-04-26 08:30:52,4,12.9,"DAKAR",TRUE,FALSE,140,2323.94166666666,"GNB",FALSE,"NAMMCO, IWC, ACAP, ICCAT, SRFC",FALSE,0,TRUE,5,FALSE,0,92.3,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/0069639f1-1b76-f441-db80-7bd4d6f7f9e2?&start=2025-04-11&end=2025-04-28"")"
"YANGMING8005","412209197","CHN","CHN",NA,"fishing","high","fishing","trawlers","GNB","BISSAU",2025-05-13 13:45:23,4,2025-05-25 23:35:21,4,12.4,"DAKAR",TRUE,FALSE,190,4698.36249999999,"SEN, GNB",FALSE,"NAMMCO, ICCAT, ACAP, IWC, SRFC",FALSE,0,TRUE,4,FALSE,0,82.3,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/0069639f1-1b76-f441-db80-7bd4d6f7f9e2?&start=2025-05-11&end=2025-05-27"")"
"YANGMING8006","412209198","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-05-21 12:58:51,4,2025-06-04 07:21:36,4,13.8,"DAKAR",TRUE,FALSE,220,1482.38611111112,"GNB, SEN",FALSE,"ACAP, ICCAT, SRFC, IWC, NAMMCO",FALSE,0,TRUE,8,FALSE,0,51.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/053be272f-f82e-093f-d86c-862ba01b963d?&start=2025-05-19&end=2025-06-06"")"
"YANGMING8006","412209198","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-04-10 13:19:03,4,2025-04-23 11:16:46,4,12.9,"DAKAR",FALSE,FALSE,240,3625.61944444445,"SEN, GNB",FALSE,"ACAP, SRFC, ICCAT, IWC, NAMMCO",FALSE,0,TRUE,6,FALSE,0,96.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/053be272f-f82e-093f-d86c-862ba01b963d?&start=2025-04-08&end=2025-04-25"")"
"YANGMING8006","412209198","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-04-24 20:00:10,4,2025-05-08 04:25:03,4,13.3,"DAKAR",TRUE,FALSE,190,1815.38055555556,"GMB, GNB",FALSE,"IWC, NAMMCO, SRFC, ICCAT, ACAP",FALSE,0,TRUE,10,FALSE,0,72.6,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/053be272f-f82e-093f-d86c-862ba01b963d?&start=2025-04-22&end=2025-05-10"")"
"YANGMING8006","412209198","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-03-28 12:24:12,4,2025-04-09 07:00:49,4,11.8,"DAKAR",FALSE,FALSE,350,6525.41388888888,"SEN, GNB",FALSE,"SRFC, ACAP, NAMMCO, IWC, ICCAT",FALSE,0,TRUE,2,FALSE,0,93,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/053be272f-f82e-093f-d86c-862ba01b963d?&start=2025-03-26&end=2025-04-11"")"
"YANGMING8006","412209198","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-05-09 10:53:31,4,2025-05-20 12:09:18,4,11,"DAKAR",TRUE,FALSE,220,4269.97499999999,"SEN, GNB",FALSE,"ICCAT, ACAP, NAMMCO, SRFC, IWC",FALSE,0,TRUE,4,FALSE,0,95.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/053be272f-f82e-093f-d86c-862ba01b963d?&start=2025-05-07&end=2025-05-22"")"
