"vessel_name","MMSI","Flag","AIS_Flag","imo","vessel_class_cat","vessel_class_confidence","vessel_class","vessel_type","previous_port_country","previous_port","trip_start","trip_start_confidence","trip_end","trip_end_confidence","trip_duration_days","end_port","dak_general","dak_fishing","num_fishing","fishing_hours","fishing_eez","fishing_hs","fishing_rfmos","encounter","num_encounters","loitering","num_loitering","AISdisabling","num_AISdisabling","percent_ais_voyage","vv_url"
"FU YUAN YU 125","412440425","CHN","CHN",NA,"fishing","low","other","other","SEN","DAKAR",2025-04-01 00:10:11,4,2025-04-04 23:30:40,3,4,"DAKAR",FALSE,FALSE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,2.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/8a052e1a4-4fd2-0c91-af29-39fc6ebe7c7b?&start=2025-03-30&end=2025-04-06"")"
"FU YUAN YU 125","412440425","CHN","CHN",NA,"fishing","low","other","other","KOR","BUSAN",2025-06-25 03:11:12,2,2025-06-25 07:11:12,2,0.2,"DAKAR",FALSE,FALSE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,20,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/8a052e1a4-4fd2-0c91-af29-39fc6ebe7c7b?&start=2025-06-23&end=2025-06-27"")"
"BO YUAN 17","412549093","CHN","CHN",NA,"fishing","high","fishing","fishing","GIN","CONAKRY",2025-04-29 21:53:33,4,2025-05-01 18:31:16,4,1.8,"DAKAR",TRUE,FALSE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,97.8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/fe0ba908a-a464-f412-23e4-f0fd39fd6353?&start=2025-04-27&end=2025-05-03"")"
"HAI FENG 823","412660240","CHN","CHN","8863496","carrier","high","carrier","carrier","GNB","BISSAU",2025-04-08 15:51:30,4,2025-04-10 05:19:18,4,1.5,"DAKAR",FALSE,FALSE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/d9b062f9d-de93-3a60-dd7c-87572c21a53b?&start=2025-04-06&end=2025-04-12"")"
"HAI FENG 823","412660240","CHN","CHN","8863496","carrier","high","carrier","carrier","GNB","BISSAU",2025-06-09 00:13:26,4,2025-06-10 16:06:13,4,1.6,"DAKAR",FALSE,FALSE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/d9b062f9d-de93-3a60-dd7c-87572c21a53b?&start=2025-06-07&end=2025-06-12"")"
"HAI FENG 823","412660240","CHN","CHN","8863496","carrier","high","carrier","carrier","GNB","BISSAU",2025-05-05 16:51:31,4,2025-05-07 05:49:55,4,1.5,"DAKAR",FALSE,FALSE,0,0,NA,FALSE,NA,FALSE,0,TRUE,1,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/d9b062f9d-de93-3a60-dd7c-87572c21a53b?&start=2025-05-03&end=2025-05-09"")"
"NEMED","457900822","MNG","MNG","9280421","fishing","low","fishing","pole_and_line","CIV","ABIDJAN",2025-04-04 08:36:20,3,2025-04-09 12:59:12,4,5.2,"DAKAR",FALSE,FALSE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/6ff6d0ff8-8725-8ce1-15f4-6fa29da6be6c?&start=2025-04-02&end=2025-04-11"")"
"CAMEROUN EXPRESS","563229800","SGP","SGP","9983865","carrier","low","other","other","CIV","ABIDJAN",2025-04-08 07:01:21,4,2025-04-11 00:15:38,4,2.7,"DAKAR",FALSE,FALSE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/7bf03aa76-6d87-6b95-cc07-490ae627673d?&start=2025-04-06&end=2025-04-13"")"
"COTE DIVOIRE EXPRESS","563237900","SGP","SGP","9983994","carrier","low","other","other","CIV","ABIDJAN",2025-04-24 12:59:44,4,2025-04-27 08:06:20,4,2.8,"DAKAR",TRUE,FALSE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c101e6df7-7c74-f0bd-dff3-8cf9eb76b89b?&start=2025-04-22&end=2025-04-29"")"
"GHANA EXPRESS","563245700","SGP","SGP","9984003","carrier","low","other","other","CIV","ABIDJAN",2025-04-16 15:07:02,4,2025-04-19 07:07:54,4,2.7,"DAKAR",FALSE,FALSE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,92.3,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/cb30550b1-1125-18ba-f7c7-d3c668d9aa01?&start=2025-04-14&end=2025-04-21"")"
"ELSAAD","629009158","GMB","GMB",NA,"fishing","high","fishing","fishing","ITA","LICATA",2025-04-12 12:34:49,2,2025-04-12 16:34:49,3,0.2,"DAKAR",FALSE,FALSE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,20,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/88bcefbe0-0278-4687-8093-91e3e4ae847b?&start=2025-04-10&end=2025-04-14"")"
"GABU REEFER","629009266","GMB","GMB","8300949","carrier","high","carrier","carrier","GMB","BANJUL",2025-06-15 11:03:40,4,2025-06-17 06:20:00,4,1.8,"DAKAR",TRUE,FALSE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9827ea1ea-a120-f374-0cc6-138b38bd8130?&start=2025-06-13&end=2025-06-19"")"
"GABU REEFER","629009266","GMB","GMB","8300949","carrier","high","carrier","carrier","GMB","BANJUL",2025-05-14 10:40:16,4,2025-05-15 08:09:22,4,0.9,"DAKAR",TRUE,FALSE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9827ea1ea-a120-f374-0cc6-138b38bd8130?&start=2025-05-12&end=2025-05-17"")"
"GABU REEFER","629009266","GMB","GMB","8300949","carrier","high","carrier","carrier","GMB","BANJUL",2025-06-08 08:41:51,4,2025-06-10 07:48:07,4,2,"DAKAR",TRUE,FALSE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9827ea1ea-a120-f374-0cc6-138b38bd8130?&start=2025-06-06&end=2025-06-12"")"
"GABU REEFER","629009266","GMB","GMB","8300949","carrier","high","carrier","carrier","GMB","BANJUL",2025-04-30 10:57:42,4,2025-05-01 07:51:57,4,0.8,"DAKAR",TRUE,FALSE,0,0,NA,FALSE,NA,FALSE,0,TRUE,1,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9827ea1ea-a120-f374-0cc6-138b38bd8130?&start=2025-04-28&end=2025-05-03"")"
"GABU REEFER","629009266","GMB","GMB","8300949","carrier","high","carrier","carrier","GMB","BANJUL",2025-04-22 10:41:51,4,2025-04-23 07:59:14,4,0.9,"DAKAR",TRUE,FALSE,0,0,NA,FALSE,NA,FALSE,0,TRUE,1,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9827ea1ea-a120-f374-0cc6-138b38bd8130?&start=2025-04-20&end=2025-04-25"")"
"CARIBBEAN STAR","636013068","LBR","LBR","9150810","carrier","low","carrier","carrier","CIV","ABIDJAN",2025-05-23 02:55:21,4,2025-05-26 13:00:46,4,3.4,"DAKAR",FALSE,FALSE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/6215b49b8-8d6d-c4dc-240a-8d5e38e826d6?&start=2025-05-21&end=2025-05-28"")"
"CARIBBEAN STAR","636013068","LBR","LBR","9150810","carrier","low","carrier","carrier","CIV","ABIDJAN",2025-04-19 03:14:02,4,2025-04-21 21:36:13,4,2.8,"DAKAR",FALSE,FALSE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/6215b49b8-8d6d-c4dc-240a-8d5e38e826d6?&start=2025-04-17&end=2025-04-23"")"
"COSTA RICAN STAR","636013073","LBR","LBR","9150822","carrier","low","carrier","carrier","CIV","ABIDJAN",2025-04-13 10:40:50,4,2025-04-16 08:19:52,4,2.9,"DAKAR",TRUE,FALSE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ace7e52e7-7e8a-f948-ef45-d49a0b5a77af?&start=2025-04-11&end=2025-04-18"")"
"COSTA RICAN STAR","636013073","LBR","LBR","9150822","carrier","low","carrier","carrier","CIV","ABIDJAN",2025-06-20 07:24:41,4,2025-06-23 05:40:08,4,2.9,"DAKAR",TRUE,FALSE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ace7e52e7-7e8a-f948-ef45-d49a0b5a77af?&start=2025-06-18&end=2025-06-25"")"
"COSTA RICAN STAR","636013073","LBR","LBR","9150822","carrier","low","carrier","carrier","CIV","ABIDJAN",2025-05-16 07:00:55,4,2025-05-20 02:39:29,4,3.8,"DAKAR",TRUE,FALSE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ace7e52e7-7e8a-f948-ef45-d49a0b5a77af?&start=2025-05-14&end=2025-05-22"")"
"COLOMBIAN STAR","636014240","LBR","LBR","9172480","carrier","low","carrier","carrier","CIV","ABIDJAN",2025-04-27 04:15:13,4,2025-04-30 01:28:36,4,2.9,"DAKAR",FALSE,FALSE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/8bce66adf-faea-4494-cf58-4990faf56820?&start=2025-04-25&end=2025-05-02"")"
"COLOMBIAN STAR","636014240","LBR","LBR","9172480","carrier","low","carrier","carrier","CIV","ABIDJAN",2025-05-30 09:10:57,4,2025-06-03 00:34:08,4,3.6,"DAKAR",FALSE,FALSE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,98.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/8bce66adf-faea-4494-cf58-4990faf56820?&start=2025-05-28&end=2025-06-05"")"
"COTE D IVOIRIAN STAR","636014241","LBR","LBR","9172478","carrier","low","carrier","carrier","CIV","ABIDJAN",2025-05-03 19:34:55,4,2025-05-06 11:48:38,4,2.7,"DAKAR",FALSE,FALSE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c24029a18-8c22-ebb8-d92d-02fc96ad2d26?&start=2025-05-01&end=2025-05-08"")"
"COTE D IVOIRIAN STAR","636014241","LBR","LBR","9172478","carrier","low","carrier","carrier","CIV","ABIDJAN",2025-03-30 07:23:59,4,2025-04-01 23:22:05,4,2.6,"DAKAR",FALSE,FALSE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c24029a18-8c22-ebb8-d92d-02fc96ad2d26?&start=2025-03-28&end=2025-04-03"")"
"COTE D IVOIRIAN STAR","636014241","LBR","LBR","9172478","carrier","low","carrier","carrier","CIV","ABIDJAN",2025-06-06 21:36:03,4,2025-06-09 15:38:15,4,2.8,"DAKAR",TRUE,FALSE,0,0,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c24029a18-8c22-ebb8-d92d-02fc96ad2d26?&start=2025-06-04&end=2025-06-11"")"
"SHANG FU","659019000","NAM","NAM",NA,"fishing","low","gear","gear","SEN","DAKAR",2025-04-23 08:14:50,4,2025-06-27 06:43:09,4,64.9,"DAKAR",TRUE,FALSE,0,0,NA,FALSE,NA,FALSE,0,TRUE,8,FALSE,0,89.6,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/6e356bc7a-a528-931b-9b3d-9857be3e8e3d?&start=2025-04-21&end=2025-06-29"")"
"SHANG FU","659019000","NAM","NAM",NA,"fishing","low","gear","gear","SEN","DAKAR",2025-01-23 09:31:49,4,2025-04-20 07:50:09,4,86.9,"DAKAR",FALSE,FALSE,0,0,NA,FALSE,NA,FALSE,0,TRUE,6,TRUE,4,85.8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/6e356bc7a-a528-931b-9b3d-9857be3e8e3d?&start=2025-01-21&end=2025-04-22"")"
"NATA 2","659034000","NAM","NAM",NA,"fishing","low","gear","gear","SEN","DAKAR",2025-03-07 08:09:19,4,2025-06-26 11:57:10,4,111.1,"DAKAR",TRUE,FALSE,0,0,NA,FALSE,NA,FALSE,0,TRUE,21,TRUE,4,73.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/68a05b872-2f68-ba22-da3d-8de7bfa86302?&start=2025-03-05&end=2025-06-28"")"
"GOBER TERCERO","224013270","ESP","ESP","8733598","fishing","high","fishing","trawlers","GNB","BISSAU",2025-06-25 00:57:54,4,2025-06-28 06:44:11,4,3.2,"DAKAR",TRUE,FALSE,40,842.286111111111,"SEN, GNB",FALSE,"SRFC, NAMMCO, IWC, ICCAT, ACAP",FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9a14ae05e-ea59-e046-aa06-068534b976aa?&start=2025-06-23&end=2025-06-30"")"
"MAR DE ALBA","224023480","ESP","ESP",NA,"fishing","high","fishing","other_purse_seines","GMB","BANJUL",2025-05-26 19:05:24,4,2025-05-27 21:41:57,3,1.1,"DAKAR",TRUE,FALSE,25,158.401388888889,"GMB, SEN",FALSE,"ACAP, NAMMCO, SRFC, ICCAT, IWC",FALSE,0,TRUE,2,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2c13af0f2-2fb9-e17a-34cc-690b8def2438?&start=2025-05-24&end=2025-05-29"")"
"ALFONSO RIERA CUARTO","224026860","ESP","ESP",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-04-22 13:09:50,4,2025-05-26 08:43:16,4,33.8,"DAKAR",TRUE,FALSE,280,8050.44166666666,"GNB, SEN",FALSE,"ICCAT, NAMMCO, SRFC, ACAP, IWC",FALSE,0,TRUE,1,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a054330ca-a2bd-7d39-14d8-3f381abda295?&start=2025-04-20&end=2025-05-28"")"
"ALFONSO RIERA CUARTO","224026860","ESP","ESP",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-03-15 11:48:14,4,2025-04-20 15:49:21,4,36.2,"DAKAR",TRUE,FALSE,720,7943.16666666666,"SEN, GNB",FALSE,"ACAP, NAMMCO, SRFC, IWC, ICCAT",FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a054330ca-a2bd-7d39-14d8-3f381abda295?&start=2025-03-13&end=2025-04-22"")"
"ALFONSO RIERA CUARTO","224026860","ESP","ESP",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-05-28 15:51:36,4,2025-06-29 12:18:51,4,31.8,"DAKAR",TRUE,FALSE,235,7175.90694444445,"GNB, SEN",FALSE,"NAMMCO, SRFC, ICCAT, ACAP, IWC",FALSE,0,TRUE,1,FALSE,0,99.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a054330ca-a2bd-7d39-14d8-3f381abda295?&start=2025-05-26&end=2025-07-01"")"
"ALFONSO RIERA SEGUND","224032270","ESP","ESP","9175377","fishing","high","fishing","trawlers","SEN","DAKAR",2025-05-09 13:53:13,4,2025-06-16 13:10:17,4,38,"DAKAR",TRUE,FALSE,470,9082.08611111109,"GNB, SEN",FALSE,"ICCAT, NAMMCO, ACAP, SRFC, IWC",FALSE,0,TRUE,1,FALSE,0,98.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ebdafaa65-595c-2373-4337-eaf2cebdadae?&start=2025-05-07&end=2025-06-18"")"
"ALFONSO RIERA SEGUND","224032270","ESP","ESP","9175377","fishing","high","fishing","trawlers","GNB","BISSAU",2025-04-02 16:41:18,4,2025-05-07 13:42:41,4,34.9,"DAKAR",TRUE,FALSE,260,9635.69444444445,"SEN, GNB",FALSE,"SRFC, NAMMCO, IWC, ACAP, ICCAT",FALSE,0,TRUE,1,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ebdafaa65-595c-2373-4337-eaf2cebdadae?&start=2025-03-31&end=2025-05-09"")"
"GOBER CUARTO","224068180","ESP","ESP","8733574","fishing","high","fishing","trawlers","GNB","BISSAU",2025-06-23 22:33:30,4,2025-06-28 06:57:59,4,4.3,"DAKAR",TRUE,FALSE,40,1102.7,"GNB, SEN",FALSE,"IWC, ACAP, ICCAT, NAMMCO, SRFC",FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b529cea41-1fe1-7857-0b7d-0d0d1441b9c2?&start=2025-06-21&end=2025-06-30"")"
"JAIME R","224069140","ESP","ESP","9098880","fishing","high","fishing","trawlers","GNB","BISSAU",2025-03-08 00:18:06,4,2025-04-10 08:39:25,4,33.3,"DAKAR",TRUE,FALSE,540,4123.97222222223,"SEN, GNB",FALSE,"ICCAT, ACAP, NAMMCO, IWC, SRFC",FALSE,0,TRUE,25,FALSE,0,52.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c55db3f88-825c-7b5e-ea2b-90578f54ef3f?&start=2025-03-06&end=2025-04-12"")"
"JAIME R","224069140","ESP","ESP","9098880","fishing","high","fishing","trawlers","SEN","DAKAR",2025-05-17 20:01:42,4,2025-06-15 22:11:18,4,29.1,"DAKAR",TRUE,FALSE,170,1672.21666666667,"SEN, GNB",FALSE,"IWC, ACAP, SRFC, ICCAT, NAMMCO",FALSE,0,TRUE,32,FALSE,0,42.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c55db3f88-825c-7b5e-ea2b-90578f54ef3f?&start=2025-05-15&end=2025-06-17"")"
"JAIME R","224069140","ESP","ESP","9098880","fishing","high","fishing","trawlers","SEN","DAKAR",2025-04-12 06:05:59,4,2025-05-14 06:07:09,4,32,"DAKAR",TRUE,FALSE,475,2974.07777777777,"GNB, SEN",FALSE,"IWC, ICCAT, SRFC, NAMMCO, ACAP",FALSE,0,TRUE,33,FALSE,0,53.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c55db3f88-825c-7b5e-ea2b-90578f54ef3f?&start=2025-04-10&end=2025-05-16"")"
"CURBEIRO","224106000","ESP","ESP","9194191","fishing","high","fishing","trawlers","SEN","DAKAR",2025-03-20 22:42:41,4,2025-04-14 16:31:49,4,24.7,"DAKAR",TRUE,FALSE,235,13833.0375,"GNB, SEN",FALSE,"NAMMCO, ICCAT, IWC, ACAP, SRFC",FALSE,0,TRUE,1,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/abfdf22f1-145b-2a91-3e6b-7acb899cd1d7?&start=2025-03-18&end=2025-04-16"")"
"LA PINTA R","224175000","ESP","ESP",NA,"fishing","high","fishing","trawlers","GNB","BISSAU",2025-03-07 18:23:53,4,2025-04-10 08:33:34,4,33.6,"DAKAR",TRUE,FALSE,520,7657.34583333335,"SEN, GNB",FALSE,"SRFC, IWC, ICCAT, NAMMCO, ACAP",FALSE,0,TRUE,6,FALSE,0,96,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c17075854-49bb-6c86-ad25-6b9f2d6f6ddd?&start=2025-03-05&end=2025-04-12"")"
"LA PINTA R","224175000","ESP","ESP",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-05-17 16:00:52,4,2025-06-15 22:07:12,4,29.3,"DAKAR",TRUE,FALSE,370,4921.51944444445,"SEN, GNB",FALSE,"SRFC, ACAP, ICCAT, NAMMCO, IWC",FALSE,0,TRUE,35,FALSE,0,79.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c17075854-49bb-6c86-ad25-6b9f2d6f6ddd?&start=2025-05-15&end=2025-06-17"")"
"LA PINTA R","224175000","ESP","ESP",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-04-12 03:24:36,4,2025-05-14 07:31:24,4,32.2,"DAKAR",TRUE,FALSE,570,8215.38055555556,"GNB, SEN",FALSE,"IWC, SRFC, ACAP, NAMMCO, ICCAT",FALSE,0,TRUE,13,FALSE,0,92,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c17075854-49bb-6c86-ad25-6b9f2d6f6ddd?&start=2025-04-10&end=2025-05-16"")"
"PEIX MAR VEINTIOCHO","224275000","ESP","ESP",NA,"fishing","high","fishing","fishing","SEN","DAKAR",2025-03-16 19:23:09,4,2025-05-07 05:43:59,4,51.4,"DAKAR",TRUE,FALSE,1415,15814.9541666667,"SEN, GNB",FALSE,"IWC, ACAP, ICCAT, NAMMCO, SRFC",FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f838ed30c-cd84-c08a-815c-57b587afac9d?&start=2025-03-14&end=2025-05-09"")"
"PEIX MAR VEINTIOCHO","224275000","ESP","ESP",NA,"fishing","high","fishing","fishing","SEN","DAKAR",2025-05-10 07:34:03,4,2025-06-25 06:02:53,4,45.9,"DAKAR",FALSE,FALSE,390,15526.0555555556,"GNB, SEN",FALSE,"SRFC, ICCAT, NAMMCO, ACAP, IWC",FALSE,0,FALSE,0,FALSE,0,82.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f838ed30c-cd84-c08a-815c-57b587afac9d?&start=2025-05-08&end=2025-06-27"")"
"ALFONSO RIERA TERCER","224282000","ESP","ESP","8734877","fishing","high","fishing","trawlers","SEN","DAKAR",2025-04-22 13:10:53,4,2025-05-26 13:31:06,4,34,"DAKAR",FALSE,FALSE,580,8855.98750000001,"SEN, GNB",FALSE,"SRFC, NAMMCO, ICCAT, IWC, ACAP",FALSE,0,TRUE,1,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/d7f0a49c3-35ca-c6db-7786-d49a798e2e3c?&start=2025-04-20&end=2025-05-28"")"
"ALFONSO RIERA TERCER","224282000","ESP","ESP","8734877","fishing","high","fishing","trawlers","SEN","DAKAR",2025-03-15 11:01:58,4,2025-04-20 10:56:29,4,36,"DAKAR",TRUE,FALSE,875,10973.0527777778,"GNB, SEN",FALSE,"ACAP, SRFC, NAMMCO, IWC, ICCAT",FALSE,0,TRUE,1,FALSE,0,99.8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/d7f0a49c3-35ca-c6db-7786-d49a798e2e3c?&start=2025-03-13&end=2025-04-22"")"
"ALFONSO RIERA TERCER","224282000","ESP","ESP","8734877","fishing","high","fishing","trawlers","SEN","DAKAR",2025-05-28 10:24:57,4,2025-06-29 13:00:05,4,32.1,"DAKAR",TRUE,FALSE,385,10605.3013888889,"GNB, SEN",FALSE,"ACAP, ICCAT, NAMMCO, SRFC, IWC",FALSE,0,TRUE,7,FALSE,0,77.6,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/d7f0a49c3-35ca-c6db-7786-d49a798e2e3c?&start=2025-05-26&end=2025-07-01"")"
"PEIX MAR 27","224370000","ESP","ESP",NA,"fishing","high","fishing","trawlers","GNB","BISSAU",2025-05-14 18:30:58,4,2025-06-25 07:15:30,4,41.5,"DAKAR",FALSE,FALSE,545,16461.2527777778,"GNB, SEN",FALSE,"SRFC, ICCAT, NAMMCO, ACAP, IWC",FALSE,0,TRUE,1,FALSE,0,93.3,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/8ad34c7e7-79af-8ef2-51b9-70fa9771a259?&start=2025-05-12&end=2025-06-27"")"
"PEIX MAR VEINTINUEVE","224372000","ESP","ESP",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-03-16 19:22:06,4,2025-05-07 05:50:04,4,51.4,"DAKAR",TRUE,FALSE,1385,16765.6972222222,"SEN, GNB",FALSE,"ACAP, SRFC, IWC, NAMMCO, ICCAT",FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/0e7b1acdf-f7c8-f125-35fc-f22f72aa558d?&start=2025-03-14&end=2025-05-09"")"
"PEIX MAR VEINTINUEVE","224372000","ESP","ESP",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-05-10 07:40:45,4,2025-06-25 05:55:06,4,45.9,"DAKAR",FALSE,FALSE,350,19665.0208333334,"GNB, SEN",FALSE,"SRFC, IWC, ICCAT, NAMMCO, ACAP",FALSE,0,FALSE,0,FALSE,0,83.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/0e7b1acdf-f7c8-f125-35fc-f22f72aa558d?&start=2025-05-08&end=2025-06-27"")"
"RIODOMAR QUINTO","224394000","ESP","ESP",NA,"fishing","high","fishing","trawlers","GNB","BISSAU",2025-06-26 00:05:45,4,2025-06-28 07:21:17,4,2.3,"DAKAR",TRUE,FALSE,10,267.752777777778,"GNB",FALSE,"ICCAT, NAMMCO, SRFC, IWC, ACAP",FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/4a0a5f1e2-200f-d3b6-8e90-73874b930291?&start=2025-06-24&end=2025-06-30"")"
"PLAYA DE NOJA","224531000","ESP","ESP","8806955","fishing","med","fishing","tuna_purse_seines","SEN","DAKAR",2025-03-08 21:10:34,4,2025-04-15 09:37:35,4,37.5,"DAKAR",FALSE,FALSE,80,2818.7375,"SLE, GIN, GMB, GNB, SEN",TRUE,"SRFC, NAMMCO, IWC, ICCAT, ACAP",TRUE,1,TRUE,5,TRUE,5,32.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/472962590-0e8b-947d-3f92-4a00e908d511?&start=2025-03-06&end=2025-04-17"")"
"EGALUZE","224580000","ESP","ESP","8109620","fishing","med","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-03-28 08:33:36,4,2025-05-06 23:36:25,4,39.6,"DAKAR",TRUE,FALSE,40,413.269444444444,"GNB, GIN, SLE",FALSE,"ACAP, NAMMCO, IWC, SRFC, ICCAT",TRUE,1,TRUE,8,TRUE,8,12.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a0aa90604-4562-1097-2a1e-56ca4a57e84f?&start=2025-03-26&end=2025-05-08"")"
"EGALUZE","224580000","ESP","ESP","8109620","fishing","med","fishing","tuna_purse_seines","SEN","DAKAR",2025-05-20 22:38:56,4,2025-06-12 06:13:18,4,22.3,"DAKAR",TRUE,FALSE,15,10.425,"SEN",FALSE,"IWC, SRFC, ACAP, ICCAT, NAMMCO",FALSE,0,FALSE,0,TRUE,1,12.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a0aa90604-4562-1097-2a1e-56ca4a57e84f?&start=2025-05-18&end=2025-06-14"")"
"ZUBEROA","224587000","ESP","ESP","8906456","fishing","med","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-04-16 09:25:30,4,2025-05-17 05:33:17,4,30.8,"DAKAR",TRUE,FALSE,50,376.951388888889,"SEN, GIN, CIV, GNB",FALSE,"IWC, ACAP, SRFC, FCWC, ICCAT, NAMMCO",FALSE,0,TRUE,7,TRUE,3,20,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/dcefb03af-f441-973d-84c3-df67066f5a56?&start=2025-04-14&end=2025-05-19"")"
